#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
opinion_father_fix;Father;;Vater;;;x
opinion_fired_from_office;Fired from Office;;Aus dem Amt gefeuert;;;x
opinion_forced_hellenic_state_religion;Enforced a Hellenic state religion;;Hat eine hellenische Staatsreligion durchgesetzt;;;x
opinion_framed_kin;Framed My Kin;;Meiner Sippe angehängt;;;x
opinion_framed_me;Framed Me!;;Mich reingelegt!;;;x
opinion_good_succ_law_change;Pleased by Succession Law Change;;Erfreut über Erbrechtsänderung;;;x
opinion_granted_minor_estate;Granted Estates;;Erteilte Ländereien;;;x
opinion_hellenic_state_religion;Established a Hellenic state religion;;Gründete eine hellenische Staatsreligion;;;x
opinion_helped_temple;Helped Temple Construction;;Half beim Tempelbau;;;x
opinion_helpful_friend;Helpful Friend;;Hilfreicher Freund;;;x
opinion_honorary_title;Honored Me;;Mich geehrt;;;x
opinion_ignored_law;Rejected proposed law;;Abgelehnter Gesetzesentwurf;;;x
opinion_ignored_succession_law;Rejected Succession Law Change;;Abgelehnte Erbrechtsänderung;;;x
opinion_in_law;In-Law;;Gesetzlich;;;x
opinion_increased_authority_ai;Increased Crown Authority;;Erhöhte Autorität der Krone;;;x
opinion_increased_authority_ai2;Increased Crown Authority;;Erhöhte kroatische Autorität;;;x
opinion_increased_authority2;Increased Crown Authority;;Erhöhte königliche Autorität;;;x
opinion_independent;Broke Vassal Contract;;Vasallenvertrag gebrochen;;;x
opinion_job_security_concerns;Council Job Change;;Jobwechsel im Rat;;;x
opinion_kidnapped_kin;Kidnapped a Relative;;Einen Verwandten entführt;;;x
opinion_kidnapper;Kidnapped Me;;Mich gekidnappt;;;x
opinion_known_virtue;Virtuous;;Tugendhaft;;;x
opinion_left_plot;Left Plot;;Verschwörung verlassen;;;x
opinion_lowered_decadence_neg;Angry Over Reforms;;Verärgert über Reformen;;;x
opinion_lowered_decadence_pos;Pleased With Reforms;;Zufrieden mit Reformen;;;x
opinion_mother;Mother;;Mutter;;;x
opinion_mutual_enemy;Mutual Enemy;;Gegenseitiger Feind;;;x
opinion_nephew_fix;Nephew;;Neffe;;;x
opinion_niece_fix;Niece;;Nichte;;;x
opinion_neutral_antipope;Did not take sides on Antipope;;Hat keine Partei für den Antipapst ergriffen;;;x
opinion_new_courtier;New Courtier;;Neuer Höfling;;;x
opinion_niece;Niece;;Nichte;;;x
opinion_no_forced_hellenic_state_religion;Did not enforce a Hellenic state religion;;Setzte keine hellenische Staatsreligion durch;;;x
opinion_no_hellenic_state_religion;Did not establish a Hellenic state religion;;Hat keine hellenische Staatsreligion eingeführt;;;x
opinion_nominated_vestalis;Nominated a Vestalis;;Ernennt einen Vestalis;;;x
opinion_not_defending_me;Refused to defend me;;Weigerte sich, mich zu verteidigen;;;x
opinion_opposes_antipope;Opposed the Antipope;;Widersetzte sich dem Antipapst;;;x
opinion_opposes_me_antipope;Opposed the Antipope;;Widersetzte sich dem Gegenpapst;;;x
opinion_outraged;Outraged;;Empört;;;x
opinion_pagan_advisor;Mystic Advisor;;Mystischer Berater;;;x
opinion_patron;Patron;;Schirmherr;;;x
opinion_performed_coronation;Performed Coronation;;Durchgeführte Krönung;;;x
opinion_pleased;Pleased with Rewards;;Erfreut über Belohnungen;;;x
opinion_plot_help;Diplomatic Overtures;;Diplomatische Annäherung;;;x
opinion_prisoner_died;Death of Prisoner;;Tod des Gefangenen;;;x
opinion_pushed_me;Pushed Me Too Hard;;Hat mich zu sehr unter Druck gesetzt;;;x
opinion_recent_civil_war;Recent Civil War;;Jüngster Bürgerkrieg;;;x
opinion_recent_plot;Plotted Against Me;;Verschwörung gegen mich;;;x
opinion_refused_convert;Refused to Convert;;Weigerung zu konvertieren;;;x
opinion_refused_divination;Refused to Give Offering for divination;;Verweigerte Opfergabe für Wahrsagerei;;;x
opinion_refused_legit_request;Refused Legitimize Request;;Verweigerte Legitimationsanfrage;;;x
opinion_refused_temple;Refused to Help Temple;;Weigerte sich, dem Tempel zu helfen;;;x
opinion_rejected_hellenic_state_religion;Rejected the Hellenic state religion;;Lehnte die hellenische Staatsreligion ab;;;x
opinion_resentful;Resentful;;Verärgert;;;x
opinion_revoke_minor_title;Revoked one of my minor titles;;Hat einen meiner minderen Titel widerrufen;;;x
opinion_scandal;Scandal;;Skandal;;;x
opinion_settled_jews;Settled Jews;;Ansiedlung von Juden;;;x
opinion_shared_lifestryle;Shared Lifestyle;;Geteilter Lebensstil;;;x
opinion_sibling;Sibling;;Geschwister;;;x
opinion_spy_discovered_father;Spied Upon;;Bespitzelt;;;x
opinion_spy_discovered_lover;Spied Upon;;Bespitzelt;;;x
opinion_spy_enflamed_rivalry;Spied Upon;;Bespitzelt;;;x
opinion_spy_rumors;Spied Upon;;Bespitzelt;;;x
opinion_stopped_my_war;Stopped my War;;Meinen Krieg gestoppt;;;x
opinion_succ_law_change;Upset by Succession Law Change;;Verärgert über Änderung des Erbschaftsgesetzes;;;x
opinion_support_claimant;Convinced to Support Claim;;Überzeugt, den Anspruch zu unterstützen;;;x
opinion_supports_antipope;Supported the Antipope;;Unterstützte den Antipapst;;;x
opinion_supports_me_antipope;Supported the Antipope;;Unterstützte den Antipapst;;;x
opinion_tailteann_athlete;Best athlete in the land;;Bester Sportler im Land;;;x
opinion_tailteann_craftsman;Best craftsman in the land;;Bester Handwerker im Land;;;x
opinion_tailteann_fighter;Best Fighter in the land;;Bester Kämpfer im Land;;;x
opinion_tailteann_participant;Held Grand Aonach Tailteann;;Hielt den Großen Aonach Tailteann;;;x
opinion_thankful;Thankful;;Dankbar;;;x
opinion_tolerant;Religious Tolerance;;Religiöse Toleranz;;;x
opinion_tolerant_muslims;Tolerant to Muslims;;Tolerant gegenüber Muslimen;;;x
opinion_tournament_spectator;Enjoyed Tournament;;Genoss das Turnier;;;x
opinion_tried_to_frame_me;Tried to Frame Me;;Wollte mich reinlegen;;;x
opinion_tried_to_trick_me;Tried to Trick Me!;;Versuchte, mich auszutricksen!;;;x
opinion_uncle_fix;Uncle;;Onkel;;;x
opinion_uncovered_plot;Exposed a Plot;;Hat ein Komplott aufgedeckt;;;x
opinion_unhelpful_friend;Unhelpful Friend;;Nicht hilfreicher Freund;;;x
opinion_unmasked_betrayer;Unmasked a Betrayer;;Einen Verräter entlarvt;;;x
opinion_unmasked_traitor;Unmasked a Traitor;;Einen Verräter entlarvt;;;x
opinion_war_hero;War Hero;;Kriegsheld;;;x
disinherited_me;Disinherited Me;;Mich enterbt;;;x
abdicated_for_me;Abdicated For Me;;Für mich abgedankt;;;x
allowed_to_serve_empire;Allowed to Serve Empire;;Erlaubt, dem Reich zu dienen;;;x
asked_holy_sanction;Requested Holy Sanction;;Heilige Sanktion erbeten;;;x
asked_to_support_heir;Asked to Support Heir;;Um Unterstützung des Erben gebeten;;;x
attempted_kidnapping;Attempted Kidnapping;;Versuchter Kidnapping;;;x
attempted_kidnapping_of_kin;Attempted Kidnapping of Kin;;Versuchte Entführung eines Verwandten;;;x
attempted_kidnapping_of_vassal;Attempted Kidnapping of Vassal;;Versuchte Entführung eines Vasallen;;;x
attempted_murder_of_close_kin;Attempted Murder of Close Kin;;Versuchte Ermordung eines nahen Verwandten;;;x
agreed_to_convert;Agreed to Convert;;Konvertierung zugestimmt;;;x
appreciates_support;Appreciates Support;;Weiß Unterstützung zu schätzen;;;x
arbitrary_disinheritance;Resents Arbitrary Decrees;;Widersetzt sich willkürlichen Dekreten;;;x
attending_coronation;Attending Coronation;;Teilnahme an der Krönung;;;x
converted_me;Converted Me;;Konvertierte mich;;;x
coronation_duel;Scandalized by Duel at Coronation;;Skandalisiert durch Duell bei Krönung;;;x
coronation_friends;Got Along At Coronation;;Hat sich bei der Krönung vertragen;;;x
coronation_rivals;Argued At Coronation;;Streite bei Krönung;;;x
covets_inheritance;Covets Inheritance;;Begehrt das Erbe;;;x
declined_ransom;Declined Ransom;;Lösegeld abgelehnt;;;x
devious_plotter;Devious Schemer;;Hinterhältiger Intrigant;;;x
dissent_sowed;Relations Sabotaged;;Beziehungen sabotiert;;;x
executed_kin;Executed Relative;;Verwandter hingerichtet;;;x
failed_to_claim_my_title;Failed to Claim my Titles;;Meine Titel nicht beansprucht;;;x
favoured_heiress;Favored for Succession;;Favorisiert für die Nachfolge;;;x
former_champion;Former Champion;;Ehemaliger Champion;;;x
grateful_council_term;Lifetime Appointment to Council;;Ernennung zum Mitglied des Rates auf Lebenszeit;;;x
holy_war_sanction;Received Sanction for Holy War;;Erhielt Sanktion für Heiligen Krieg;;;x
hostile_family;Hostile Family Member;;Feindliches Familienmitglied;;;x
husband_usurped_me;Usurped My Titles;;Meine Titel an sich gerissen;;;x
jealous;Jealous;;Eifersüchtig;;;x
joined_war_against_me;Joined War Against Me;;Trat in den Krieg gegen mich ein;;;x
kidnapped_me;Kidnapped Me;;Mich gekidnappt;;;x
killed_vassal;Murdered Vassal;;Ermordeter Vasall;;;x
knows_barren;Barren;;Unfruchtbar;;;x
left_behind;Left behind at siege;;Bei Belagerung zurückgelassen;;;x
left_to_rot;Left to rot in prison;;Zum Verrotten im Gefängnis zurückgelassen;;;x
liberation_revolt_against;War of Liberation;;Krieg der Befreiung;;;x
loot_sacrifice;Made Sacrifice After Looting;;Nach Plünderung geopfert;;;x
loyal_vassal;Loyal Vassal;;Loyaler Vasall;;;x
mad_heretic;Converted to Heresy;;Zur Ketzerei konvertiert;;;x
my_champion;My Champion;;Mein Meister;;;x
negotiated_to_drop_decadence;Tried To Make Me Become Less Decadent;;Versuchte, mich weniger dekadent zu machen;;;x
not_allowed_to_loot;Prevented Me From Looting;;Hielt mich vom Plündern ab;;;x
opposed_me_at_faction_meeting;Spoke ill of me;;sprach schlecht über mich;;;x
outraged_disinheritance;Outraged Over Disinheritance;;Empört über Enterbung;;;x
outraged_usurpation;Outraged At Usurpation;;Wütend über Usurpation;;;x
papal_champion;Papal Champion;;Päpstlicher Meister;;;x
refused_adventurer;Refused To Aid Me;;Weigerte sich, mir zu helfen;;;x
refused_bribe;Refused Bribe;;Verweigerte Bestechung;;;x
refused_favor;Refused Favor;;Verweigerte Gunst;;;x
refused_revolt_call;Refused Call to Revolt;;Aufruf zur Revolte verweigert;;;x
refused_to_give_up_title;Refused to Surrender Title;;Weigerung, den Titel aufzugeben;;;x
refused_to_support_heir;Refused to Support Heir;;Verweigerte Unterstützung des Erben;;;x
refused_to_change_rite;Refused to Change Rite;;Abgelehnt, den Ritus zu ändern;;;x
sent_druidic_training;Sent for Druidic Training;;Zur druidischen Ausbildung geschickt;;;x
succ_law_disinherit;Outraged Over Disinheritance;;Empört über Enteignung;;;x
supported_in_succession;Supported During Succession;;Unterstützt während der Erbfolge;;;x
sworn_to_support_heir;Sworn to Support Heir;;Geschworen, den Erben zu unterstützen;;;x
sympathetic_disinheritance;Sympathetic;;Sympathisch;;;x
sympathetic_to_cause;Sympathetic;;Sympathisch;;;x
temperate_pleaser;Temperate Pleaser;;Mäßiger Genießer;;;x
tried_to_convert_me;Tried to Convert Me;;Versuchte, mich zu bekehren;;;x
opinion_eloped_plotter;Eloped;;Durchgebrannt;;;x
opinion_eloped_target;Eloped;;Durchgebrannt;;;x
attacked_tributary;Attacked a Tributary;;Überfiel einen Nebenfluss;;;x
attacked_tributary_vassal;Attacked a Tributary;;Überfiel einen Nebenfluss;;;x
refused_imperial_edict_liege;Attempted to Enforce Edict;;Versuchte, Edikt durchzusetzen;;;x
refused_imperial_edict_vassal;Refused my Edict;;Verweigerte mein Edikt;;;x
opinion_paid_tribute;Paid Tribute;;Tribut gezahlt;;;x
