#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
EVTDESC_Plus_1206;[Root.PrimaryTitle.GetFOA],\nI am pleased to have received your invitation. Alas, matters in [From.Capital.GetName] already have my commitment, and thus I will be unable to make the journey to [Root.Capital.GetName] in time to attend the coronation. Please accept my apologies and congratulations.\n\nSigned,\n[From.GetTitledName];;[Root.PrimaryTitle.GetFOA],\nIch freue mich, Ihre Einladung erhalten zu haben. Leider haben Angelegenheiten in [From.Capital.GetName] bereits meine Verpflichtung, und daher werde ich nicht in der Lage sein, die Reise nach [Root.Capital.GetName] rechtzeitig anzutreten, um an der Krönung teilzunehmen. Bitte nehmen Sie meine Entschuldigung und Glückwünsche an.\n\nGezeichnet,\n[From.GetTitledName];;;x
# EVTDESC_Plus_1207;[coronation_liege.GetTitledFirstNameNoRegnal] is planning a proper coronation in the eyes of [Root.Religion.GetRandomGodNameCap], and will require a [Root.Religion.GetName] priest to perform the ceremony.;;[coronation_liege.GetTitledFirstNameNoRegnal] plant eine angemessene Krönung in den Augen von [Root.Religion.GetRandomGodNameCap] und benötigt einen [Root.Religion.GetName] Priester, um die Zeremonie durchzuführen.;;;;;;;;;;;x
# EVTOPTA_Plus_1207;I shall be that priest;;Ich werde dieser Priester sein;;;;;;;;;;;x
EVTDESC_Plus_1208;[Root.PrimaryTitle.GetFOA],\nAs you will be holding a proper [Root.Religion.GetName] coronation, I would be pleased to offer my services in performing the ceremony.\n\nMay [Root.Religion.GetRandomGodNameCap] watch over you,\n[From.GetTitledName];;[Root.PrimaryTitle.GetFOA],\nDa Ihr eine ordentliche [Root.Religion.GetName] Krönung abhalten werdet, würde ich gerne meine Dienste bei der Durchführung der Zeremonie anbieten.\n\nMay [Root.Religion.GetRandomGodNameCap] watch over you,\n[From.GetTitledName];;;x
EVTOPTA_Plus_1208;[From.GetSheHeCap] may perform the ceremony;;[From.GetSheHeCap] möge die Zeremonie durchführen;;;x
EVTOPTB_Plus_1208;I will hold out for someone better;;Ich werde auf jemand besseren warten;;;x
EVTDESC_Plus_1209;[Root.PrimaryTitle.GetFOA],\nI would be more than pleased to have you perform the coronation ceremony. Please accept my eternal gratitude.\n\nSigned,\n[From.GetTitledName];;[Root.PrimaryTitle.GetFOA], \nIch wäre mehr als erfreut, wenn Sie die Krönungszeremonie durchführen würden. Bitte nehmen Sie meine ewige Dankbarkeit an.\n\nGezeichnet,\n[From.GetTitledName];;;x
EVTDESC_Plus_1210;[Root.PrimaryTitle.GetFOA],\nWhile I appreciate your offer, I believe it would be prudent if someone more qualified performed the coronation ceremony.\n\nSigned,\n[From.GetTitledName];;[Root.PrimaryTitle.GetFOA],\nWährend ich Ihr Angebot zu schätzen weiß, glaube ich, dass es klug wäre, wenn jemand Qualifizierteres die Krönungszeremonie durchführen würde.\n\nSigned,\n[From.GetTitledName];;;x
EVTOPTA_Plus_1210;This is an insult!;;Das ist eine Beleidigung!;;;x
EVTDESC_Plus_1211;Sadly, the outbreak of war in [Root.PrimaryTitle.GetName] means that the coronation festivities will have to be cancelled.;;Leider bedeutet der Ausbruch des Krieges in [Root.PrimaryTitle.GetName], dass die Krönungsfeierlichkeiten abgesagt werden müssen.;;;x
EVTDESC_Plus_1212;My [Root.GetLordLady],\nSadly, the outbreak of war in [From.PrimaryTitle.GetName] means that the coronation festivities will have to be cancelled. My apologies for the inconvenience.\n\nSigned,\n[From.GetTitledName];;Meine [Root.GetLordLady],\nDer Ausbruch des Krieges in [From.PrimaryTitle.GetName] bedeutet leider, dass die Krönungsfeierlichkeiten abgesagt werden müssen. Ich entschuldige mich für die Unannehmlichkeiten.\n\nGezeichnet,\n[From.GetTitledName];;;x
EVTOPTA_Plus_1212;That's too bad;;Das ist sehr schade.;;;x
EVTDESC_Plus_1213;With your untimely death, the coronation festivities will clearly need to be cancelled.;;Durch Euren vorzeitigen Tod müssen die Krönungsfeierlichkeiten eindeutig abgesagt werden.;;;x
EVTOPTA_Plus_1213;And I was SO close!;;Und ich war so nah dran!;;;x
EVTOPTB_Plus_1213;And I was JUST coronated!;;Und ich wurde gerade erst gekrönt!;;;x
EVTDESC_Plus_1214;My [Root.GetLordLady],\nSadly, the untimely death of [From.GetTitledName] obviously means that [From.GetHerHis] coronation must hereby be canceled. We regret the inconvenience.\n\nSigned,\nThe Chancellor of [From.PrimaryTitle.GetName];;Meine [Root.GetLordLady],\nDer vorzeitige Tod von [From.GetTitledName] bedeutet leider, dass die Krönung von [From.GetHerHis] hiermit abgesagt werden muss. Wir bedauern die Unannehmlichkeiten.\n\nGezeichnet,\nDer Kanzler von [From.PrimaryTitle.GetName];;;x
EVTNAME_Plus_1215;The [From.PrimaryTitle.GetAdjective] Coronation;;Die [From.PrimaryTitle.GetAdjective] Krönung;;;x
EVTDESC_Plus_1215;'I, [From.GetFirstName] of the [From.GetOnlyDynastyName] dynasty, and with the blessing of [From.Religion.GetRandomGodNameCap], do hereby rightfully assume the crown of the [From.PrimaryTitle.GetFullName].'\n\nWith those words does [From.GetSheHe] become [From.PrimaryTitle.GetRulerTitle] of [From.PrimaryTitle.GetName] in truth, with each of [From.GetHerHis] vassals lining up to bow before [From.GetHerHim] and swear everlasting fealty. It is an impressive ceremony, full of pomp and circumstance, and one that will write [From.GetTitledFirstName] into history. The streets of [From.Capital.GetName] are lined with [From.Capital.Culture.GetName] crowds cheering, with everyone straining to get a look at the important personages that pass by on their way to the forthcoming feast.;;Ich, [From.GetFirstName] aus der Dynastie [From.GetOnlyDynastyName], und mit dem Segen von [From.Religion.GetRandomGodNameCap], nehme hiermit rechtmäßig die Krone des [From.PrimaryTitle.GetFullName] an. Mit diesen Worten wird [From.GetSheHe] in Wahrheit [From.PrimaryTitle.GetRulerTitle] von [From.PrimaryTitle.GetName], und jeder der Vasallen von [From.GetHerHis] stellt sich auf, um sich vor [From.GetHerHim] zu verbeugen und ewige Treue zu schwören. Es ist eine beeindruckende Zeremonie voller Pomp und Umstand, die [From.GetTitledFirstName] in die Geschichte eingehen wird. Die Straßen von [From.Capital.GetName] sind von jubelnden Menschenmassen gesäumt, und jeder versucht, einen Blick auf die wichtigen Persönlichkeiten zu erhaschen, die auf dem Weg zum bevorstehenden Festmahl vorbeikommen.;;;x
EVTOPTA_Plus_1215;I have never been more proud;;Ich war noch nie so stolz;;;x
EVTOPTB_Plus_1215;Long live [From.GetTitledFirstName]!;;Lang lebe [From.GetTitledFirstName]!;;;x
EVTOPTC_Plus_1215;I bet the ceremony was nice;;Ich wette, die Zeremonie war schön;;;x
EVTDESC_Plus_1216;With the coronation ceremony finished, the newly-anointed [From.GetTitledFirstName] retired to [From.GetHerHis] castle for the celebration feast. The hall is packed with people: the lords and ladies of [From.PrimaryTitle.GetName], their wives and husbands, visiting [From.Religion.GetName] rulers and emissaries...it will be a night to remember!;;Nach Abschluss der Krönungszeremonie zieht sich der neu ernannte [From.GetTitledFirstName] zum Festmahl auf [From.GetHerHis] Schloss zurück. Der Saal ist voll von Menschen: die Herren und Damen von [From.PrimaryTitle.GetName], ihre Ehefrauen und Ehemänner, Herrscher und Abgesandte von [From.Religion.GetName], die zu Besuch sind ... es wird ein denkwürdiger Abend!;;;x
EVTOPTA_Plus_1216;Let the festivities commence!;;Lasst die Festivitäten beginnen!;;;x
EVTOPTB_Plus_1216;This will be quite the celebration!;;Das wird ein großes Fest!;;;x
EVTDESC_Plus_1217;The coronation feast goes well into the night, and you find yourself frequently spending time with your host, drinking wine and laughing over stories. You leave feeling as if the two of you have gained an excellent understanding of one another.;;Das Krönungsfest geht bis tief in die Nacht hinein, und ihr verbringt viel Zeit mit eurem Gastgeber, trinkt Wein und lacht über Geschichten. Sie verlassen das Fest mit dem Gefühl, dass Sie beide einander sehr gut verstehen.;;;x
EVTOPTA_Plus_1217;I've found a new friend!;;Ich habe einen neuen Freund gefunden!;;;x
EVTDESC_Plus_1218;As the coronation feast continues, you find yourself frequently in the company of [From.GetTitledFirstName], drinking wine and laughing over stories. While you would not have thought so initially, it seems as if the two of you have gained an excellent understanding of one another.;;Im weiteren Verlauf des Krönungsmahls befinden Sie sich häufig in Gesellschaft von [From.GetTitledFirstName], trinken Wein und lachen über Geschichten. Obwohl Ihr das anfangs nicht gedacht hättet, scheint es, als würdet Ihr Euch inzwischen sehr gut verstehen.;;;x
EVTDESC_Plus_1219;It was bound to happen. You drank a little too much at the coronation feast, and when you ran into your host you argued over a title they hold which you believe rightfully belongs to you. Heated words were exchanged, to the point where guards had to politely separate the two of you.;;Das musste ja so kommen. Ihr habt auf dem Krönungsfest etwas zu viel getrunken, und als Ihr Eurem Gastgeber begegnet seid, habt Ihr Euch über einen Titel gestritten, den er innehat und der Eurer Meinung nach rechtmäßig Euch gehört. Es kam zu einem heftigen Wortwechsel, der so weit ging, dass die Wachen die beiden höflich trennen mussten.;;;x
EVTOPTA_Plus_1219;This is not my fault!;;Das ist nicht meine Schuld!;;;x
EVTDESC_Plus_1220;It was bound to happen. [From.GetTitledFirstName] drank too much at the coronation feast, and at one point in the night confronted you. [From.GetHerHisCap] words slurred from drink, [From.GetSheHe] argued with you over a title that you hold which [From.GetSheHe] believes rightfully belongs to [From.GetHerHim]. It caused quite the scene, reaching the point where guards had to politely separate the two of you.;;Das musste ja so kommen. [From.GetTitledFirstName] hat auf dem Krönungsmahl zu viel getrunken und Euch irgendwann in der Nacht zur Rede gestellt. [From.GetHerHisCap] sprach undeutlich vom Alkohol, [From.GetSheHe] stritt mit Euch über einen Titel, den Ihr innehabt und von dem [From.GetSheHe] glaubt, dass er rechtmäßig [From.GetHerHim] gehört. Es gab eine ziemliche Szene, die so weit ging, dass die Wachen die beiden höflich trennen mussten.;;;x
EVTOPTA_Plus_1220;How dare [From.GetSheHe]!;;Wie kann [From.GetSheHe] es wagen!;;;x
EVTDESC_Plus_1222;You suspected that [challenge_target.GetSheHe] might be at the coronation feast, and sure enough...there [challenge_target.GetTitledFirstName] is, laughing and carrying on. You despise the man, and with a few drinks in you, it occurs to you to challenge him to a duel right here and now.;;Ihr habt vermutet, dass [challenge_target.GetSheHe] auf dem Krönungsfest sein könnte, und tatsächlich... da ist [challenge_target.GetTitledFirstName], lacht und macht weiter. Ihr verachtet den Mann, und mit ein paar Drinks im Blut kommt Euch der Gedanke, ihn hier und jetzt zum Duell herauszufordern.;;;x
EVTDESC_Plus_1224;You challenged [From.GetTitledFirstName], but [From.GetSheHe] spluttered excuses regarding how this was a feast and you are both guests and so forth...and declined the challenge, much to his embarrassment.;;Ihr habt [From.GetTitledFirstName] herausgefordert, aber [From.GetSheHe] hat sich damit herausgeredet, dass dies ein Fest sei und ihr beide Gäste seid und so weiter... und hat die Herausforderung abgelehnt, sehr zu seiner Verlegenheit.;;;x
EVTOPTA_Plus_1224;The coward!;;Dieser Feigling!;;;x
EVTDESC_Plus_1225;A series of shouts arose during the coronation feast, and the guests parted to reveal the culprits: [FromFrom.GetTitledFirstName] with blade drawn, challenging [From.GetTitledFirstName] to a duel. Both men are ready to fight, and are asking for your leave to settle matters here and now.;;Während des Krönungsmahls ertönte eine Reihe von Schreien, und die Gäste trennten sich, um die Schuldigen zu entlarven: [From.GetTitledFirstName] mit gezückter Klinge, der [From.GetTitledFirstName] zum Duell herausfordert. Beide Männer sind zum Kampf bereit und bitten um Eure Erlaubnis, die Angelegenheit hier und jetzt zu regeln.;;;x
EVTOPTA_Plus_1225;Absolutely not! This is a feast, not a tavern!;;Auf gar keinen Fall! Dies ist ein Fest, keine Taverne!;;;x
EVTOPTB_Plus_1225;Talk them out of the foolish idea;;Überredet sie von dieser törichten Idee.;;;x
EVTOPTC_Plus_1225;Why not? Some entertainment!;;Warum denn nicht? Etwas Unterhaltung!;;;x
EVTDESC_Plus_1226;[From.GetTitledFirstName] was furious at both of us for daring to ask to duel, all but ordering us out of the feast. We left, more bitter at [From.GetTitledFirstName] than at each other.;;[From.GetTitledFirstName] war wütend auf uns beide, weil wir es gewagt hatten, zum Duell aufzufordern, und verwies uns fast vom Fest. Wir gingen, mehr verbittert über [From.GetTitledFirstName] als über uns selbst.;;;x
EVTOPTA_Plus_1226;[From.GetSheHeCap] had no right to speak to me in that fashion!;;Sie hatte kein Recht, so mit mir zu sprechen!;;;x
EVTDESC_Plus_1227;[From.GetTitledFirstName] listened to our request to fight, and instead of agreeing took us each aside in turn and spoke to us calmly. [From.GetSheHeCap] said that it would be unfortunate if either of us were hurt, as it would be a breach of hospitality, and begged us to reconsider...and [From.GetSheHe] was right. It was a foolish idea.;;[From.GetTitledFirstName] hörte sich unsere Bitte an, sich zu streiten, und anstatt zuzustimmen, nahm er jeden von uns nacheinander beiseite und sprach in aller Ruhe mit uns. [From.GetSheHeCap] sagte, dass es bedauerlich wäre, wenn einer von uns verletzt würde, da es ein Verstoß gegen die Gastfreundschaft wäre, und bat uns, es noch einmal zu überdenken ... und [From.GetSheHe] hatte recht. Es war eine törichte Idee.;;;x
EVTOPTA_Plus_1227;Another time, then;;Ein anderes Mal also;;;x
EVTDESC_Plus_1228;Those at the coronation feast gathered as a duel ensued between [FromFromFrom.GetTitledName] and [FromFrom.GetTitledName], overseen by [From.GetTitledFirstName] [From.GetHerHim]self. The fight was a spectacle...and, in the end, [FromFromFrom.GetTitledFirstName] was stabbed by [FromFrom.GetTitledFirstName] and died!;;Die Teilnehmer des Krönungsmahls versammelten sich, als ein Duell zwischen [FromFromFrom.GetTitledName] und [FromFrom.GetTitledName] stattfand, das von [From.GetTitledFirstName] [From.GetHerHim] selbst beaufsichtigt wurde. Der Kampf war ein Spektakel ... und am Ende wurde [FromFromFrom.GetTitledFirstName] von [FromFrom.GetTitledFirstName] erstochen und starb!;;;x
EVTOPTA_Plus_1228;Most unfortunate;;Höchst unglücklich;;;x
EVTOPTB_Plus_1228;The bastard killed me!;;Der Bastard hat mich getötet!;;;x
EVTOPTC_Plus_1228;Ha! [From.GetSheHe] had it coming!;;Ha! [From.GetSheHe] hat es verdient!;;;x
EVTOPTD_Plus_1228;How scandalous!;;Wie skandalös!;;;x
EVTDESC_Plus_1229;Those at the coronation feast gathered as a duel ensued between [FromFrom.GetTitledName] and [From.GetTitledName], overseen by [coronation_duel_host.GetTitledFirstName] [coronation_duel_host.GetHerHim]self. The fight was a spectacle...and, in the end, [FromFrom.GetTitledFirstName] lost the duel and was badly wounded. [From.GetTitledFirstName] is victorious!;;Die Gäste des Krönungsmahls versammelten sich, als es zu einem Duell zwischen [FromFrom.GetTitledName] und [From.GetTitledName] kam, unter den Augen von [coronation_duel_host.GetTitledFirstName] [coronation_duel_host.GetHerHim]selbst. Der Kampf war ein Spektakel ... und am Ende verlor [FromFrom.GetTitledFirstName] das Duell und wurde schwer verwundet. [From.GetTitledFirstName] ist siegreich!;;;x
EVTOPTA_Plus_1229;There, it is done;;So, es ist vollbracht;;;x
EVTOPTB_Plus_1229;[From.GetSheHe] must have cheated!;;[From.GetSheHe] muss geschummelt haben!;;;x
EVTOPTC_Plus_1229;Victory is mine!;;Der Sieg ist mein!;;;x
EVTDESC_Plus_1230;Those at the coronation feast gathered as a duel ensued between [FromFrom.GetTitledName] and [From.GetTitledName], overseen by [coronation_duel_host.GetTitledFirstName] [coronation_duel_host.GetHerHim]self. The fight was a spectacle...and, in the end, [FromFrom.GetTitledFirstName] conceded defeat after first blood. [From.GetTitledFirstName] is victorious!;;Die Teilnehmer des Krönungsmahls versammelten sich, als ein Duell zwischen [FromFrom.GetTitledName] und [From.GetTitledName] stattfand, das von [coronation_duel_host.GetTitledFirstName] [coronation_duel_host.GetHerHim]self beaufsichtigt wurde. Der Kampf war ein Spektakel ... und am Ende musste sich [FromFrom.GetTitledFirstName] nach dem ersten Blutvergießen geschlagen geben. [From.GetTitledFirstName] ist siegreich!;;;x
EVTDESC_Plus_1231;Those at the coronation feast gathered as a duel ensued between [FromFrom.GetTitledName] and [From.GetTitledName], overseen by [coronation_duel_host.GetTitledFirstName] [coronation_duel_host.GetHerHim]self. The fight was a spectacle...and, in the end, [FromFrom.GetTitledFirstName] was stabbed by [From.GetTitledFirstName] and died!;;Die Teilnehmer des Krönungsmahls versammelten sich, als ein Duell zwischen [FromFrom.GetTitledName] und [From.GetTitledName] stattfand, das von [coronation_duel_host.GetTitledFirstName] [coronation_duel_host.GetHerHim]self beaufsichtigt wurde. Der Kampf war ein Spektakel ... und am Ende wurde [FromFrom.GetTitledFirstName] von [From.GetTitledFirstName] erstochen und starb!;;;x
EVTDESC_Plus_1232;The coronation feast was going so well...and then you saw [Spouse.GetFirstName]'s lover, there across the room, laughing and as brazen as [Root.GetSheHe] pleased. How could [Spouse.GetSheHe] invite [Root.GetHerHim]?;;Das Krönungsfest lief so gut ... und dann sah man [From.GetFirstName]'s Geliebte, dort auf der anderen Seite des Raumes, lachend und so schamlos wie [From.GetSheHe] es wollte. Wie konnte [Spouse.GetSheHe] [Root.GetHerHim] einladen?;;;x
EVTOPTA_Plus_1232;[Spouse.GetSheHeCap] does this to spite me!;;[Spouse.GetSheHeCap] tut das, um mich zu ärgern!;;;x
EVTDESC_Plus_1233;The coronation feast was going so well...and then you saw [From.GetTitledFirstName] staring daggers at you. [From.GetSheHeCap] accosted you in front of your guests, making a scene over the fact your lover was present at the coronation! Eventually [From.GetSheHe] stormed off, but it was an embarrassing moment.;;Das Krönungsfest lief so gut ... und dann habt Ihr gesehen, wie [From.GetTitledFirstName] Euch dolchartig anstarrte. [From.GetSheHeCap] hat Euch vor Euren Gästen angegriffen und eine Szene gemacht, weil Euer Liebhaber bei der Krönung anwesend war! Schließlich stürmte [From.GetSheHe] davon, aber es war ein peinlicher Moment.;;;x
EVTOPTA_Plus_1233;That could have gone...better;;Das hätte ... besser laufen können;;;x
EVTDESC_Plus_1234;The coronation's festivities are going well...so well, in fact, that the muse has overtaken you. Perhaps an ode to your host, publicly declared for all to hear?;;Die Krönungsfeierlichkeiten laufen gut... so gut, dass die Muse Euch übermannt hat. Vielleicht eine Ode an Euren Gastgeber, öffentlich verkündet, damit alle sie hören?;;;x
EVTOPTA_Plus_1234;Yes! Wonderful!;;Ja! Wunderbar!;;;x
EVTOPTB_Plus_1234;No, I couldn't bear the shame;;Nein, ich könnte die Schande nicht ertragen.;;;x
EVTDESC_Plus_1235;At one point in the coronation's festivities, [From.GetTitledName] stands and gets everyone's attention. [From.GetSheHe] delivers a poem in [Root.GetTitledFirstName]'s honor...and it is beautiful. Those gathered are moved, and the applause afterwards signifies that this ode will be written down and remembered.;;Irgendwann während der Krönungsfeierlichkeiten steht [From.GetTitledName] auf und zieht die Aufmerksamkeit aller auf sich. [From.GetSheHe] trägt ein Gedicht zu Ehren von [Root.GetTitledFirstName] vor...und es ist wunderschön. Die Versammelten sind gerührt, und der anschließende Applaus bedeutet, dass diese Ode aufgeschrieben und in Erinnerung bleiben wird.;;;x
EVTOPTA_Plus_1235;Well done, [From.GetTitledFirstName]!;;Gut gemacht, [From.GetTitledFirstName]!;;;x
EVTOPTB_Plus_1235;I couldn't be more pleased;;Ich könnte nicht zufriedener sein.;;;x
EVTOPTC_Plus_1235;How fabulous!;;Wie fabelhaft!;;;x
EVTDESC_Plus_1236;At one point in the coronation's festivities, [From.GetTitledName] stands and gets everyone's attention. [From.GetSheHe] delivers a poem in [Root.GetTitledFirstName]'s honor...and it is terrible. Did [From.GetSheHe] intend to insult [From.GetHerHis] host, or was it an accident? The awkward coughs afterwards signify this moment is best forgotten.;;An einem Punkt der Krönungsfeierlichkeiten steht [From.GetTitledName] auf und zieht die Aufmerksamkeit aller auf sich. [From.GetSheHe] trägt ein Gedicht zu Ehren von [Root.GetTitledFirstName] vor...und es ist schrecklich. Wollte [From.GetSheHe] [From.GetHerHis] Gastgeber beleidigen, oder war es ein Versehen? Das unbeholfene Husten danach zeigt, dass dieser Moment am besten vergessen wird.;;;x
EVTOPTA_Plus_1236;Awkward, indeed...;;Unangenehm, in der Tat...;;;x
EVTOPTB_Plus_1236;No, this is terrible!;;Nein, das ist schrecklich!;;;x
EVTOPTC_Plus_1236;How awful!;;Wie schrecklich!;;;x
EVTDESC_Plus_1238;'To our good host, [Root.GetTitledFirstName], long may [Root.GetSheHe] reign!'\n\n[From.GetTitledName] stands and delivers an eloquent toast in [Root.GetTitledFirstName]'s honor at the coronation feast, prompting a round of approving applause from those gathered.;;'Auf unseren guten Gastgeber, [Root.GetTitledFirstName], möge [Root.GetSheHe] lange regieren!'\n\n[From.GetTitledName] steht auf und hält einen wortgewandten Trinkspruch zu Ehren von [Root.GetTitledFirstName] auf dem Krönungsmahl, was die Versammelten zu einem anerkennenden Applaus veranlasst.;;;x
EVTOPTA_Plus_1238;Many thanks, [From.GetTitledFirstName]!;;Vielen Dank, [From.GetTitledFirstName]!;;;x
EVTOPTB_Plus_1238;Long may [Root.GetSheHe] reign!;;Möge [From.GetSheHe] lange regieren!;;;x
EVTDESC_Plus_1240;On the night of the coronation feast, it seems everyone wants to dance with you. [From.GetTitledFirstName] in particular, however, seems more interested than most. The way [From.GetSheHe] smiles at you, you suspect [From.GetSheHe] might be interested in more than just a dance with the [Root.PrimaryTitle.GetRulerTitle]...;;In der Nacht des Krönungsfestes scheint jeder mit dir tanzen zu wollen. Vor allem [From.GetTitledFirstName] scheint jedoch mehr Interesse zu haben als die meisten anderen. So wie [From.GetSheHe] Euch anlächelt, vermutet Ihr, dass [From.GetSheHe] an mehr als nur einem Tanz mit dem [Root.PrimaryTitle.GetRulerTitle] interessiert sein könnte...;;;x
EVTOPTA_Plus_1240;Oh, really? Let's see where this goes...;;Ach, wirklich? Mal sehen, wohin das führt...;;;x
EVTOPTB_Plus_1240;A dance is more than sufficient;;Ein Tanz ist mehr als ausreichend;;;x
EVTDESC_Plus_1242;On the night of the coronation feast, it seems every [Root.GetManWomanOpp] wishes to dance with you. How tiresome. [From.GetTitledFirstName] winks in your direction, seeming to understand your discomfort. Indeed, you suspect [From.GetSheHe] might understand better than most...;;In der Nacht des Krönungsfestes scheint jeder [Root.GetManWomanOpp] mit Euch tanzen zu wollen. Wie lästig. [From.GetTitledFirstName] zwinkert in Eure Richtung und scheint Euer Unbehagen zu verstehen. Ihr vermutet sogar, dass [From.GetSheHe] Euch besser verstehen könnte als die meisten anderen...;;;x
EVTOPTA_Plus_1242;Let's talk in private, [From.GetFirstName]...;;Lass uns unter vier Augen reden, [From.GetFirstName]...;;;x
EVTOPTB_Plus_1242;I'm not interested in [From.GetHerHim];;Ich bin nicht an [From.GetHerHim] interessiert.;;;x
EVTDESC_Plus_1244;All throughout the coronation feast, [From.GetTitledName] has done nothing more than make caustic remarks about you when [From.GetSheHe] thinks you're not listening. You're not even certain why [From.GetSheHe] came to the coronation at all, if this is how [From.GetSheHe] feels.;;Während des gesamten Krönungsfestes hat [From.GetTitledName] nichts weiter getan, als ätzende Bemerkungen über Euch zu machen, wenn [From.GetSheHe] denkt, dass Ihr nicht zuhört. Ihr seid Euch nicht einmal sicher, warum [From.GetSheHe] überhaupt zur Krönung gekommen ist, wenn [From.GetSheHe] so denkt.;;;x
EVTOPTA_Plus_1244;Endure it-it's only one evening, after all;;Haltet es aus - es ist schließlich nur ein Abend;;;x
EVTOPTB_Plus_1244;Confront [From.GetHerHim]-this needs to stop!;;Konfrontiert [From.GetHerHim]-das muss aufhören!;;;x
