#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;;
ARRANGE_SUCC_BETROTHAL_INTERACTION_5;Since §Y[ActorExtra.GetFirstName]§! is §Y[RecipientExtra.GetFirstName]'s§! $RELATION$, it would be a sacred union, pleasing to vassals.;Comme §Y[ActorExtra.GetFirstName]§! est $RELATION$ de §Y[RecipientExtra.GetFirstName]§!, ce seroit une union sacrée, qui ploiroit aulx vassaulx.;Since §Y[ActorExtra.GetFirstName]§! is §Y[RecipientExtra.GetFirstName]'s§! $RELATION$, it would be a sacred union, pleasing to vassals.;;Since §Y[ActorExtra.GetFirstName]§! is §Y[RecipientExtra.GetFirstName]'s§! $RELATION$, it would be a sacred union, pleasing to vassals.;;;;;;;;;x;;
ashkenazi;Ashkenazi;Ashkenaze;Aschkenasisch;;Ashkenazi;;;;;;;;;x;;
attempted_kidnapping;Attempted Kidnapping;A essayé de kidnapper;Entführung versucht;;Attempted Kidnapping;;;;;;;x;;;;
attempted_kidnapping_of_kin;Attempted Kidnapping of Kin;A essayé de kidnapper un proche;Versuchte Entführung eines Verwandten;;Attempted Kidnapping of Kin;;;;;;;x;;;;
attempted_kidnapping_of_vassal;Attempted Kidnapping of Vassal;A essayé de kidnapper un vassal;Versuchte Entführung eines Vasallen;;Attempted Kidnapping of Vassal;;;;;;;x;;;;
attempted_murder_of_close_kin;Attempted Murder of Close Kin;A tenté d'assassiner des parents proches;Sippenmörder;;Attempted Murder of Close Kin;;;;;;;;;x;;
ATT_ACTIVE;§YAdditional Titular Titles§! is active\n;§YAdditional Titular Titles§! est actif\n;§YAdditional Titular Titles§! is active\n;;§YAdditional Titular Titles§! is active\n;;;;;;;;;;;
AWARD_HONORARY_TITLE_INTERACTION_0;Select a decision to take for §Y[Recipient.GetTitledFirstName]§!.;Sélectionner une décision pour §Y[Recipient.GetTitledFirstName]§!.;Wählen Sie einen Entschluss für §Y[Recipient.GetTitledFirstName]§! aus.;;Select a decision to take for §Y[Recipient.GetTitledFirstName]§!.;;;;;;;;;x;;
AWARD_HONORARY_TITLE_INTERACTION_1;Take the §Y[ThirdPartyTitle.GetFullName]§! decision for §Y[Recipient.GetFullName]§!.;Octroyer le titre de §Y[ThirdPartyTitle.GetFullName]§! à §Y[Recipient.GetFullName]§!;Nimm die §Y[ThirdPartyTitle.GetFullName]§! entscheidung für §Y[Recipient.GetFullName]§!.;;Take the §Y[ThirdPartyTitle.GetFullName]§! decision for §Y[Recipient.GetFullName]§!.;;;;;;;;;x;;
AWARD_HONORARY_TITLE_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! took the decision §Y[ThirdPartyTitle.GetFullName]§! for §Y[Recipient.GetBestName]§!;§Y[Actor.GetBestName]§! a pris la décision de §Y[ThirdPartyTitle.GetFullName]§! pour §Y[Recipient.GetBestName]§!;§Y[Actor.GetBestName]§! traf den Entschluss §Y[ThirdPartyTitle.GetFullName]§! bezüglich §Y[Recipient.GetBestName]§!.;;§Y[Actor.GetBestName]§! took the decision §Y[ThirdPartyTitle.GetFullName]§! for §Y[Recipient.GetBestName]§!;;;;;;;;;x;;
AWARD_HONORARY_TITLE_INTERACTION_ACCEPT_SETUP;Character Decision;Décision du personnage;Charakter-Entschlüsse;;Character Decision;;;;;;;;;x;;
AWARD_HONORARY_TITLE_INTERACTION_DESC;Take a decision regarding this character.;Prendre une décision concernant ce personnage.;Treffen Sie einen Entschluss bezüglich dieses Charakters.;;Take a decision regarding this character.;;;;;;;;;x;;
AWARD_HONORARY_TITLE_INTERACTION_LONG_DESC;This opens the character decision submenu, where you can take any decisions not listed in the diplomacy menu. This includes awarding and revoking honorary titles, granting vassals independence, and other such choices.;Cela ouvre le sous-menu de décisions du personnage, où vous pouvez prendre toutes les décisions absentes du menu diplomatique. Cela inclus l'octroi ou l'annulation de titres honorifiques, l'octroi d'indépendance à un vassal, et d'aultres choix similoires.;Das öffnet das Charakter-Entschlussmenü, wo Sie weitere (im Diplomatie-Menü nicht verzeichnete) Entschlüsse treffen können. Das schließt Verleihung und Widerrufen von Ehrentiteln ein, Vasall-Unabhängigkeit, und anderes.;;This opens the character decision submenu, where you can take any decisions not listed in the diplomacy menu. This includes awarding and revoking honorary titles, granting vassals independence, and other such choices.;;;;;;;;;x;;
AWARD_HONORARY_TITLE_INTERACTION_TITLE;Decisions;Octroyer un titre honorifique;Entschlüsse;;Decisions;;;;;;;;;x;;
bad_relations;Bad Relations;Mauvaises relations;Schlechte Beziehungen;;Bad Relations;;;;;;;x;;;;
bad_speech;Bad Speech;Mauvais orateur;Bad Speech;;Bad Speech;;;;;;;;;x;;
base_levies;Vassal Levies;Levées vassales;Aushebungsrecht;;Vassal Levies;;;;;;;x;;;;
base_levies_desc;The base number of troops we can raise from our vassals depends on the §Ynumber of holdings§! in the realm. A larger realm can raise fewer troops per vassal.;Le nombre de base des troupes que peuvent nous fournir nos vassaulx dépend du §Ynombre de fiefs§! dans le royaume. Un royaume plus grand pourra faire lever plus de troupes à chaque vassal.;Die Anzahl der Truppen, die wir von unseren Vasallen ausheben können, hängt von der §YGröße des Besitztums§! ab. Ein größeres Reich kann pro Vasall weniger Truppen ausheben.;;The base number of troops we can raise from our vassals depends on the §Ynumber of holdings§! in the realm. A larger realm can raise fewer troops per vassal.;;;;;;;x;;;;
beauty_queen_1;Famous Beauty;Célèbre Beauté;Famous Beauty;;Famous Beauty;;;;;;;;;x;;
beauty_queen_2;Famous Beauty;Célèbre Beauté;Famous Beauty;;Famous Beauty;;;;;;;;;x;;
beauty_queen_3;Famous Beauty;Célèbre Beauté;Famous Beauty;;Famous Beauty;;;;;;;;;x;;
begone_sorcerer;You send the pagan away.;Vous renvoyez le païen de votre cour.;Ihr schickt die elende Kreatur fort.;;Echas a la criatura miserable.;;;;;;;;;x;;
bloodlust;Dreams of Conquest;Resves de conqueste;Träume von Eroberung;;Dreams of Conquest;;;;;;;x;;;;
bloodlust_desc;This is a special trait that encourages the AI to be more aggressive.;Il s'agit d'une caractéristique particulière qui incite l'IA à estre plus agressive.;Dies ist eine besondere Eigenschaft, das die KI aggressiver macht.;;This is a special trait that encourages the AI to be more aggressive.;;;;;;;x;;;;
brm_rebel_offer_rejected;Rebel Offer Rejected;Offre Rebelle rejetée;Rebellen Angebot abgelehnt;;Rebel Offer Rejected;;;;;;;;x;;;
brm_reduced_tax;Reduced Taxation;Taxes réduites;Steuern reduziert;;Reduced Taxation;;;;;;;;;x;;
brm_revolt;Peasant Revolt;Révolte paysanne;Massive Revolte;;Peasant Revolt;;;;;;;;x;;;
champion;Champion;Champion;Champion;;Champion;;;;;;;;;x;;
champion_desc;This character has fought in many battles, including ones against heathens.;Ce personnage a guerroyé dans moultes bastailles, y compris contre des païens.;This character has fought in many battles, including ones against heathens.;;This character has fought in many battles, including ones against heathens.;;;;;;;;;x;;
chosen_heir;Chosen Heir;Héritier Désigné;Chosen Heir;;Chosen Heir;;;;;;;;;;;x
civil_war;Civil War;Guerre civile;Bürgerkrieg;;Civil War;;;;;;x;;;;;
coa_plain_pagan;Pagan;Païen;Pagan;;Pagan;;;;;;;;;x;;
controls_antipope;Controls the Anti-Pope;Controsle de l'Anti-Pape;Kontrolliert den Gegenpapst;;Controls the Anti-Pope;;;;;;;x;;;;
converted_province_from;Province Conversions;Province Conversions;Province Conversions;;Province Conversions;;;;;x;;;;;;
converted_province_to;Province Conversions;Province Conversions;Province Conversions;;Province Conversions;;;;;x;;;;;;
coruler;Co-Ruler;Co-Dirigeant;Co-Ruler;;Co-Ruler;;;;;;;;;x;;
coruler_desc;This character is, legally, sharing in the realm's rule.;Ce personnage partage, légalement, le règne du royaume.;This character is, legally, sharing in the realm's rule.;;This character is, legally, sharing in the realm's rule.;;;;;;;;;x;;
counterspy;Informant;Informateur;Informant;;Informant;;;;;;;;;x;;
counterspy_desc;This character has revealed a plot.;Ce personnage a dévoilé un complot.;This character has revealed a plot.;;This character has revealed a plot.;;;;;;;;;x;;
covets_inheritance;Covets Inheritance;Convoite Héritage;Covets Inheritance;;Covets Inheritance;;;;;;;;;;;x
crowned_by_pope;Crowned;Couronné(e);Gekrönt;;Crowned;;;;;;;;x;;;
crowned_by_pope_desc;Being crowned by the Pope and having received the Imperial Regalia symbolises the blessing of the Pope and official recognised status as the Holy Roman Emperor.;Estre couronné par le Pape et recevoir les Regalia Impériaulx symbolisent la bénédiction du Saint Père et la reconnoissance officielle du statut de Saint Empereur Romain.;Durch den Papst gekrönt und durch Erhalt der Reichskleinodien der offiziell anerkannte römisch-deutsche Kaiser.;;Being crowned by the Pope and having received the Imperial Regalia symbolises the blessing of the Pope and official recognised status as the Holy Roman Emperor.;;;;;;x;;;;;
ctt_gb_rumours_children;§YYour children§! will hear of this\n;§YVos enfants§! en oiront parler\n;§YYour children§! will hear of this\n;;§YYour children§! will hear of this\n;;;;;;;;;;;
ctt_gb_rumours_friend;§YYour Friends§! will hear of this\n;§YVos Amis§! en oiront parler\n;§YYour Friends§! will hear of this\n;;§YYour Friends§! will hear of this\n;;;;;;;;;;;
ctt_gb_rumours_heir;§YYour heir§! will hear of this\n;§YVotre héritier§! en oira parler\n;§YYour heir§! will hear of this\n;;§YYour heir§! will hear of this\n;;;;;;;;;;;
ctt_gb_rumours_lords;§YThe lords of the realm§! will hear of this\n;§YLes seigneurs du royaume§! en oiront parler\n;§YThe lords of the realm§! will hear of this\n;;§YThe lords of the realm§! will hear of this\n;;;;;;;;;;;
ctt_gb_rumours_lover;§YYour Lover§! will hear of this\n;§YVotre amant(e)§! en oira parler\n;§YYour Lover§! will hear of this\n;;§YYour Lover§! will hear of this\n;;;;;;;;;;;
ctt_gb_rumours_neighbours;§YThe neighbouring realms§! will hear of this\n;§YLes royaumes environnants§! en oiront parler\n;§YThe neighbouring realms§! will hear of this\n;;§YThe neighbouring realms§! will hear of this\n;;;;;;;;;;;
ctt_gb_rumours_sibling;§YYour siblings§! will hear of this\n;§YVos frères et soeurs§! en oiront parler\n;§YYour siblings§! will hear of this\n;;§YYour siblings§! will hear of this\n;;;;;;;;;;;
CTT_MUST_BE_REFORMED;You must be either a §Yreformed Pagan§! or a member of any §Ynon-pagan religion group§!\n;Vous devez estre soit un §YPaïen réformé§! ou un fidèle d'une §Yreligion non-païenne§!\n;You must be either a §Yreformed Pagan§! or a member of any §Ynon-pagan religion group§!\n;;You must be either a §Yreformed Pagan§! or a member of any §Ynon-pagan religion group§!\n;;;;;;;;;;;
CTT_REP_IN_RANGE;If you take this city, it will be §GIN-RANGE§! of your effective administrative range, incurring no\noverextension.\n;Si vous prenez ce bourg, il sera §GIN-RANGE§! de votre portée d'administration, ce qui ne causera nulle\nsurextension.\n;If you take this city, it will be §GIN-RANGE§! of your effective administrative range, incurring no\noverextension.\n;;If you take this city, it will be §GIN-RANGE§! of your effective administrative range, incurring no\noverextension.\n;;;;;;;;;;;
CTT_REP_OUT_RANGE;If you take this city, it will be §ROUT OF RANGE§! of your effective administrative range, incurring an\noverextension penalty.\n;Si vous prenez ce bourg, il sera §ROUT OF RANGE§! de votre portée d'administration, causant ainsi une\npénalité de surextension.\n;If you take this city, it will be §ROUT OF RANGE§! of your effective administrative range, incurring an\noverextension penalty.\n;;If you take this city, it will be §ROUT OF RANGE§! of your effective administrative range, incurring an\noverextension penalty.\n;;;;;;;;;;;
ctt_schism_catholic_rome;You or the Pope §Yfully control§! Rome and the temple holder is not a heretic\n;Le Pape ou vous-mesme §Ycontroslez pleinement§! Rome et le titulaire du temple n'est point un hérétique\n;You or the Pope §Yfully control§! Rome and the temple holder is not a heretic\n;;You or the Pope §Yfully control§! Rome and the temple holder is not a heretic\n;;;;;;;;;;;
ct_jewish_community_1;Small Jewish Community;Petite Communauté Juive;Kleine Jüdische Gemeinde;;Small Jewish Community;;;;;;;;;x;;
ct_jewish_community_2;Jewish Community;Communauté Juive;Jüdische Gemeinde;;Jewish Community;;;;;;;;;x;;
ct_jewish_community_3;Large Jewish Community;Grande Communauté Juive;Große Jüdische Gemeinde;;Large Jewish Community;;;;;;;;;x;;
ct_rep_arsenal_3;Great Arsenal;Grand arsenal;Großes Arsenal;;Gran arsenal;;;;;;;;;x;;
ct_rep_arsenal_3_desc;This heavily fortified collection of shipyards and armories is nothing less than an industrial complex centered around the docks of the Republic's capital.;Ce regroupement moult fortifié de chantiers navals et d’armureries n’est rien d’aultre qu’un complexe industriel centralisé autour des quais de la capitale de la République.;Diese schwer befestigte Ansammlung von Werften und Waffenkammern ist nicht weniger als ein industrieller Komplex rund um den Hafen der republikanischen Hauptstadt.;;Este conjunto fortificado de astilleros y armerías es todo un complejo industrial situado en torno a los muelles de la capital de la República.;;;;;;;;;x;;
CURSES;Curses;Malédiction !;Curses;;Curses;;;;;;;;;x;;
custom_minor_title;Gain a minor title;Gagner un titre mineur;Gain a minor title;;Gain a minor title;;;;;;;;;;;
c_zhmud_adj;Zhmudian;Zhmudienne;Zhmudian;;Zhmudian;;;;;;;;;x;;
DEATH_DUNGEON_NO_KILLER;died from complications during childbirth;trépassée de complications durant l'accouchement;starb wegen Komplikationen während der Geburt;;died from complications during childbirth;;;;;;;;;x;;
death_escape;Died attempting a daring escape;Trépassé lors d'une tentative d'évasion osée;Died attempting a daring escape;;Died attempting a daring escape;;;;;;;;;;;
DECADENCE_DESC;Decadence measures the introvertness and complacency of your dynasty. It is increased by §Rsinful traits§! and §Rlong periods of peace§! and decreased by §Gvirtous traits§!, §Greligious observance§! and §Gpersonal participation in battles§!.\n\nOnly the §Yhighest ranking ruler(s)§! of your dynasty in each realm will have an effect on decadence.;La décadence se mesure à l'introvertion et à l'autosuffisance de votre dynastie. Elle s'accroist par les §Rpeschés§! et de §Rlongues périodes de paix§! et décroist grasce aulx §Gvertus§!, §Gl'observance des principes religieux§! et la §Gla participation active aulx bastailles§!.\n\nSeul le §Ymembre le plus élevé§! de votre dynastie dans chaque royaume aura un effet sur la décadence.;Dekadenz messt die Innenschau und Selbstgefälligkeit Ihrer Dynastie. Es wird durch §Rsündhafte Eigenschaften§! und §Rlange Zeiten des Friedens erhöht§! und sinkt nach §Gtugendhafte Merkmale§!, §Greligiöse Einhaltung§! und §Gpersönliche Teilnahme an Schlachten§!.\n\n Nur der §Yhöchstrangige Herrscher(n)§! Ihrer Dynastie in jedes Reich werden einen Einfluss auf Dekadenz haben.;;Decadence measures the introvertness and complacency of your dynasty. It is increased by §Rsinful traits§! and §Rlong periods of peace§! and decreased by §Gvirtous traits§!, §Greligious observance§! and §Gpersonal participation in battles§!.\n\nOnly the §Yhighest ranking ruler(s)§! of your dynasty in each realm will have an effect on decadence.;;;;;;;;;;;
decadent1;Legitimacy Questioned;Légitimité remise en cause;Hinterfragte Legitimität;;Legitimacy Questioned;;;;;;;;;x;;
decadent1_desc;Our dynasty's decadence has resulted in our right to rule being questioned by our vassals.;La décadence de notre dynastie a eu comme conséquence la remise en cause de notre droit à régner par nos vassaulx.;Unsere Dekandenz läßt unsere Vasallen unseren Herrschaftsanspruch in Frage stellen.;;Our dynasty's decadence has resulted in our right to rule being questioned by our vassals.;;;;;;;;;x;;
decadent2;Legitimacy Questioned;Légitimité remise en cause;Hinterfragte Legitimität;;Legitimacy Questioned;;;;;;;;;x;;
decadent2_desc;Our dynasty's decadence has resulted in our right to rule being questioned by our vassals.;La décadence de notre dynastie a eu comme conséquence la remise en cause de notre droit à régner par nos vassaulx.;Unsere Dekandenz läßt unsere Vasallen unseren Herrschaftsanspruch in Frage stellen.;;Our dynasty's decadence has resulted in our right to rule being questioned by our vassals.;;;;;;;;;x;;
decadent3;Legitimacy Questioned;Légitimité remise en cause;Hinterfragte Legitimität;;Legitimacy Questioned;;;;;;;;;x;;
decadent3_desc;Our dynasty's decadence has resulted in our right to rule being questioned by our vassals.;La décadence de notre dynastie a eu comme conséquence la remise en cause de notre droit à régner par nos vassaulx.;Unsere Dekandenz läßt unsere Vasallen unseren Herrschaftsanspruch in Frage stellen.;;Our dynasty's decadence has resulted in our right to rule being questioned by our vassals.;;;;;;;;;x;;
decadent4;Legitimacy Questioned;Légitimité remise en cause;Hinterfragte Legitimität;;Legitimacy Questioned;;;;;;;;;x;;
decadent4_desc;Our dynasty's decadence has resulted in our right to rule being questioned by our vassals.;La décadence de notre dynastie a eu comme conséquence la remise en cause de notre droit à régner par nos vassaulx.;Unsere Dekandenz läßt unsere Vasallen unseren Herrschaftsanspruch in Frage stellen.;;Our dynasty's decadence has resulted in our right to rule being questioned by our vassals.;;;;;;;;;x;;
decadent5;Legitimacy Questioned;Légitimité remise en cause;Hinterfragte Legitimität;;Legitimacy Questioned;;;;;;;;;x;;
decadent5_desc;Our dynasty's decadence has resulted in our right to rule being questioned by our vassals.;La décadence de notre dynastie a eu comme conséquence la remise en cause de notre droit à régner par nos vassaulx.;Unsere Dekandenz läßt unsere Vasallen unseren Herrschaftsanspruch in Frage stellen.;;Our dynasty's decadence has resulted in our right to rule being questioned by our vassals.;;;;;;;;;x;;
declined_ransom;Declined Ransom;A Refusé une Rançon;Declined Ransom;;Declined Ransom;;;;;;;;;x;;
defenderbonus_forest;Forest;Forest;Wald;;Forest;;;;;;;;;x;;
defenderbonus_hills;Hills;Collines;Hügel;;Colinas;;;;;;;;;x;;
defenderbonus_mountain;Mountains;Montagnes;Berge;;Montañas;;;;;;;;;x;;
desc_controls_antipope;This character presumes to decide over the affairs of the church despite being a temporal ruler. This attitude could be seen as borderline heretical.;Ce personnage entend prendre des décisions sur les affaires de l'Eglise bien qu'il soit un souverain temporel. Cette attitude peult estre vue comme à la limite de l'orthodoxie.;Dieser Charakter nimmt sich heraus, um über die Angelegenheiten der Kirche zu entscheiden, trotz, seiner zeitlichen Herschaft. Diese Einstellung könnte als ketzerische Grenzlinie angesehen werden.;;This character presumes to decide over the affairs of the church despite being a temporal ruler. This attitude could be seen as borderline heretical.;;;;;;;x;;;;
desc_estates_1;Provides a character with a yearly income of §G1.00§! wealth.;Fournit à un personnage un revenu annuel de §G1.00§!.;Unterstützung aus Anwesen mit jährlichem Einkommen von §G1.00§!.;;Provides a character with a yearly income of §G1.00§! wealth.;;;;;;;;;x;;
desc_estates_2;Provides a character with a yearly income of §G2.00§! wealth.;Fournit à un personnage un revenu annuel de §G2.00§!.;Unterstützung aus Anwesen mit jährlichem Einkommen von §G2.00§!.;;Provides a character with a yearly income of §G2.00§! wealth.;;;;;;;;;x;;
desc_estates_3;Provides a character with a yearly income of §G3.00§! wealth.;Fournit à un personnage un revenu annuel de §G3.00§!.;Unterstützung aus Anwesen mit jährlichem Einkommen von §G3.00§!.;;Provides a character with a yearly income of §G3.00§! wealth.;;;;;;;;;x;;
desc_estates_4;Provides a character with a yearly income of §G4.00§! wealth.;Fournit à un personnage un revenu annuel de §G4.00§!.;Unterstützung aus Anwesen mit jährlichem Einkommen von §G4.00§!.;;Provides a character with a yearly income of §G4.00§! wealth.;;;;;;;;;x;;
desc_estates_5;Provides a character with a yearly income of §G5.00§! wealth.;Fournit à un personnage un revenu annuel de §G5.00§!.;Unterstützung aus Anwesen mit jährlichem Einkommen von §G5.00§!.;;Provides a character with a yearly income of §G5.00§! wealth.;;;;;;;;;x;;
desc_show_appreciation;There are benefits to a happy wife...;Il y a des avantages à avoir une femme heureuse...;There are benefits to a happy wife...;;There are benefits to a happy wife...;;;;;;;;;x;;
desc_sleep_on_the_couch;Hell hath no fury...;L'Enfer n'a point de pis furie qu'une femme dédaignée...;Hell hath no fury...;;Hell hath no fury...;;;;;;;;;x;;
devious_plotter;Devious Schemer;Intrigant sournois;Hinterhältiger Verschwörer;;Devious Schemer;;;;;;;x;;;;
de_facto_ruler;De Facto Ruler;Dirigeant De Facto;De Facto Ruler;;De Facto Ruler;;;;;;;;;x;;
de_facto_ruler_desc;Although not the legal ruler, this character holds all the real power.;Bien qu'il ne soit point le dirigeant légal, ce personnage détient le vrai pouvoir.;Although not the legal ruler, this character holds all the real power.;;Although not the legal ruler, this character holds all the real power.;;;;;;;;;x;;
DIPLO_OF_POPE;Base;Base;Basis;;Base;;;;;;;;;x;;
dishonorable1;Dishonorable;Déshonorant;Unehrenhaft;;Dishonorable;;;;;;;x;;;;
dishonorable10;Dishonorable;Déshonorant;Unehrenhaft;;Dishonorable;;;;;;;x;;;;
dishonorable10_desc;This character has a reputation for underhanded scheming.;Ce personnage a la réputation de concevoir des projets sournois.;Dieser Charakter hat den Ruf eines hinterhältigen Verschwörers.;;This character has a reputation for underhanded scheming.;;;;;;;x;;;;
dishonorable1_desc;This character has a reputation for underhanded scheming.;Ce personnage a la réputation de concevoir des projets sournois.;Dieser Charakter hat den Ruf eines hinterhältigen Verschwörers.;;This character has a reputation for underhanded scheming.;;;;;;;x;;;;
dishonorable2;Dishonorable;Déshonorant;Unehrenhaft;;Dishonorable;;;;;;;x;;;;
dishonorable2_desc;This character has a reputation for underhanded scheming.;Ce personnage a la réputation de concevoir des projets sournois.;Dieser Charakter hat den Ruf eines hinterhältigen Verschwörers.;;This character has a reputation for underhanded scheming.;;;;;;;x;;;;
dishonorable3;Dishonorable;Déshonorant;Unehrenhaft;;Dishonorable;;;;;;;x;;;;
dishonorable3_desc;This character has a reputation for underhanded scheming.;Ce personnage a la réputation de concevoir des projets sournois.;Dieser Charakter hat den Ruf eines hinterhältigen Verschwörers.;;This character has a reputation for underhanded scheming.;;;;;;;x;;;;
dishonorable4;Dishonorable;Déshonorant;Unehrenhaft;;Dishonorable;;;;;;;x;;;;
dishonorable4_desc;This character has a reputation for underhanded scheming.;Ce personnage a la réputation de concevoir des projets sournois.;Dieser Charakter hat den Ruf eines hinterhältigen Verschwörers.;;This character has a reputation for underhanded scheming.;;;;;;;x;;;;
dishonorable5;Dishonorable;Déshonorant;Unehrenhaft;;Dishonorable;;;;;;;x;;;;
dishonorable5_desc;This character has a reputation for underhanded scheming.;Ce personnage a la réputation de concevoir des projets sournois.;Dieser Charakter hat den Ruf eines hinterhältigen Verschwörers.;;This character has a reputation for underhanded scheming.;;;;;;;x;;;;
dishonorable6;Dishonorable;Déshonorant;Unehrenhaft;;Dishonorable;;;;;;;x;;;;
dishonorable6_desc;This character has a reputation for underhanded scheming.;Ce personnage a la réputation de concevoir des projets sournois.;Dieser Charakter hat den Ruf eines hinterhältigen Verschwörers.;;This character has a reputation for underhanded scheming.;;;;;;;x;;;;
dishonorable7;Dishonorable;Déshonorant;Unehrenhaft;;Dishonorable;;;;;;;x;;;;
dishonorable7_desc;This character has a reputation for underhanded scheming.;Ce personnage a la réputation de concevoir des projets sournois.;Dieser Charakter hat den Ruf eines hinterhältigen Verschwörers.;;This character has a reputation for underhanded scheming.;;;;;;;x;;;;
dishonorable8;Dishonorable;Déshonorant;Unehrenhaft;;Dishonorable;;;;;;;x;;;;
dishonorable8_desc;This character has a reputation for underhanded scheming.;Ce personnage a la réputation de concevoir des projets sournois.;Dieser Charakter hat den Ruf eines hinterhältigen Verschwörers.;;This character has a reputation for underhanded scheming.;;;;;;;x;;;;
dishonorable9;Dishonorable;Déshonorant;Unehrenhaft;;Dishonorable;;;;;;;x;;;;
dishonorable9_desc;This character has a reputation for underhanded scheming.;Ce personnage a la réputation de concevoir des projets sournois.;Dieser Charakter hat den Ruf eines hinterhältigen Verschwörers.;;This character has a reputation for underhanded scheming.;;;;;;;x;;;;
disinherited;Deprived of Inheritance;Privé d'Héritage;Deprived of Inheritance;;Deprived of Inheritance;;;;;;;;;;;x
dissent_sowed;Relations Sabotaged;Relations sabotées;Beziehungen sabotiert;;Relations Sabotaged;;;;;;;x;;;;
divination_begin;The divination begins;Tenir une divination;Haltet ein Blót ab;;Celebrar una Gran Mancha;;;;;;;;;x;;
divination_begins;The Vates ready their weapons.;Le bourreau prépare sa corde.;Der Henker bereitet das Seil vor.;;El verdugo prepara su cuerda.;;;;;;;;;x;;
divination_victory;The promise of victory raises the morale of our warriors;La promesse de victoire améliore le moral de nos guerriers.;The promise of victory raises the morale of our warriors;;The promise of victory raises the morale of our warriors;;;;;;;;;x;;
divination_wealth;The promise of wealth reinvigorates trade in our lands;La promesse de richesse redynamise le commerce dans nos terres;The promise of wealth reinvigorates trade in our lands;;The promise of wealth reinvigorates trade in our lands;;;;;;;;;x;;
divine_blood;Divine Blood;Sang Divin;Göttliches Blut;;Divine Blood;;;;;;;;;x;;
divine_blood_desc;The blood of the Gods flows through the veins of this character's dynasty.;Le sang des Dieux coule dans les veines de ce personnage de votre dynastie;Das Blut von Göttern fließt durch die Adern der Dynastie dieses Charakters.;;The blood of the Gods flows through the veins of this character's dynasty.;;;;;;;;;x;;
donate_money_to_ansar;Donate 300¤ to the Ansar;Donner 300¤ aulx Bektachis;Spendet den Bektaschi 300¤;;Donar 300¤ a los Ansar;;;;;;;;;;;
