#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#NON-LANDED
city_count_roman;Praefectus Urbanus;Praefectus Urbanus;Praefectus Urbanus;;Praefectus Urbanus;;;;;;;;;x
city_count_saxon;Shire-Reeve;Shire-Reeve;Auenland-Reeve;;Comarca-Reeve;;;;;;;;;x
city_count_scottish;Lord Provost;Seigneur Prévôt;Herr Propst;;Señor Preboste;;;;;;;;;
city_count_west_african;Kafo-Tigui;Kafo-Tigui;Kafo-Tigui;;Kafo-Tigui;;;;;;;;;x
city_count_west_germanic;High-Reeve;Haut-Reeve;Hoher-Reeve;;Alta Reeve;;;;;;;;;x
count;Count;Comte;Graf;;Conde;;;;;;;;;x
count_aten_pagan;Irypat;Irypat;Irypat;;Irypat;;;;;;;;;x
count_east_slavic;Grand Boyar;Grand-Boyard;Großen Bojare;;Gran Boyardo;;;;;;;;;x
count_egyptian_pagan;Irypat;Irypat;Irypat;;Irypat;;;;;;;;;x
count_english;Earl;Earl;Earl;;Earl;;;;;;;;;x
count_female;Countess;Comtesse;Gräfin;;Condesa;;;;;;;;;x
count_female_english;Countess;Comtesse;Gräfin;;Condesa;;;;;;;;;x
count_female_greek;Komissa;Komissa;Komissa;;Komissa;;;;;;;;;x
count_female_israelite;Shiltanah;Shiltanah;Shiltanah;;Shiltanah;;;;;;;;x
count_female_jewish_group;Shiltanah;Shiltanah;Shiltanah;;Shiltanah;;;;;;;;;x
count_female_north_germanic;Thane;Thane;Thane;;Thane;;;;;;;;;x
count_female_roman;Legata;Legata;Legata;;Legata;;;;;;;;;x
count_female_saxon;Thane;Thane;Thane;;Thane;;;;;;;;;x
count_female_west_african;Farina;Farina;Farina;;Farina;;;;;;;;;x
count_greek;Komes;Komes;Komes;;Komes;;;;;;;;;x
count_iranian;Marzban;Marzban;Marzban;;Marzban;;;;;;;;;x
count_israelite;Shilton;Shilton;Shilton;;Shilton;;;;;;;;;x
count_jewish_group;Shilton;Shilton;Shilton;;Shilton;;;;;;;;;x
count_north_germanic;Thane;Thane;Thane;;Thane;;;;;;;;;x
count_pictish;Thane;Thane;Thane;;Thane;;;;;;;;;x
count_roman;Legatus;Legatus;Legatus;;Legatus;;;;;;;;;x
count_saxon;Thane;Thane;Thane;;Thane;;;;;;;;;x
count_scottish;Thane;Thane;Thane;;Thane;;;;;;;;;x
count_somali;Sheikh;Cheikh;Scheich;;Jeque;;;;;;;;;x
count_south_slavic;Boyar;Boyard;Bojare;;Boyardo;;;;;;;;;x
count_croatian;Count;Comte;Graf;;Conde;;;;;;;;;x
count_serbian;Count;Comte;Graf;;Conde;;;;;;;;;x
count_turkish;Bey;Bey;Bey;;Gobernador turco;;;;;;;;;x
count_west_african;Farin;Farin;Farin;;Farin;;;;;;;;;x
imperial_count;Count;Comte;Graf;;Conde;;;;;;;;;x
imperial_count_aten_pagan;Irypat;Irypat;Irypat;;Irypat;;;;;;;;;x
imperial_count_east_slavic;Grand Boyar;Grand-Boyard;Großen Bojare;;Gran Boyardo;;;;;;;;;x
imperial_count_egyptian_pagan;Irypat;Irypat;Irypat;;Irypat;;;;;;;;;x
imperial_count_english;Earl;Earl;Earl;;Earl;;;;;;;;;x
imperial_count_female;Countess;Comtesse;Gräfin;;Condesa;;;;;;;;x
imperial_count_female_english;Countess;Comtesse;Gräfin;;Condesa;;;;;;;;;x
imperial_count_female_greek;Komissa;Komissa;Komissa;;Komissa;;;;;;;;;x
imperial_count_female_israelite;Shiltanah;Shiltanah;Shiltanah;;Shiltanah;;;;;;;;;x
imperial_count_female_jewish_group;Shiltanah;Shiltanah;Shiltanah;;Shiltanah;;;;;;;;;x
imperial_count_female_north_germanic;Thane;Thane;Thane;;Thane;;;;;;;;;x
imperial_count_female_roman;Legata;Legata;Legata;;Legata;;;;;;;;;x
imperial_count_female_saxon;Thane;Thane;Thane;;Thane;;;;;;;;;x
imperial_count_female_west_african;Farina;Farina;Farina;;Farina;;;;;;;;;x
imperial_count_greek;Komes;Komes;Komes;;Komes;;;;;;;;;x
imperial_count_iranian;Marzban;Marzban;Marzban;;Marzban;;;;;;;;;x
imperial_count_israelite;Shilton;Shilton;Shilton;;Shilton;;;;;;;;;x
imperial_count_jewish_group;Shilton;Shilton;Shilton;;Shilton;;;;;;;;;x
imperial_count_north_germanic;Thane;Thane;Thane;;Thane;;;;;;;;;x
imperial_count_pictish;Thane;Thane;Thane;;Thane;;;;;;;;;x
imperial_count_roman;Legatus;Legatus;Legatus;;Legatus;;;;;;;;;x
imperial_count_saxon;Thane;Thane;Thane;;Thane;;;;;;;;;x
imperial_count_scottish;Thane;Thane;Thane;;Thane;;;;;;;;;x
imperial_count_somali;Sheikh;Cheikh;Scheich;;Jeque;;;;;;;;;x
imperial_count_south_slavic;Boyar;Boyard;Bojare;;Boyardo;;;;;;;;;x
imperial_count_croatian;Count;Comte;Graf;;Conde;;;;;;;;;x
imperial_count_serbian;Count;Comte;Graf;;Conde;;;;;;;;;x
imperial_count_turkish;Bey;Bey;Bey;;Bey;;;;;;;;;x
imperial_count_west_african;Farin;Farin;Farin;;Farin;;;;;;;;;x
temple_count_apostolic;Archbishop;Archbishop;Archbishop;;Archbishop;;;;;;;;x
temple_count_bogomilist;Disciple;Disciple;Disciple;;Disciple;;;;;;;;x
temple_count_celtic_pagan;Druid;Druide;Druid;;Druid;;;;;;;;;x
temple_count_celtic_pagan_reformed;Druid;Druide;Druid;;Druid;;;;;;;;;x
temple_count_chalcedonian_byzantine;Metropolitan;Métropolitain;Metropolit;;Metropolitano;;;;;;;;;x
temple_count_egyptian_pagan;Priest;Prêtre;Priest;;Priest;;;;;;;;;x
temple_count_hellenic_pagan;Pontiff;Pontife;Pontiff;;Pontífice;;;;;;;;x
temple_count_female_hellenic_pagan;Pontiff;Pontife;Pontiff;;Pontífice;;;;;;;;x
temple_count_promethean_pagan;Ypsilós Philosophos;Ypsilós Philosophos;Ypsilós Philosophos;;Ypsilós Philosophos;;;;;;;;;x
temple_count_female_promethean_pagan;Ypsilós Philosophoia;;;;;;;;;;;;;x
temple_count_female_jewish_group;Maran;Maran;Maran;;Maran;;;;;;;;;x
temple_count_female_pagan_group;High Priestess;High Priestess;High Priestess;;High Priestess;;;;;;;;;x
temple_count_jewish_group;Maran;Maran;Maran;;Maran;;;;;;;;;x
temple_count_mandaean;Tarmidana;Tarmidana;Tarmidana;;Tarmidana;;;;;;;;x
temple_count_manichean;High Bishop;High Bishop;High Bishop;;High Bishop;;;;;;;;x
temple_count_orthodox;Metropolitan;Métropolitain;Metropolit;;Metropolitano;;;;;;;;;x
temple_count_pagan_group;High Priest;Grand-prêtre;Hohepriester;;Sumo sacerdote;;;;;;;;;x
temple_count_yazidi;Sheikh;Sheikh;Sheikh;;Sheikh;;;;;;;;x
temple_count_zoroastrian;Mobad;Mobad;Mobad;;Mobad;;;;;;;;;x
tribal_count;Chief;Chef;Häuptling;;Mandatario;;;;;;;;;x
tribal_count_female;Chieftess;Cheftaine;Stammesführerin;;Jefa;;;;;;;;;x
tribal_count_female_north_germanic;Thane;Thane;Thane;;Thane;;;;;;;;;x
tribal_count_north_germanic;Thane;Thane;Thane;;Thane;;;;;;;;;x
#DUKES
city_duke_baltic;Voivode;Voïvode;Woiwode;;Voïvode;;;;;;;;;x
city_duke_bulgarian;Voivode;Voïvode;Woiwode;;Voïvode;;;;;;;;;x
city_duke_byzantine;Archon;Archonte;Archonte;;Archonte;;;;;;;;;x
city_duke_celtic;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
city_duke_central_germanic;First Mayor;Premier Maire;Erster Bürgermeister;;Primer Alcalde;;;;;;;;;x
city_duke_east_african;Liqat;Liqat;Liqat;;Liqat;;;;;;;;;x
city_duke_female;Lady;Dame;Frau;;Señora;;;;;;;;;x
city_duke_female_italian;Dogaressa;Dogaressa;Dogaressa;;Dogaressa;;;;;;;;x
city_duke_female_celtic;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;x
city_duke_female_israelite;Shofet;Shofet;Shofet;;Shofet;;;;;;;;;x
city_duke_female_jewish_group;Shofet;Shofet;Shofet;;Shofet;;;;;;;;;x
city_duke_finno_ugric;First Mayor;Premier Maire;Erster Bürgermeister;;Primer Alcalde;;;;;;;;;x
city_duke_italian;Doge;Doge;Doge;;Doge;;;;;;;;;x
city_duke_israelite;Shofet;Shofet;Shofet;;Shofet;;;;;;;;;x
city_duke_jewish_group;Shofet;Shofet;Shofet;;Shofet;;;;;;;;;x
city_duke_magyar;Rector;Recteur;Rektor;;Rectorado;;;;;;;;;x
city_duke_muslim;Hakim;Hakim;Hakim;;Hakim;;;;;;;;;x
city_duke_norman;First Mayor;Premier Maire;Erster Bürgermeister;;Primer Alcalde;;;;;;;;;x
city_duke_norse;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
city_duke_north_germanic;First Mayor;Premier Maire;Erster Bürgermeister;;Primer Alcalde;;;;;;;;;x
city_duke_prussian;First Mayor;Premier Maire;Erster Bürgermeister;;Primer Alcalde;;;;;;;;;x
city_duke_roman;Proconsul;Proconsul;Proconsul;;Proconsul;;;;;;;;;x
city_duke_romanian;Voivode;Voivode;Woiwode;;Voivode;;;;;;;;;x
city_duke_south_slavic;Rector;Recteur;Rektor;;Rectorado;;;;;;;;;x
city_duke_ugric_baltic;Voivode;Voïvode;Woiwode;;Voïvode;;;;;;;;;x
city_duke_west_african;Dyamani-Tigui;Dyamani-Tigui;Dyamani-Tigui;;Dyamani-Tigui;;;;;;;;;x
city_duke_west_germanic;First Mayor;Premier Maire;Erster Bürgermeister;;Primer Alcalde;;;;;;;;;x
city_duke_west_slavic;Voivode;Voïvode;Woiwode;;Voïvode;;;;;;;;;x
duke;Duke;Duc;Herzog;;Duque;;;;;;;;x
duke_armenian;Melik;Melik;Melik;;Melik;;;;;;x
duke_aten_pagan;Nomarch;Nomarque;Nomarch;;Nomarch;;;;;;;;;x
duke_east_african;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
duke_east_slavic;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
duke_egyptian_pagan;Nomarch;Nomarque;Nomarch;;Nomarch;;;;;;;;;x
duke_female;Duchess;Duchesse;Herzogin;;Duquesa;;;;;;;;x
duke_female_armenian;Melika;Melika;Melika;;Melika;;;;;;;x
duke_female_east_african;Princess;Princesse;Fürstin;;Princesa;;;;;;;;;x
duke_female_east_slavic;Princess;Princesse;Fürstin;;Princesa;;;;;;;;;x
duke_female_israelite;Alufa;Alufa;Alufa;;Alufa;;;;;;;;;x
duke_female_jewish_group;Alufa;Alufa;Alufa;;Alufa;;;;;;;;;x
duke_female_magyar;Banna;Banna;Banna;;Banna;;;;;;;;;x
duke_female_norse;Jarlinna;Jarlinna;Jarlina;;Jarlina;;;;;;;;;x
duke_female_pecheneg;High Chieftess;Grande Cheftaine;Großhäuptling;;Alto mandatario;;;;;;;;;x
duke_female_roman;Legata Augusti;Legata Augusti;Legata Augusti;;Legata Augusti;;;;;;;;;x
duke_female_russian;Knyaginya;Knyaginya;Knyaginya;;Knyaginya;;;;;;;x
duke_female_scottish;Mormaer;Mormaer;Mormaer;;Mormaer;;;;;;;;;x
duke_female_somali;Emira;Émira;Emirin;;Emira;;;;;;;;;x
duke_female_welsh;Princess;Princesse;Fürstin;;Princesa;;;;;;;;;x
duke_greek;Doux;Doux;Doux;;Duque;;;;;;;;;x
duke_iranian;Satrap;Satrape;Satrap;;Sátrapa;;;;;;;;;x
duke_israelite;Aluf;Aluf;Aluf;;Aluf;;;;;;;;;x
duke_jewish_group;Aluf;Aluf;Aluf;;Aluf;;;;;;;;;x
duke_magyar;Ban;Ban;Ban;;Ban;;;;;;;;;x
duke_norse;Jarl;Jarl;Jarl;;Jarl;;;;;;;;x
duke_roman;Legatus Augusti;Legatus Augusti;Legatus Augusti;;Legatus Augusti;;;;;;;;;x
duke_russian;Knyaz;Knyaz;Knyaz;;Knyaz;;;;;;;x
duke_saxon;Eorl;Eorl;Eorl;;Eorl;;;;;;;;;x
duke_scottish;Mormaer;Mormaer;Mormaer;;Mormaer;;;;;;;;;;;;;;;;;;x
duke_somali;Emir;Émir;Emir;;Emir;;;;;;;;;x
duke_south_slavic;Grand Boyar;Grand-Boyard;Großen Bojare;;Gran Boyardo;;;;;;;;;x
duke_croatian;Duke;Duc;Herzog;;Duque;;;;;;;;;x
duke_serbian;Duke;Duc;Herzog;;Duque;;;;;;;;;x
duke_turkish;Beylerbey;Beylerbey;Beylerbey;;Beylerbey;;;;;;;;;x
duke_welsh;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
temple_duke_apostolic;Primate;Primate;Primate;;Primate;;;;;;;;x
temple_duke_bogomilist;Apostle;Apostle;Apostle;;Apostle;;;;;;;;x
temple_duke_chalcedonian_byzantine;Exarch;Exarque;Exarchen;;Exarca;;;;;;;;;x
temple_duke_female_hellenic_pagan;Pontiff;Pontife;Pontiff;;Pontífice;;;;;;;;x
temple_duke_female_norse_pagan;Hofgyðja;Hofgyðja;Hofgyðja;;Hofgyðja;;;;;;;;;x
temple_duke_female_norse_pagan_reformed;Hofgyðja;Hofgyðja;Hofgyðja;;Hofgyðja;;;;;;;;;x
temple_duke_female_promethean_pagan;Megálos Philosophoia;Megálos Philosophoia;Megálos Philosophoia;;Megálos Philosophoia;;;;;;;;;x
temple_duke_hellenic_pagan;Pontiff;Pontife;Pontiff;;Pontífice;;;;;;;;x
temple_duke_mandaean;Ganzib;Ganzib;Ganzib;;Ganzib;;;;;;;;x
temple_duke_manichean;Disciple;Disciple;Disciple;;Disciple;;;;;;;;x
temple_duke_norse_pagan;Hofgoði;Hofgoði;Hofgoði;;Hofgoði;;;;;;;;;x
temple_duke_norse_pagan_reformed;Hofgoði;Hofgoði;Hofgoði;;Hofgoði;;;;;;;;;x
temple_duke_orthodox;Exarch;Exarque;Exarchen;;Exarca;;;;;;;;;x
temple_duke_promethean_pagan;Megálos Philosophos;Megálos Philosophos;Megálos Philosophos;;Megálos Philosophos;;;;;;;;;x
temple_duke_yazidi;Grand Sheikh;Grand Sheikh;Grand Sheikh;;Grand Sheikh;;;;;;;;x
temple_duke_zoroastrian;Dastur;Dastur;Dastur;;Dastur;;;;;;;;;x
tribal_duke;High Chief;Grand chef;Großhäuptling;;Alto mandatario;;;;;;;;;x
tribal_duke_irish;Rí;Rí;Rí;;Rí;;;;;;;;x
tribal_duke_female;High Chieftess;Grande Cheftaine;Großhäuptling;;Alto mandatario;;;;;;;;;x
tribal_duke_female_irish;Banríon;Banríon;Banríon;;Banríon;;;;;;;;;x
tribal_duke_female_north_germanic;Jarlinna;Jarlinna;Jarlina;;Jarlina;;;;;;;;;x
tribal_duke_north_germanic;Jarl;Jarl;Jarl;;Jarl;;;;;;;;;x
#KINGS
city_king_baltic;Chancellor;Chancellier;Kanzler;;Canciller;;;;;;;;;x
city_king_breton;Tribune;Tribun;Volkstribun;;Tribuno;;;;;;;;;x
city_king_bulgarian;Chancellor;Chancellier;Kanzler;;Canciller;;;;;;;;;x
