#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
#;;;;;;;;;;;;;;
# ADVENTURER MODIFIERS;;;;;;;;;;;;;;
#;;;;;;;;;;;;;;
adventurer_recruited;Heavily Recruited;;Starke Rekrutierung;;;x
EVTOPTA_adventurerPlus_118;Of course I will help [FromFrom.GetHerHim];;Natürlich werde ich helfen [FromFrom.GetHerHim];;;x
EVTOPTB_adventurerPlus_118;Ignore [FromFrom.GetHerHim];;Ignoriere [FromFrom.GetHerHim];;;x
EVTDESC_adventurerPlus_120;You were all smiles, welcoming [FromFrom.GetTitledFirstNameNoRegnal] into your court...whether [FromFrom.GetSheHe] saw through you is uncertain, but regardless [FromFrom.GetSheHe] managed to escape from a trap you set on the road just outside of [Root.Capital.GetName] and has now fled [Root.PrimaryTitle.GetName] completely.;;Ihr habt [FromFrom.GetTitledFirstNameNoRegnal] lächelnd in Eurem Hof empfangen ... ob [FromFrom.GetSheHe] Euch durchschaut hat, ist ungewiss, aber trotzdem ist es [FromFrom.GetSheHe] gelungen, aus einer Falle zu entkommen, die Ihr auf der Straße außerhalb von [Root.Capital.GetName] aufgestellt habt, und ist nun vollständig aus [Root.PrimaryTitle.GetName] geflohen.;;;x
EVTDESC_adventurerPlus_121;Success! You were all smiles as you welcomed [FromFrom.GetTitledFirstNameNoRegnal] into your court, setting a trap for [FromFrom.GetHerHim] on the road just outside of [Root.Capital.GetName]. Your soldiers took [FromFrom.GetHerHim] prisoner, and already a message is off to [adventurer_target.GetTitledFirstNameNoRegnal] to inquire about a possible ransom.;;Erfolgreich! Ihr habt [FromFrom.GetTitledFirstNameNoRegnal] mit einem Lächeln in Eurem Hof begrüßt und [FromFrom.GetHerHim] auf der Straße außerhalb von [Root.Capital.GetName] eine Falle gestellt. Eure Soldaten haben [From.GetHerHim] gefangen genommen, und eine Nachricht an [adventurer_target.GetTitledFirstNameNoRegnal] ist bereits unterwegs, um sich nach einem möglichen Lösegeld zu erkundigen.;;;x
EVTDESC_adventurerPlus_122;My [Root.GetLordLady],\nA certain young [FromFrom.GetManWoman] who has been raising an army against you, [FromFrom.GetTitledFirstNameNoRegnal], foolishly came to [From.PrimaryTitle.GetName] to beg for handouts. Currently [FromFrom.GetSheHe] resides in my dungeon, but I would be pleased to offer [FromFrom.GetHerHim] to you for a small ransom.\n\nSigned,\n[From.GetBestName];;Meine [Root.GetLordLady],\nEine gewisse junge [FromFrom.GetManWoman], die eine Armee gegen Euch, [FromFrom.GetTitledFirstNameNoRegnal], aufgestellt hat, kam törichterweise zu [From.PrimaryTitle.GetName], um um Almosen zu betteln. Derzeit befindet sich [FromFrom.GetSheHe] in meinem Kerker, aber ich würde Euch [From.GetHerHim] gerne gegen ein kleines Lösegeld anbieten.\n\nGezeichnet,\n[From.GetBestName];;;x
EVTOPTA_adventurerPlus_122;Pay the ransom;;Zahlen Sie das Lösegeld;;;x
EVTOPTB_adventurerPlus_122;[From.GetSheHeCap] may do with [FromFrom.GetTitledFirstNameNoRegnal] as [From.GetSheHe] sees fit;;[From.GetSheHeCap] kann mit [FromFrom.GetTitledFirstNameNoRegnal] machen, was [From.GetSheHe] für richtig hält;;;x
EVTDESC_adventurerPlus_123;My [Root.GetLordLady],\nYour terms are most agreeable, and I thank you for your assistance in bringing [FromFromFrom.GetTitledFirstNameNoRegnal] to proper justice.\n\nSigned,\n[From.GetTitledName];;Meine [Root.GetLordLady],\nIhre Bedingungen sind höchst annehmbar, und ich danke Ihnen für Ihre [FromFromFrom.GetTitledFirstNameNoRegnal] vor ein ordentliches Gericht zu bringen.\n\nGezeichnet,\n[From.GetTitledName];;;x
EVTDESC_adventurerPlus_124;My [Root.GetLordLady],\nWhile I would like [FromFromFrom.GetTitledFirstNameNoRegnal] to see proper justice, I cannot agree to your terms for ransom. Do with the [FromFromFrom.GetManWoman] as you see fit.\n\nSigned,\n[From.GetTitledName];;Meine [Root.GetLordLady],\nAuch wenn ich möchte, dass [FromFromFrom.GetTitledFirstNameNoRegnal] zu seinem Recht kommt, kann ich Euren Lösegeldbedingungen nicht zustimmen. Macht mit dem [FromFromFrom.GetManWoman], was Ihr für richtig haltet.\n\nGezeichnet,\n[From.GetTitledName];;;x
EVTOPTA_adventurerPlus_124;Then [FromFromFrom.GetTitledFirstNameNoRegnal] goes free, I suppose;;Dann geht [FromFromFrom.GetTitledFirstNameNoRegnal] frei, nehme ich an.;;;x
EVTOPTB_adventurerPlus_124;Perhaps someone else will pay for [FromFromFrom.GetHerHim];;Vielleicht wird jemand anderes für [FromFromFrom.GetHerHim] bezahlen;;;x
EVTDESC_adventurerPlus_131;My [Root.GetLordLady],\nAs you may have heard, I have begun a campaign to see my rightful titles restored to me, even if that means raising an army against [Root.TopLiege.GetTitledFirstName]. Any assistance you can offer would be most welcome, and will be remembered.\n\nSigned,\n[From.GetTitledFirstName];;Meine [Root.GetLordLady],\n Wie Ihr vielleicht gehört habt, habe ich einen Feldzug begonnen, um meine rechtmäßigen Titel wiederzuerlangen, auch wenn das bedeutet, eine Armee gegen [Root.TopLiege.GetTitledFirstName] aufzustellen. Jede Unterstützung, die Ihr anbieten könnt, wäre höchst willkommen und wird mir in Erinnerung bleiben.\n\nGezeichnet,\n[From.GetTitledFirstName];;;x
EVTOPTA_adventurerPlus_131;Of course I will help [From.GetHerHim];;Natürlich werde ich [From.GetHerHim] helfen.;;;x
EVTOPTB_adventurerPlus_131;Ignore [From.GetHerHim];;Ignorieren Sie [From.GetHerHim];;;x
EVTDESC_adventurerPlus_132;According to your spies, [From.GetBestName] has thrown [From.GetHerHis] support to [FromFrom.GetTitledFirstNameNoRegnal], offering the [FromFrom.GetManWoman] a good deal of coin to support [FromFrom.GetHerHis] growing army.;;Laut Euren Spionen hat [From.GetBestName] [From.GetHerHis]seine Unterstützung für [FromFrom.GetTitledFirstNameNoRegnal] angeboten und bietet [FromFrom.GetManWoman] eine Menge Münzen, um [FromFrom.GetHerHis] wachsende Armee zu unterstützen.;;;x
EVTOPTA_adventurerPlus_132;A waste of coin, [From.GetTitledFirstNameNoRegnal];;Eine Verschwendung von Münzen, [From.GetTitledFirstNameNoRegnal];;;x
EVTDESC_adventurerPlus_134;[From.GetTitledFirstNameNoRegnal], still campaigning to raise an army against you, is reportedly making good progress. Your [Root.GetSpymasterName] reports that [From.GetSheHe] is accompanied by several large mercenary bands lured with the promise of coin. At this rate, [From.GetSheHe] could potentially be ready to march within six months.;;[From.GetTitledFirstNameNoRegnal], der immer noch versucht, eine Armee gegen Euch aufzustellen, macht angeblich gute Fortschritte. Euer [Root.GetSpymasterName] berichtet, dass [From.GetSheHe] von mehreren großen Söldnerbanden begleitet wird, die mit dem Versprechen von Münzen gelockt wurden. Bei diesem Tempo könnte [From.GetSheHe] innerhalb von sechs Monaten marschbereit sein.;;;x
EVTOPTA_adventurerPlus_134;That's not good...;;Das ist nicht gut...;;;x
EVTDESC_adventurerPlus_141;After years of trying and failing to raise an army large enough to challenge you, [From.GetTitledFirstNameNoRegnal] has finally admitted defeat and given up on [From.GetHerHis] quest. [From.GetSheHeCap] remains in the [new_court_home.PrimaryTitle.GetFullName], where [From.GetSheHe] will likely live out the remainder of [From.GetHerHis] life in obscurity.;;Nach jahrelangen erfolglosen Versuchen, eine Armee aufzustellen, die groß genug ist, um Euch herauszufordern, hat [From.GetTitledFirstNameNoRegnal] schließlich seine Niederlage eingestanden und [From.GetHerHis] Quest aufgegeben. [From.GetSheHeCap] verbleibt im [new_court_home.PrimaryTitle.GetFullName], wo [From.GetSheHe] wahrscheinlich den Rest seines Lebens in der Dunkelheit verbringen wird.;;;x
EVTOPTA_adventurerPlus_141;Nice try, [From.GetFirstName];;Netter Versuch, [From.GetFirstName];;;x
EVTDESC_adventurerPlus_142;Good news! At last report, [From.GetTitledFirstNameNoRegnal] is bed-ridden in the [new_court_home.PrimaryTitle.GetFullName] and barely able to speak...much less continue [From.GetHerHis] quest to raise an army against you. It appears [From.GetHerHis] threat to make good on [From.GetHerHis] claims against you are now much like [From.GetHerHis] mind: gone.;;Gute Nachrichten! Nach dem letzten Bericht ist [From.GetTitledFirstNameNoRegnal] bettlägerig im [new_court_home.PrimaryTitle.GetFullName] und kaum in der Lage zu sprechen ... geschweige denn, [From.GetHerHis] Bemühungen fortzusetzen, eine Armee gegen Euch aufzustellen. Es scheint, dass [From.GetHerHis] Drohung, seine Ansprüche gegen Euch geltend zu machen, jetzt genauso verschwunden ist wie [From.GetHerHis] Verstand: weg.;;;x
EVTOPTA_adventurerPlus_142;I would feel bad for [From.GetHerHim], but...no;;Ich würde Mitleid mit [From.GetHerHim] haben, aber...nein;;;x
EVTDESC_adventurerPlus_143;Considering [From.GetFirstName] is now the [From.PrimaryTitle.GetRulerTitle] of [From.PrimaryTitle.GetName], and much too concerned with the day-to-day business of rulership, [From.GetHerHis] quest to raise an army against you has apparently been completely abandoned.;;In Anbetracht der Tatsache, dass [From.GetFirstName] jetzt der [From.PrimaryTitle.GetRulerTitle] von [From.PrimaryTitle.GetName] ist und viel zu sehr mit dem Tagesgeschäft der Herrschaft beschäftigt ist, hat [From.GetHerHis] sein Bestreben, eine Armee gegen Euch aufzustellen, offenbar vollständig aufgegeben.;;;x
EVTOPTA_adventurerPlus_143;So much for all those donations to [From.GetHerHis] cause, hm?;;So viel zu all den Spenden für die Sache von [From.GetHerHis], hm?;;;x
EVTDESC_adventurerPlus_145;News has reached you of [From.GetTitledFirstNameNoRegnal]'s death, thereby ending [From.GetHerHis] dream of taking [From.GetHerHis] claimed titles from you by force of arms.;;Euch hat die Nachricht vom Tod von [From.GetTitledFirstNameNoRegnal] erreicht, womit der Traum von [From.GetHerHis], Euch die von [From.GetHerHis] beanspruchten Titel mit Waffengewalt abzunehmen, geplatzt ist.;;;x
EVTOPTA_adventurerPlus_145;I won't say I'm sorry to hear that;;Ich werde nicht sagen, dass es mir leid tut, das zu hören.;;;x
EVTDESC_adventurerPlus_148;The commander of the forces recruited to take your titles reports to you: 'We have served you long and well, my [Root.GetLordLady], but with the end to your wars so does our time of service end. We wish you well.';;Der Befehlshaber der Truppen, die rekrutiert wurden, um Euch Eure Titel zu nehmen, erstattet Euch Bericht: 'Wir haben Euch lange und gut gedient, meine [Root.GetLordLady], aber mit dem Ende Eurer Kriege endet auch unsere Zeit des Dienstes. Wir wünschen Euch alles Gute.';;;x
EVTOPTA_adventurerPlus_148;It was good while it lasted;;Es war gut, solange es dauerte;;;x
EVTDESC_adventurerPlus_161;Word has reached me that an ambitious adventurer, [From.GetTitledFirstName], is gathering men for some sort of attack on my territory!;;Mir ist zu Ohren gekommen, dass ein ehrgeiziger Abenteurer, [From.GetTitledFirstName], Männer für eine Art Angriff auf mein Gebiet sammelt!;;;x
EVTOPTA_adventurerPlus_161;I think of assassins...;;Ich denke da an Meuchelmörder...;;;x
EVTDESC_adventurerPlus_163;After years of careful planning, [From.GetDynName] has raised a large army of exiles, mercenaries and hopefuls, declaring [From.GetPossPronoun] intention to go off and carve out a realm of [From.GetPossPronoun] own...;;Nach jahrelanger sorgfältiger Planung hat [From.GetDynName] eine große Armee von Verbannten, Söldnern und Hoffnungsträgern aufgestellt und [From.GetPossPronoun] die Absicht erklärt, loszuziehen und ein eigenes Reich zu errichten...;;;x
EVTOPTA_adventurerPlus_163;Well... good luck with that!;;Nun... viel Glück dabei!;;;x
EVTDESC_adventurerPlus_164;After years of careful planning, [FromFrom.GetDynName] from the court of [From.GetTitledName] has raised a large army of exiles, mercenaries and hopefuls, declaring [FromFrom.GetPossPronoun] intention to go off and carve out a realm of [FromFrom.GetPossPronoun] own...;;Nach jahrelanger sorgfältiger Planung hat [FromFrom.GetDynName] vom Hof von [From.GetTitledName] eine große Armee von Verbannten, Söldnern und Hoffnungsvollen aufgestellt und [FromFrom.GetPossPronoun] die Absicht erklärt, loszuziehen und ein eigenes Reich von [FromFrom.GetPossPronoun] zu errichten...;;;x
