#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
CB_NAME_TRIBAL_INVASION;Invasion of [Title.GetName];Invasion de [Title.GetName];Invasion von [Title.GetName];;;x
CB_NAME_TRUCE_NOTIFIER;Enforced Truce;Traité de paix forcé;Erzwungener Waffenstillstand;;;x
CB_NAME_VASSALIZE;Subjugation;Assujettissement;Unterwerfung;;;x
claim_on_liege_plot_desc;This Casus Belli can be used by §Y$CLAIMANT$§! to press the claim on the §Y$TITLE$§!;Ce casus belli peut être utilisé par le(la) §Y$CLAIMANT$§! pour appuyer sa revendication vis--vis de §Y$TITLE$§!;Dieser Casus Belli kann von §Y$CLAIMANT$§! genutzt werden, um den Anspruch auf den §Y$TITLE$§!;;Este Casus Belli puede ser usado por §Y$CLAIMANT$§! para instar la reclamación de §Y$TITLE$§!;x
coastal_city_republic_desc;As a Merchant Republic, §Y$CLAIMANT$§! can declare war to seize control of the coastal city of §Y$TITLE$§!.;As a Merchant Republic, §Y$CLAIMANT$§! can declare war to seize control of the coastal city of §Y$TITLE$§!.;Als Handelsrepublik kann §Y$CLAIMANT$§! den Krieg erklären, um die Kontrolle über die Küstenstadt §Y$TITLE$§! zu erlangen.;;As a Merchant Republic, §Y$CLAIMANT$§! can declare war to seize control of the coastal city of §Y$TITLE$§!.;x
county_conquest_desc;We can conquer nearby counties without specific reasons.;Les païens peuvent conquérir les comtés frontaliers sans raison spécifique. Les païens nordiques peuvent aussi s'emparer de tout comté côtier.;Wir können benachbarte Grafschaften ohne besondere Gründe erobern.;;Los Paganos pueden conquistar condados fronterizos únicos sin razones específicas. Los Paganos Nórdicos también pueden tomar cualquier condado costero.;x
CRUSADE_DESC_DRO_1;If the Crown of §Y$TITLE$§! is not held by a ruler of our faith, all gains will be handed over to the ruler who contributes the most to the war.;Si la Couronne de §Y$TITLE$§! n'est point portée par un souverain de votre foi, tous les gains seront remis au souverain ayant le plus contribué à la guerre.;Wenn die Krone von §Y$TITLE$§! nicht von einem Herrscher unseres Glaubens gehalten wird, werden alle Gewinne an den Herrscher übergeben, der am meisten zum Krieg beiträgt.;;;x
CRUSADE_DESC_DRO_2;If the Crown of §Y$TITLE$§! is not held by a ruler of our faith, all gains will be handed over to the ruler who contributes the most to the war.;Si la Couronne de §Y$TITLE$§! n'est point portée par un souverain de votre foi, tous les gains seront remis au souverain ayant le plus contribué à la guerre.;Wenn die Krone von §Y$TITLE$§! nicht im Besitz eines Herrschers unseres Glaubens ist, werden alle Gewinne an den Herrscher übergeben, der am meisten zum Krieg beiträgt.;;;x
crusade_war;Crusade;Croisade;Kreuzzug;;;x
crusade_war_desc;Defending against a Crusade allows us to call on more troops from our vassals.;Se défendre contre une croisade nous permet de faire appel davantage de troupes de nos vassaulx.;Wenn wir uns gegen einen Kreuzzug verteidigen, können wir mehr Truppen von unseren Vasallen heranziehen.;;;x
decadence_revolt_desc;If the ruling dynasty's decadence grows too high, revolts amongst the pious members of their people may arise against them.;If the ruling dynasty's decadence grows too high, revolts amongst the pious members of their people may arise against them.;Wenn die Dekadenz der herrschenden Dynastie zu groß wird, kann es zu Aufständen unter den frommen Mitgliedern ihres Volkes gegen sie kommen.;;;x
defensive_war;Defensive War;Guerre défensive;Verteidigungskrieg;;Defensive War;x
defensive_war_desc;As we are fighting a defensive war, our vassals are obligated to provide us with more troops than they otherwise would.;Lorsque nous nous battons dans une guerre défensive, nos vassaulx sont obligés de nous fournir plus de troupes qu' l'accoutumée.;Da wir einen Verteidigungskrieg führen, sind unsere Vasallen verpflichtet, uns mehr Truppen zur Verfügung zu stellen, als sie es sonst tun würden.;;;x
dejure_barony_claim_holy_desc;The §Y$TITLE$§! is, de jure, a vassal of §Y$CLAIMANT$'s§!, which is cause enough for war.;Le §Y$TITLE$§! est, de Jure, un vassal de §Y$CLAIMANT$§!, ce qui constitue un motif de guerre suffisant.;Der §Y$TITLE$§! ist de jure ein Vasall des §Y$CLAIMANT$'s§!, was Grund genug für einen Krieg ist.;;El §Y$TITLE$§! es, de iure, vasallo de §Y$CLAIMANT$§!, lo cual es motivo suficiente de guerra.;x
dejure_county_claim_holy_desc;The §Y$TITLE$§! is, de jure, a vassal of §Y$CLAIMANT$'s§!, which is cause enough for war.;Le §Y$TITLE$§! est, de Jure, un vassal de §Y$CLAIMANT$§!, ce qui constitue un motif de guerre suffisant.;Der §Y$TITLE$§! ist de jure ein Vasall des §Y$CLAIMANT$'s§!, was Grund genug für einen Krieg ist.;;El §Y$TITLE$§! es, de iure, vasallo de §Y$CLAIMANT$§!, lo cual es motivo suficiente de guerra.;x
dejure_duchy_claim_plus_desc;§Y$CLAIMANT$'s§! controls all county titles in §Y$TITLE$§!, which is cause enough for war.;§Y$CLAIMANT$§! Controsle tous les titres comtaux de §Y$TITLE$§!, ce qui est une raison suffisante pour faire la guerre.;§Y$CLAIMANT$'s§! kontrolliert alle Grafschaftstitel in §Y$TITLE$§!, was Grund genug für einen Krieg ist.;;;x
dejure_duchy_claim_holy_desc;§Y$CLAIMANT$'s§! controls all county titles in §Y$TITLE$§!, which is cause enough for war.;§Y$CLAIMANT$§! Controsle tous les titres comtaux de §Y$TITLE$§!, ce qui est une raison suffisante pour faire la guerre.;§Y$CLAIMANT$'s§! kontrolliert alle Grafschaftstitel in §Y$TITLE$§!, was Grund genug für einen Krieg ist.;;;x
DEPOSE_ANTIPOPE;Remove the Antipope;Abandonner l'Antipape;Entfernt den Antipapst;;Renunciar al Antipapa;x
depose_antipope_desc;We can force them to abandon their Antipope;Nous pouvons les contraindre abandonner leur Antipape;Wir können sie zwingen, ihren Antipapst aufzugeben;;Podemos obligarlos a abandonar su Antipapa;x
depose_liege_desc;§Y$CLAIMANT$§! can attempt to depose §Y$TARGET$§!.;§Y$CLAIMANT$§! peult tenter de renverser §Y$TARGET$§!.;§Y$CLAIMANT$§! kann versuchen, §Y$TARGET$§! abzusetzen.;;§Y$CLAIMANT$§! puede intentar destituir a §Y$TARGET$§!.;x
duchy_conquest_desc;We can conquer provinces of the same faith at the cost of some Piety.;Nous pouvons conquérir des provinces de la mesme foi que la nostre mais il nous en coustera de la piété.;Wir können Provinzen desselben Glaubens um den Preis einer gewissen Frömmigkeit erobern.;;;x
druze_invasion_desc;Especially pious or charismatic Druze can elect to invade all the territory held by a Muslim target of a sufficient size within a given de jure kingdom.;;Besonders fromme oder charismatische Drusen können sich dafür entscheiden, das gesamte Territorium eines muslimischen Ziels von ausreichender Größe innerhalb eines bestimmten de jure Königreichs zu erobern.;;;x
force_vassalized;Oath of Fealty;Serment de fidélité;Treueschwur;;;x
free_family_cb_desc;This character has imprisoned family members;Ce personnage a des membres de sa famille emprisonnés.;Dieser Charakter hat Familienmitglieder inhaftiert;;;x
hellenic_county_liberation_desc;Hellenic pagan rulers can liberate Italian and Greek provinces from the tyrannical rule of the monotheistic religions.;;Hellenische heidnische Herrscher können italienische und griechische Provinzen von der tyrannischen Herrschaft der monotheistischen Religionen befreien.;;;x
holy_war_desc;§Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by the infidel, §Y$TARGET$§!, within the de jure §Y$TITLE$§!. Deus Vult!;Le(La) §Y$CLAIMANT$§! peult utiliser ce casus belli pour s'emparer de tous les titres que possède l'infidèle §Y$TARGET$§! au sein du(de la) §Y$TITLE$§! de jure. Deus Vult !;§Y$CLAIMANT$§! kann diesen Casus Belli nutzen, um alle Titel des Ungläubigen, §Y$TARGET$§!, innerhalb des de jure §Y$TITLE$§! zu ergreifen. Deus Vult!;;§Y$CLAIMANT$§! puede usar este Casus Belli para apoderarse de todos los títulos que posee el infiel, §Y$TARGET$§!, dentro del §Y$TITLE$§! de iure. ¡Deus Vult!;x
invasion_desc;§Y$CLAIMANT$§! has been granted the right to invade the §Y$TITLE$§!. If successful, all titles owned by §Y$TARGET$§! within the de jure §Y$TITLE$§! will be usurped and a strong claim will be granted to all occupied titles within the de jure §Y$TITLE$§!.;§Y$CLAIMANT$§! has been granted the right to invade the §Y$TITLE$§!. If successful, all titles owned by §Y$TARGET$§! within the de jure §Y$TITLE$§! will be usurped and a strong claim will be granted to all occupied titles within the de jure §Y$TITLE$§!.;§Y$CLAIMANT$§! hat das Recht erhalten, in den §Y$TITLE$§! einzudringen. Im Erfolgsfall werden alle Titel, die §Y$TARGET$§! innerhalb des de jure §Y$TITLE$§! besitzt, usurpiert und es wird ein starker Anspruch auf alle besetzten Titel innerhalb des de jure §Y$TITLE$§! gewährt.;;;x
jihad_desc;§Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by the infidel, §Y$TARGET$§!, within the de jure §Y$TITLE$§!.;Le(la) §Y$CLAIMANT$§! peult utiliser ce casus belli pour s'emparer de tous les titres que possède l'infidèle §Y$TARGET$§! au sein du(de la) §Y$TITLE$§! de Jure.;§Y$CLAIMANT$§! kann diesen Casus Belli nutzen, um alle Titel des Ungläubigen, §Y$TARGET$§!, innerhalb des de jure §Y$TITLE$§! zu beschlagnahmen.;;§Y$CLAIMANT$§! puede usar este Casus Belli para apoderarse de todos los títulos que posee el infiel, §Y$TARGET$§!, dentro del §Y$TITLE$§! de iure.;x
magyar_invasion_desc;This is a once-only invasion of the Carpathia region, moving all your lands to whatever portion of Carpathia is held by §Y$TARGET$§!.;This is a once-only invasion of the Carpathia region, moving all your lands to whatever portion of Carpathia is held by §Y$TARGET$§!.;Dies ist eine einmalige Invasion der Region Karpaten, die alle deine Ländereien in den Teil von Karpaten verschiebt, der von §Y$TARGET$§! gehalten wird.;;;x
other_claim_desc;This Casus Belli can be used by §Y$PRESSER$§! to press §Y$CLAIMANT$'s§! claim on the §Y$TITLE$§!.\n\n§Y$CLAIMANT$§! will become your vassal if one of the following conditions are true:\n- §Y$PRESSER$§! and §Y$CLAIMANT$§! are of the same dynasty.\n- §Y$TITLE$§! is a equal or lower rank than §Y$CLAIMANT$§!'s primary title.\n- §Y$PRESSER$§! is de jure liege of §Y$TITLE$§!.;Ce casus belli peult estre utilisé par le(la) §Y$PRESSER$§! pour appuyer la revendication de §Y$CLAIMANT$§! vis--vis du(de la) §Y$TITLE$§!\n\n§Y$CLAIMANT$§! deviendra votre vassal si une des conditions suivantes est réunie :\n- §Y$PRESSER$§! et §Y$CLAIMANT$§! font partie de la mesme dynastie.\n- §Y$TITLE$§! est un rang plus bas que le titre principal de §Y$CLAIMANT$§!.\n- §Y$PRESSER$§! est le souverain de jure de §Y$TITLE$§!.;Dieser Casus Belli kann von §Y$PRESSER$§! genutzt werden, um den Anspruch von §Y$CLAIMANT$§! auf den §Y$TITLE$§! zu erheben.\n\n§Y$CLAIMANT$§! wird zu deinem Vasallen, wenn eine der folgenden Bedingungen erfüllt ist:\n- §Y$PRESSER$§! und §Y$CLAIMANT$§! gehören der gleichen Dynastie an.\n- §Y$TITLE$§! hat den gleichen oder einen niedrigeren Rang als §Y$CLAIMANT$§!s primärer Titel.\n- §Y$PRESSER$§! ist de jure Lehnsherr von §Y$TITLE$§!.;;;x
other_claim_on_liege_plot_desc;This Casus Belli can be used by §Y$PRESSER$§! to press §Y$CLAIMANT$'s§! claim on the §Y$TITLE$§!;Ce casus belli peut être utilisé par le(la) §Y$PRESSER$§! pour appuyer la revendication de §Y$CLAIMANT$§! vis--vis du(de la) §Y$TITLE$§!;Dieser Casus Belli kann von §Y$PRESSER$§! genutzt werden, um den Anspruch von §Y$CLAIMANT$§! auf den §Y$TITLE$§! durchzusetzen.;;Este Casus Belli puede ser usado por §Y$PRESSER$§! para instar la reclamación de §Y$CLAIMANT$§! de §Y$TITLE$§!;x
other_dejure_barony_claim_holy_desc;The §Y$TITLE$§! is, de jure, a vassal of §Y$CLAIMANT$'s§!, which is cause enough for war.;Le §Y$TITLE$§! est, de jure, un vassal de §Y$CLAIMANT$§!, ce qui est suffisant pour déclencher une guerre.;Der §Y$TITLE$§! ist de jure ein Vasall des §Y$CLAIMANT$'s§!, was Grund genug für einen Krieg ist.;;El §Y$TITLE$§! es, de iure, un vasallo de §Y$CLAIMANT$§!, lo que es motivo suficiente para una guerra.;x
other_dejure_county_claim_holy_desc;The §Y$TITLE$§! is, de jure, a vassal of §Y$CLAIMANT$'s§!, which is cause enough for war.;Le §Y$TITLE$§! est, de jure, un vassal de §Y$CLAIMANT$§!, ce qui est suffisant pour déclencher une guerre.;Der §Y$TITLE$§! ist de jure ein Vasall des §Y$CLAIMANT$'s§!, was Grund genug für einen Krieg ist.;;El §Y$TITLE$§! es, de iure, un vasallo de §Y$CLAIMANT$§!, lo que es motivo suficiente para una guerra.;x
pagan_subjugation_desc;Pagans are allowed to subjugate other pagan rulers which are part of their capital's de jure kingdom. They can only do this once in their lifetime, unless they also have the Become a King ambition. Free men are always willing to follow the mightiest ruler...;Pagans are allowed to subjugate other pagan rulers which are part of their capital's de jure kingdom. They can only do this once in their lifetime, unless they also have the Become a King ambition. Free men are always willing to follow the mightiest ruler...;Heiden dürfen andere heidnische Herrscher unterwerfen, die de jure Teil des Reiches ihrer Hauptstadt sind. Sie können dies nur einmal in ihrem Leben tun, es sei denn, sie haben auch den Ehrgeiz, ein König zu werden. Freie Menschen sind immer bereit, dem mächtigsten Herrscher zu folgen...;;;x
reconquista_cb_desc;§Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by the infidel, §Y$TARGET$§!, within the de jure §Y$TITLE$§!. Deus Vult!;Le(La) §Y$CLAIMANT$§! peult utiliser ce casus belli pour s'emparer de tous les titres que possède l'infidèle §Y$TARGET$§! au sein du(de la) §Y$TITLE$§! de jure. Deus Vult !;§Y$CLAIMANT$§! kann diesen Casus Belli nutzen, um alle Titel, die der Ungläubige, §Y$TARGET$§!, innerhalb des de jure §Y$TITLE$§! hält, an sich zu reißen. Deus Vult!;;§Y$CLAIMANT$§! puede usar este Casus Belli para apoderarse de todos los títulos que posee el infiel, §Y$TARGET$§!, dentro del §Y$TITLE$§! de iure. ¡Deus Vult!;x
tribal_invasion_desc;Tribes do not bother with just causes - might makes right!;Les tribus font fi des causes justes, elles règnent par la force !;Stämme kümmern sich nicht um gerechte Gründe - Macht macht Recht!;;Las tribus no pierden el tiempo con causas justas. ¡Es el poderoso quien determina lo que es justo!;x
shattered_realm_county_conquest;County Conquest;;Eroberung von Grafschaften;;;x
shattered_realm_county_conquest_desc;We can conquer nearby counties without specific reasons.;Les païens peuvent conquérir les comtés frontaliers sans raison spécifique. Les païens nordiques peuvent aussi s'emparer de tout comté côtier.;Wir können benachbarte Grafschaften ohne besondere Gründe erobern.;;Los Paganos pueden conquistar condados fronterizos únicos sin razones específicas. Los Paganos Nórdicos también pueden tomar cualquier condado costero.;x
WAR_ITALIAN_RECONQUEST;[Actor.GetTitledFirstName]'s Reconquest of $OTHER_TITLE$;Reconqueste de $OTHER_TITLE$ par [Actor.GetTitledFirstName];[Actor.GetTitledFirstName]'s Rückeroberung von $OTHER_TITLE$;;Reconquista de [Actor.GetTitledFirstName] de $OTHER_TITLE$;x
WAR_NAME_BYZANTINE_VASSALIZE;$ORDER$$FIRST_ADJ$ War to Subjugate $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$ Krieg zur Unterwerfung von $OTHER_TITLE$;;;x
WAR_NAME_CAROLINGIAN;$ORDER$$FIRST_ADJ$ Carolingian Reconquest of $OTHER_TITLE$;Reconquête impériale $ORDER$$FIRST_ADJ$ de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Karolingische Rückeroberung von $OTHER_TITLE$;;$ORDER$ Reconquista imperial de $OTHER_TITLE$;x
WAR_NAME_COASTAL_CITY_REPUBLIC;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ War for the City of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Guerre pour le Bourg de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Krieg um die Stadt $OTHER_TITLE$;;;x
WAR_NAME_COASTAL_REPUBLIC;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ War for the Coast of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Guerre pour la Coste de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Krieg um die Küste von $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ guerra por la ciudad de $OTHER_TITLE$;x
WAR_NAME_CONTESTEDCLAIM;Contest [Title.GetName];Contester [Title.GetName];Wettbewerb [Title.GetName];;;x
WAR_NAME_CRUSADE;$ORDER$$FIRST_ADJ$ $HOLY_WAR$ for $OTHER_TITLE$;$ORDER$$HOLY_WAR$ $FIRST_ADJ$ pour $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ $HOLY_WAR$ für $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$ $HOLY_WAR$ por $OTHER_TITLE$;x
WAR_NAME_DECADENCE_UPRISING;$ORDER$$SECOND_ADJ$ Decadence Revolt;Révolte de $ORDER$$SECOND_ADJ$ de Décadence;$ORDER$$SECOND_ADJ$ Dekadenz-Revolte;;Revuelta $ORDER$$SECOND_ADJ$ Decadencia;x
WAR_NAME_DEPOSE_ANTIPOPE;$ORDER$$FIRST$ War for Religious Unity;$ORDER$ Guerre $FIRST$ pour l'Unité Religieuse;$ORDER$$FIRST$ Krieg für die religiöse Einheit;;$ORDER$ Guerra $FIRST$ por la Unidad Religiosa;x
WAR_NAME_FREE_FAMILY;$ORDER$$FIRST_ADJ$ Liberation War of [Actor.GetOnlyDynastyName] Family Members;$ORDER$$FIRST_ADJ$ Guerre de Libération de [Actor.GetOnlyDynastyName] Membres de Famille;$ORDER$$FIRST_ADJ$ Befreiungskrieg der [Actor.GetOnlyDynastyName] Familienmitglieder;;;x
WAR_NAME_HELLENIC_LIBERATION;$ORDER$$FIRST_ADJ$ Liberation of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Libération de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Befreiung von $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$ Liberation of $OTHER_TITLE$;x
WAR_NAME_HERETIC_UPRISING;$ORDER$ [Title.Duchy.GetAdjective] [Actor.Religion.GetName] Revolt;Révolte de $ORDER$$SECOND_ADJ$ de [Actor.Religion.GetName];$ORDER$ [Title.Duchy.GetAdjective] [Actor.Religion.GetName] Aufstand;;Revuelta $ORDER$$SECOND_ADJ$ [Actor.Religion.GetName];x
WAR_NAME_INDEPENDENCE;$ORDER$War of Independence from $DEFENDER$;$ORDER$ Guerre d'Indépendance de $DEFENDER$;$ORDER$Krieg der Unabhängigkeit von $DEFENDER$;;;x
WAR_NAME_LIBERATE_NOMAD;$ORDER$$FIRST_ADJ$ Conquest of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ libération du (de la) $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Eroberung von $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$ liberación de $OTHER_TITLE$;x
WAR_NAME_OTHER_PRETENDER;$ORDER$$FIRST_ADJ$ War to Install $CLAIMANT$ in $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Guerre pour introniser $CLAIMANT$ en tant que $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Krieg zur Einsetzung von $CLAIMANT$ in $OTHER_TITLE$;;;x
WAR_NAME_PRETENDER;$ORDER$$FIRST_ADJ$ War for the Throne of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Guerre pour le Trosne de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Krieg um den Thron von $OTHER_TITLE$;;;x
WAR_NAME_RECONQUISTA;$ORDER$$FIRST_ADJ$ Reconquista of $OTHER_TITLE$;$ORDER$ Guerre Sainte $FIRST_ADJ$ pour : $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Reconquista von $OTHER_TITLE$;;$ORDER$ Guerra Santa $FIRST_ADJ$ por $OTHER_TITLE$;x
WAR_NAME_RESTORE_PAPACY;$ORDER$$FIRST_ADJ$ War to Restore the Papacy;$ORDER$$FIRST_ADJ$ Guerre pour restaurer la Papauté;$ORDER$$FIRST_ADJ$ Krieg zur Wiederherstellung des Papsttums;;;x
WAR_NAME_RESTOREBYZANTIUM;$ORDER$$FIRST_ADJ$ War to Restore the Byzantine Empire;$ORDER$$FIRST_ADJ$ Guerre de Restauration de l'Empire Byzantin;$ORDER$$FIRST_ADJ$ Krieg zur Wiederherstellung des Byzantinischen Reiches;;;x
WAR_NAME_TRIBAL_INVASION;$ORDER$$FIRST_ADJ$ Invasion of $OTHER_TITLE$;$ORDER$ Invasion $FIRST_ADJ$ du(de la) $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Invasion von $OTHER_TITLE$;;$ORDER$Invasión $FIRST_ADJ$ de $OTHER_TITLE$;x
WAR_NAME_TRUCE_NOTIFIER;$ORDER$$FIRST$ War of Not Paying Attention;$ORDER$$FIRST$ Guerre d'inattention;$ORDER$$FIRST$ Krieg der Unaufmerksamkeit;;;x
WAR_NAME_VASSALIZE;$ORDER$$FIRST_ADJ$ War to Subjugate $SECOND$;$ORDER$Guerre $FIRST_ADJ$ pour assujettir $SECOND$;$ORDER$$FIRST_ADJ$ Krieg zur Unterwerfung von $SECOND$;;;x
CB_NAME_COASTAL_CITY_REPUBLIC;Seize the City of [Title.GetBaseName];;Einnahme der Stadt [Title.GetBaseName];;;x
CB_NAME_OVERPOWER_SUZERAIN;Overpower Suzerain;;Suzerain überwältigen;;;x
WAR_NAME_OVERPOWER_SUZERAIN;$ORDER$$FIRST_ADJ$ War to Overpower $DEFENDER$;;$ORDER$$FIRST_ADJ$ Krieg zur Überwältigung $DEFENDER$;;;x
overpower_imperial_suzerain_cb_desc;You can declare war to overpower your imperial suzerain and become the suzerain yourself.;;Du kannst den Krieg erklären, um deinen kaiserlichen Oberherrn zu überwältigen und selbst Oberherr zu werden.;;;x
resist_viceroy_revocation_cb_desc;§Y$CLAIMANT$§! has rebelled rather than have [Root.GetHerHis] title stripped from [Root.GetHerHim] by §Y$TARGET$§!.;;§Y$CLAIMANT$§! hat rebelliert, anstatt sich von §Y$TARGET$§! den Titel von [Root.GetHerHis] wegnehmen zu lassen.;;;x
restore_byzantium_desc;This Casus Belli can used to seize Constantinople and restore the Byzantine Empire.;;Dieser Casus Belli kann genutzt werden, um Konstantinopel einzunehmen und das Byzantinische Reich wiederherzustellen.;;;x
restore_papacy_desc;§Y$CLAIMANT$§! can use this Casus Belli to restore the Papacy to its rightful place in Rome.;;§Y$CLAIMANT$§! kann diesen Casus Belli nutzen, um das Papsttum an seinen rechtmäßigen Platz in Rom zurückzubringen.;;;x
truce_notifier_desc;You cannot declare war on this character right now. Either one of you is a newly independent rebel/crusader state OR you are holding a grand tournament.;;Du kannst diesem Charakter im Moment nicht den Krieg erklären. Entweder ist einer von euch ein neuer unabhängiger Rebellen-/Kreuzfahrerstaat ODER ihr veranstaltet ein großes Turnier.;;;x
aghlabid_867;Aghlabid Conquest of Sicily;;Aghlabidische Eroberung Siziliens;;;x
aghlabid_867_desc;Aghlabid Conquest of Sicily;;Aghlabidische Eroberung Siziliens;;;x
