#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x,,,,
CUSTOMTOOLTIP29;[This.GetTitledName] is discredited in front of the court\n;[This.GetTitledName] est discrédité aulx yeux de la cour\n;[This.GetTitledName] is discredited in front of the court\n;;[This.GetTitledName] is discredited in front of the court\n;;;;;;;;;,,,,
CUSTOMTOOLTIP2;§Y[Root.GetTitledFirstName]§! will §RNOT§! become §Y[FromFrom.GetTitledFirstName]§!'s landed vassal.\n;§Y[Root.GetTitledFirstName]§! §Rne va point§! devenir votre vassal.\n;§Y[Root.GetTitledFirstName]§! wird §RNICHT§! §Y[FromFrom.GetTitledFirstName]§!'s Vasall werden\n;;§Y[Root.GetTitledFirstName]§! will §RNOT§! become §Y[FromFrom.GetTitledFirstName]§!'s landed vassal.\n;;;;;;;;x;,,,,
CUSTOMTOOLTIP30;[From.GetTitledFirstName] successfully embezzles money from [This.GetTitledName]\n;[From.GetTitledFirstName] détourne avec succès l'argent de [This.GetTitledName]\n;[From.GetTitledFirstName] successfully embezzles money from [This.GetTitledName]\n;;[From.GetTitledFirstName] successfully embezzles money from [This.GetTitledName]\n;;;;;;;;;,,,,
CUSTOMTOOLTIP31;[This.GetTitledFirstName] is accused of treason by [From.GetTitledName]\n;[This.GetTitledFirstName] est accusé de trahison par [From.GetTitledName]\n;[This.GetTitledFirstName] is accused of treason by [From.GetTitledName]\n;;[This.GetTitledFirstName] is accused of treason by [From.GetTitledName]\n;;;;;;;;;,,,,
CUSTOMTOOLTIP32;[From.GetTitledFirstName] provokes [This.GetTitledName] to rebel against [This.Liege.GetTitledFirstName]\n;[From.GetTitledFirstName] incite [This.GetTitledName] à se rebeller contre [This.Liege.GetTitledFirstName]\n;[From.GetTitledFirstName] provokes [This.GetTitledName] to rebel against [This.Liege.GetTitledFirstName]\n;;[From.GetTitledFirstName] provokes [This.GetTitledName] to rebel against [This.Liege.GetTitledFirstName]\n;;;;;;;;;,,,,
CUSTOMTOOLTIP33;The plot succeeds;Le complot a réussi;The plot succeeds;;The plot succeeds;;;;;;;;;x,,,,
CUSTOMTOOLTIP34;The plot fails, but is not discovered;Le complot a échoué, mais n'a point été découvert;The plot fails, but is not discovered;;The plot fails, but is not discovered;;;;;;;;;x
CUSTOMTOOLTIP35;The plot fails and is discovered;Le complot a échoué et a été découvert;The plot fails and is discovered;;The plot fails and is discovered;;;;;;;;;x,,,,
CUSTOMTOOLTIP36;A landless knight will become the independent ruler of §Yall lands taken in the Crusade§!.\n;Un chevalier sans terre deviendra le dirigeant indépendant de toutes les terres conquises pendant la croisade.;A landless knight will become the independent ruler of §Yall lands taken in the Crusade§!.\n;;A landless knight will become the independent ruler of §Yall lands taken in the Crusade§!.\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP37;[From.GetTitledFirstName] will receive a pardon of all crimes\n;[From.GetTitledFirstName] sera pardonné\n;[From.GetTitledFirstName] will receive a pardon of all crimes\n;;[From.GetTitledFirstName] will receive a pardon of all crimes\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP38;[This.GetTitledFirstName] will move to the court of [Root.GetTitledFirstName]\n;[This.GetTitledFirstName] ira à la cour de [Root.GetTitledFirstName]\n;[This.GetTitledFirstName] will move to the court of [Root.GetTitledFirstName]\n;;[This.GetTitledFirstName] will move to the court of [Root.GetTitledFirstName]\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP39;Is rewarded with tax privileges\n;Est récompensé par une réduction d'imposts\n;Is rewarded with tax privileges\n;;Is rewarded with tax privileges\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP3;§Y[This.GetTitledFirstName]§! will become the independent ruler of §Yall lands taken in the Crusade§!.\n;§Y[This.GetTitledFirstName]§! va devenir le souverain indépendant de toutes les terres conquises lors de la Croisade.\n;§Y[This.GetTitledFirstName]§! wird unabhängiger Herrscher der Ländereien, die während des Kreuzzugs erobert wurden\n;;§Y[This.GetTitledFirstName]§! will become the independent ruler of §Yall lands taken in the Crusade§!.\n;;;;;;;;x;,,,
CUSTOMTOOLTIP40;Is rewarded with glory and honor\n;Est récompensé par la gloire et l'honneur\n;Is rewarded with glory and honor\n;;Is rewarded with glory and honor\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP41;Might be granted a fief in the captured lands\n;Est éligible pour obtenir un fief dans les terres capturées\n;Might be granted a fief in the captured lands\n;;Might be granted a fief in the captured lands\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP42;[Root.GetTitledFirstName] will relinquish [Root.GetHerHis] §Yprevious holdings§! and become the independent ruler of §Yall lands taken in the Crusade§!.\n;[Root.GetTitledFirstName] abandonnera [Root.GetHerHis] §Yses anciens fiefs§! et deviendra le seigneur indépendant de §Ytoutes les terres prises dans la Croisade §!.\n;[Root.GetTitledFirstName] will relinquish [Root.GetHerHis] §Yprevious holdings§! and become the independent ruler of §Yall lands taken in the Crusade§!.\n;;[Root.GetTitledFirstName] will relinquish [Root.GetHerHis] §Yprevious holdings§! and become the independent ruler of §Yall lands taken in the Crusade§!.\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP43;[Root.GetTitledFirstName] will become the independent ruler of §Yall lands taken in the Crusade§!.\n;[Root.GetTitledFirstName] deviendra le seigneur indépendant de §Ytoutes les terres prises dans la Croisade§!.\n;[Root.GetTitledFirstName] will become the independent ruler of §Yall lands taken in the Crusade§!.\n;;[Root.GetTitledFirstName] will become the independent ruler of §Yall lands taken in the Crusade§!.\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP44;A vote of no confidence will be held\n;Un vote de destitution du meneur aura lieu\n;A vote of no confidence will be held\n;;A vote of no confidence will be held\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP45;[Root.GetBestName] is removed from leadership of the faction\n;[Root.GetBestName] ne sera plus le meneur de la faction.\n;[Root.GetBestName] is removed from leadership of the faction\n;;[Root.GetBestName] is removed from leadership of the faction\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP46;Voted §GYES§!\n;A voté §GOUI§!\n;Voted §GYES§!\n;;Voted §GYES§!\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP47;Voted §RNO§!\n;A voté §RNON§!\n;Voted §RNO§!\n;;Voted §RNO§!\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP48;Voted §GNO§!\n;A voté §GNON§!\n;Voted §GNO§!\n;;Voted §GNO§!\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP49;Voted §RYES§!\n;A voté §ROUI§!\n;Voted §RYES§!\n;;Voted §RYES§!\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP4;A distant relative will become the independent ruler of §Yall lands taken in the Crusade§!.\n;Un parent éloigné va devenir le souverain indépendant de toutes les terres conquises lors de la Croisade.\n;Ein Verwandter wird unabhängiger Herrscher der Ländereien, die während des Kreuzzugs erobert wurden\n;;A distant relative will become the independent ruler of §Yall lands taken in the Crusade§!.\n;;;;;;;;x;,,,
CUSTOMTOOLTIP50;The meeting will be postponed\n;La réunion sera remise à plus tard\n;The meeting will be postponed\n;;The meeting will be postponed\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP51;The members of the Princely Faction will be summoned to a general assembly\n;Les membres de la Faction Princière seront convoqués à une assemblée générale\n;The members of the Princely Faction will be summoned to a general assembly\n;;The members of the Princely Faction will be summoned to a general assembly\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP52;The members of the Court Faction will be summoned to a general assembly\n;Les membres de la Faction Courtisane seront convoqués à une assemblée générale\n;The members of the Court Faction will be summoned to a general assembly\n;;The members of the Court Faction will be summoned to a general assembly\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP53;The members of the Religious Faction will be summoned to a general assembly\n;Les membres de la Faction Religieuse seront convoqués à une assemblée générale\n;The members of the Religious Faction will be summoned to a general assembly\n;;The members of the Religious Faction will be summoned to a general assembly\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP54;The members of the Republican Faction will be summoned to a general assembly\n;Les membres de la Faction Républicaine seront convoqués à une assemblée générale\n;The members of the Republican Faction will be summoned to a general assembly\n;;The members of the Republican Faction will be summoned to a general assembly\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP55;[Root.GetTitledFirstName] reconsiders the agenda\n;[Root.GetTitledFirstName] reconsidère l'agenda\n;[Root.GetTitledFirstName] reconsiders the agenda\n;;[Root.GetTitledFirstName] reconsiders the agenda\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP56;[Root.GetTitledFirstName] will ensure nothing gets done\n;[Root.GetTitledFirstName] s'assurera que rien ne sera fait \n;[Root.GetTitledFirstName] will ensure nothing gets done\n;;[Root.GetTitledFirstName] will ensure nothing gets done\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP57;[Root.GetTitledFirstName] will encourage caution as the better side of valor\n;[Root.GetTitledFirstName] encouragera à la prudence\n;[Root.GetTitledFirstName] will encourage caution as the better side of valor\n;;[Root.GetTitledFirstName] will encourage caution as the better side of valor\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP58;Is usurped by a vassal lord\n;est usurpé par un seigneur vassal\n;Is usurped by a vassal lord\n;;Is usurped by a vassal lord\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP59;[Root.GetTitledFirstName] will encourage loyalty until the war is over\n;[Root.GetTitledFirstName] conseillera de rester loyal tant que la guerre n'est point finie\n;[Root.GetTitledFirstName] will encourage loyalty until the war is over\n;;[Root.GetTitledFirstName] will encourage loyalty until the war is over\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP5;The plot will be abandoned.\n;Le complot sera abandonné.\n;Die Verschwörung wird aufgegeben.\n;;The plot will be abandoned.\n;;;;;;;;x;,,,,
CUSTOMTOOLTIP60;Unlocks new buildings\n;Débloque de nouveaulx bastiments\n;Unlocks new buildings\n;;Unlocks new buildings\n;;;;;;;;;x,,,,
CUSTOMTOOLTIP6;§Y[This.Location.GetName]§!: Embarked troops take §R33%§! losses\n;§Y[This.Location.GetName]§!: Les troupes embarquées ont §R33%§! de perte\n;§Y[This.Location.GetName]§!: Eingeschiffte Truppen erleiden §R33%§! Verlust\n;;§Y[This.Location.GetName]§!: Embarked troops take §R33%§! losses\n;;;;;;;x;;,,,,
CUSTOMTOOLTIP7;At least 50% of the Electors (including yourself) must approve the new Succession Law. Good relations and high crown authority will make your Electors more likely to approve the proposal.\n;Au moins 50% des électeurs (y compris vous-mesme) doivent approuver la nouvelle loi de succession. Les bonnes relations et l'autorité élevée de couronne inciteront plus vraisemblablement vos électeurs à approuver la proposition.\n;Zumindest 50% der Wähler (einschließlich Euch selbst) müssen dem neuen Erbrecht zustimmen. Gute Beziehungen und eine hohe Kronautorität führen zu höherer Zustimmung.\n;;At least 50% of the Electors (including yourself) must approve the new Succession Law. Good relations and high crown authority will make your Electors more likely to approve the proposal.\n;;;;;;;;x;,,,,
CUSTOMTOOLTIP8;Voted §GYES§! ([This.PrimaryTitle.GetFullName])\n;Voté §GOUI§! ([This.PrimaryTitle.GetFullName])\n;Stimmte §GZU§! ([This.PrimaryTitle.GetFullName])\n;;Voted §GYES§! ([This.PrimaryTitle.GetFullName])\n;;;;;;;;x;,,,,
CUSTOMTOOLTIP9;Voted §RNO§! ([This.PrimaryTitle.GetFullName])\n;Voté §GNON§! ([This.PrimaryTitle.GetFullName])\n;Stimmte §RDAGEGEN§! ([This.PrimaryTitle.GetFullName])\n;;Voted §RNO§! ([This.PrimaryTitle.GetFullName])\n;;;;;;;;x;,,,,
CUSTOMTOOLTIP_KIDNAP1;The kidnapping is a success\n;L'enlèvement est une réussite\n;The kidnapping is a success\n;;The kidnapping is a success\n;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSTOMTOOLTIP_KIDNAP2;We fail, but are not discovered\n;Nous échouons, mais ne sommes point découverts\n;We fail, but are not discovered\n;;We fail, but are not discovered\n;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSTOMTOOLTIP_KIDNAP3;Disaster strikes – the plot fails and we're found out\n;Catastrophe ! L'intrigue échoue et nous sommes découverts\n;Disaster strikes – the plot fails and we're found out\n;;Disaster strikes – the plot fails and we're found out\n;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECREASESEPARATISM;Becomes §Gless§! inclined towards separatism\n;Devient §Rmoins§! enclin au séparatisme\n;Becomes §Gless§! inclined towards separatism\n;;Becomes §Gless§! inclined towards separatism\n;;;;;;;;;x,,,,
employ_once_per_month;You have not brought anyone to court in the last month\n;You have not brought anyone to court in the last month\n;You have not brought anyone to court in the last month\n;;You have not brought anyone to court in the last month\n;;;;;;;;;x,,,,
dis_chance;There is a chance of contracting illness or disease.\n;There is a chance of contracting illness or disease.\n;There is a chance of contracting illness or disease.\n;;There is a chance of contracting illness or disease.\n;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTTOOLTIP320501;Send a letter to my liege;J’envoie une lettre à mon suzerain.;Sende einen Brief an meinen Lehnsherrn;;Envía una carta a mi señor.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTTOOLTIP320503;Send a letter to my liege;J’envoie une lettre à mon suzerain.;Sende einen Brief an meinen Lehnsherrn.;;Envía una carta a mi señor.;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTTOOLTIP1000182100;Your vassals will be informed of your untimely death;Vos vassaulx seront informés de votre trépas prématuré.;Eure Vasallen werden über Euren vorzeitigen Tod in Kenntnis gesetzt;;Tus vasallos serán informados sobre tu prematura muerte.;;;;;;;;;x,,,,
EVTTOOLTIP1007001;The kidnapping succeeds\n;L'enlèvement est un succès\n;Das Kidnapping ist erfolgreich\n;;The kidnapping succeeds\n;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTTOOLTIP1007002;The kidnapping fails\n;L'enlèvement est un échec\n;Das Kidnapping scheitert\n;;The kidnapping fails\n;;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTTOOLTIP1059009;A building goes up in flames;Un bastiment prend feu;Ein Gebäude geht in Flammen auf;;A building goes up in flames;;;;;;;;x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTTOOLTIP1900600;[Root.GetTitledFirstName] will attempt to promote [Root.GetHerHis] own standing in the faction\n;[Root.GetTitledFirstName] tentera d'améliorer [Root.GetHerHis]sa position dans la faction.;[Root.GetTitledFirstName] will attempt to promote [Root.GetHerHis] own standing in the faction;;[Root.GetTitledFirstName] will attempt to promote [Root.GetHerHis] own standing in the faction;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTTOOLTIP1900601;[Root.GetTitledFirstName] will attempt to gain support for [Root.Liege.GetTitledFirstName] within the faction\n;[Root.GetTitledFirstName] quiert à rassembler du soutien pour [Root.Liege.GetTitledFirstName] dans la faction;[Root.GetTitledFirstName] will attempt to gain support for [Root.Liege.GetTitledFirstName] within the faction;;[Root.GetTitledFirstName] will attempt to gain support for [Root.Liege.GetTitledFirstName] within the faction;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTTOOLTIP1900602;[Root.GetTitledFirstName] will attempt to undermine's [Root.Liege.GetTitledFirstName] position within the faction\n;[Root.GetTitledFirstName] va sapper la position de  [Root.Liege.GetTitledFirstName] dans la faction.;[Root.GetTitledFirstName] will attempt to undermine's [Root.Liege.GetTitledFirstName] position within the faction;;[Root.GetTitledFirstName] will attempt to undermine's [Root.Liege.GetTitledFirstName] position within the faction;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTTOOLTIP1900603;[Root.GetTitledFirstName] will propose a declaration of war to overthrow [Root.Liege.GetTitledFirstName]\n;[Root.GetTitledFirstName] proposera une déclaration de guerre pour renverser [Root.Liege.GetTitledFirstName];[Root.GetTitledFirstName] will propose a declaration of war to overthrow [Root.Liege.GetTitledFirstName];;[Root.GetTitledFirstName] will propose a declaration of war to overthrow [Root.Liege.GetTitledFirstName];;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTTOOLTIP1900604;[Root.GetTitledFirstName] will propose to demand a concession from [Root.Liege.GetTitledFirstName]\n;[Root.GetTitledFirstName] proposera d'exiger des concessions à [Root.Liege.GetTitledFirstName];[Root.GetTitledFirstName] will propose to demand a concession from [Root.Liege.GetTitledFirstName];;[Root.GetTitledFirstName] will propose to demand a concession from [Root.Liege.GetTitledFirstName];;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTTOOLTIP1900700;Your speech is met with cheers and applause\n;Votre discours est acclamé et applaudi.;Your speech is met with cheers and applause;;Your speech is met with cheers and applause;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTTOOLTIP1900702;Your speech is well received by the audience\n;Votre discours est bien reçu par l'audience.;Your speech is well received by the audience;;Your speech is well received by the audience;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTTOOLTIP1900704;Your speech meets a tepid reception\n;Votre discours suscite une réaction tiède.;Your speech meets a tepid reception;;Your speech meets a tepid reception;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
