#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
b_bonaduz_fic;Bonaduz;;;;;x
b_bonaduz_fic_adj;Bonaduz;;;;;x
b_bonas_fic;Bonas;;;;;x
b_bonas_fic_adj;Bonas;;;;;x
b_bonigen_fic;Bonigen;;;;;x
b_bonigen_fic_adj;Bonigen;;;;;x
b_boofzheim_fic;Boofzheim;;;;;x
b_boofzheim_fic_adj;Boofzheim;;;;;x
b_bora_fic;Bora;;;;;x
b_bora_fic_adj;Bora;;;;;x
b_bou_arich_fic;Bou Arich;;;;;x
b_bou_arich_fic_adj;Bou Arich;;;;;x
b_bouverans_fic;Bouverans;;;;;x
b_bouverans_fic_adj;Bouverans;;;;;x
b_bowes_fic;Bowes;;;;;x
b_bowes_fic_adj;Bowes;;;;;x
b_brading_fic;Brading;;;;;x
b_brading_fic_adj;Brading;;;;;x
b_bramber_fic;Bramber;;;;;x
b_bramber_fic_adj;Bramber;;;;;x
b_breidablik_fic;Breidablik;;;;;x
b_breidablik_fic_adj;Breidablik;;;;;x
b_brenets_fic;Brenets;;;;;x
b_brenets_fic_adj;Brenets;;;;;x
b_brennerbad_fic;Brennerbad;;;;;x
b_brennerbad_fic_adj;Brennerbad;;;;;x
b_bretigney_fic;Bretigney;;;;;x
b_bretigney_fic_adj;Bretigney;;;;;x
b_bubassa_fic;Bubassa;;;;;x
b_bubassa_fic_adj;Bubassa;;;;;x
b_bulawayo_fic;Bulawayo;;;;;x
b_bulawayo_fic_adj;Bulawayo;;;;;x
b_bulimo_fic;Bulimo;;;;;x
b_bulimo_fic_adj;Bulimo;;;;;x
b_bunree_fic;Bunree;;;;;x
b_bunree_fic_adj;Bunree;;;;;x
b_bushbury_fic;Bushbury;;;;;x
b_bushbury_fic_adj;Bushbury;;;;;x
b_butschwil_fic;Butschwil;;;;;x
b_butschwil_fic_adj;Butschwil;;;;;x
b_cabo_fic;Cabo;;;;;x
b_cabo_fic_adj;Cabo;;;;;x
b_caerleon_fic;Caerleon;;;;;x
b_caerleon_fic_adj;Caerleon;;;;;x
b_camales_fic;Camales;;;;;x
b_camales_fic_adj;Camales;;;;;x
b_campans_fic;Campans;;;;;x
b_campans_fic_adj;Campans;;;;;x
b_camulio_fic;Camulio;;;;;x
b_camulio_fic_adj;Camulio;;;;;x
b_canningstown_fic;Canningstown;;;;;x
b_canningstown_fic_adj;Canningstown;;;;;x
b_carcare_fic;Carcare;;;;;x
b_carcare_fic_adj;Carcare;;;;;x
b_chah_bardi_fic;Chah Bardi;;;;;x
b_chah_bardi_fic_adj;Chah Bardi;;;;;x
b_chaitonga_fic;Chaitonga;;;;;x
b_chaitonga_fic_adj;Chaitonga;;;;;x
b_champillon_fic;Champillon;;;;;x
b_champillon_fic_adj;Champillon;;;;;x
b_change_fic;Changé;;;;;x
b_change_fic_adj;Changé;;;;;x
b_chefe_mahamba_fic;Chefe Mahamba;;;;;x
b_chefe_mahamba_fic_adj;Chefe Mahamba;;;;;x
b_chelelemuk_fic;Chelelemuk;;Tschelelemuk;;;x
b_chelelemuk_fic_adj;Chelelemuk;;Tschelelemuk;;;x
b_cheltenham_fic;Cheltenham;;;;;x
b_cheltenham_fic_adj;Cheltenham;;;;;x
b_cheshunt_fic;Cheshunt;;;;;x
b_cheshunt_fic_adj;Cheshunt;;;;;x
b_chichester_fic;Chichester;;;;;x
b_chichester_fic_adj;Chichester;;;;;x
b_ciamprisco_fic;Ciamprisco;;;;;x
b_ciamprisco_fic_adj;Ciamprisco;;;;;x
b_cimolais_fic;Cimolais;;;;;x
b_cimolais_fic_adj;Cimolais;;;;;x
b_colwyn_fic;Colwyn;;;;;x
b_colwyn_fic_adj;Colwyn;;;;;x
b_cornedo_fic;Cornedo;;;;;x
b_cornedo_fic_adj;Cornedo;;;;;x
b_corwen_fic;Corwen;;;;;x
b_corwen_fic_adj;Corwen;;;;;x
b_crieff_fic;Crieff;;;;;x
b_crieff_fic_adj;Crieff;;;;;x
b_crossroads_fic;Crossroads;;;;;x
b_crossroads_fic_adj;Crossroads;;;;;x
b_crumpanee_fic;Crumpanee;;;;;x
b_crumpanee_fic_adj;Crumpanee;;;;;x
b_cucumuca_fic;Cucumuca;;;;;x
b_cucumuca_fic_adj;Cucumuca;;;;;x
b_cunduk_fic;Cunduk;;;;;x
b_cunduk_fic_adj;Cunduk;;;;;x
b_dalsgaard_fic;Dalsgaard;;;;;x
b_dalsgaard_fic_adj;Dalsgaard;;;;;x
b_dar_el_koudia_fic;Dar El Koudia;;;;;x
b_dar_el_koudia_fic_adj;Dar El Koudia;;;;;x
b_dawanle_fic;Dawanle;;;;;x
b_dawanle_fic_adj;Dawanle;;;;;x
b_deal_fic;Deal;;;;;x
b_deal_fic_adj;Deal;;;;;x
b_debebahir_fic;Debebahir;;;;;x
b_debebahir_fic_adj;Debebahir;;;;;x
b_dechret_bou_fic;Dechret Bou;;;;;x
b_dechret_bou_fic_adj;Dechret Bou;;;;;x
b_degirmentas_fic;Degirmentas;;;;;x
b_degirmentas_fic_adj;Degirmentas;;;;;x
b_dehe_khan_jane_piri_fic;Dehe Khan Jane Piri;;;;;x
b_dehe_khan_jane_piri_fic_adj;Dehe Khan Jane Piri;;;;;x
b_denbigh_fic;Denbigh;;;;;x
b_denbigh_fic_adj;Denbigh;;;;;x
b_derryrush_fic;Derryrush;;;;;x
b_derryrush_fic_adj;Derryrush;;;;;x
b_dianoueli_fic;Dianoueli;;;;;x
b_dianoueli_fic_adj;Dianoueli;;;;;x
b_didinne_fic;Didinne;;;;;x
b_didinne_fic_adj;Didinne;;;;;x
b_dinfascia_fic;Dinfascia;;;;;x
b_dinfascia_fic_adj;Dinfascia;;;;;x
b_djerf_fic;Djerf;;;;;x
b_djerf_fic_adj;Djerf;;;;;x
b_do_cheshmeh_fic;Do Cheshmeh;;;;;x
b_do_cheshmeh_fic_adj;Do Cheshmeh;;;;;x
b_dogna_fic;Dogna;;;;;x
b_dogna_fic_adj;Dogna;;;;;x
b_dorreh_fic;Dorreh;;;;;x
b_dorreh_fic_adj;Dorreh;;;;;x
b_dou_dabouss_fic;Dou Dabouss;;;;;x
b_dou_dabouss_fic_adj;Dou Dabouss;;;;;x
b_douar_oulad_fic;Douar Oulad;;;;;x
b_douar_oulad_fic_adj;Douar Oulad;;;;;x
b_dova_fic;Dova;;;;;x
b_dova_fic_adj;Dova;;;;;x
b_dronninggaard_fic;Dronninggaard;;;;;x
b_dronninggaard_fic_adj;Dronninggaard;;;;;x
b_drumbeg_fic;Drumbeg;;;;;x
b_drumbeg_fic_adj;Drumbeg;;;;;x
b_durunkah_fic;Durunkah;;;;;x
b_durunkah_fic_adj;Durunkah;;;;;x
b_dvergasteinn_fic;Dvergasteinn;;;;;x
b_dvergasteinn_fic_adj;Dvergasteinn;;;;;x
b_ebano_fic;Ebano;;;;;x
b_ebano_fic_adj;Ebano;;;;;x
b_ejersa_fic;Ejersa;;;;;x
b_ejersa_fic_adj;Ejersa;;;;;x
b_el_beiri_fic;El Beiri;;;;;x
b_el_beiri_fic_adj;El Beiri;;;;;x
b_el_kheraib_fic;El Kheraib;;;;;x
b_el_kheraib_fic_adj;El Kheraib;;;;;x
b_el_uzeiriq_fic;El Uzeiriq;;;;;x
b_el_uzeiriq_fic_adj;El Uzeiriq;;;;;x
b_elmham_fic;Elmham;;;;;x
b_elmham_fic_adj;Elmham;;;;;x
b_elroy_fic;Elroy;;;;;x
b_elroy_fic_adj;Elroy;;;;;x
b_entrammes_fic;Entrammes;;;;;x
b_entrammes_fic_adj;Entrammes;;;;;x
b_escomb_fic;Escomb;;;;;x
b_escomb_fic_adj;Escomb;;;;;x
b_estayesh_fic;Estayesh;;;;;x
b_estayesh_fic_adj;Estayesh;;;;;x
b_fangala_konta_fic;Fangala Konta;;;;;x
b_fangala_konta_fic_adj;Fangala Konta;;;;;x
b_favalle_fic;Favalle;;;;;x
b_favalle_fic_adj;Favalle;;;;;x
b_fenbigh_fic;Fenbigh;;;;;x
b_fenbigh_fic_adj;Fenbigh;;;;;x
b_fetovaia_fic;Fetovaia;;;;;x
b_fetovaia_fic_adj;Fetovaia;;;;;x
b_fjetland_fic;Fjetland;;;;;x
b_fjetland_fic_adj;Fjetland;;;;;x
b_fochabers_fic;Fochabers;;;;;x
b_fochabers_fic_adj;Fochabers;;;;;x
b_fossmork_fic;Fossmork;;;;;x
b_fossmork_fic_adj;Fossmork;;;;;x
b_fourches_fic;Fourches;;;;;x
b_fourches_fic_adj;Fourches;;;;;x
b_fourneville_fic;Fourneville;;;;;x
b_fourneville_fic_adj;Fourneville;;;;;x
b_frazerburgh_fic;Frazerburgh;;;;;x
b_frazerburgh_fic_adj;Frazerburgh;;;;;x
b_fubine_fic;Fubine;;;;;x
b_fubine_fic_adj;Fubine;;;;;x
b_gadober_fic;Gadober;;;;;x
b_gadober_fic_adj;Gadober;;;;;x
b_gajanejos_fic;Gajanejos;;;;;x
b_gajanejos_fic_adj;Gajanejos;;;;;x
b_galeria_fic;Galeria;;;;;x
b_galeria_fic_adj;Galeria;;;;;x
b_galu_fic;Galu;;;;;x
b_galu_fic_adj;Galu;;;;;x
b_gatakani_fic;Gatakani;;;;;x
b_gatakani_fic_adj;Gatakani;;;;;x
b_gedid_el_awamra_fic;Gedid El Awamra;;;;;x
b_gedid_el_awamra_fic_adj;Gedid El Awamra;;;;;x
b_geiering_fic;Geiering;;;;;x
b_geiering_fic_adj;Geiering;;;;;x
b_geleba_fic;Geleba;;;;;x
b_geleba_fic_adj;Geleba;;;;;x
b_ginnis_west_fic;Ginnis West;;;;;x
b_ginnis_west_fic_adj;Ginnis West;;;;;x
b_girab_el_ahmar_fic;Girab El Ahmar;;;;;x
b_girab_el_ahmar_fic_adj;Girab El Ahmar;;;;;x
b_glanawaddra_fic;Glanawaddra;;;;;x
b_glanawaddra_fic_adj;Glanawaddra;;;;;x
b_glanoe_fic;Glanoe;;;;;x
b_glanoe_fic_adj;Glanoe;;;;;x
b_gomma_fic;Gomma;;;;;x
b_gomma_fic_adj;Gomma;;;;;x
b_gondat_fic;Gondat;;;;;x
b_gondat_fic_adj;Gondat;;;;;x
b_gortdromagh_fic;Gortdromagh;;;;;x
b_gortdromagh_fic_adj;Gortdromagh;;;;;x
b_goshu_fic;Goshu;;;;;x
b_goshu_fic_adj;Goshu;;;;;x
b_gufudalur_fic;Gufudalur;;;;;x
b_gufudalur_fic_adj;Gufudalur;;;;;x
b_gulfa_fic;Gulfa;;;;;x
b_gulfa_fic_adj;Gulfa;;;;;x
b_gyamra_fic;Gyamra;;;;;x
b_gyamra_fic_adj;Gyamra;;;;;x
b_gyulyundzhe_fic;Gyulyundzhe;;;;;x
b_gyulyundzhe_fic_adj;Gyulyundzhe;;;;;x
b_hadow_fic;Hadow;;;;;x
b_hadow_fic_adj;Hadow;;;;;x
b_hajj_at_tahir_fic;Hajj at Tahir;;;;;x
b_hajj_at_tahir_fic_adj;Hajj at Tahir;;;;;x
b_hammam_susah_fic;Hammam Susah;;;;;x
b_hammam_susah_fic_adj;Hammam Susah;;;;;x
b_helens_fic;Helens;;;;;x
b_helens_fic_adj;Helens;;;;;x
b_hellnar_fic;Hellnar;;;;;x
b_hellnar_fic_adj;Hellnar;;;;;x
b_herrin_fic;Herrin;;;;;x
b_herrin_fic_adj;Herrin;;;;;x
b_herzdorf_fic;Herzdorf;;;;;x
b_herzdorf_fic_adj;Herzdorf;;;;;x
b_hesselbronn_fic;Hesselbronn;;;;;x
b_hesselbronn_fic_adj;Hesselbronn;;;;;x
b_homa_lime_kowuor_fic;Homa Lime Kowuor;;;;;x
b_homa_lime_kowuor_fic_adj;Homa Lime Kowuor;;;;;x
b_hoseifa_fic;Hoseifa;;;;;x
b_hoseifa_fic_adj;Hoseifa;;;;;x
b_hoto_fic;Hoto;;;;;x
b_hoto_fic_adj;Hoto;;;;;x
b_hruni_fic;Hruni;;;;;x
b_hruni_fic_adj;Hruni;;;;;x
b_hwakpo_fic;Hwakpo;;;;;x
b_hwakpo_fic_adj;Hwakpo;;;;;x
b_ibnahs_fic;Ibnahs;;;;;x
b_ibnahs_fic_adj;Ibnahs;;;;;x
b_ibrahimabad_fic;Ibrahimabad;;;;;x
b_ibrahimabad_fic_adj;Ibrahimabad;;;;;x
b_id_um_ush_fic;Id Um Ush;;;;;x
b_id_um_ush_fic_adj;Id Um Ush;;;;;x
b_ilinskoye_fic;Ilinskoye;;;;;x
b_ilinskoye_fic_adj;Ilinskoye;;;;;x
b_indetu_fic;Indetu;;;;;x
b_indetu_fic_adj;Indetu;;;;;x
b_insilale_fic;Insilale;;;;;x
b_insilale_fic_adj;Insilale;;;;;x
b_insnasallagh_fic;Insnasallagh;;;;;x
b_insnasallagh_fic_adj;Insnasallagh;;;;;x
b_inverurie_fic;Inverurie;;;;;x
b_inverurie_fic_adj;Inverurie;;;;;x
b_ircio_fic;Ircio;;;;;x
b_ircio_fic_adj;Ircio;;;;;x
b_isakheyl_garbi_fic;Isakheyl Garbi;;;;;x
b_isakheyl_garbi_fic_adj;Isakheyl Garbi;;;;;x
b_isokyro;Storkyro;;;;;x
b_isokyro_adj;Storkyro;;;;;x
b_jaljulyah_fic;Jaljulyah;;;;;x
b_jaljulyah_fic_adj;Jaljulyah;;;;;x
b_jamal_od_din_kola_fic;Jamal od-Din Kola;;;;;x
b_jamal_od_din_kola_fic_adj;Jamal od-Din Kola;;;;;x
b_jameysieu_fic;Jameysieu;;;;;x
b_jameysieu_fic_adj;Jameysieu;;;;;x
b_jebel_trozza_fic;Jebel Trozza;;;;;x
b_jebel_trozza_fic_adj;Jebel Trozza;;;;;x
b_jirimbale_fic;Jirimbale;;;;;x
b_jirimbale_fic_adj;Jirimbale;;;;;x
b_juf_fic;Juf;;;;;x
b_juf_fic_adj;Juf;;;;;
b_jwehen_fic;Jwehen;;;;;x
b_jwehen_fic_adj;Jwehen;;;;;x
b_kadnoye_fic;Kadnoye;;;;;x
b_kadnoye_fic_adj;Kadnoye;;;;;x
b_kahah_fic;Kahah;;;;;x
b_kahah_fic_adj;Kahah;;;;;x
b_kakansiga_fic;Kakansiga;;;;;x
b_kakansiga_fic_adj;Kakansiga;;;;;x
b_kamar_bonak_fic;Kamar Bonak;;;;;x
b_kamar_bonak_fic_adj;Kamar Bonak;;;;;x
b_kamuchoni_fic;Kamuchoni;;;;;x
b_kamuchoni_fic_adj;Kamuchoni;;;;;x
b_kandolo_fic;Kandolo;;;;;x
b_kandolo_fic_adj;Kandolo;;;;;x
b_kantila_fic;Kantila;;;;;x
b_kantila_fic_adj;Kantila;;;;;x
b_karkaj_fic;Karkaj;;;;;x
b_karkaj_fic_adj;Karkaj;;;;;x
b_karkawj_fic;Karkawj;;;;;x
b_karkawj_fic_adj;Karkawj;;;;;x
b_kassar_said_fic;Kassar Said;;;;;x
b_kassar_said_fic_adj;Kassar Said;;;;;x
b_kelda_fic;Kelda;;;;;x
b_kelda_fic_adj;Kelda;;;;;x
b_kenilworth_fic;Kenilworth;;;;;x
b_kenilworth_fic_adj;Kenilworth;;;;;x
b_kepicik_fic;Kepicik;;;;;x
b_kepicik_fic_adj;Kepicik;;;;;x
b_kerefeina_fic;Kerefeina;;;;;x
b_kerefeina_fic_adj;Kerefeina;;;;;x
b_killeenmore_fic;Killeenmore;;;;;x
b_killeenmore_fic_adj;Killeenmore;;;;;x
b_kimana_fic;Kimana;;;;;x
b_kimana_fic_adj;Kimana;;;;;x
b_kimbolton_fic;Kimbolton;;;;;x
b_kimbolton_fic_adj;Kimbolton;;;;;x
b_kinez_fallata_fic;Kinez Fallata;;;;;x
b_kinez_fallata_fic_adj;Kinez Fallata;;;;;x
b_kinieye_fic;Kinieye;;;;;x
b_kinieye_fic_adj;Kinieye;;;;;x
b_knockballiniry_fic;Knockballiniry;;;;;x
b_knockballiniry_fic_adj;Knockballiniry;;;;;x
b_knockmore_fic;Knockmore;;;;;x
b_knockmore_fic_adj;Knockmore;;;;;x
b_knockwilliam_fic;Knockwilliam;;;;;x
b_knockwilliam_fic_adj;Knockwilliam;;;;;x
b_kokobiriko_fic;Kokobiriko;;;;;x
b_kokobiriko_fic_adj;Kokobiriko;;;;;x
b_komia_fic;Komia;;;;;x
b_komia_fic_adj;Komia;;;;;x
b_korbersdorf_fic;Korbersdorf;;;;;x
b_korbersdorf_fic_adj;Korbersdorf;;;;;x
b_kotek_fic;Kotek;;;;;x
b_kotek_fic_adj;Kotek;;;;;x
b_koumarefara_fic;Koumarefara;;;;;x
b_koumarefara_fic_adj;Koumarefara;;;;;x
b_kross_fic;Kross;;;;;x
b_kross_fic_adj;Kross;;;;;x
b_kugure_fic;Kugure;;;;;x
b_kugure_fic_adj;Kugure;;;;;x
b_kujoperi_fic;Kujoperi;;;;;x
b_kujoperi_fic_adj;Kujoperi;;;;;x
b_kuzalic_fic;Kuzalic;;;;;x
b_kuzalic_fic_adj;Kuzalic;;;;;x
b_ladik_fic;Ladik;;;;;x
b_ladik_fic_adj;Ladik;;;;;x
b_lanssar_fic;Lanssar;;;;;x
b_lanssar_fic_adj;Lanssar;;;;;x
b_lardeyrol_fic;Lardeyrol;;;;;x
b_lardeyrol_fic_adj;Lardeyrol;;;;;x
b_laugharne_fic;Laugharne;;;;;x
b_laugharne_fic_adj;Laugharne;;;;;x
b_lauragh_fic;Lauragh;;;;;x
b_lauragh_fic_adj;Lauragh;;;;;x
b_lavorgo_fic;Lavorgo;;;;;x
b_lavorgo_fic_adj;Lavorgo;;;;;x
b_lemmolle_fic;Lemmolle;;;;;x
b_lemmolle_fic_adj;Lemmolle;;;;;x
b_leuy_fic;Leuy;;;;;x
b_leuy_fic_adj;Leuy;;;;;x
b_leymuiden_fic;Leymuiden;;;;;x
b_leymuiden_fic_adj;Leymuiden;;;;;x
b_limaguese_fic;Limaguese;;;;;x
b_limaguese_fic_adj;Limaguese;;;;;x
b_lindota_fic;Lindota;;;;;x
b_lindota_fic_adj;Lindota;;;;;x
b_lismoghry_fic;Lismoghry;;;;;x
b_lismoghry_fic_adj;Lismoghry;;;;;x
b_lisreagh_fic;Lisreagh;;;;;x
b_lisreagh_fic_adj;Lisreagh;;;;;x
b_llanfairfechan_fic;Llanfairfechan;;;;;x
b_llanfairfechan_fic_adj;Llanfairfechan;;;;;x
b_llanystumdwy_fic;Llanystumdwy;;;;;x
b_llanystumdwy_fic_adj;Llanystumdwy;;;;;x
b_lundeland_fic;Lundeland;;;;;x
b_lundeland_fic_adj;Lundeland;;;;;x
b_macarassanga_fic;Macarassanga;;;;;x
b_macarassanga_fic_adj;Macarassanga;;;;;x
b_mahabola_fic;Mahabola;;;;;x
b_mahabola_fic_adj;Mahabola;;;;;x
b_malouy_fic;Malouy;;;;;x
b_malouy_fic_adj;Malouy;;;;;x
b_malyye_manadyshi_fic;Malyye Manadyshi;;;;;x
b_malyye_manadyshi_fic_adj;Malyye Manadyshi;;;;;x
b_manba_fic;Manba;;;;;x
b_manba_fic_adj;Manba;;;;;x
b_marameit_fic;Marameit;;;;;x
b_marameit_fic_adj;Marameit;;;;;x
b_marckolsheim_fic;Marckolsheim;;;;;x
b_marckolsheim_fic_adj;Marckolsheim;;;;;x
b_margaliyot_fic;Margaliyot;;;;;x
b_margaliyot_fic_adj;Margaliyot;;;;;x
b_markukah_fic;Markukah;;;;;x
b_markukah_fic_adj;Markukah;;;;;x
b_marofiviky_fic;Marofiviky;;;;;x
b_marofiviky_fic_adj;Marofiviky;;;;;x
b_maziza_fic;Maziza;;;;;x
b_maziza_fic_adj;Maziza;;;;;x
b_melck_fic;Melck;;;;;x
b_melck_fic_adj;Melck;;;;;x
b_meri_fic;Meri;;;;;x
b_meri_fic_adj;Meri;;;;;x
b_mezzouna_fic;Mezzouna;;;;;x
b_mezzouna_fic_adj;Mezzouna;;;;;x
b_mianos_fic;Mianos;;;;;x
b_mianos_fic_adj;Mianos;;;;;x
b_millela_fic;Millela;;;;;x
b_millela_fic_adj;Millela;;;;;x
b_mishkutse_fic;Mishkutse;;;;;x
b_mishkutse_fic_adj;Mishkutse;;;;;x
b_mishutino_fic;Mishutino;;;;;x
b_mishutino_fic_adj;Mishutino;;;;;x
