#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
EVTOPTA_Plus_1612;I am loyal to [From.GetTitledFirstNameNoRegnal]!;;Ich bin loyal zu [From.GetTitledFirstNameNoRegnal]!;;;x
EVTOPTB_Plus_1612;I support [candidate_pretender.GetBestName];;Ich unterstütze [candidate_pretender.GetBestName];;;x
EVTOPTC_Plus_1612;I support [candidate_male.GetBestName];;Ich unterstütze [candidate_male.GetBestName];;;x
EVTOPTD_Plus_1612;I support [candidate_female.GetBestName];;Ich unterstütze [candidate_female.GetBestName];;;x
EVTOPTE_Plus_1612;I support [candidate_primo.GetBestName];;Ich unterstütze [candidate_primo.GetBestName];;;x
EVTOPTF_Plus_1612;I support [candidate_senior.GetBestName];;Ich unterstütze [candidate_senior.GetBestName];;;x
EVTOPTG_Plus_1612;I support [candidate_ability.GetBestName];;Ich unterstütze [candidate_ability.GetBestName];;;x
EVTOPTH_Plus_1612;Let's hope they choose wisely;;Hoffen wir, dass sie weise wählen;;;x
EVTDESC_Plus_1614;Good news! [Root.GetTitledFirstNameNoRegnal] has not only managed to retain [Root.GetHerHis] throne, [Root.GetSheHe] has done it in a convincing manner with the support of the majority of [Root.GetHerHis] vassals. Hopefully this will stabilize the early years of [Root.GetHerHis] reign over [Root.PrimaryTitle.GetName].;;Gute Nachrichten! [Root.GetTitledFirstNameNoRegnal] hat es nicht nur geschafft, [Root.GetHerHis] Thron zu behalten, sondern [Root.GetSheHe] hat es auf überzeugende Weise mit der Unterstützung der Mehrheit der [Root.GetHerHis]-Vasallen geschafft. Dies wird hoffentlich die ersten Jahre der Herrschaft von [Root.GetHerHis] über [Root.PrimaryTitle.GetName] stabilisieren.;;;x
EVTDESC_Plus_1615;After much debate, the lords of [Root.PrimaryTitle.GetName] have decided that [succession_winner.GetTitledName] would be better suited than [Root.GetTitledFirstNameNoRegnal] to assume the throne. The [Root.PrimaryTitle.GetAdjective] succession has been overturned.;;Nach langer Debatte haben die Fürsten von [Root.PrimaryTitle.GetName] entschieden, dass [succession_winner.GetTitledName] besser geeignet ist als [Root.GetTitledFirstNameNoRegnal], den Thron zu besteigen. Die [Root.PrimaryTitle.GetAdjective]-Nachfolge wurde gekippt.;;;x
EVTDESC_Plus_1616;After much debate, the lords of [Root.PrimaryTitle.GetName] were unable to come to definitive agreement regarding the succession. Since no single candidate gained enough votes, [Root.GetTitledFirstNameNoRegnal] will retain the throne...though many fear this will almost certainly lead to civil war.;;Nach langen Debatten konnten sich die Fürsten von [Root.PrimaryTitle.GetName] nicht auf eine endgültige Nachfolgeregelung einigen. Da kein einziger Kandidat genügend Stimmen erhalten hat, wird [Root.GetTitledFirstNameNoRegnal] den Thron behalten ... obwohl viele befürchten, dass dies fast sicher zu einem Bürgerkrieg führen wird.;;;x
EVTDESC_Plus_1617;While the lords of [Root.PrimaryTitle.GetName] had planned to gather in [Root.Capital.GetName], believing [Root.GetTitledFirstNameNoRegnal] to be unsuited for the throne, the war has sidetracked their efforts and it is unlikely they will maintain their momentum. Many fear this will inevitably lead to civil war.;;Die Fürsten von [Root.PrimaryTitle.GetName] hatten zwar geplant, sich in [Root.Capital.GetName] zu versammeln, da sie [Root.GetTitledFirstNameNoRegnal] für ungeeignet für den Thron hielten, doch der Krieg hat ihre Bemühungen zunichte gemacht, und es ist unwahrscheinlich, dass sie ihren Schwung beibehalten werden. Viele befürchten, dass dies unweigerlich zu einem Bürgerkrieg führen wird.;;;x
EVTOPTA_Plus_1617;Whew!;;Uff!;;;x
EVTNAME_Plus_1620;The [threatened_title.GetAdjective] Crown;;Die [threatened_title.GetAdjective]-Krone;;;x
EVTDESC_Plus_1620;The blow to the [threatened_title.GetAdjective] crown's authority has proven too much. Unless action is taken quickly, the [threatened_title.GetFullName] will be no more.;;Der Schlag gegen die Autorität der [threatened_title.GetAdjective]-Krone hat sich als zu stark erwiesen. Wenn nicht schnell gehandelt wird, wird es die [threatened_title.GetFullName] nicht mehr geben.;;;x
EVTOPTA_Plus_1620;I will restore the crown's name by any means!;;Ich werde den Namen der Krone mit allen Mitteln wiederherstellen!;;;x
EVTOPTB_Plus_1620;Go to the moneylenders: they must support us!;;Geht zu den Geldverleihern: Sie müssen uns unterstützen!;;;x
EVTOPTC_Plus_1620;We can no longer keep hold of the hinterlands!;;Wir können das Hinterland nicht mehr halten!;;;x
EVTOPTD_Plus_1620;There is nothing I can do...;;Es gibt nichts, was ich tun kann...;;;x
EVTTOOLTIPC_Plus_1620;All foreign-culture and/or non de-jure vassals will become independent.;;Alle Vasallen mit fremder Kultur und/oder ohne De-Jure werden unabhängig werden.;;;x
EVTNAME_Plus_1621;The [Root.PrimaryTitle.GetAdjective] Crown;;Die [Root.PrimaryTitle.GetAdjective] Krone;;;x
EVTDESC_Plus_1621;The most recent blow to the [Root.PrimaryTitle.GetAdjective] crown's authority caused by the recent rebellion has proven too much. [Root.GetTitledFirstName]'s efforts to salvage what relevance [Root.GetHerHis] title has left have proven futile, and thus [Root.GetHerHis] title is now considered nothing but a name with no substance. The [Root.PrimaryTitle.GetFullName] is no more.;;Der jüngste Schlag gegen die Autorität der Krone [Root.PrimaryTitle.GetAdjective], der durch die jüngste Rebellion verursacht wurde, hat sich als zu groß erwiesen. Die Bemühungen von [Root.GetTitledFirstName], die verbliebene Bedeutung des [Root.GetHerHis]-Titels zu retten, haben sich als vergeblich erwiesen, und so wird der [Root.GetHerHis]-Titel jetzt nur noch als Name ohne Substanz betrachtet. Den [Root.PrimaryTitle.GetFullName] gibt es nicht mehr.;;;x
EVTOPTA_Plus_1621;Ha! The infidels turn on themselves!;;Ha! Die Ungläubigen wenden sich gegen sich selbst!;;;x
ENDORSE_FOR_SUCCESSION;Endorse §Y[This.GetBestName]§! as your choice to rule [From.PrimaryTitle.GetName]\n;;Befürworten Sie §Y[This.GetBestName]§! als Ihre Wahl zur Herrschaft über [From.PrimaryTitle.GetName]\n;;;x
IS_SUCCESSION_CANDIDATE;§Y[This.GetBestName]§! is a candidate for succession\n;;§Y[This.GetBestName]§! ist ein Kandidat für die Nachfolge\n;;;x
SUPPORTED_HEIR;§Y[This.GetBestName]§! supported §Y[Root.GetTitledFirstNameNoRegnal]§!\n;;§Y[This.GetBestName]§! unterstützt §Y[Root.GetTitledFirstNameNoRegnal]§!\n;;;x
SUPPORTED_SECOND_HEIR;§Y[This.GetBestName]§! supported §Y[candidate_pretender.GetTitledName]§!\n;;§Y[This.GetBestName]§! unterstützt §Y[candidate_pretender.GetTitledName]§!\n;;;x
SUPPORTED_MALE;§Y[This.GetBestName]§! supported §Y[candidate_male.GetTitledName]§!\n;;§Y[This.GetBestName]§! unterstützt §Y[candidate_male.GetTitledName]§!\n;;;x
SUPPORTED_FEMALE;§Y[This.GetBestName]§! supported §Y[candidate_female.GetTitledName]§!\n;;§Y[This.GetBestName]§! unterstützt §Y[candidate_female.GetTitledName]§!\n;;;x
SUPPORTED_PRIMO;§Y[This.GetBestName]§! supported §Y[candidate_primo.GetTitledName]§!\n;;§Y[This.GetBestName]§! unterstützt §Y[candidate_primo.GetTitledName]§!\n;;;x
SUPPORTED_SENIOR;§Y[This.GetBestName]§! supported §Y[candidate_senior.GetTitledName]§!\n;;§Y[This.GetBestName]§! unterstützt §Y[candidate_senior.GetTitledName]§!\n;;;x
SUPPORTED_ABILITY;§Y[This.GetBestName]§! supported §Y[candidate_ability.GetTitledName]§!\n;;§Y[This.GetBestName]§! unterstützt §Y[candidate_ability.GetTitledName]§!\n;;;x
