#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
custom_adal;Adal;;;;;x
custom_mali;Mali;;;;;x
custom_takrur;Takrur;;;;;x
custom_ghana;Ghana;;;;;x
custom_baltic_sea_zone;Baltic Sea Area;;Ostseeraum;;;x
custom_north_sea_zone;North Sea Area;;Nordsee-Gebiet;;;x
custom_atlantic_zone;Atlantic Ocean Area;;Atlantikgebiet;;;x
custom_west_med_zone;Western Mediterranean Area;;Westliches Mittelmeergebiet;;;x
custom_east_med_zone;Eastern Mediterranean Area;;Östliches Mittelmeergebiet;;;x
custom_black_sea_zone;Black Sea Zone;;Schwarzes Meer;;;x
custom_arctic_sea_zone;Arctic Sea Zone;;Gebiet Arktisches Meer;;;x
custom_indian_sea_zone;Indian Sea Zone;;Gebiet Indisches Meer;;;x
custom_roman_provinces;Roman Empire;;Römisches Reich;;;x
custom_roman_aegyptus;Provincia Aegyptus;;Provinz Aegyptus;;;x
custom_roman_africa;Provincia Africa;;Provincia Afrika;;;x
custom_roman_brittania;Provincia Britannia;;Provinz Britannien;;;x
custom_roman_caledonia;Provincia Caledonia;;Provincia Kaledonien;;;x
custom_roman_gallia;Provincia Gallia;;Provinz Gallien;;;x
custom_roman_germania;Provincia Germania;;Provinz Germanien;;;x
custom_roman_hibernia;Provincia Hibernia;;Provinz Hibernien;;;x
custom_roman_hispania;Provincia Hispania;;Provinz Hispanien;;;x
custom_roman_illyricum;Provincia Illyricum;;Provinz Illyricum;;;x
custom_roman_italia;Provincia Italia;;Provinz Italien;;;x
custom_roman_macedonia;Provincia Macedonia;;Provincia Mazedonien;;;x
custom_roman_mauretania;Provincia Mauretania;;Provinz Mauretanien;;;x
custom_roman_mesopotamia;Provincia Mesopotamia;;Provinz Mesopotamien;;;x
custom_roman_phrygia;Provincia Phrygia;;Provinz Phrygien;;;x
custom_roman_pontus;Provincia Pontus;;Provinz Pontus;;;x
custom_roman_syria_palaestina;Provincia Syria Palæstina;;Provinz Syrien Palæstina;;;x
custom_roman_thracia;Provincia Thracia;;Provincia Thracia;;;x
custom_roman_pannonia_dacia;Provincia Pannonia-Dacia;;Provincia Pannonien-Dakien;;;x
custom_roman_armenia;Provincia Armenia;;Provinz Armenien;;;x
custom_roman_sardinia_corsica;Provincia Sardinia-Corsica;;Provincia Sardinien-Korsika;;;x
custom_roman_viennensis;Provincia Viennensis;;Provincia Viennensis;;;x
custom_hre_austria;Archduchy of Austria;;Erzherzogtum Österreich;;;x
custom_hre_bohemia;Kingdom of Bohemia;;Königreich Böhmen;;;x
custom_hre_brandenburg;Margraviate of Brandenburg;;Markgrafschaft Brandenburg;;;x
custom_hre_bavaria;Grand Duchy of Bavaria;;Großherzogtum Bayern;;;x
custom_hre_franconia;Grand Duchy of Franconia;;Großherzogtum Franken;;;x
custom_hre_luxembourg;Grand Duchy of Luxembourg;;Großherzogtum Luxemburg;;;x
custom_hre_saxony;Grand Duchy of Saxony;;Großherzogtum Sachsen;;;x
custom_hre_swabia;Grand Duchy of Swabia;;Großherzogtum Schwaben;;;x
custom_hre_tuscany;Grand Duchy of Tuscany;;Großherzogtum Toskana;;;x
custom_hre_stem_duchies;Holy Roman Empire;;Heiliges Römisches Reich;;;x
custom_dalmatian_region;Dalmatia;;Dalmatien;;;x
custom_emilian_cultural_area;Emilia-Romagna;;Emilia-Romagna;;;x
custom_veneto_cultural_area;Venice;;Venedig;;;x
custom_ligurian_cultural_area;Liguria;;Ligurien;;;x
custom_umbrian_cultural_area;Central Italy;;Mittelitalien;;;x
custom_neapolitan_cultural_area;Naples;;Neapel;;;x
custom_tuscan_cultural_area;Tuscany;;Toskana;;;x
custom_lombard_cultural_area;Lombardy;;Lombardei;;;x
custom_medina;Medina;;;;;x
custom_cornwall;Cornwall;;;;;x
custom_anatolia;Anatolia;;Anatolien;;;x
custom_sahara;Sahara;;;;;x
custom_greater_israel;Greater Israel;;Groß-Israel;;;x
custom_kamarupa;Kamarupa;;;;;x
custom_khorasan;Khorasan;;Chorasan;;;x
custom_kanem_bornu;Kanem-Bornu;;;;;x
region_gotland;Gotland;;;;;x
world_africa_central;Central Africa;;Zentralafrika;;;x
custom_latin_rites;Latin Rites;Rites latins;Lateinische Riten;;Ritos Latinos;x
custom_greek_rites;Greek Rites;Rites grecs;Griechische Riten;;Ritos Griegos;x
custom_pentarch_rome;Patriarchate of Rome;Patriarcat de Rome;Patriarchat von Rom;;Patriarcado de Roma;x
custom_pentarch_constantinople;Patriarchate of Constantinople;Patriarcat de Constantinople;Patriarchat von Konstantinopel;;Patriarcado de Constantinopla;x
custom_pentarch_antioch;Patriarchate of Antioch;Patriarcat d'Antioche;Patriarchat von Antiochien;;Patriarcado de Antioquía;x
custom_pentarch_jerusalem;Patriarchate of Jerusalem;Patriarcat de Jérusalem;Patriarchat von Jerusalem;;Patriarcado de Jerusalén;x
custom_pentarch_alexandria;Patriarchate of Alexandria;Patriarcat d'Alexandrie;Patriarchat von Alexandrien;;Patriarcado de Alejandría;x
