#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
EVTDESC_Plus_448;Spending time with other people--that's what gives me energy. Talking with them, knowing the things they want or don't want. I've always had a knack for it, and wherever I go you're bound to find me in the center of the largest and loudest group.;;Zeit mit anderen Menschen zu verbringen - das ist es, was mir Energie gibt. Mit ihnen zu reden, zu wissen, was sie wollen oder nicht wollen. Ich hatte schon immer ein Händchen dafür, und wo immer ich hinkomme, findet man mich in der Mitte der größten und lautesten Gruppe.;;;x
EVTOPTA_Plus_448;I'm a socializer!;;Ich bin ein Gesellschafter!;;;x
EVTDESC_Plus_449;I watch everything, and I listen. Other people don't see what I see--the cause and effect of every action, the moves and counter-moves that are required to make something happen. When I take action, it's very likely nobody will even know I did it. That is how plans succeed.;;Ich beobachte alles, und ich höre zu. Andere Menschen sehen nicht, was ich sehe - die Ursache und Wirkung jeder Handlung, die Schritte und Gegenschritte, die erforderlich sind, um etwas zu erreichen. Wenn ich etwas tue, ist es sehr wahrscheinlich, dass niemand weiß, dass ich es getan habe. Nur so können Pläne gelingen.;;;x
EVTOPTA_Plus_449;I'm a schemer!;;Ich bin ein Intrigant!;;;x
EVTDESC_Plus_450;Playing a game well means understanding its inner workings. You must know the rules, you must know your opponent's strengths and weaknesses. It is life and politics played out on the chessboard. I play because I win, and I like winning...and, yes, sometimes just for fun. What could be better?;;Um ein Spiel gut zu spielen, muss man seine inneren Abläufe verstehen. Man muss die Regeln kennen, man muss die Stärken und Schwächen des Gegners kennen. Es ist das Leben und die Politik, die sich auf dem Schachbrett abspielen. Ich spiele, weil ich gewinne, und ich gewinne gern... und, ja, manchmal auch nur zum Spaß. Was könnte besser sein?;;;x
EVTOPTA_Plus_450;I'm a gamer!;;Ich bin ein Spieler!;;;x
EVTDESC_Plus_451;On a stormy but otherwise peaceful night in [Root.Capital.GetName], a traveling [Root.Religion.GetName] merchant takes refuge in your holding. He seems like an interesting man, and you've nothing else to distract you. How do you spend the evening?;;In einer stürmischen, aber ansonsten friedlichen Nacht in [Root.Capital.GetName] nimmt ein reisender [Root.Religion.GetName]-Händler Zuflucht in Eurem Betrieb. Er scheint ein interessanter Mann zu sein, und Ihr habt nichts anderes, um Euch abzulenken. Wie verbringt Ihr den Abend?;;;x
EVTOPTA_Plus_451;Entertaining him, of course;;Ihn unterhalten, natürlich;;;x
EVTOPTB_Plus_451;Discussing fighting techniques with his guards;;Mit seinen Wachen über Kampftechniken diskutieren;;;x
EVTOPTC_Plus_451;Debating him on matters of history;;mit ihm über Geschichte debattieren;;;x
EVTOPTD_Plus_451;Relaxing by myself;;Mich selbst entspannen;;;x
EVTDESC_Plus_452;There is a social event happening this evening in [Root.Capital.GetName], one of the most important [Root.Capital.Religion.GetName] holidays. Everyone of importance will be partaking in the revelry.;;Heute Abend findet in [Root.Capital.GetName] ein gesellschaftliches Ereignis statt, einer der wichtigsten Feiertage der [Root.Capital.Religion.GetName]. Jeder, der etwas auf sich hält, wird an den Feierlichkeiten teilnehmen.;;;x
EVTOPTA_Plus_452;Of course I will attend!;;Natürlich werde ich dabei sein!;;;x
EVTOPTB_Plus_452;I will watch everyone closely;;Ich werde alle genau beobachten;;;x
EVTOPTC_Plus_452;This is a good opportunity to meet the merchants;;Das ist eine gute Gelegenheit, die Kaufleute kennenzulernen;;;x
EVTOPTD_Plus_452;They can do without me for one evening;;Sie können einen Abend lang ohne mich auskommen;;;x
EVTDESC_Plus_453;On a quiet day in [Location.GetName], you can't help but notice some of your knights sparring. One of them is doing a poor job of it, and the other men are making sport of his failures rather than helping him.;;An einem ruhigen Tag in [Location.GetName], könnt Ihr nicht umhin, einige Eurer Ritter beim Training zu beobachten. Einer von ihnen macht seine Sache nicht besonders gut, und die anderen machen sich über sein Versagen lustig, anstatt ihm zu helfen.;;;x
EVTOPTA_Plus_453;Time to show them all a few tricks;;Es ist an der Zeit, ihnen allen ein paar Tricks zu zeigen.;;;x
EVTOPTB_Plus_453;I'll intervene, and perhaps raise morale;;Ich werde eingreifen und vielleicht die Moral steigern.;;;x
EVTOPTC_Plus_453;They need a lecture on good [Root.Religion.GetName] virtues;;Sie brauchen einen Vortrag über gute [Root.Religion.GetName] Tugenden;;;x
EVTOPTD_Plus_453;I will relax and leave them to it;;Ich werde mich entspannen und sie gewähren lassen;;;x
EVTDESC_Plus_454;You overhear some courtiers in [Root.Location.GetName] arguing about the war. The disagreement is clearly about how a ruler could best contribute to victory. When they see you, they immediately go quiet and leave...but afterwards, you decide you have your own answer to their issue.;;Ihr hört zufällig, wie sich einige Höflinge in [Root.Location.GetName] über den Krieg streiten. Die Meinungsverschiedenheit dreht sich eindeutig darum, wie ein Herrscher am besten zum Sieg beitragen kann. Als sie dich sehen, werden sie sofort still und gehen weg... aber dann beschließt du, dass du deine eigene Antwort auf ihr Problem hast.;;;x
EVTOPTA_Plus_454;By leading the armies into battle;;Indem du die Armeen in die Schlacht führst;;;x
EVTOPTB_Plus_454;By knowing what happens before the enemy;;Indem du weißt, was vor dem Feind geschieht;;;x
EVTOPTC_Plus_454;By keeping the armies fed and paid;;Indem du die Armeen mit Nahrung und Sold versorgst;;;x
EVTOPTD_Plus_454;By staying alive;;Indem du am Leben bleibst;;;x
EVTDESC_Plus_455;Peace reigns in the [Root.TopLiege.PrimaryTitle.GetFullName], and for once you are left with nothing to do and no councilors vying for your personal attention. An unusual circumstance, to be sure, but one you can easily solve.;;Es herrscht Frieden in der [Root.TopLiege.PrimaryTitle.GetFullName], und ausnahmsweise hast du nichts zu tun und keine Ratsmitglieder, die um deine persönliche Aufmerksamkeit buhlen. Ein ungewöhnlicher Umstand, aber einer, den Sie leicht lösen können.;;;x
EVTOPTA_Plus_455;There are always matters of ruling to attend to;;Es gibt immer Dinge zu regeln, um die man sich kümmern muss.;;;x
EVTOPTB_Plus_455;I shall call for a hunt in the nearby woods;;Ich werde eine Jagd in den nahen Wäldern einberufen.;;;x
EVTOPTC_Plus_455;Time for reading? That almost never happens;;Zeit zum Lesen? Das kommt fast nie vor;;;x
EVTOPTD_Plus_455;I will spend it with my loved ones;;Ich werde sie mit meinen Lieben verbringen;;;x
EVTDESC_Plus_456;You are riding with attendants through [Root.Capital.GetName] when you hear a disturbance ahead. One of your men suggests that you steer around it, as it appears to be some kind of violent dispute in the market between merchants. Hopefully it does not get out of hand!;;Ihr reitet gerade mit Euren Dienern durch [Root.Capital.GetName], als Ihr vor Euch eine Störung hört. Einer Eurer Männer schlägt Euch vor, die Sache zu umgehen, da es sich anscheinend um eine gewalttätige Auseinandersetzung zwischen Händlern auf dem Markt handelt. Hoffentlich gerät er nicht außer Kontrolle!;;;x
EVTOPTA_Plus_456;I will intervene and resolve their dispute;;Ich werde mich einmischen und den Streit schlichten.;;;x
EVTOPTB_Plus_456;I will speak with the men and calm the situation;;Ich werde mit den Männern sprechen und die Situation beruhigen.;;;x
EVTOPTC_Plus_456;I will watch to see what's happening, and why;;Ich werde beobachten, um zu sehen, was passiert, und warum;;;x
EVTOPTD_Plus_456;I have larger issues upon which to focus;;Ich habe größere Probleme, auf die ich mich konzentrieren muss;;;x
EVTDESC_Plus_457;Every time I think of my rival, [target_rival.GetTitledFirstNameNoRegnal], I wonder what I would do if [target_rival.GetSheHe] were here before me now, alone.;;Jedes Mal, wenn ich an meinen Rivalen, [target_rival.GetTitledFirstNameNoRegnal], denke, frage ich mich, was ich tun würde, wenn [target_rival.GetSheHe] jetzt hier vor mir stünde, allein.;;;x
EVTOPTA_Plus_457;Find out what [target_rival.GetSheHe] has planned;;Herausfinden, was [target_rival.GetSheHe] geplant hat;;;x
EVTOPTB_Plus_457;Kill [target_rival.GetHerHim], if I could;;[target_rival.GetHerHim] töten, wenn ich könnte;;;x
EVTOPTC_Plus_457;Try to resolve our differences;;Versuchen, unsere Differenzen zu lösen;;;x
EVTOPTD_Plus_457;There's no use indulging such fantasies;;Es hat keinen Sinn, sich solchen Fantasien hinzugeben;;;x
EVTDESC_Plus_458;I can't stop thinking about my plot to [Root.GetPlot]. So many plans to make, but none of them seem to come to fruition fast enough!;;Ich kann nicht aufhören, über meinen Plan für [Root.GetPlot] nachzudenken. Ich muss so viele Pläne schmieden, aber keiner davon scheint schnell genug zu verwirklichen!;;;x
EVTOPTA_Plus_458;Then I will make more plans;;Dann werde ich mehr Pläne schmieden;;;x
EVTOPTB_Plus_458;I will distract myself in the study;;Ich werde mich im Arbeitszimmer ablenken;;;x
EVTOPTC_Plus_458;Time to busy myself at court;;Zeit, mich am Hof zu beschäftigen;;;x
EVTOPTD_Plus_458;I will find a way! I must!;;Ich werde einen Weg finden! Ich muss!;;;x
EVTDESC_Plus_459;A traveling merchant comes to [Root.Capital.GetName], and it appears he has quite an assortment of rare books to offer. He is naturally quite eager to show them to you, and gauge your interest.;;Ein reisender Händler kommt nach [Root.Capital.GetName], und es scheint, dass er eine ganze Reihe seltener Bücher anzubieten hat. Er ist natürlich sehr daran interessiert, sie Euch zu zeigen und Euer Interesse zu prüfen.;;;x
EVTOPTA_Plus_459;I will take them all, if I can;;Ich werde sie alle mitnehmen, wenn ich kann.;;;x
EVTOPTB_Plus_459;Does he have anything on warfare?;;Hat er etwas über Kriegsführung?;;;x
EVTOPTC_Plus_459;A treatise on governance would be interesting;;Eine Abhandlung über Regierungsführung wäre interessant.;;;x
EVTOPTD_Plus_459;I would rather save my coin;;Ich würde lieber meine Münzen sparen.;;;x
