#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
nick_the_scholar;the Scholar;l'Érudit;der Schüler;;El Erudito;;;;;;;;;x
nick_the_mild;the Mild;le Doux;;;;;;;;;;;;x
nick_the_decadent;the Decadent;le Décadent;;;;;;;;;;;;x
nick_the_stout;the Stout;le Corpulent;;;;;;;;;;;;x
nick_the_vain;the Vain;le Vaniteux;;;;;;;;;;;;x
nick_the_planter;the Planter;le Planteur;;;;;;;;;;;;x
nick_the_ugly;the Ugly;le Laid;;;;;;;;;;;;x
nick_the_short;the Short;le Petit;;;;;;;;;;;;x
nick_the_parricide;the Parricide;le Parricide;;;;;;;;;;;;x
nick_the_rash;the Rash;l'Imprudent;;;;;;;;;;;;x
nick_the_mystic;the Mystic;le Mystique;;;;;;;;;;;;x
nick_the_generous;the Generous;le Généreux;;;;;;;;;;;;x
nick_the_honorable;the Honorable;l'Honorable;;;;;;;;;;;;x
nick_the_treacherous;the Treachourous;le Traître;;;;;;;;;;;;x
nick_the_weak;the Weak;le Faible;;;;;;;;;;;;x
nick_the_scarred;the Scarred;le Balafré;;;;;;;;;;;;x
nick_the_quiet;the Quiet;le Silencieux;;;;;;;;;;;;x
nick_the_truthful;the Truthful;l’Honnête;;;;;;;;;;;;x
nick_the_distrustful;the Distrustful;le Méfiant;;;;;;;;;;;;x
nick_the_peaceful;the Peaceful;le Paisible;;;;;;;;;;;;x
nick_the_ambitious;the Ambitious;l'Ambitieux;;;;;;;;;;;;x
nick_the_righteous;the Righteous;le Droit;;;;;;;;;;;;x
nick_the_pompous;the Pompous;le Pompeux;;;;;;;;;;;;x
nick_the_boar;the Boar;le Sanglier;;;;;;;;;;;;x
nick_the_infirm;the Infirm;l'Infirme;;;;;;;;;;;;x
nick_the_reluctant;the Reluctant;le Réticent;;;;;;;;;;;;x
nick_the_brilliant;the Brilliant;le Brillant;;;;;;;;;;;;x
nick_the_stammerer;the Stammerer;le Bègue;;;;;;;;;;;;x
nick_the_upright;the Upright;le Probe;;;;;;;;;;;;x
nick_the_skald;the Skald;le Skald;;;;;;;;;;;;x
nick_the_bard;the Bard;le Barde;;;;;;;;;;;;x
nick_the_scop;the Scop;le Scop;;;;;;;;;;;;x
nick_the_recluse;the Recluse;le Reclus;;;;;;;;;;;;x
nick_the_tyrant;the Tyrant;le Tyran;;;;;;;;;;;;x
nick_the_candid;the Candid;le Sincère;;;;;;;;;;;;x
nick_the_clubfoot;the Clubfoot;le Pied Bot;;;;;;;;;;;;x
nick_the_suspicious;the Suspicious;le Suspicieux;;;;;;;;;;;;x
nick_the_eagle;the Eagle;l'Aigle;;;;;;;;;;;;x
nick_the_seemly;the Seemly;le Convenable;;;;;;;;;;;;x
nick_the_ashik;the Ashik;l'Achik ;;;;;;;;;;;;x
nick_the_minnesinger;the Minnesinger;le Chanteur Amour;;;;;;;;;;;;x
nick_the_wanton;the Wanton;l’Exubérant;;;;;;;;;;;;x
nick_the_bloody;the Bloody;l'Ensanglanté;;;;;;;;;;;;x
nick_the_black;the Black;le Noir;;;;;;;;;;;;x
nick_the_posthumous;the Posthumous;le Posthume;;;;;;;;;;;;x
nick_the_sickly;the Sickly;le Maladif;;;;;;;;;;;;x
nick_the_ox;the Ox;le Bœuf;;;;;;;;;;;;x
nick_the_stuttering_and_lame;the Stuttering and Lame;le Bégayant et Boiteux;;;;;;;;;;;;x
nick_the_noisy;the Noisy;le Bruyant;;;;;;;;;;;;x
nick_the_duelist;the Duelist;le Duelliste;;;;;;;;;;;;x
nick_the_eunuch;the Eunuch;l’Eunuque;;;;;;;;;;;;x
nick_the_purpleborn;the Purpleborn;le Née dans le Pourpre;;;;;;;;;;;;x
nick_the_madman;the Madman;le Fou;;;;;;;;;;;;x
nick_the_slobberer;the Slobberer;le Baveux;;;;;;;;;;;;x
nick_the_oak;the Oak;le Chêne;;;;;;;;;;;;x
nick_the_merchant;the Merchant;le Marchand;;;;;;;;;;;;x
nick_the_berserker;the Berserker;le Berserk;;;;;;;;;;;;x
nick_the_raven;the Raven;le Corbeaux;;;;;;;;;;;;x
nick_the_bloodaxe;the Bloodaxe;la Hache Sanglante;;;;;;;;;;;;x
nick_the_battler;the Battler;le Combattant;;;;;;;;;;;;x
nick_the_terrible_eyes;the Terrible Eyes;les Yeux Horribles;;;;;;;;;;;;x
nick_the_powerful;the Powerful;le Puissant;;;;;;;;;;;;x
nick_the_wrymouth;the Wrymouth;la Bouche-Torse;;;;;;;;;;;;x
nick_the_fanged;the Fanged;l'Épineux;;;;;;;;;;;;x
nick_the_wild;the Wild;le Sauvage;;;;;;;;;;;;x
nick_the_defenderofgodsfaith;the Defender of Gods Faith;le Défenseur de la Foix de Dieu;;;;;;;;;;;;x
nick_the_dane;the Dane;la Danois;;;;;;;;;;;;x
nick_the_saxon;the Saxon;le Saxon;;;;;;;;;;;;x
nick_the_scot;the Scot;l'Écossais;;;;;;;;;;;;x
nick_the_german;the German;le Germanique;;;;;;;;;;;;x
nick_the_norman;the Norman;le Normand;;;;;;;;;;;;x
nick_the_nord;the Nord;le Nordique;;;;;;;;;;;;x
nick_the_breton;the Breton;le Breton;;;;;;;;;;;;x
nick_the_finn;the Finn;le Finnois;;;;;;;;;;;;x
nick_the_hungarian;the Hungarian;l'Hongrois;;;;;;;;;;;;x
nick_the_bohemian;the Bohemian;le Bohême;;;;;;;;;;;;x
nick_the_moor;the Moor;le Maure;;;;;;;;;;;;x
nick_the_russian;the Russian;le Russe;;;;;;;;;;;;x
nick_the_serb;the Serb;le Serbe;;;;;;;;;;;;x
nick_the_turk;the Turk;le Turc;;;;;;;;;;;;x
nick_the_pole;the Pole;le Polonais;;;;;;;;;;;;x
nick_the_mongol;the Mongol;le Mongol;;;;;;;;;;;;x
nick_the_persian;the Persian;le Perse;;;;;;;;;;;;x
nick_the_italian;the Italian;l'Italien;;;;;;;;;;;;x
nick_the_armenian;the Armenian;l'Arménien;;;;;;;;;;;;x
nick_the_illustrious;the Illustrious;l'Illustre;;;;;;;;;;;;x
nick_the_rich;the Rich;le Riche;;;;;;;;;;;;x
nick_the_godless;the Godless;l'Athée;;;;;;;;;;;;x
nick_the_pilgrim;the Pilgrim;le Pèlerin;;;;;;;;;;;;x
nick_the_extravagant;the Extravagant;l'Extravagant;;;;;;;;;;;;x
nick_the_spider;the Spider;l'Araignée;;;;;;;;;;;;x
nick_the_wolf;the Wolf;le Loup;;;;;;;;;;;;x
nick_the_warrior;the Warrior;le Guerrier;;;;;;;;;;;;x
nick_the_shrewd;the Shrewd;le Rusé;;;;;;;;;;;;x
nick_the_hotspur;the Hotspur;la Tête Brûlée;;;;;;;;;;;;x
nick_the_peculiar;the Peculiar;le Particulier;;;;;;;;;;;;x
nick_the_apathetic;the Apathetic;l’Apathique;;;;;;;;;;;;x
nick_the_child;the Child;l'Enfant;;;;;;;;;;;;x
nick_the_trickster;the Trickster;l'Escroc;;;;;;;;;;;;x
nick_the_tempest;the Tempest;la Tempête ;;;;;;;;;;;;x
nick_the_fierce;the Fierce;le Féroce;;;;;;;;;;;;x
nick_the_iron;the Iron;le Fer ;;;;;;;;;;;;x
nick_the_implacable;the Implacable;l'Implacable;;;;;;;;;;;;x
nick_the_anointed;the Anointed;l'Oint;;;;;;;;;;;;x
nick_the_strict;the Strict;le Strict;;;;;;;;;;;;x
nick_the_moneybag;the Moneybag;le Sac d'argent;der Geldsack;;El Talega;;;;;;;;;x
nick_the_quiverfull;Quiverfull;le Trembleur;Köchervoll;;Quiverfull;;;;;;;;;x
nick_the_exile;the Exile;l'Exilé;der Exilierte;;El Exilio;;;;;;;;;x
nick_the_theologian;the Theologian;le Théologien;der Theologe;;El Teólogo;;;;;;;;;x
nick_the_jailer;the Jailer;le Geolier;der Kerkermeister;;El Carcelero;;;;;;;;;x
nick_the_defiler;the Defiler;le Souilleur;die Schänder;;El Defiler;;;;;;;;x
nick_the_ballless;the Apokopos;l'Apokopos;der Apokopos;;el Apokopos;;;;;;;;x
nick_the_zealot;the Zealot;le Fanatique;die Eiferer;;el Fanático;;;;;;;;x
nick_the_illuminator;the Illuminator;the Illuminator;the Illuminator;;the Illuminator;;;;;;;;x
nick_the_martyrophile;the Martyrophile;the Martyrophile;the Martyrophile;;the Martyrophile;;;;;;;;x
nick_the_graceful;the Graceful;the Graceful;the Graceful;;the Graceful;;;;;;;;x
nick_the_affluent;the Affluent;the Affluent;the Affluent;;the Affluent;;;;;;;;x
nick_the_woolmaker;the Woolmaker;the Woolmaker;the Woolmaker;;the Woolmaker;;;;;;;;x
nick_the_preacher;the Preacher;the Preacher;the Preacher;;the Preacher;;;;;;;;x
nick_the_proselytizer;the Proselytizer;the Proselytizer;the Proselytizer;;the Proselytizer;;;;;;;;x
nick_the_diadochos;the Diadochos;le Diadochos;der Diadochos;;el Diadochos;;;;;;;;x
