#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
bogomilist_church_group;Faith Organization;Faith Organization;Faith Organization;;Faith Organization;;;;;;;;;x
bogomilist_church_group_desc;In its inception, the Bogomilist faith was only loosely organized. It didn't believe in formal churches, and opposed any kind of formal hierarchy -- indeed, the hierarchy and tyranny of the Orthodox Church is partly what prompted its creation. Its anarchical nature also makes the faithful difficult to control with the traditional feudal structure. It is possible, however, for a powerful Bogomilist ruler to slowly organize and reform the faith into something permanent and lasting...but it will not be easy, and the common folk are likely to resist any such attempt.;In its inception, the Bogomilist faith was only loosely organized. It didn't believe in formal churches, and opposed any kind of formal hierarchy -- indeed, the hierarchy and tyranny of the Orthodox Church is partly what prompted its creation. Its anarchical nature also makes the faithful difficult to control with the traditional feudal structure. It is possible, however, for a powerful Bogomilist ruler to slowly organize and reform the faith into something permanent and lasting...but it will not be easy, and the common folk are likely to resist any such attempt.;In its inception, the Bogomilist faith was only loosely organized. It didn't believe in formal churches, and opposed any kind of formal hierarchy -- indeed, the hierarchy and tyranny of the Orthodox Church is partly what prompted its creation. Its anarchical nature also makes the faithful difficult to control with the traditional feudal structure. It is possible, however, for a powerful Bogomilist ruler to slowly organize and reform the faith into something permanent and lasting...but it will not be easy, and the common folk are likely to resist any such attempt.;;In its inception, the Bogomilist faith was only loosely organized. It didn't believe in formal churches, and opposed any kind of formal hierarchy -- indeed, the hierarchy and tyranny of the Orthodox Church is partly what prompted its creation. Its anarchical nature also makes the faithful difficult to control with the traditional feudal structure. It is possible, however, for a powerful Bogomilist ruler to slowly organize and reform the faith into something permanent and lasting...but it will not be easy, and the common folk are likely to resist any such attempt.;;;;;;;;;x
bogomilist_church_0;No Bogomilist Organization;No Bogomilist Organization;No Bogomilist Organization;;No Bogomilist Organization;;;;;;;;;x
bogomilist_church_0_desc;The Bogomilist faith is a movement which exists independent of, and sometimes opposed to, the structure of a feudal state.;The Bogomilist faith is a movement which exists independent of, and sometimes opposed to, the structure of a feudal state.;The Bogomilist faith is a movement which exists independent of, and sometimes opposed to, the structure of a feudal state.;;The Bogomilist faith is a movement which exists independent of, and sometimes opposed to, the structure of a feudal state.;;;;;;;;;x
bogomilist_church_0_option;None;None;None;;None;;;;;;;;;x
bogomilist_church_1;Bogmilism Supported;Bogmilism Supported;Bogmilism Supported;;Bogmilism Supported;;;;;;;;;x
bogomilist_church_1_desc;The Bogomilist faithful recognize that feudal rulers are on their side, and are willing to co-operate to a large extent. The missionary work of the Perfecti is supported by the state, but beyond that the faithful still resist any notion of formal organization.;The Bogomilist faithful recognize that feudal rulers are on their side, and are willing to co-operate to a large extent. The missionary work of the Perfecti is supported by the state, but beyond that the faithful still resist any notion of formal organization.;The Bogomilist faithful recognize that feudal rulers are on their side, and are willing to co-operate to a large extent. The missionary work of the Perfecti is supported by the state, but beyond that the faithful still resist any notion of formal organization.;;The Bogomilist faithful recognize that feudal rulers are on their side, and are willing to co-operate to a large extent. The missionary work of the Perfecti is supported by the state, but beyond that the faithful still resist any notion of formal organization.;;;;;;;;;x
bogomilist_church_1_option;Supported;Supported;Supported;;Supported;;;;;;;;;x
bogomilist_church_2;Bogomilism Organized;Bogomilism Organized;Bogomilism Organized;;Bogomilism Organized;;;;;;;;;x
bogomilist_church_2_desc;The Bogomilist faith now has a standardized set of liturgy and texts, and the various members of the movement have agreed to work together -- and not oppose their feudal rulers. They still operate outside of formal temples, and they still operate seperately from the state.;The Bogomilist faith now has a standardized set of liturgy and texts, and the various members of the movement have agreed to work together -- and not oppose their feudal rulers. They still operate outside of formal temples, and they still operate seperately from the state.;The Bogomilist faith now has a standardized set of liturgy and texts, and the various members of the movement have agreed to work together -- and not oppose their feudal rulers. They still operate outside of formal temples, and they still operate seperately from the state.;;The Bogomilist faith now has a standardized set of liturgy and texts, and the various members of the movement have agreed to work together -- and not oppose their feudal rulers. They still operate outside of formal temples, and they still operate seperately from the state.;;;;;;;;;x
bogomilist_church_2_option;Organized;Organized;Organized;;Organized;;;;;;;;;x
bogomilist_church_3;Bogomilism Formalized;Bogomilism Formalized;Bogomilism Formalized;;Bogomilism Formalized;;;;;;;;;x
bogomilist_church_3_desc;The Bogomilist faith now operates out of temples, and are willing to work directly with feudal rulers in their councils. They have been entwined enough with the state that there is no lingering sense of opposition -- as far as many are concerned, the two are inseparable.;The Bogomilist faith now operates out of temples, and are willing to work directly with feudal rulers in their councils. They have been entwined enough with the state that there is no lingering sense of opposition -- as far as many are concerned, the two are inseparable.;The Bogomilist faith now operates out of temples, and are willing to work directly with feudal rulers in their councils. They have been entwined enough with the state that there is no lingering sense of opposition -- as far as many are concerned, the two are inseparable.;;The Bogomilist faith now operates out of temples, and are willing to work directly with feudal rulers in their councils. They have been entwined enough with the state that there is no lingering sense of opposition -- as far as many are concerned, the two are inseparable.;;;;;;;;;x
bogomilist_church_3_option;Formalized;Formalized;Formalized;;Formalized;;;;;;;;;x
bogomilist_church_4;Pemanently Established;Pemanently Established;Pemanently Established;;Pemanently Established;;;;;;;;;x
bogomilist_church_4_desc;A formal head of the Bogomilist faith has been established, creating a true Church of Bogomilism. More than that, Bogomilism will be recognized as an independent faith by fellow Christians, looked upon more as a schism from Orthodoxy than a heresy.;A formal head of the Bogomilist faith has been established, creating a true Church of Bogomilism. More than that, Bogomilism will be recognized as an independent faith by fellow Christians, looked upon more as a schism from Orthodoxy than a heresy.;A formal head of the Bogomilist faith has been established, creating a true Church of Bogomilism. More than that, Bogomilism will be recognized as an independent faith by fellow Christians, looked upon more as a schism from Orthodoxy than a heresy.;;A formal head of the Bogomilist faith has been established, creating a true Church of Bogomilism. More than that, Bogomilism will be recognized as an independent faith by fellow Christians, looked upon more as a schism from Orthodoxy than a heresy.;;;;;;;;;x
bogomilist_church_4_option;Permanent;Permanent;Permanent;;Permanent;;;;;;;;;x
bureaucratic_infighting;Court Infighting;Court Infighting;Court Infighting;;Court Infighting;;;;;;;;;x
bureaucratic_infighting_desc;If a ruler's court grows out of his control, the results can be devastating. It's entirely possible for the empire to fly apart at the seams. Even if it doesn't, it will become increasingly difficult for the ruler to exert influence over members of his court -- or keep them within the empire after his death.;If a ruler's court grows out of his control, the results can be devastating. It's entirely possible for the empire to fly apart at the seams. Even if it doesn't, it will become increasingly difficult for the ruler to exert influence over members of his court -- or keep them within the empire after his death.;If a ruler's court grows out of his control, the results can be devastating. It's entirely possible for the empire to fly apart at the seams. Even if it doesn't, it will become increasingly difficult for the ruler to exert influence over members of his court -- or keep them within the empire after his death.;;If a ruler's court grows out of his control, the results can be devastating. It's entirely possible for the empire to fly apart at the seams. Even if it doesn't, it will become increasingly difficult for the ruler to exert influence over members of his court -- or keep them within the empire after his death;;;;;;;;;x
city_tax_0;Small City Taxes;Imposts des Bourgs Faibles;Kleine Stadtsteuern;;Small City Taxes;;;;;;;;;x
city_tax_0_desc;The Burghers are expected to make a small financial contribution to the greater good of the realm.;On attend une faible contribution financière de la part des Bourgeois pour le bien du Royaume.;Wie man erwartet, leisten die Bürger einen kleinen Finanzbeitrag zum größeren Nutzen des Bereichs.;;The Burghers are expected to make a small financial contribution to the greater good of the realm.;;;;;;;;;x;;
feudal_tax_0_desc;Feudal Lords are exempt from taxation.;Les seigneurs féodaulx sont exempts de taxes.;Feudalherren sind von der Steuer ausgenommen;;Feudal Lords are exempt from taxation.;;;;;;;;;x;;
feudal_tax_0_option;None;Exempté;Keine;;None;;;;;;;;;x;;
feudal_tax_1;Medium Feudal Taxes;Impôts féodaulx normaulx;Mittlere Feudalsteuern;;Medium Feudal Taxes;;;;;;;;;x;;
feudal_tax_1_desc;Feudal Lords are expected to make a moderate financial contribution to the greater good of the realm.;On attend une contribution financière normale de la part des Seigneurs féodaulx pour le bien du Royaume.;Wie man erwartet, leisten Feudalherren einen gemäßigten Finanzbeitrag zum größeren Nutzen des Bereichs.;;Feudal Lords are expected to make a moderate financial contribution to the greater good of the realm.;;;;;;;;;x;;
feudal_tax_1_option;Medium;Normaulx;Mittel;;Medium;;;;;;;;;x;;
feudal_tax_2;Large Feudal Tax;Impôts féodaulx importants;Hohe Feudalsteuern;;Large Feudal Tax;;;;;;;;;x;;
feudal_tax_2_desc;Feudal Lords are expected to make a substantial financial contribution to the greater good of the realm.;On attend une contribution financière substantielle de la part des Seigneurs féodaulx pour le bien du Royaume.;Wie man erwartet, leisten Feudalherren einen wesentlichen Finanzbeitrag zum größeren Nutzen des Bereichs.;;Feudal Lords are expected to make a substantial financial contribution to the greater good of the realm.;;;;;;;;;x;;
feudal_tax_2_option;Large;Importants;Hoch;;Large;;;;;;;;;x;;
frat_priesthood;Fraticelli Priesthood;Fraticelli Priesthood;Fraticelli Priesthood;;Fraticelli Priesthood;;;;;;;;;x
frat_priesthood_desc;While all priests are initially monastic in nature, just as within the Catholic Church, the Fraticelli belief is that it is imperative for priests to take a more active role in the spreading of the faith and the operation of government. Thus a Fraticelli ruler is able to determine whether those ideals will be enforced.;While all priests are initially monastic in nature, just as within the Catholic Church, the Fraticelli belief is that it is imperative for priests to take a more active role in the spreading of the faith and the operation of government. Thus a Fraticelli ruler is able to determine whether those ideals will be enforced.;While all priests are initially monastic in nature, just as within the Catholic Church, the Fraticelli belief is that it is imperative for priests to take a more active role in the spreading of the faith and the operation of government. Thus a Fraticelli ruler is able to determine whether those ideals will be enforced.;;While all priests are initially monastic in nature, just as within the Catholic Church, the Fraticelli belief is that it is imperative for priests to take a more active role in the spreading of the faith and the operation of government. Thus a Fraticelli ruler is able to determine whether those ideals will be enforced.;;;;;;;;;x
frat_priest_0;Monastic Priesthood;Monastic Priesthood;Monastic Priesthood;;Monastic Priesthood;;;;;;;;;x
frat_priest_0_option;Monastic;Monastic;Monastic;;Monastic;;;;;;;;;x
frat_priest_0_desc;The priesthood spends its time in seclusion, dedicating themselves utterly to their faith and to God.;The priesthood spends its time in seclusion, dedicating themselves utterly to their faith and to God.;The priesthood spends its time in seclusion, dedicating themselves utterly to their faith and to God.;;The priesthood spends its time in seclusion, dedicating themselves utterly to their faith and to God.;;;;;;;;;x
frat_priest_1;Apostolic Priesthood;Apostolic Priesthood;Apostolic Priesthood;;Apostolic Priesthood;;;;;;;;;x
frat_priest_1_option;Apostolic;Apostolic;Apostolic;;Apostolic;;;;;;;;;x
frat_priest_1_desc;The priesthood is required to go out amongst the masses and spread the faith. Even the highest ranking bishop is expected to be a missionary, actively counseling the poor away from the confines of his church.;The priesthood is required to go out amongst the masses and spread the faith. Even the highest ranking bishop is expected to be a missionary, actively counseling the poor away from the confines of his church.;The priesthood is required to go out amongst the masses and spread the faith. Even the highest ranking bishop is expected to be a missionary, actively counseling the poor away from the confines of his church.;;The priesthood is required to go out amongst the masses and spread the faith. Even the highest ranking bishop is expected to be a missionary, actively counseling the poor away from the confines of his church.;;;;;;;;;x
frat_priest_2;Bureaucratic Priesthood;Bureaucratic Priesthood;Bureaucratic Priesthood;;Bureaucratic Priesthood;;;;;;;;;x
frat_priest_2_option;Bureaucratic;Bureaucratic;Bureaucratic;;Bureaucratic;;;;;;;;;x
frat_priest_2_desc;The priesthood is called upon to serve at the pleasure of their lord, taking an active part in the administration of the realm.;The priesthood is called upon to serve at the pleasure of their lord, taking an active part in the administration of the realm.;The priesthood is called upon to serve at the pleasure of their lord, taking an active part in the administration of the realm.;;The priesthood is called upon to serve at the pleasure of their lord, taking an active part in the administration of the realm.;;;;;;;;;x
infighting_0;Court in Chaos;Court in Chaos;Court in Chaos;;Court in Chaos;;;;;;;;;x
infighting_0_option;Chaos;Chaos;Chaos;;Chaos;;;;;;;;;x
infighting_0_desc;The court is currently out of control, with rulers all but ignoring the throne's authority as they vie with each other for greater power and influence.;The court is currently out of control, with rulers all but ignoring the throne's authority as they vie with each other for greater power and influence.;The court is currently out of control, with rulers all but ignoring the throne's authority as they vie with each other for greater power and influence.;;The court is currently out of control, with rulers all but ignoring the throne's authority as they vie with each other for greater power and influence.;;;;;;;;;x
infighting_1;Order Restored;Order Restored;Order Restored;;Order Restored;;;;;;;;;x
infighting_1_option;Order;Order;Order;;Order;;;;;;;;;x
infighting_1_desc;Order has been restored in the ruler's court, with authority from the crown once again being respected.;Order has been restored in the ruler's court, with authority from the crown once again being respected.;Order has been restored in the ruler's court, with authority from the crown once again being respected.;;Order has been restored in the ruler's court, with authority from the crown once again being respected.;;;;;;;;;x
institute_agnatic_succession;Agnatic;Agnatique;Agnatisch;;Agnación;;;;;;;;;x;;
institute_agnatic_succession_desc;Only males can inherit.;Seuls les hommes peuvent hériter.;Nur Männer können erben.;;Solo los hombres pueden heredar.;;;;;;;;;x;;
institute_cognatic_succession;Agnatic-Cognatic;Agnatico-cognatique;Agnatisch-kognatisch;;Agnación-cognación;;;;;;;;;x;;
institute_cognatic_succession_desc;Women can inherit, but only if there are no eligible males.;Les femmes peuvent hériter, mais seulement en l’absence d’hommes.;Frauen können erben, aber nur dann, wenn es keine erbberechtigten Männer gibt.;;Las mujeres pueden heredar, pero solo si no hay varones aptos.;;;;;;;;;x;;
institute_enatic_cognatic_succession;Enatic-Cognatic;Enatico-cognatique;Enatisch-kognatisch;;Enación-cognación;;;;;;;;;x;;
institute_enatic_cognatic_succession_desc;Men can inherit, but only if there are no eligible females.;Les hommes peuvent hériter, mais seulement en l’absence du femmes.;Männer können erben, aber nur dann, wenn es keine erbberechtigten Frauen gibt.;;Los varones pueden heredar, pero solo si no hay mujeres aptas.;;;;;;;;;x;;
institute_enatic_succession;Enatic;Enatique;Enatisch;;Enación;;;;;;;;;x;;
institute_enatic_succession_desc;Only females can inherit.;Seuls les femmes peuvent hériter.;Nur Frauen können erben.;;Solo las mujeres pueden heredar.;;;;;;;;;x;;
institute_true_cognatic_succession;Absolute Cognatic;Cognatique;Absolut kognatisch;;Cognación absoluta;;;;;;;;;x;;
institute_true_cognatic_succession_desc;Women inherit on the same grounds men do.;Les femmes héritent sur un pied d’égalité avec les hommes.;Frauen sind in der Erbfolge gleichberechtigt.;;Las mujeres pueden heredar del mismo modo que los hombres.;;;;;;;;;x;;
iqta_tax_0;Small Iqta Taxes;Impôts féodaulx faibles;Kleine Iqta-Steuer;;Small Iqta Taxes;;;;;;;;;x;;
iqta_tax_0_desc;Vassal lords are expected to make a small financial contribution to the greater good of the realm.;On attend des vassaulx qu'ils apportent une faible contribution financière pour le plus grand bien du royaume.;Feudale Fürsten müssen für das allgemeine Wohl des Reichs einen geringen finanziellen Beitrag leisten.;;Vassal lords are expected to make a small financial contribution to the greater good of the realm.;;;;;;;;;x;;
iqta_tax_0_option;Small;Faibles;Klein;;Small;;;;;;;;;x;;
iqta_tax_1;Medium Iqta Taxes;Impôts féodaulx normaulx;Mittlere Iqta-Steuer;;Medium Iqta Taxes;;;;;;;;;x;;
iqta_tax_1_desc;Vassal lords are expected to make a moderate financial contribution to the greater good of the realm.;On attend des vassaulx qu'ils apportent une contribution financière modérée pour le plus grand bien du royaume.;Feudale Fürsten müssen für das allgemeine Wohl des Reichs einen bescheidenen finanziellen Beitrag leisten.;;Vassal lords are expected to make a moderate financial contribution to the greater good of the realm.;;;;;;;;;x;;
iqta_tax_1_option;Medium;Normaulx;Mittel;;Medium;;;;;;;;;x;;
iqta_tax_2;Large Iqta Tax;Impôts féodaulx importants;Hohe Iqta-Steuer;;Large Iqta Tax;;;;;;;;;x;;
iqta_tax_2_desc;Vassal lords are expected to make a substantial financial contribution to the greater good of the realm.;On attend des vassaulx qu'ils apportent une importante contribution financière pour le plus grand bien du royaume.;Feudale Fürsten müssen für das allgemeine Wohl des Reichs einen reichlichen finanziellen Beitrag leisten.;;Vassal lords are expected to make a substantial financial contribution to the greater good of the realm.;;;;;;;;;x;;
iqta_tax_2_option;Large;Importants;Hoch;;Large;;;;;;;;;x;;
kingdom_lockout_group;Title Laws;Title Laws;Title Laws;;Title Laws;;;;;;;;;x;;
kingdom_lockout_group_desc;In some lands, the titles that can be assumed by a vassal--even at the behest of their liege--are greatly restricted. While this prevents any single vassal from gaining too much power, it does have the drawback of making large realms a bit more difficult to govern.;In some lands, the titles that can be assumed by a vassal--even at the behest of their liege--are greatly restricted. While this prevents any single vassal from gaining too much power, it does have the drawback of making large realms a bit more difficult to govern.;In some lands, the titles that can be assumed by a vassal--even at the behest of their liege--are greatly restricted. While this prevents any single vassal from gaining too much power, it does have the drawback of making large realms a bit more difficult to govern.;;In some lands, the titles that can be assumed by a vassal--even at the behest of their liege--are greatly restricted. While this prevents any single vassal from gaining too much power, it does have the drawback of making large realms a bit more difficult to govern.;;;;;;;;;x;;
kingdom_lockout_0;No Vassal Kings;No Vassal Kings;No Vassal Kings;;No Vassal Kings;;;;;;;;;x;;
kingdom_lockout_0_desc;Kingdom-tier titles cannot be created in the realm, either by the liege or by the vassal, except in very specific cases.;Kingdom-tier titles cannot be created in the realm, either by the liege or by the vassal, except in very specific cases.;Kingdom-tier titles cannot be created in the realm, either by the liege or by the vassal, except in very specific cases.;;Kingdom-tier titles cannot be created in the realm, either by the liege or by the vassal, except in very specific cases.;;;;;;;;;x;;
kingdom_lockout_0_option;Kings;Kings;Kings;;Kings;;;;;;;;;x;;
kingdom_lockout_1;All Vassals;All Vassals;All Vassals;;All Vassals;;;;;;;;;x;;
kingdom_lockout_1_desc;Titles of all tiers may be created, by anyone.;Titles of all tiers may be created, by anyone.;Titles of all tiers may be created, by anyone.;;Titles of all tiers may be created, by anyone.;;;;;;;;;x;;
kingdom_lockout_1_option;All;All;All;;All;;;;;;;;;x;;
levy_privileges_0;Crown Levy Privileges;Privilèges de levées pour la Couronne;Kronenabgabeprivilegien;;Crown Levy Privileges;;;;;;;;;x;;
levy_privileges_0_desc;Vassals must contribute all levies reserved for the crown to wars.;Les vassaulx doivent prodiguer à la Couronne l'intégralité des levées qui lui sont réservées.;Vassals must contribute all levies reserved for the crown to wars.;;Vassals must contribute all levies reserved for the crown to wars.;;;;;;;;;x;;
levy_privileges_0_option;Crown;Couronne;Krone;;Crown;;;;;;;;;x;;
levy_privileges_1;Vassal Levy Privileges;Privilèges de levées pour les vassaulx;Vasallabgabeprivilegien;;Vassal Levy Privileges;;;;;;;;;x;;
levy_privileges_1_desc;Vassals are free to choose how large a portion of their levies they wish to contribute to wars.;Les vassaulx sont libres de choisir dans quelle mesure leurs levées participeront à la guerre.;Vasallen sind frei zu entscheiden, wie groß der Anteil ihrer Abgaben sie zu Kriegen beitragen wollen.;;Vassals are free to choose how large a portion of their levies they wish to contribute to wars.;;;;;;;;;x;;
levy_privileges_1_option;Vassal;Vassal;Vasall;;Vassal;;;;;;;;;x;;
levy_privileges_group;Levy Privileges;Privilèges de levée;Abgabeprivilegien;;Levy Privileges;;;;;;;;;x;;
levy_privileges_group_desc;This law determines the freedom of vassals to dispose over their own levies.;Cette loi détermine la liberté dont dipose les vassaulx vis-à-vis de leurs levées.;Dieses Gesetz bestimmt die Freiheit der Vasallen über ihre eigenen Abgaben zu entsorgen.;;This law determines the freedom of vassals to dispose over their own levies.;;;;;;;;x;;;
maz_wealth_group;Wealth Sharing;Wealth Sharing;Wealth Sharing;;Wealth Sharing;;;;;;;;x;;;
maz_wealth_group_desc;One of Mazdak's primary teachings was that the Zoroastrian priesthood oppressed its people, and hoarded its wealth. He believed that wealth should be shared, and espoused ideas of egalitarianism that were way ahead of his time. A ruler of proper faith should, by the Mazdaki faith, set aside a large share of its taxes for the people -- and force his vassals to do the same.;One of Mazdak's primary teachings was that the Zoroastrian priesthood oppressed its people, and hoarded its wealth. He believed that wealth should be shared, and espoused ideas of egalitarianism that were way ahead of his time. A ruler of proper faith should, by the Mazdaki faith, set aside a large share of its taxes for the people -- and force his vassals to do the same.;One of Mazdak's primary teachings was that the Zoroastrian priesthood oppressed its people, and hoarded its wealth. He believed that wealth should be shared, and espoused ideas of egalitarianism that were way ahead of his time. A ruler of proper faith should, by the Mazdaki faith, set aside a large share of its taxes for the people -- and force his vassals to do the same.;;One of Mazdak's primary teachings was that the Zoroastrian priesthood oppressed its people, and hoarded its wealth. He believed that wealth should be shared, and espoused ideas of egalitarianism that were way ahead of his time. A ruler of proper faith should, by the Mazdaki faith, set aside a large share of its taxes for the people -- and force his vassals to do the same.;;;;;;;;x;;;
mazdaki_wealth_0;No Wealth Sharing;No Wealth Sharing;No Wealth Sharing;;No Wealth Sharing;;;;;;;;x;;;
mazdaki_wealth_0_desc;There is no system of wealth sharing, just as it has always been.;There is no system of wealth sharing, just as it has always been.;There is no system of wealth sharing, just as it has always been.;;There is no system of wealth sharing, just as it has always been.;;;;;;;;x;;;
mazdaki_wealth_0_option;None;None;None;;None;;;;;;;;x;;;
mazdaki_wealth_1;Minimal Wealth Sharing;Minimal Wealth Sharing;Minimal Wealth Sharing;;Minimal Wealth Sharing;;;;;;;;x;;;
mazdaki_wealth_1_desc;The Mazdaki nobility must put aside a token amount of wealth for the people -- more for show than anything substantial.;The Mazdaki nobility must put aside a token amount of wealth for the people -- more for show than anything substantial.;The Mazdaki nobility must put aside a token amount of wealth for the people -- more for show than anything substantial.;;The Mazdaki nobility must put aside a token amount of wealth for the people -- more for show than anything substantial.;;;;;;;;x;;;
mazdaki_wealth_1_option;Minimal;Minimal;Minimal;;Minimal;;;;;;;;x;;;
mazdaki_wealth_2;Basic Wealth Sharing;Basic Wealth Sharing;Basic Wealth Sharing;;Basic Wealth Sharing;;;;;;;;x;;;
mazdaki_wealth_2_desc;The Mazdaki nobility must put aside a portion of thier wealth and taxes in order to subsidize the poorest of the poor.;The Mazdaki nobility must put aside a portion of thier wealth and taxes in order to subsidize the poorest of the poor.;The Mazdaki nobility must put aside a portion of thier wealth and taxes in order to subsidize the poorest of the poor.;;The Mazdaki nobility must put aside a portion of thier wealth and taxes in order to subsidize the poorest of the poor.;;;;;;;;x;;;
mazdaki_wealth_2_option;Basic;Basic;Basic;;Basic;;;;;;;;x;;;
mazdaki_wealth_3;High Wealth Sharing;High Wealth Sharing;High Wealth Sharing;;High Wealth Sharing;;;;;;;;x;;;
mazdaki_wealth_3_desc;A large amount of the taxes and wealth possessed by the nobility must go towards the people -- the building of shelters for the poor, the standard granting of gifts for the ill-favored, and the construction of hospitals for the sick.;A large amount of the taxes and wealth possessed by the nobility must go towards the people -- the building of shelters for the poor, the standard granting of gifts for the ill-favored, and the construction of hospitals for the sick.;A large amount of the taxes and wealth possessed by the nobility must go towards the people -- the building of shelters for the poor, the standard granting of gifts for the ill-favored, and the construction of hospitals for the sick.;;A large amount of the taxes and wealth possessed by the nobility must go towards the people -- the building of shelters for the poor, the standard granting of gifts for the ill-favored, and the construction of hospitals for the sick.;;;;;;;;x;;;
mazdaki_wealth_3_option;High;High;High;;High;;;;;;;;x;;;
mazdaki_wealth_4;Maximum Wealth Sharing;Maximum Wealth Sharing;Maximum Wealth Sharing;;Maximum Wealth Sharing;;;;;;;;x;;;
mazdaki_wealth_4_desc;The portion of wealth and taxes which are set aside for the common people goes far beyond what even Mazdak would have thought possible. The people would be very happy under such a regime, feeling as if a large amount of the work they do for their rulers are returned to them in kind. The nobility, however, will be far less pleased.;The portion of wealth and taxes which are set aside for the common people goes far beyond what even Mazdak would have thought possible. The people would be very happy under such a regime, feeling as if a large amount of the work they do for their rulers are returned to them in kind. The nobility, however, will be far less pleased.;The portion of wealth and taxes which are set aside for the common people goes far beyond what even Mazdak would have thought possible. The people would be very happy under such a regime, feeling as if a large amount of the work they do for their rulers are returned to them in kind. The nobility, however, will be far less pleased.;;The portion of wealth and taxes which are set aside for the common people goes far beyond what even Mazdak would have thought possible. The people would be very happy under such a regime, feeling as if a large amount of the work they do for their rulers are returned to them in kind. The nobility, however, will be far less pleased.;;;;;;;;x;;;
mazdaki_wealth_4_option;Max;Max;Max;;Max;;;;;;;;x;;;
regency;In Regency;Régence;Regentschaft;;In Regency;;;;;;;;;x;;
regency_ai;In Regency;Régence;Regentschaft;;In Regency;;;;;;;;;x;;
regency_ai_desc;This character's realm is being ruled by a regent, a dangerous time during which vassals would jostle for power and influence over the monarch.;Ce personnage du Royaume est remplacé par un régent, une période dangereuse durant laquelle les vassaulx se bousculent pour obtenir du pouvoir et de l'influence au détriment du monarque impuissant.;Das Reich wird von einem Regenten geführt, eine gefährliche Zeit, während derer die Vasallen auf Macht und Einfluss über den kraftlosen Monarchen drängen.;;This character's realm is being ruled by a regent, a dangerous time during which vassals would jostle for power and influence over the monarch.;;;;;;;;;x;;
regency_desc;This character's realm is being ruled by a regent, a dangerous time during which vassals would jostle for power and influence over the monarch.;Ce personnage du Royaume est remplacé par un régent, une période dangereuse durant laquelle les vassaulx se bousculent pour obtenir du pouvoir et de l'influence au détriment du monarque impuissant.;Das Reich wird von einem Regenten geführt, eine gefährliche Zeit, während derer die Vasallen auf Macht und Einfluss über den kraftlosen Monarchen drängen.;;This character's realm is being ruled by a regent, a dangerous time during which vassals would jostle for power and influence over the monarch.;;;;;;;;;x;;
succ_elective_to_feudal_elective;Vote on Feudal Elective;Vote on Feudal Elective;Vote on Feudal Elective;;Vote on Feudal Elective;;;;;;;;;x;;
succ_elective_to_feudal_elective_desc;The ruler and each lower rank vassal (i.e. the dukes if the ruler is a king) can nominate a successor from among themselves and legitimate children and siblings of the ruler. Dukes are valid electors in both kingdoms and empires. Elective Succession is very popular with the vassals, but they will not approve if their liege personally holds too many elector titles.;Le Suzerain et chaque vassal de rang inférieur (à savoir, les ducs si le souverain est un roi) peuvent nommer un successeur et légitimer les enfants ou frères et sœurs du souverain. Les ducs sont des électeurs dans les royaumes comme dans les empires. La succession élective est très appréciée des vassaulx, sauf si leur suzerain détient un trop grand nombre de titres d’électeur.;Der Herrscher und alle im Rang niederen Vasallen (z. B. Grafen, wenn der Herrscher ein König ist) können einen Nachfolger aus ihren eigenen Reihen, den legitimen Kindern und den Geschwistern des Herrschers nominieren. Herzöge sind in König- und Kaiserreichen gültige Kurfürsten. Die Feudalwahl-Nachfolge ist bei den Vasallen äußerst beliebt, aber es gefällt ihnen nicht, wenn ihr Lehnsherr zu viele Kurfürstentitel bekleidet.;;El soberano y cada vasallo de rango inferior (por ejemplo, los duques si el soberano es un rey) pueden nominar a un sucesor entre ellos y conceder derechos a los hijos y hermanos del soberano. Los duques son electores válidos en reinos e imperios. La sucesión por elección es muy popular entre los vasallos, pero no estarán de acuerdo si su señor posee demasiados títulos de elección.;;;;;;;;;x;;
succ_elective_to_gavelkind;Vote on Gavelkind;Voter Partage Salique;Abstimmen über Erbteilung;;Votar por Partes iguales;;;;;;;;;x;;
succ_elective_to_gavelkind_desc;The titles of the ruler are divided among his children, with the oldest getting the primary title. If the ruler has no children who can inherit, the law defaults to Primogeniture. You get no Prestige penalty for having unlanded sons, and can have a §Y30%§! larger demesne. Gavelkind is a very popular law with everyone except the oldest child.;Les titres du Suzerain sont répartis entre ses enfants, l’aisné héritant du titre principal. Si le Suzerain n’a point d’enfants, la loi basée sur la primogéniture s’applique. Vous ne subissez nulle pénalité de prestige lorsque vous avez des fils sans terres, et pouvez posséder un Domaine §Y30%§! plus grand. La loi de partage salique est très appréciée de tous, sauf de l’aisné des enfants.;Die Titel des Herrschers werden unter seinen Kindern verteilt, wobei das älteste Kind den Primärtitel erhält. Hat der Herrscher keine Kinder, die seine Nachfolge antreten können, gilt das Senioratserbrecht. Ihr erleidet durch landlose Söhne keine Prestigeverluste, und Eure Domäne kann um §Y30%§! größer sein. Außer beim ältesten Kind ist Erbteilung ein bei jedermann sehr beliebtes Gesetz.;;Los títulos del gobernante se dividen entre sus hijos, siendo el mayor el que obtiene el título principal. Si el gobernante no tiene hijos que puedan heredar, la ley remite por defecto a la primogenitura. No pierdes prestigio por tener hijos sin tierras y tu heredad puede ser un §Y30%§! mayor. La sucesión a partes iguales es una ley muy aceptada por todos salvo por el hijo mayor.;;;;;;;;;x
