#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
# Plus Traits:
#
#
# Total: 164
##########################
decadent5_desc;Our dynasty's decadence has resulted in our right to rule being questioned by our vassals.;;Die Dekadenz unserer Dynastie hat dazu geführt, dass unser Recht zu herrschen von unseren Vasallen in Frage gestellt wird.;;;x
desert_father;Desert Father;;Wüstenvater;;;x
desert_father_desc;A wandering ascetic monk, he will eventually move on from your court to another.;;Ein wandernder asketischer Mönch, der irgendwann von eurem Hof zu einem anderen weiterziehen wird.;;;x
desert_mother;Desert Mother;;Wüstenmutter;;;x
desert_mother_desc;A wandering ascetic nun, she will eventually move on from your court to another.;;Eine umherziehende asketische Nonne, die irgendwann von eurem Hof zu einem anderen wechseln wird.;;;x
dishonorable1;Dishonorable;;Unehrenhaft;;;x
dishonorable1_desc;This character has a reputation for underhanded scheming.;;Dieser Charakter hat den Ruf, hinterhältige Intrigen zu spinnen.;;;x
dishonorable2;Dishonorable;;Unehrenhaft;;;x
dishonorable2_desc;This character has a reputation for underhanded scheming.;;Dieser Charakter steht im Ruf, hinterhältig zu intrigieren.;;;x
dishonorable3;Dishonorable;;Unehrenhaft;;;x
dishonorable3_desc;This character has a reputation for underhanded scheming.;;Dieser Charakter steht im Ruf, hinterhältig zu intrigieren.;;;x
dishonorable4;Dishonorable;;Unehrenhaft;;;x
dishonorable4_desc;This character has a reputation for underhanded scheming.;;Dieser Charakter hat den Ruf, hinterhältig zu intrigieren.;;;x
dishonorable5;Dishonorable;;Unehrenhaft;;;x
dishonorable5_desc;This character has a reputation for underhanded scheming.;;Dieser Charakter hat den Ruf, hinterhältig zu intrigieren.;;;x
dishonorable6;Dishonorable;;Unehrenhaft;;;x
dishonorable6_desc;This character has a reputation for underhanded scheming.;;Dieser Charakter steht im Ruf, hinterhältig zu intrigieren.;;;x
dishonorable7;Dishonorable;;Unehrenhaft;;;x
dishonorable7_desc;This character has a reputation for underhanded scheming.;;Dieser Charakter steht im Ruf, hinterhältig zu intrigieren.;;;x
dishonorable8;Dishonorable;;Unehrenhaft;;;x
dishonorable8_desc;This character has a reputation for underhanded scheming.;;Dieser Charakter steht im Ruf, hinterhältig zu intrigieren.;;;x
dishonorable9;Dishonorable;;Unehrenhaft;;;x
dishonorable9_desc;This character has a reputation for underhanded scheming.;;Dieser Charakter steht im Ruf, hinterhältig zu intrigieren.;;;x
dishonorable10;Dishonorable;;Unehrenhaft;;;x
dishonorable10_desc;This character has a reputation for underhanded scheming.;;Dieser Charakter steht im Ruf, hinterhältig zu intrigieren.;;;x
disinherited;Disinherited;;Disinherited;;;x
disinherited_desc;This character has been declared unfit to inherit their parent's titles.;;Dieser Charakter wurde für ungeeignet erklärt, die Titel seiner Eltern zu erben.;;;x
divine_blood;Divine Blood;;Göttliches Blut;;;x
divine_blood_desc;The blood of the Gods flows through the veins of this character's dynasty.;;Das Blut der Götter fließt durch die Adern der Dynastie dieses Charakters.;;;x
dyn_dishonorable1;Dynastic Stain;;Dynastischer Schandfleck;;;x
dyn_dishonorable1_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;Die Dynastie dieses Charakters ist berüchtigt für ihre Hinterhältigkeit, die andere dazu veranlasst, sie zu fürchten und ihr zu misstrauen.;;;x
dyn_dishonorable2;Dynastic Stain;;Dynastischer Schandfleck;;;x
dyn_dishonorable2_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;Die Dynastie dieses Charakters ist notorisch hinterhältig, was andere dazu veranlasst, sie zu fürchten und ihr zu misstrauen.;;;x
dyn_dishonorable3;Dynastic Stain;;Dynastischer Schandfleck;;;x
dyn_dishonorable3_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;Die Dynastie dieses Charakters ist notorisch hinterhältig, was andere dazu veranlasst, sie zu fürchten und ihr zu misstrauen.;;;x
dyn_dishonorable4;Dynastic Stain;;Dynastischer Schandfleck;;;x
dyn_dishonorable4_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;Die Dynastie dieses Charakters ist notorisch hinterhältig, was andere dazu veranlasst, sie zu fürchten und ihr zu misstrauen.;;;x
dyn_dishonorable5;Dynastic Stain;;Dynastischer Schandfleck;;;x
dyn_dishonorable5_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;Die Dynastie dieses Charakters ist notorisch hinterhältig, was andere dazu veranlasst, sie zu fürchten und ihr zu misstrauen.;;;x
dyn_dishonorable6;Dynastic Stain;;Dynastischer Schandfleck;;;x
dyn_dishonorable6_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;Die Dynastie dieses Charakters ist notorisch hinterhältig, was andere dazu veranlasst, sie zu fürchten und ihr zu misstrauen.;;;x
dyn_dishonorable7;Dynastic Stain;;Dynastischer Schandfleck;;;x
dyn_dishonorable7_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;Die Dynastie dieses Charakters ist notorisch hinterhältig, was andere dazu veranlasst, sie zu fürchten und ihr zu misstrauen.;;;x
dyn_dishonorable8;Dynastic Stain;;Dynastischer Schandfleck;;;x
dyn_dishonorable8_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;Die Dynastie dieses Charakters ist notorisch hinterhältig, was andere dazu veranlasst, sie zu fürchten und ihr zu misstrauen.;;;x
dyn_dishonorable9;Dynastic Stain;;Dynastischer Schandfleck;;;x
dyn_dishonorable9_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;Die Dynastie dieses Charakters ist notorisch hinterhältig, was andere dazu veranlasst, sie zu fürchten und ihr zu misstrauen.;;;x
dyn_dishonorable10;Dynastic Stain;;Dynastischer Schandfleck;;;x
dyn_dishonorable10_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;Die Dynastie dieses Charakters ist notorisch hinterhältig, was andere dazu veranlasst, sie zu fürchten und ihr zu misstrauen.;;;x
dynasty_decadence_low;Decadent Dynasty;;Dekadente Dynastie;;;x
dynasty_decadence_low_desc;This character's dynasty is seen as quite decadent within their realm.\n\n§YNOTE§!: This is affected solely by the number of living dynasty members with the Decadent trait within your realm, including those imprisoned. Those outside your realm have no effect upon it. Also note that, once the trait is acquired, it can take years for memories to fade even if the number of decadent dynasty members in your realm drops.\n;;Die Dynastie dieses Charakters wird innerhalb ihres Reiches als ziemlich dekadent angesehen: Dies wird ausschließlich durch die Anzahl der lebenden Dynastiemitglieder mit der Eigenschaft "dekadent" innerhalb deines Reiches beeinflusst, einschließlich derer, die inhaftiert sind. Diejenigen außerhalb deines Reiches haben keinen Einfluss darauf. Beachtet auch, dass es Jahre dauern kann, bis die Erinnerungen verblassen, selbst wenn die Zahl der dekadenten Dynastiemitglieder in eurem Reich sinkt.;;;x
dynasty_decadence_med;Very Decadent Dynasty;;Sehr dekadente Dynastie;;;x
dynasty_decadence_med_desc;This character's dynasty is seen as quite decadent within their realm.\n\n§YNOTE§!: This is affected solely by the number of living dynasty members with the Decadent trait within your realm, including those imprisoned. Those outside your realm have no effect upon it. Also note that, once the trait is acquired, it can take years for memories to fade even if the number of decadent dynasty members in your realm drops.\n;;Die Dynastie dieses Charakters wird in ihrem Reich als sehr dekadent angesehen.\n§YHINWEIS§! Dies wird ausschließlich durch die Anzahl der lebenden Dynastiemitglieder mit der Eigenschaft "dekadent" innerhalb deines Reiches beeinflusst, einschließlich derer, die in Gefangenschaft sind. Diejenigen außerhalb deines Reiches haben keinen Einfluss darauf. Beachtet auch, dass es Jahre dauern kann, bis die Erinnerungen verblassen, selbst wenn die Zahl der dekadenten Dynastiemitglieder in eurem Reich sinkt.;;;x
dynasty_decadence_high;Extremely Decadent Dynasty;;Äußerst dekadente Dynastie;;;x
dynasty_decadence_high_desc;This character's dynasty is seen as quite decadent within their realm.\n\n§YNOTE§!: This is affected solely by the number of living dynasty members with the Decadent trait within your realm, including those imprisoned. Those outside your realm have no effect upon it. Also note that, once the trait is acquired, it can take years for memories to fade even if the number of decadent dynasty members in your realm drops.\n;;Die Dynastie dieses Charakters wird in ihrem Reich als sehr dekadent angesehen.\n§YHINWEIS§! Dies hängt ausschließlich von der Anzahl der lebenden Dynastiemitglieder mit der Eigenschaft "dekadent" in deinem Reich ab, einschließlich derer, die inhaftiert sind. Diejenigen außerhalb deines Reiches haben keinen Einfluss darauf. Beachtet auch, dass es Jahre dauern kann, bis die Erinnerungen verblassen, selbst wenn die Zahl der dekadenten Dynastiemitglieder in eurem Reich sinkt.;;;x
egyptian_leader;Sandstrider;;;;;x
egyptian_leader_desc;This character is a master of desert terrain, lightning attacks leading troops in and out of combat quickly, and sieging enemy cities.;;;;;x
fertile;Fertile;;Fruchtbar;;;x
fertile_desc;This character has been blessed with a propensity for easily having children.;;Dieser Charakter ist mit einer Neigung gesegnet, leicht Kinder zu bekommen.;;;x
fian;Fennid;;Fennid;;;x
fian_desc;This character is a veteran of the Fianna.;;Dieser Charakter ist ein Veteran der Fianna.;;;x
gonorrhea;Gonorrhea;;Gonorrhoe;;;x
gonorrhea_death;of Gonorrhea;;von Gonorrhea;;;x
gonorrhea_desc;This character suffers from the painful venereal plague known as Gonorrhea.;;Dieser Charakter leidet an der schmerzhaften Geschlechtskrankheit Gonorrhoe.;;;x
greek_rites;Greek Rites;;Griechische Riten;;;x
greek_rites_desc;This [GetGirlWomanBoyMan] is versed in the Greek Rites of orthodoxy, and thus subscribes to the Greek interpretation of Christian dogma -- which vary substantially from the Latin.;;Dieser [GetGirlWomanBoyMan] ist in den griechischen Riten der Orthodoxie bewandert und hält sich daher an die griechische Auslegung des christlichen Dogmas - die sich erheblich von der lateinischen unterscheidet.;;;x
hajjaj_pagan;Hajajj;Hâjjî;Haddsch;;Hajj;x
hajjaj_pagan_desc;This [GetGirlWomanBoyMan] has made the Hajj - the pilgrimage to Mecca.;Ce personnage a fait le hajj, le pèlerinage La Mecque.;Dieser Charakter hat den Haddsch - die Pilgerfahrt nach Mekka vollzogen.;;Este personaje ha realizado el Hajj: la peregrinación a La Meca;x
head1;First Blood;;Erstes Blut;;;x
head1_desc;This character has defeated a valiant foe and taken his head as a trophy.;;Dieser Charakter hat einen tapferen Feind besiegt und seinen Kopf als Trophäe mitgenommen.;;;x
head2;Headhunter;;Kopfjäger;;;x
head2_desc;This character has a chest containing the heads of his most valiant foes.;;Dieser Charakter besitzt eine Truhe mit den Köpfen seiner tapfersten Feinde.;;;x
head3;Veteran Headhunter;;Veteranen-Kopfjäger;;;x
head3_desc;The walls of this character are lined with severed heads, trophies of his most glorious fights.;;Die Wände dieses Charakters sind mit abgetrennten Köpfen gesäumt, Trophäen seiner ruhmreichsten Kämpfe.;;;x
head4;Heroic Headhunter;;Heldenhafter Kopfjäger;;;x
head4_desc;The heads of heroes and generals are bloody tokens of this character's valiance in combat.;;Die Köpfe von Helden und Generälen sind blutige Zeichen für die Tapferkeit dieses Charakters im Kampf.;;;x
head5;Living Legend;;Lebende Legende;;;x
head5_desc;The life of this warrior is legendary, his exploits match those of the legendary warriors of old.;;Das Leben dieses Kriegers ist legendär, seine Heldentaten gleichen denen der legendären Krieger der Vergangenheit.;;;x
herbalist;Herbalist;;Kräuterkundiger;;;x
herbalist_desc;This character is well-versed in local herbs, plants, fungi, minerals, and more, and has the knowledge - handed down from generation to generation - on how best to combine these to produce powerful concoctions.;;Dieser Charakter kennt sich gut mit einheimischen Kräutern, Pflanzen, Pilzen, Mineralien und vielem mehr aus und weiß, wie man diese am besten kombiniert, um mächtige Mixturen herzustellen.;;;x
holy_crusader;Holy Warrior;;;;;x
holy_crusader_desc;This character is a veteran of the holy wars.;;;;;x
hurufi_diwan;Diwan Poet;;;;;x
hurufi_diwan_desc;This man is famous for the collection of Islamic poetry he has written.;;;;;x
hurufi_mystic_a;Hurufi Initiate;;;;;x
hurufi_mystic_a_desc;This man has begun to pierce the veil of hidden knowledge.;;;;;x
hurufi_mystic_b;Hurufi Adept;;;;;x
hurufi_mystic_b_desc;This man has discovered the hidden knowledge written in the Qur'an.;;;;;x
hurufi_mystic_c;Hurufi Master;;;;;x
hurufi_mystic_c_desc;This man is a master of the hidden Truth behind all things.;;;;;x
iconoclast_rites;Iconoclast Rites;;;;;x
iconoclast_rites_desc;This [GetGirlWomanBoyMan] believes all religious imagery to be idolatry, and thus seeks to destroy all of it, much to the dismay of [GetHerHis] religious brethren who disagree, but finding support from the Muslim world.;;;;;x
iconoclast_trait;Icon-Breaker;;;;;x
iconoclast_trait_desc;This character has a reputation for destroying the holy icons of the Christian faith.;;;;;x
immortal;Immortal;;Unsterblich;;;x
immortal_desc;This character appears to be immune to age and disease.;;Dieser Charakter scheint immun gegen Alter und Krankheit zu sein.;;;x
immortal2;Immortal;;Unsterblich;;;x
immortal2_desc;This character appears to be immune to age and disease.;;Dieser Charakter scheint immun gegen Alter und Krankheit zu sein.;;;x
imperial_bodyguards;Imperial Bodyguards;;Kaiserliche Leibwächter;;;x
imperial_bodyguards_desc;This character has a group of elite and exceptionally-trained bodyguards to keep them safe.;;Dieser Charakter verfügt über eine Gruppe elitärer und hervorragend ausgebildeter Leibwächter, die für seine Sicherheit sorgen.;;;x
imperial_bureaucrat;Imperial Bureaucrat;;Kaiserlicher Bürokrat;;;x
imperial_bureaucrat_desc;This character served for a time within the imperial bureaucracy, and is very proficient at numbers and the art of government.;;Dieser Charakter hat eine Zeit lang in der kaiserlichen Bürokratie gedient und ist sehr geschickt im Umgang mit Zahlen und der Kunst des Regierens.;;;x
imperial_courtier;Imperial Courtier;;Kaiserlicher Höfling;;;x
imperial_courtier_desc;This character has spent a great deal of time within the imperial court, and is proficient in navigating its many intrigues and shifting alliances.;;Dieser Charakter hat viel Zeit am kaiserlichen Hof verbracht und kennt sich mit den vielen Intrigen und wechselnden Allianzen aus.;;;x
imperial_guard;Imperial Guard;;Kaiserliche Garde;;;x
imperial_guard_desc;This character was trained among the ranks of the Imperial Guard, serving for a time as bodyguard to the rulers of the realm.;;Dieser Charakter wurde in den Reihen der kaiserlichen Garde ausgebildet und diente eine Zeit lang als Leibwächter der Herrscher des Reiches.;;;x
imposing;Imposing;;Beeindruckend;;;x
imposing_desc;Whether because of their physical stature or just their intense demeanor, this character has a commanding presence. To some, they are even terrifying at times.;;Ob aufgrund ihrer körperlichen Statur oder ihres intensiven Auftretens, dieser Charakter hat eine gebieterische Präsenz. Auf manche wirken sie sogar furchterregend.;;;x
infertile;Low Fertility;;Geringe Fruchtbarkeit;;;x
infertile_desc;The character has a much smaller chance of having children.;;Der Charakter hat eine sehr geringe Chance, Kinder zu bekommen.;;;x
koasasa_taus;Koasasa;;Koasasa;;;x
koasasa_taus_desc;This man is believed by the Yazidi to be a koasasa, or earthly reincarnation, of Melek Taus, the Peacock Angel and most revered of their faith.;;Die Jesiden halten diesen Mann für einen Koasasa oder eine irdische Reinkarnation von Melek Taus, dem Pfauenengel und dem meistverehrten Mann ihres Glaubens.;;;x
koasasa_israfel;Koasasa;;Koasasa;;;x
koasasa_israfel_desc;This man is believed by the Yazidi to be a koasasa, or earthly reincarnation, of Melek Israfel, the Burning Angel of the Trumpet.;;Dieser Mann wird von den Jesiden als Koasasa oder irdische Reinkarnation von Melek Israfel, dem brennenden Engel der Trompete, angesehen.;;;x
koasasa_azrael;Koasasa;;Koasasa;;;x
koasasa_azrael_desc;This man is believed by the Yazidi to be a koasasa, or earthly reincarnation, of Melek Azrael, the Angel of Death.;;Die Jesiden glauben, dass dieser Mann ein Koasasa oder eine irdische Reinkarnation von Melek Azrael, dem Engel des Todes, ist.;;;x
koasasa_mihael;Koasasa;;Koasasa;;;x
koasasa_mihael_desc;This man is believed by the Yazidi to be a koasasa, or earthly reincarnation, of Melek Mihael, the Commander of the Armies of God.;;Dieser Mann wird von den Jesiden für einen Koasasa oder eine irdische Reinkarnation von Melek Mihael, dem Befehlshaber der Armeen Gottes, gehalten.;;;x
koasasa_dardael;Koasasa;;Koasasa;;;x
koasasa_dardael_desc;This man is believed by the Yazidi to be a koasasa, or earthly reincarnation, of an angelic being by the name of Melek Dardael.;;Die Jesiden glauben, dass dieser Mann ein Koasasa oder eine irdische Reinkarnation eines Engels namens Melek Dardael ist.;;;x
koasasa_samael;Koasasa;;Koasasa;;;x
koasasa_samael_desc;This man is believed by the Yazidi to be a koasasa, or earthly reincarnation, of Melek Samael, the Accuser and Destroyer.;;Die Jesiden glauben, dass dieser Mann ein Koasasa oder eine irdische Reinkarnation von Melek Samael, dem Ankläger und Zerstörer, ist.;;;x
koasasa_nurael;Koasasa;;Koasasa;;;x
koasasa_nurael_desc;This man is believed by the Yazidi to be a koasasa, or earthly reincarnation, of an angelic being by the name of Melek Nurael.;;Die Jesiden glauben, dass dieser Mann ein Koasasa oder eine irdische Reinkarnation eines Engels namens Melek Nurael ist.;;;x
latin_rites;Latin Rites;;Lateinische Riten;;;x
latin_rites_desc;This [GetGirlWomanBoyMan] is versed in the Latin Rites of orthodoxy, and thus subscribes to the Latin interpretation of Christian dogma -- which vary substantially from the Greek.;;Dieser [GetGirlWomanBoyMan] ist in den lateinischen Riten der Orthodoxie bewandert und schließt sich somit der lateinischen Auslegung des christlichen Dogmas an, die sich erheblich von der griechischen unterscheidet.;;;x
lefthanded;Lefthanded;;Linkshänder;;;x
lefthanded_desc;This character is better at using their left hand than their right hand. It offers them many advantages when dealing with others, but it is viewed as impious by religious authorities.;;Dieser Charakter kann seine linke Hand besser gebrauchen als seine rechte Hand. Das bietet ihm viele Vorteile im Umgang mit anderen, wird aber von religiösen Autoritäten als pietätlos angesehen.;;;x
loremaster;Loremaster;;Loremaster;;;x
loremaster_desc;This character knows much about the history, mythology, geography, and spirituality relevant to his or her people.;;Dieser Charakter weiß viel über die Geschichte, Mythologie, Geographie und Spiritualität seines Volkes.;;;x
martial_lady;Martial Lady;;Kriegerische Dame;;;x
martial_lady_desc;This noblewoman does not hesitate to don her armor and engage in battle.;;Diese Adlige zögert nicht, ihre Rüstung anzulegen und in den Kampf zu ziehen.;;;x
martial_lady_tengri;Lady of Horse and Bow;;Dame mit Pferd und Bogen;;;x
martial_lady_tengri_desc;This character is as skilled a horsewoman and archer as any warrior.;;Diese Figur ist eine ebenso geschickte Reiterin und Bogenschützin wie jeder Krieger.;;;x
martial_lady_pagan;Warrior Woman;;Kriegerin;;;x
martial_lady_pagan_desc;This woman is a noted warrior, like the heroines of the epics!;;Diese Frau ist eine bekannte Kriegerin, wie die Heldinnen der Epen!;;;x
martyr;Martyr;;Märtyrer;;;x
martyr_desc;This character died a Christian martyr.;;Dieser Charakter starb als christlicher Märtyrer.;;;x
master_warrior;Formidable Fighter;;Furchtbarer Kämpfer;;;x
master_warrior_desc;This character is one of the greatest warriors in the world, favored by God and dreaded on the battlefield.;;Dieser Charakter ist einer der größten Kämpfer der Welt, von Gott begünstigt und auf dem Schlachtfeld gefürchtet.;;;x
melodious_voice;Silver Tongue;;Silberne Zunge;;;x
melodious_voice_desc;This character is said to have a pleasing voice, and can sing wonderfully. Somehow, when they talk, everyone simply listens.;;Diesem Charakter wird eine angenehme Stimme nachgesagt, und er kann wunderbar singen. Wenn er spricht, hört ihm irgendwie jeder zu.;;;x
messalian_master;Perfection;;Vollkommenheit;;;x
messalian_master_desc;This character has rid himself of all internal demons and is now considered 'Perfect', which means they now have license to indulge in any manner of behavior they wish and not be held morally accountable for it. They are considered teachers by other Messalians, who consider them more holy than priests.;;Dieser Charakter hat sich von allen inneren Dämonen befreit und gilt nun als "Vollkommen", was bedeutet, dass er sich nun jedes beliebige Verhalten erlauben kann, ohne dafür moralisch zur Rechenschaft gezogen zu werden. Sie werden von anderen Messalianern als Lehrer angesehen, die sie für heiliger als Priester halten.;;;x
minus_1_age;-1 Age;;-1 Alter;;;x
minus_1_age_desc;This will reduce your ruler's starting age by 1. It disappears once the game begins.;;Dies reduziert das Anfangsalter des Herrschers um 1. Es verschwindet, sobald das Spiel beginnt.;;;x
minus_2_age;-2 Age;;-2 Alter;;;x
minus_2_age_desc;This will reduce your ruler's starting age by 2. It disappears once the game begins.;;Verringert das Startalter des Herrschers um 2 und verschwindet, sobald das Spiel beginnt.;;;x
minus_4_age;-4 Age;;-4 Alter;;;x
