#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CB_NAME_HERETIC_UPRISING;[Title.Duchy.GetAdjective] [Actor.Religion.GetName] Uprising;Soulèvement [Actor.Religion.GetName];[Actor.Religion.GetName] Aufstand;;Alzamiento de [Actor.Religion.GetName];;;;;;;;;x
CB_NAME_ITALIAN_RECONQUEST;[Actor.Religion.GetName] Reconquest of [Title.GetBaseName];[Actor.Religion.GetName] Reconquête de [Title.GetBaseName] par des aventuriers;[Actor.Religion.GetName] Wiedereroberung von [Title.GetBaseName];;[Actor.Religion.GetName] Reconquista de [Title.GetBaseName];;;;;;;;;x
CB_NAME_LIBERATE_NOMAD;Conquer [Title.GetBaseName];Libérer [Title.GetBaseName];[Title.GetBaseName] befreien;;Liberar el [Title.GetBaseName] ;;;;;;;;;x
CB_NAME_RECONQUISTA;Reconquista of [Title.GetBaseName];Guerre Sainte pour [Title.GetName];Heiliger Krieg um [Title.GetBaseName];;Guerra Santa por [Title.GetBaseName];;;;;;;;;x
CB_NAME_RESTORE_PAPACY;Restore the Papacy;Restaurer la papauté;Das Papsttum wiederherstellen;;Restore the Papacy;;;;;;;;;x
CB_NAME_RESTOREBYZANTIUM;Restore Byzantium;Restaurer Byzance;Restore Byzantium;;Restore Byzantium;;;;;;;;;x
CB_NAME_TRIBAL_INVASION;Invasion of [Title.GetName];Invasion de [Title.GetName];Invasion von [Title.GetName];;Invasion of [Title.GetName];;;;;;;;;x
CB_NAME_TRUCE_NOTIFIER;Enforced Truce;Traité de paix forcé;Enforced Truce;;Enforced Truce;;;;;;;;;x
CB_NAME_VASSALIZE;Subjugation;Assujettissement;Unterjochung;;Subjugation;;;;;;;x
claim_on_liege_plot_desc;This Casus Belli can be used by §Y$CLAIMANT$§! to press the claim on the §Y$TITLE$§!;Ce casus belli peut être utilisé par le(la) §Y$CLAIMANT$§! pour appuyer sa revendication vis-à-vis de §Y$TITLE$§!;§Y$CLAIMANT$§! kann diesen Kriegsgrund benutzen, um den Anspruch auf den Titel §Y$TITLE$§! voranzutreiben;;Este Casus Belli puede ser usado por §Y$CLAIMANT$§! para instar la reclamación de §Y$TITLE$§!;;;;;;;;;x
coastal_city_republic_desc;As a Merchant Republic, §Y$CLAIMANT$§! can declare war to seize control of the coastal city of §Y$TITLE$§!.;As a Merchant Republic, §Y$CLAIMANT$§! can declare war to seize control of the coastal city of §Y$TITLE$§!.;As a Merchant Republic, §Y$CLAIMANT$§! can declare war to seize control of the coastal city of §Y$TITLE$§!.;;As a Merchant Republic, §Y$CLAIMANT$§! can declare war to seize control of the coastal city of §Y$TITLE$§!.;;;;;;;;;x
county_conquest_desc;We can conquer nearby counties without specific reasons.;Les païens peuvent conquérir les comtés frontaliers sans raison spécifique. Les païens nordiques peuvent aussi s’emparer de tout comté côtier.;Heiden können einzelne, angrenzende Länder ohne Grund erobern. Nordische Heiden können zudem jede Küstenregion einnehmen.;;Los Paganos pueden conquistar condados fronterizos únicos sin razones específicas. Los Paganos Nórdicos también pueden tomar cualquier condado costero.;;;;;;;;;x
CRUSADE_DESC_DRO_1;If the Crown of §Y$TITLE$§! is not held by a ruler of our faith, all gains will be handed over to the ruler who contributes the most to the war.;Si la Couronne de §Y$TITLE$§! n'est point portée par un souverain de votre foi, tous les gains seront remis au souverain ayant le plus contribué à la guerre.;Falls die Krone von §Y$TITLE$§! nicht von jemandem unseres Glaubens gehalten wird, gehen alle Gewinne an denjenigen, der das meiste zum Krieg beigetragen hat.;;If the Crown of §Y$TITLE$§! is not held by a ruler of our faith, all gains will be handed over to the ruler who contributes the most to the war.;;;;;;;;;x
CRUSADE_DESC_DRO_2;If the Crown of §Y$TITLE$§! is not held by a ruler of our faith, all gains will be handed over to the ruler who contributes the most to the war.;Si la Couronne de §Y$TITLE$§! n'est point portée par un souverain de votre foi, tous les gains seront remis au souverain ayant le plus contribué à la guerre.;Falls die Krone von §Y$TITLE$§! nicht von jemandem unseres Glaubens gehalten wird, gehen alle Gewinne an denjenigen, der das meiste zum Krieg beigetragen hat.;;If the Crown of §Y$TITLE$§! is not held by a ruler of our faith, all gains will be handed over to the ruler who contributes the most to the war.;;;;;;;;;x
crusade_war;Crusade;Croisade;Kreuzzug;;Crusade;;;;;;;x
crusade_war_desc;Defending against a Crusade allows us to call on more troops from our vassals.;Se défendre contre une croisade nous permet de faire appel à davantage de troupes de nos vassaulx.;Weil wir gegen einen Kreuzzug verteidigen, können wir mehr Truppen von unseren Vasallen aufrufen.;;Defending against a Crusade allows us to call on more troops from our vassals.;;;;;;x
decadence_revolt_desc;If the ruling dynasty's decadence grows too high, revolts amongst the pious members of their people may arise against them.;If the ruling dynasty's decadence grows too high, revolts amongst the pious members of their people may arise against them.;If the ruling dynasty's decadence grows too high, revolts amongst the pious members of their people may arise against them.;;If the ruling dynasty's decadence grows too high, revolts amongst the pious members of their people may arise against them.;;;;;;x
defensive_war;Defensive War;Guerre défensive;Verteidigungskrieg;;Defensive War;;;;;;;x
defensive_war_desc;As we are fighting a defensive war, our vassals are obligated to provide us with more troops than they otherwise would.;Lorsque nous nous battons dans une guerre défensive, nos vassaulx sont obligés de nous fournir plus de troupes qu'à l'accoutumée.;Da wir mit einem Verteidigungskrieg kämpfen, werden unsere Vasallen verpflichtet, uns mit mehr Truppen zu versorgen, als sie sonst würden.;;As we are fighting a defensive war, our vassals are obligated to provide us with more troops than they otherwise would.;;;;;;;x
dejure_barony_claim_holy_desc;The §Y$TITLE$§! is, de jure, a vassal of §Y$CLAIMANT$'s§!, which is cause enough for war.;Le §Y$TITLE$§! est, de Jure, un vassal de §Y$CLAIMANT$§!, ce qui constitue un motif de guerre suffisant.;§Y$TITLE$§! Ist ein de jure-Vasall von §Y$CLAIMANT$§! - Grund genug für einen Krieg.;;El §Y$TITLE$§! es, de iure, vasallo de §Y$CLAIMANT$§!, lo cual es motivo suficiente de guerra.;;;;;;;;;x
dejure_county_claim_holy_desc;The §Y$TITLE$§! is, de jure, a vassal of §Y$CLAIMANT$'s§!, which is cause enough for war.;Le §Y$TITLE$§! est, de Jure, un vassal de §Y$CLAIMANT$§!, ce qui constitue un motif de guerre suffisant.;§Y$TITLE$§! Ist ein de jure-Vasall von §Y$CLAIMANT$§! - Grund genug für einen Krieg.;;El §Y$TITLE$§! es, de iure, vasallo de §Y$CLAIMANT$§!, lo cual es motivo suficiente de guerra.;;;;;;;;;x
dejure_duchy_claim_desc;§Y$CLAIMANT$'s§! controls all county titles in §Y$TITLE$§!, which is cause enough for war.;§Y$CLAIMANT$§! Controsle tous les titres comtaux de §Y$TITLE$§!, ce qui est une raison suffisante pour faire la guerre.;§Y$CLAIMANT$§! kontrolliert alle Besitztümer in §Y$TITLE$§! - Grund genug für einen Krieg!;;§Y$CLAIMANT$'s§! controls all county titles in §Y$TITLE$§!, which is cause enough for war.;;;;;;;;;x
dejure_duchy_claim_holy_desc;§Y$CLAIMANT$'s§! controls all county titles in §Y$TITLE$§!, which is cause enough for war.;§Y$CLAIMANT$§! Controsle tous les titres comtaux de §Y$TITLE$§!, ce qui est une raison suffisante pour faire la guerre.;§Y$CLAIMANT$§! kontrolliert alle Besitztümer in §Y$TITLE$§! - Grund genug für einen Krieg!;;§Y$CLAIMANT$'s§! controls all county titles in §Y$TITLE$§!, which is cause enough for war.;;;;;;;;;x
DEPOSE_ANTIPOPE;Remove the Antipope;Abandonner l'Antipape;Aufgeben den Gegenpast;;Renunciar al Antipapa;;;;;;;;;,
depose_antipope_desc;We can force them to abandon their Antipope;Nous pouvons les contraindre à abandonner leur Antipape;Wir können sie zwingen, ihre Gegenpaspt aufgeben;;Podemos obligarlos a abandonar su Antipapa;;;;;;;;;
depose_liege_desc;§Y$CLAIMANT$§! can attempt to depose §Y$TARGET$§!.;§Y$CLAIMANT$§! peult tenter de renverser §Y$TARGET$§!.;§Y$CLAIMANT$§! kann versuchen, §Y$TARGET$§! abzusetzen.;;§Y$CLAIMANT$§! puede intentar destituir a §Y$TARGET$§!.;;;;;;;;;x
duchy_conquest_desc;We can conquer provinces of the same faith at the cost of some Piety.;Nous pouvons conquérir des provinces de la mesme foi que la nostre mais il nous en coustera de la piété.;We can conquer provinces of the same faith at the cost of some Piety.;;We can conquer provinces of the same faith at the cost of some Piety.;;;;;;;;;x
force_vassalized;Oath of Fealty;Serment de fidélité;Eid der Lehenstreue;;Oath of Fealty;;;;;;;x
free_family_cb_desc;This character has imprisoned family members;Ce personnage a des membres de sa famille emprisonnés.;;;;;;;;;;;;,
holy_war_desc;§Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by the infidel, §Y$TARGET$§!, within the de jure §Y$TITLE$§!. Deus Vult!;Le(La) §Y$CLAIMANT$§! peult utiliser ce casus belli pour s’emparer de tous les titres que possède l’infidèle §Y$TARGET$§! au sein du(de la) §Y$TITLE$§! de jure. Deus Vult !;§Y$CLAIMANT$§! kann diesen Kriegsgrund zur Konfiszierung aller Titel benutzen, die das ungläubige Ziel, §Y$TARGET$§!, unter dem de jure-Titel §Y$TITLE$§! bekleidet. Deus Vult!;;§Y$CLAIMANT$§! puede usar este Casus Belli para apoderarse de todos los títulos que posee el infiel, §Y$TARGET$§!, dentro del §Y$TITLE$§! de iure. ¡Deus Vult!;;;;;;;;;x
invasion_desc;§Y$CLAIMANT$§! has been granted the right to invade the §Y$TITLE$§!. If successful, all titles owned by §Y$TARGET$§! within the de jure §Y$TITLE$§! will be usurped and a strong claim will be granted to all occupied titles within the de jure §Y$TITLE$§!.;§Y$CLAIMANT$§! has been granted the right to invade the §Y$TITLE$§!. If successful, all titles owned by §Y$TARGET$§! within the de jure §Y$TITLE$§! will be usurped and a strong claim will be granted to all occupied titles within the de jure §Y$TITLE$§!.;§Y$CLAIMANT$§! has been granted the right to invade the §Y$TITLE$§!. If successful, all titles owned by §Y$TARGET$§! within the de jure §Y$TITLE$§! will be usurped and a strong claim will be granted to all occupied titles within the de jure §Y$TITLE$§!.;;§Y$CLAIMANT$§! has been granted the right to invade the §Y$TITLE$§!. If successful, all titles owned by §Y$TARGET$§! within the de jure §Y$TITLE$§! will be usurped and a strong claim will be granted to all occupied titles within the de jure §Y$TITLE$§!.;;;;;;;;;x
jihad_desc;§Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by the infidel, §Y$TARGET$§!, within the de jure §Y$TITLE$§!.;Le(la) §Y$CLAIMANT$§! peult utiliser ce casus belli pour s’emparer de tous les titres que possède l’infidèle §Y$TARGET$§! au sein du(de la) §Y$TITLE$§! de Jure.;§Y$CLAIMANT$§! kann diesen Kriegsgrund dazu benutzen, dem ungläubigen Ziel, §Y$TARGET$§!, sämtliche Titel unter dem de jure-Titel §Y$TITLE$§! abzunehmen.;;§Y$CLAIMANT$§! puede usar este Casus Belli para apoderarse de todos los títulos que posee el infiel, §Y$TARGET$§!, dentro del §Y$TITLE$§! de iure.;;;;;;;;;x
magyar_invasion_desc;This is a once-only invasion of the Carpathia region, moving all your lands to whatever portion of Carpathia is held by §Y$TARGET$§!.;This is a once-only invasion of the Carpathia region, moving all your lands to whatever portion of Carpathia is held by §Y$TARGET$§!.;This is a once-only invasion of the Carpathia region, moving all your lands to whatever portion of Carpathia is held by §Y$TARGET$§!.;;This is a once-only invasion of the Carpathia region, moving all your lands to whatever portion of Carpathia is held by §Y$TARGET$§!.;;;;;;;;;;;;,
other_claim_desc;This Casus Belli can be used by §Y$PRESSER$§! to press §Y$CLAIMANT$'s§! claim on the §Y$TITLE$§!.\n\n§Y$CLAIMANT$§! will become your vassal if one of the following conditions are true:\n- §Y$PRESSER$§! and §Y$CLAIMANT$§! are of the same dynasty.\n- §Y$TITLE$§! is a lower rank than §Y$CLAIMANT$§!'s primary title.\n- §Y$PRESSER$§! is de jure liege of §Y$TITLE$§!.;Ce casus belli peult estre utilisé par le(la) §Y$PRESSER$§! pour appuyer la revendication de §Y$CLAIMANT$§! vis-à-vis du(de la) §Y$TITLE$§!\n\n§Y$CLAIMANT$§! deviendra votre vassal si une des conditions suivantes est réunie :\n- §Y$PRESSER$§! et §Y$CLAIMANT$§! font partie de la mesme dynastie.\n- §Y$TITLE$§! est un rang plus bas que le titre principal de §Y$CLAIMANT$§!.\n- §Y$PRESSER$§! est le souverain de jure de §Y$TITLE$§!.;This Casus Belli can be used by §Y$PRESSER$§! to press §Y$CLAIMANT$'s§! claim on the §Y$TITLE$§!.\n\n§Y$CLAIMANT$§! will become your vassal if one of the following conditions are true:\n- §Y$PRESSER$§! and §Y$CLAIMANT$§! are of the same dynasty.\n- §Y$TITLE$§! is a lower rank than §Y$CLAIMANT$§!'s primary title.\n- §Y$PRESSER$§! is de jure liege of §Y$TITLE$§!.;;This Casus Belli can be used by §Y$PRESSER$§! to press §Y$CLAIMANT$'s§! claim on the §Y$TITLE$§!.\n\n§Y$CLAIMANT$§! will become your vassal if one of the following conditions are true:\n- §Y$PRESSER$§! and §Y$CLAIMANT$§! are of the same dynasty.\n- §Y$TITLE$§! is a lower rank than §Y$CLAIMANT$§!'s primary title.\n- §Y$PRESSER$§! is de jure liege of §Y$TITLE$§!.;;;;;;;;;x
other_claim_on_liege_plot_desc;This Casus Belli can be used by §Y$PRESSER$§! to press §Y$CLAIMANT$'s§! claim on the §Y$TITLE$§!;Ce casus belli peut être utilisé par le(la) §Y$PRESSER$§! pour appuyer la revendication de §Y$CLAIMANT$§! vis-à-vis du(de la) §Y$TITLE$§!;§Y$PRESSER$§! kann diesen Kriegsgrund benutzen, um §Y$CLAIMANT$s§! Anspruch auf den Titel §Y$TITLE$§! voranzutreiben;;Este Casus Belli puede ser usado por §Y$PRESSER$§! para instar la reclamación de §Y$CLAIMANT$§! de §Y$TITLE$§!;;;;;;;;;x
other_dejure_barony_claim_holy_desc;The §Y$TITLE$§! is, de jure, a vassal of §Y$CLAIMANT$'s§!, which is cause enough for war.;Le §Y$TITLE$§! est, de jure, un vassal de §Y$CLAIMANT$§!, ce qui est suffisant pour déclencher une guerre.;Der §Y$TITLE$§! ist - von Rechts wegen - ein Vasall von §Y$CLAIMANT$'s§!, was Grund genug für einen Krieg ist.;;El §Y$TITLE$§! es, de iure, un vasallo de §Y$CLAIMANT$§!, lo que es motivo suficiente para una guerra.;;;;;;;;;x
other_dejure_county_claim_holy_desc;The §Y$TITLE$§! is, de jure, a vassal of §Y$CLAIMANT$'s§!, which is cause enough for war.;Le §Y$TITLE$§! est, de jure, un vassal de §Y$CLAIMANT$§!, ce qui est suffisant pour déclencher une guerre.;Der §Y$TITLE$§! ist - von Rechts wegen - ein Vasall von §Y$CLAIMANT$'s§!, was Grund genug für einen Krieg ist. ;;El §Y$TITLE$§! es, de iure, un vasallo de §Y$CLAIMANT$§!, lo que es motivo suficiente para una guerra.;;;;;;;;;x
pagan_subjugation_desc;Pagans are allowed to subjugate other pagan rulers which are part of their capital's de jure kingdom. They can only do this once in their lifetime, unless they also have the Become a King ambition. Free men are always willing to follow the mightiest ruler...;Pagans are allowed to subjugate other pagan rulers which are part of their capital's de jure kingdom. They can only do this once in their lifetime, unless they also have the Become a King ambition. Free men are always willing to follow the mightiest ruler...;Pagans are allowed to subjugate other pagan rulers which are part of their capital's de jure kingdom. They can only do this once in their lifetime, unless they also have the Become a King ambition. Free men are always willing to follow the mightiest ruler...;;Pagans are allowed to subjugate other pagan rulers which are part of their capital's de jure kingdom. They can only do this once in their lifetime, unless they also have the Become a King ambition. Free men are always willing to follow the mightiest ruler...;;;;;;;;;x
reconquista_cb_desc;§Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by the infidel, §Y$TARGET$§!, within the de jure §Y$TITLE$§!. Deus Vult!;Le(La) §Y$CLAIMANT$§! peult utiliser ce casus belli pour s’emparer de tous les titres que possède l’infidèle §Y$TARGET$§! au sein du(de la) §Y$TITLE$§! de jure. Deus Vult !;§Y$CLAIMANT$§! kann diesen Kriegsgrund zur Konfiszierung aller Titel benutzen, die das ungläubige Ziel, §Y$TARGET$§!, unter dem de jure-Titel §Y$TITLE$§! bekleidet. Deus Vult!;;§Y$CLAIMANT$§! puede usar este Casus Belli para apoderarse de todos los títulos que posee el infiel, §Y$TARGET$§!, dentro del §Y$TITLE$§! de iure. ¡Deus Vult!;;;;;;;;;x
tribal_invasion_desc;Tribes do not bother with just causes - might makes right!;Les tribus font fi des causes justes, elles règnent par la force !;Stämme kümmern gerechte Sachen nicht - es gilt das Recht des Stärkeren!;;Las tribus no pierden el tiempo con causas justas. ¡Es el poderoso quien determina lo que es justo!;;;;;;;;;x
shattered_realm_county_conquest;County Conquest;County Conquest;County Conquest;;County Conquest;;;;;;;x
shattered_realm_county_conquest_desc;We can conquer nearby counties without specific reasons.;Les païens peuvent conquérir les comtés frontaliers sans raison spécifique. Les païens nordiques peuvent aussi s’emparer de tout comté côtier.;Heiden können einzelne, angrenzende Länder ohne Grund erobern. Nordische Heiden können zudem jede Küstenregion einnehmen.;;Los Paganos pueden conquistar condados fronterizos únicos sin razones específicas. Los Paganos Nórdicos también pueden tomar cualquier condado costero.;;;;;;;;;x 
WAR_ITALIAN_RECONQUEST;[Actor.GetTitledFirstName]'s Reconquest of $OTHER_TITLE$;Reconqueste de $OTHER_TITLE$ par [Actor.GetTitledFirstName];[Actor.GetTitledFirstName]s Wiedereroberung von $OTHER_TITLE$;;Reconquista de [Actor.GetTitledFirstName] de $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_BYZANTINE_VASSALIZE;$ORDER$$FIRST_ADJ$ War to Subjugate $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ War to Subjugate $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ War to Subjugate $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$ War to Subjugate $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_CAROLINGIAN;$ORDER$$FIRST_ADJ$ Carolingian Reconquest of $OTHER_TITLE$;Reconquête impériale $ORDER$$FIRST_ADJ$ de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Kaiserliche Rückeroberung von $OTHER_TITLE$;;$ORDER$ Reconquista imperial de $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_COASTAL_CITY_REPUBLIC;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ War for the City of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Guerre pour le Bourg de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ War for the City of $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ War for the City of $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_COASTAL_REPUBLIC;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ War for the Coast of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Guerre pour la Coste de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Krieg um die Stadt von $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ se enfrentan por la ciudad de $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_CONTESTEDCLAIM;Contest [Title.GetName];Contester [Title.GetName];;;;;;;;;;;;x
WAR_NAME_CRUSADE;$ORDER$$FIRST_ADJ$ $HOLY_WAR$ for $OTHER_TITLE$;$ORDER$$HOLY_WAR$ $FIRST_ADJ$ pour $OTHER_TITLE$;$ORDER$$FIRST_ADJ$er $HOLY_WAR$ um $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$ $HOLY_WAR$ por $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_DECADENCE_UPRISING;$ORDER$$SECOND_ADJ$ Decadence Revolt;Révolte de $ORDER$$SECOND_ADJ$ de Décadence;$ORDER$$SECOND_ADJ$ Dekadenz Aufstand;;Revuelta $ORDER$$SECOND_ADJ$ Decadencia;;;;;;;;;x
WAR_NAME_DEPOSE_ANTIPOPE;$ORDER$$FIRST$ War for Religious Unity;$ORDER$ Guerre $FIRST$ pour l'Unité Religieuse;$ORDER$$FIRST$ Krieg für religiöse Einheit;;$ORDER$ Guerra $FIRST$ por la Unidad Religiosa;;;;;;;;;x
WAR_NAME_FREE_FAMILY;$ORDER$$FIRST_ADJ$ Liberation War of [Actor.GetOnlyDynastyName] Family Members;$ORDER$$FIRST_ADJ$ Guerre de Libération de [Actor.GetOnlyDynastyName] Membres de Famille;$ORDER$$FIRST_ADJ$ Liberation War of [Actor.GetOnlyDynastyName] Family Members;;$ORDER$$FIRST_ADJ$ Liberation War of [Actor.GetOnlyDynastyName] Family Members;;;;;;;;;x
WAR_NAME_HELLENIC_LIBERATION;$ORDER$$FIRST_ADJ$ Liberation of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Libération de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Liberation of $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$ Liberation of $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_HERETIC_UPRISING;$ORDER$ [Title.Duchy.GetAdjective] [Actor.Religion.GetName] Revolt;Révolte de $ORDER$$SECOND_ADJ$ de [Actor.Religion.GetName] ;$ORDER$$SECOND_ADJ$ [Actor.Religion.GetName] Aufstand;;Revuelta $ORDER$$SECOND_ADJ$ [Actor.Religion.GetName];;;;;;;;;x
WAR_NAME_INDEPENDENCE;$ORDER$War of Independence from $DEFENDER$;$ORDER$ Guerre d'Indépendance de $DEFENDER$;$ORDER$Unabhängigkeitskrieg von $DEFENDER$;;$ORDER$War of Independence from $DEFENDER$;;;;;;;;;x
WAR_NAME_LIBERATE_NOMAD;$ORDER$$FIRST_ADJ$ Conquest of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ libération du (de la) $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Befreiung von $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$ liberación de $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_OTHER_PRETENDER;$ORDER$$FIRST_ADJ$ War to Install $CLAIMANT$ in $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Guerre pour introniser $CLAIMANT$ en tant que $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Krieg um $CLAIMANT$ in $OTHER_TITLE$ einzusetzen.;;$ORDER$$FIRST_ADJ$ War to Install $CLAIMANT$ in $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_PRETENDER;$ORDER$$FIRST_ADJ$ War for the Throne of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Guerre pour le Trosne de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Krieg für den Thron von $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$ War for the Throne of $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_RECONQUISTA;$ORDER$$FIRST_ADJ$ Reconquista of $OTHER_TITLE$;$ORDER$ Guerre Sainte $FIRST_ADJ$ pour : $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Heiliger Krieg um $OTHER_TITLE$;;$ORDER$ Guerra Santa $FIRST_ADJ$ por $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_RESTORE_PAPACY;$ORDER$$FIRST_ADJ$ War to Restore the Papacy;$ORDER$$FIRST_ADJ$ Guerre pour restaurer la Papauté;$ORDER$$FIRST_ADJ$er Krieg zur Wiederherstellung des Papsttums;;$ORDER$$FIRST_ADJ$ War to Restore the Papacy;;;;;;;;;x
WAR_NAME_RESTOREBYZANTIUM;$ORDER$$FIRST_ADJ$ War to Restore the Byzantine Empire;$ORDER$$FIRST_ADJ$ Guerre de Restauration de l'Empire Byzantin;$ORDER$$FIRST_ADJ$ War to Restore the Byzantine Empire;;$ORDER$$FIRST_ADJ$ War to Restore the Byzantine Empire;;;;;;;;;x
