tp_sacred_paths_desc;Sacred roads leading to the local shrine.;x
tp_school;School;x
tp_school_desc;A humble school were priests read scriptures dedicated to their religion.;x
tp_stalls;Stalls;x
tp_stalls_desc;Stalls used to store the local knight's mounts.;x
tp_stone_wall;Stone Walls;x
tp_stone_wall_desc;A tall stone wall which surrounds the local temple.;x
tp_tillage;Tillage;x
tp_tillage_desc;Fertilized soil used for agriculture.;x
tp_winery;Winery;x
tp_winery_desc;A building used to make and store wine.;x
tr_bank;Bank;x
tr_bank_desc;An immense bank combined with an impenetrable fort.;x
tr_camp;Camp;x
tr_camp_desc;A camp deeply entrenched in the local forest which is used to hunt animals for their pelts.;x
tr_custom_house;Customs House;x
tr_custom_house_desc;Visitors coming via sea are required to pass by this house before being allowed inside.;x
tr_depot;Depot;x
tr_depot_desc;A building were cargo is stored at.;x
tr_farm;Farm;x
tr_farm_desc;A farm specializing in the cultivation of exotic fruits.;x
tr_fishery;Fishery;x
tr_fishery_desc;A building used to clean fish.;x
tr_guild_enclave;Guild Enclave;x
tr_guild_enclave_desc;A building housing the local ruling burghers.;x
tr_guild_garrison;Guild Garrison;x
tr_guild_garrison_desc;Retinues hired by the local ruling burghers to protect the trade post.;x
tr_lumber_mill;Lumber Mill;x
tr_lumber_mill_desc;A lumber mill deeply entrenched in the local forest which is used to collect wood.;x
tr_mercenary_garrison;Mercenary Garrison;x
tr_mercenary_garrison_desc;Mercenaries hired by the local ruling burghers to protect the trade post.;x
tr_mine;Mine;x
tr_mine_desc;A mine located on the nearby hill utilized for the collection of stone.;x
tr_pasture;Pasture;x
tr_pasture_desc;A pasture specializing in the collection of wool.;x
tr_paved_roads;Paved Roads;x
tr_paved_roads_desc;Paved roads which facilitate trade between settlements.;x
tr_plantation;Plantation;x
tr_plantation_desc;A plantation deeply entrenched in the local forest specializing in the culitvation of exotic luxuries.;x
tr_quarry;Quarry;x
tr_quarry_desc;A quarry located on the nearby hill utilized for the collection of marble.;x
tr_realm_garrison;Realm Garrison;x
tr_realm_garrison_desc;Retinues hired by the realm's lord to protect the trade post.;x
tr_smuggler_cove;Smuggler's Cove;x
tr_smuggler_cove_desc;A hidden cavern utilized in the smuggling of illegal goods.;x
tr_toll_booth;Toll Booth;x
tr_toll_booth_desc;A toll booth located in the intersection of the nearby road.;x
tr_trade_office;Trade Office;x
tr_trade_office_desc;A trade office were merchants can exchange goods before continuing on their journey.;x
tr_trade_port;Trade Port;x
tr_trade_port_desc;A port utilized exclusevely for trade.;x
ca_culture_coptic_1;Small Helthoi Training Grounds;Small Helthoi Training Grounds;Small Helthoi Training Grounds;;Small Helthoi Training Grounds;;;;;;;;;x
ca_culture_coptic_2;Helthoi Training Grounds;Helthoi Training Grounds;Helthoi Training Grounds;;Helthoi Training Grounds;;;;;;;;;x
ca_culture_coptic_3;Medium Helthoi Training Grounds;Medium Helthoi Training Grounds;Medium Helthoi Training Grounds;;Medium Helthoi Training Grounds;;;;;;;;;x
ca_culture_coptic_4;Large Helthoi Training Grounds;Large Helthoi Training Grounds;Large Helthoi Training Grounds;;Large Helthoi Training Grounds;;;;;;;;;x
ca_culture_coptic_desc;The fearsome Helthoi (Coptic for 'fierce lions') train here. These ferocious warriors are heavily armored and are best at defensive combat.;The fearsome Helthoi (Coptic for 'fierce lions') train here. These ferocious warriors are heavily armored and are best at defensive combat.;The fearsome Helthoi (Coptic for 'fierce lions') train here. These ferocious warriors are heavily armored and are best at defensive combat.;;The fearsome Helthoi (Coptic for 'fierce lions') train here. These ferocious warriors are heavily armored and are best at defensive combat.;;;;;;;;;x
ca_culture_coptic_1_desc;The fearsome Helthoi (Coptic for 'fierce lions') train here. These ferocious warriors are heavily armored and have proven themselves against overwhelming odds time and time again.;The fearsome Helthoi (Coptic for 'fierce lions') train here. These ferocious warriors are heavily armored and have proven themselves against overwhelming odds time and time again.;The fearsome Helthoi (Coptic for 'fierce lions') train here. These ferocious warriors are heavily armored and have proven themselves against overwhelming odds time and time again.;;The fearsome Helthoi (Coptic for 'fierce lions') train here. These ferocious warriors are heavily armored and have proven themselves against overwhelming odds time and time again.;;;;;;;;;x
ca_culture_crusader_1;Sporadic Western Reinforcement Caravans;Petite piste d'entraînement pour chameaux;Kleines Kamel-Reitgelände;;Pequeño campo de monta de camellosx;;;;;;;;;x
ca_culture_crusader_2;Small Western Reinforcment Caravans;Piste d'entraînement pour chameaux;Kamel-Reitgelände;;Campo de monta de camellosx;;;;;;;;;x
ca_culture_crusader_3;Western Reinforcement Caravans;Grande piste d'entraînement pour chameaux;Großes Kamel-Reitgelände;;Gran campo de monta de camellosx;;;;;;;;;x
ca_culture_crusader_4;Large Western Reinforcement Caravans;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellosx;;;;;;;;;x
ca_culture_crusader_5;Massive Western Reinforcement Caravans;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellosx;;;;;;;;;x
ca_culture_eastern_heavy_cav_1;Small Anatolian Cavalry Drilling Ground;Petit terrain d'exercice des Éthiopiens;Kleines Äthiopier-Reitgelände;;Pequeño campo de ejercicio etíopex;;;;;;;;;x
ca_culture_eastern_heavy_cav_2;Anatolian Cavalry Drilling Ground;Terrain d'exercice des Éthiopiens;Äthiopier-Reitgelände;;Campo de ejercicio etíopex;;;;;;;;;x
ca_culture_eastern_heavy_cav_3;Medium Anatolian Cavalry Drilling Ground;Grand terrain d'exercice des Éthiopiens;Großes Äthiopier-Reitgelände;;Gran campo de ejercicio etíopex;;;;;;;;;x
ca_culture_eastern_heavy_cav_4;Large Anatolian Cavalry Drilling Ground;Très grand terrain d'exercice des Éthiopiens;Sehr großes Äthiopier-Reitgelände;;Enorme campo de ejercicio etíopex;;;;;;;;;x
ca_culture_eastern_heavy_cav_5;Great Anatolian Cavalry Drilling Ground;Très grand terrain d'exercice des Éthiopiens;Sehr großes Äthiopier-Reitgelände;;Enorme campo de ejercicio etíopex;;;;;;;;;x
ca_culture_egyptian_arabic_1;Small Mameluke Parade Square;Petite piste d'entraînement pour chameaux;Kleines Kamel-Reitgelände;;Pequeño campo de monta de camellos;;;;;;;;;x
ca_culture_egyptian_arabic_2;Mameluke Parade Square;Piste d'entraînement pour chameaux;Kamel-Reitgelände;;Campo de monta de camellos;;;;;;;;;x
ca_culture_egyptian_arabic_3;Medium Mameluke Parade Square;Grande piste d'entraînement pour chameaux;Großes Kamel-Reitgelände;;Gran campo de monta de camellos;;;;;;;;;x
ca_culture_egyptian_arabic_4;Large Mameluke Parade Square;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellos;;;;;;;;;x
ca_culture_egyptian_arabic_5;Great Mameluke Parade Square;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellos;;;;;;;;;x
ca_culture_ethiopian_1;Small Ethiopian Drilling Grounds;Petit terrain d'exercice des Éthiopiens;Kleines Äthiopier-Reitgelände;;Pequeño campo de ejercicio etíopex;;;;;;;;;x
ca_culture_ethiopian_2;Ethiopian Drilling Grounds;Terrain d'exercice des Éthiopiens;Äthiopier-Reitgelände;;Campo de ejercicio etíopex;;;;;;;;;x
ca_culture_ethiopian_3;Medium Ethiopian Drilling Grounds;Grand terrain d'exercice des Éthiopiens;Großes Äthiopier-Reitgelände;;Gran campo de ejercicio etíopex;;;;;;;;;x
ca_culture_ethiopian_4;Large Ethiopian Drilling Grounds;Très grand terrain d'exercice des Éthiopiens;Sehr großes Äthiopier-Reitgelände;;Enorme campo de ejercicio etíopex;;;;;;;;;x
ca_culture_ethiopian_5;Great Ethiopian Drilling Grounds;Très grand terrain d'exercice des Éthiopiens;Sehr großes Äthiopier-Reitgelände;;Enorme campo de ejercicio etíopex;;;;;;;;;x
ca_culture_frank_norman_german_1;Squire Lists;Lices des écuyers;Knappenlisten;;Listas de escuderosx;;;;;;;;;x
ca_culture_frank_norman_german_2;Knight Lists;Lice des cavaliers;Ritterlisten;;Listas de caballerosx;;;;;;;;;x
ca_culture_frank_norman_german_3;Chevalier Lists;Lice des chevaliers;Chevalier-Listen;;Listas de caballerosx;;;;;;;;;x
ca_culture_frank_norman_german_4;Jousting Lists;Lice de joutes;Turnierlisten;;Listas de justasx;;;;;;;;;x
ca_culture_frank_norman_german_5;Large Jousting Lists;Lice de joutes;Turnierlisten;;Listas de justasx;;;;;;;;;x
ca_culture_group_altaic_1;Small Riding Grounds;Petit camp équestre;Kleines Reitgelände;;Zona de equitación pequeñax;;;;;;;;;x
ca_culture_group_altaic_2;Riding Grounds;Camp équestre;Mittleres Reitgelände;;Zona de equitación medianax;;;;;;;;;x
ca_culture_group_altaic_3;Medium Riding Grounds;Grand camp équestre;Großes Reitgelände;;Zona de equitación grandex;;;;;;;;;x
ca_culture_group_altaic_4;Large Riding Grounds;Grande chevauchée;Riesiges Reitgelände;;Zona de equitación muy grandex;;;;;;;;;x
ca_culture_group_altaic_5;Great Riding Grounds;Grande chevauchée;Riesiges Reitgelände;;Zona de equitación muy grandex;;;;;;;;;x
ca_culture_group_arabic_1;Small Bedouin Cavalry Riding Ground;Petite piste d'entraînement pour chameaux;Kleines Kamel-Reitgelände;;Pequeño campo de monta de camellos;;;;;;;;;x
ca_culture_group_arabic_2;Bedouin Cavalry Riding Ground;Piste d'entraînement pour chameaux;Kamel-Reitgelände;;Campo de monta de camellos;;;;;;;;;x
ca_culture_group_arabic_3;Medium Bedouin Cavalry Riding Ground;Grande piste d'entraînement pour chameaux;Großes Kamel-Reitgelände;;Gran campo de monta de camellos;;;;;;;;;x
ca_culture_group_arabic_4;Large Bedouin Cavalry Riding Ground;Très grand centre équestre;Riesiges Reitgelände;;Zona de equitación muy grande;;;;;;;;;x
ca_culture_group_arabic_5;Great Bedouin Cavalry Riding Ground;Très grande piste d'entraînement pour chameaux;Sehr großes Kamel-Reitgelände;;Enorme campo de monta de camellos;;;;;;;;;x
ca_culture_group_baltic_0;Warrior Cult;Culte guerrier;Kriegerkult;;Culto guerrero;;;;;;;;;x
ca_culture_group_baltic_1;Small Warrior Gathering Ground;Lieu de réunion de guerriers;Kleiner Krieger-Sammelplatz;;Zona de reunión de guerreros pequeña;;;;;;;;;x
ca_culture_group_baltic_2;Warrior Gathering Ground;Lieu de rassemblement de guerriers;Krieger-Sammelplatz;;Zona de reunión de guerreros;;;;;;;;;x
ca_culture_group_baltic_3;Medium Warrior Gathering Ground;Assemblée de guerriers;Mittlerer Krieger-Sammelplatz;;Zona de reunión de guerreros mediana;;;;;;;;;x
ca_culture_group_baltic_4;Large Warrior Gathering Ground;Grande assemblée de guerriers;Großer Krieger-Sammelplatz;;Zona de reunión de guerreros grande;;;;;;;;;x
ca_culture_group_baltic_5;Great Warrior Gathering Ground;Grande assemblée de guerriers;Großer Krieger-Sammelplatz;;Zona de reunión de guerreros grande;;;;;;;;;x
ca_culture_group_byzantine_1;Small Cataphract Training Ground;Petit terrain d'entraînement des cataphractaires;Kleines Kataphrakt-Reitgelände;;Pequeño campo de entrenamiento de Catafractax;;;;;;;;;x
ca_culture_group_byzantine_2;Cataphract Training Ground;Terrain d'entraînement des cataphractaires;Kataphrakt-Reitgelände;;Campo de Entrenamiento de Catafractax;;;;;;;;;x
ca_culture_group_byzantine_3;Medium Cataphract Training Ground;Grand terrain d'entraînement des cataphractaires;Großes Kataphrakt-Reitgelände;;Gran campo de entrenamiento de Catafractax;;;;;;;;;x
ca_culture_group_byzantine_4;Large Cataphract Training Ground;Très grand terrain d'entraînement des cataphractaires;Sehr großes Kataphrakt-Reitgelände;;Enorme campo de entrenamiento de Catafractax;;;;;;;;;x
ca_culture_group_byzantine_5;Great Cataphract Training Ground;Très grand terrain d'entraînement des cataphractaires;Sehr großes Kataphrakt-Reitgelände;;Enorme campo de entrenamiento de Catafractax;;;;;;;;;x
ca_culture_group_iberian_1;Small Caballero Training Ground;Enclos des cabelleros;Kleiner Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros pequeña;;;;;;;;;x
ca_culture_group_iberian_2;Caballero Training Ground;Grand enclos des cabelleros;Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros;;;;;;;;;x
ca_culture_group_iberian_3;Medium Caballero Training Ground;Lice des cabelleros;Großer Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros grande;;;;;;;;;x
