#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#BARONY
barony_of_bulgar;Taishi of;Taishi de;Taishi von;;Taishi de;;;;;;;;;x;;
temple_county_of_hellenic_pagan;Pontificate of;Pontificat de;Pontificate of;;Pontificate of;;;;;;;;;x
temple_county_of_promethean_pagan;High Academy of;High Academy of;High Academy of;;High Academy of;;;;;;;;;x
temple_county_of_jewish_group;Nafa of;Nafa de;Nafa von;;Nafa of;;;;;;;;x;
temple_county_of_orthodox;Metropolite of;Métropolite de;Metropoliten von;;Metropolita de;;;;;;;;;x
temple_county_of_pagan_group;Temple of;Temple de;Temple of;;Temple of;;;;;;;;;x
temple_county_of_west_african;Kafu of;Kafu de;Kafu von;;Kafu del jeque de;;;;;;;;;x
temple_county_of_yazidi;Sheikhdom of;Sheikhdom of;Sheikhdom of;;Sheikhdom of;;;;;;;;x;;
temple_county_of_zoroastrian;Atash i-Adaran of;Atash i-Adaran de;Atash i-Adaran von;;Atash i-Adaran del jeque de;;;;;;;;;x
temple_county_zoroastrian;Atash i-Adaran;Atash i-Adaran;Atash i-Adaran;;Atash i-Adaran;;;;;;;;;x
tribal_county_of;Chiefdom of;Chefferie de;Stamm von;;Cacicazgo de;;;;;;;;;x
tribal_county_of_celtic;Llwyth of;Llwyth de;Llwyth von;Llwyth de;;;;;;;;;x
tribal_county_of_north_germanic;Thanage of;Thanage de;Thanatum von;;Thanago de;;;;;;;;;x
#DUCHY
city_duchy_of_icelandic;Commonwealth of;Communauté des;Gemeinschaft von;;Comunidad de;;;;;;;;;x
city_duchy_of_jewish_group;Mahoz of;Mahoz de;Mahoz von;;Mahoz of;;;;;;;;x;
duchy_of_armenian;Melikdom of;Melikdome de;Meliktum von;;Meliko de;;;;;;;x
duchy_of_aten_pagan;Nomarchy of;Nomarquie de;Nomarchy von;;Nomarchy de;;;;;;;;;x
duchy_of_celtic_pagan;Túath of;Túath de;Túath von;Túath de;;;;;;;;;x
duchy_of_cuman;High Chiefdom of;Grande chefferie de;Großstamm von;;Alto Cacicazgo de;;;;;;;;;x;;
duchy_of_east_african;Principality of;Principality of;Principality of;;Principality of;;;;;;;;;x
duchy_of_egyptian_pagan;Nomarchy;Nomarquie;Nomarchy;;Nomarchy;;;;;;;;;x
duchy_of_hellenic_pagan;Province of;Province de;Provinz von;;Provincia de;;;;;;;;;x;;
duchy_of_icelandic;Jarldom of;Jarldome de;Jarltum von;;Jarldom de;;;;;;;;;x
duchy_of_iranian;Satrapy of;Satrapie de;Satrap von;;Satrapía de;;;;;;;;;x;;
duchy_of_iranian;Satrapy of;Satrapie de;Satrapy von;;Satrapía de;;;;;;;;;x;;
duchy_of_jewish_group;Mahoz of;Mahoz de;Mahoz von;;Mahoz of;;;;;;;;x;
duchy_of_khazar;High Chiefdom of;Grande chefferie de;Großstamm von;;Alto Cacicazgo de;;;;;;;;;x;;
duchy_of_magyar;Banate of;Banate de;Banate von;;Banate de;;;;;;;;;x
duchy_of_mongol;High Chiefdom of;Grande chefferie de;Großstamm von;;Alto Cacicazgo de;;;;;;;;;x;;
duchy_of_norse_pagan;Jarldom of;Jarldom de;Jarldum von;;Jarldom de;;;;;;;;;x
duchy_of_norse_pagan_reformed;Jarldom of;Jarldom de;Jarldum von;;Jarldom de;;;;;;;;;x
duchy_of_russian;Principality of;Principauté de;Fürstentum von;;Principality of;;;;;;;;;x;;
duchy_of_saxon;Eorldom of;Eorldom de;Eorldom von;;Eorldom de;;;;;;;;;x
duchy_of_scottish;Mormaerdom of;Mormaerdome de;Mormaertum von;;Mormaerdomo de;;;;;;;;;;;;;;x
duchy_of_somali;Emirate of;Émirat de;Emirat von;;Emirato de;;;;;;;;;x;;
duchy_of_south_slavic;Banate of;Banate de;Banate von;;Banate de;;;;;;;;;x
duchy_of_turkish;Beylerbeylik of;Beylerbeylik de;Beylerbeylik von;;Beylicato de Beylicatos de;;;;;;;;;x;;
duchy_of_welsh;Principality of;Principauté de;Fürstentum von;;Principado de;;;;;;;;;x
temple_duchy_of_apostolic;Primacy of;Primacy of;Primacy of;;Primacy of;;;;;;;;x;;
temple_duchy_of_druze;Grand Khalwat of;Grand Khalwat of;Grand Khalwat of;;Grand Khalwat of;;;;;;;;;x
temple_duchy_of_egyptian_pagan;Grand Temple of;Grand Temple de;Grand Temple of;;Grand Temple of;;;;;;;;;x
temple_duchy_of_german_pagan;Theod of;Theod de;Theod von;;Theod de;;;;;;;;;x
temple_duchy_of_hellenic_pagan;Grand Pontificate of;Grand Pontificat de;Grand Pontificate of;;Grand Pontificate of;;;;;;;;;x
temple_duchy_of_promethean_pagan;Grand Academy;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
temple_duchy_of_jewish_group;Mahoz of;Mahoz de;Mahoz von;;Mahoz of;;;;;;;;x;
temple_duchy_of_orthodox;Exarchate of;Exarchat de;Exarchat von;;Exarcado de;;;;;;;;;x
temple_duchy_of_yazidi;Grand Sheikhdom of;Grand Sheikhdom of;Grand Sheikhdom of;;Grand Sheikhdom of;;;;;;;;x;;
temple_duchy_of_zoroastrian;Atash i-Vahram of;Atash i-Vahram de;Atash i-Vahram von;;Atash i-Vahram de;;;;;;;;;x
tribal_duchy_of;High Chiefdom of;Grande chefferie de;Großstamm von;;Alto Cacicazgo de;;;;;;;;;x;;
tribal_duchy_of_celtic;Túath of;Túath de;Túath von;;Túath de;;;;;;;;;x
tribal_duchy_of_icelandic;Commonwealth of;Communauté des;Gemeinschaft von;;Comunidad de;;;;;;;;;x
tribal_duchy_of_north_germanic;Jarldom of;Jarldom de;Jarldom von;Jarldom de;;;;;;;;;x
#KINGDOM
city_kingdom_of_baltic;Federation of;Fédération de;Föderation von;;Federación de;;;;;;;;;x
city_kingdom_of_bulgarian;Grand Republic of;Grande République de;Großen Republik;;Gran República de;;;;;;;;;x
city_kingdom_of_celtic;Federation of;Fédération de;Föderation von;;Federación de;;;;;;;;;x
city_kingdom_of_central_germanic;Federation of;Fédération de;Föderation von;;Federación de;;;;;;;;;x
city_kingdom_of_finno_ugric;Federation of;Fédération de;Föderation von;;Federación de;;;;;;;;;x
city_kingdom_of_italian;Serene Republic of;République Sérénissime de;Gelassene Republik von;;Serenísima República de;;;;;;;;;x
city_kingdom_of_jewish_group;Medina of;Médina de;Medina von;;Medina of;;;;;;;;;x
city_kingdom_of_magyar;Federation of;Fédération de;Föderation von;;Federación de;;;;;;;;;x
city_kingdom_of_muslim;Malikate of;Malikat de;Maliktum von;;Malikato de;;;;;;;;;x
city_kingdom_of_norman;Federation of;Fédération de;Föderation von;;Federación de;;;;;;;;;x
city_kingdom_of_north_germanic;Federation of;Fédération de;Föderation von;;Federación de;;;;;;;;;x
city_kingdom_of_west_germanic;Federation of;Fédération de;Föderation von;;Federación de;;;;;;;;;x
kingdom_of_altaic;Khanate of;Khanat de;Khanat von;;Kanato de;;;;;;;;;x;;
kingdom_of_aten_pagan;Pharaohate of;Pharaonnat de;Pharaohate of;;Pharaohate of;;;;;;;;;x
kingdom_of_celtic_pagan;Riocht of;Riocht de;Riocht von;;Riocht de;;;;;;;;;x
kingdom_of_celtic_pagan_reformed;Riocht of;Riocht de;Riocht von;;Riocht de;;;;;;;;;x
kingdom_of_east_slavic;Grand Principality of;Grande Principauté de;Großfürstentum von;;Gran Principado de;;;;;;;;;x
kingdom_of_egyptian_pagan;Pharaohate of;Pharaonnat de;Pharaohate of;;Pharaohate of;;;;;;;;;x
kingdom_of_greek;Despotate of;Despotat de;Despotate von;;Despotado de;;;;;;;;;x
kingdom_of_iranian;Shahdom of;Shahdom de;Shahdom von;;Shahdom de;;;;;;;;;x;;
kingdom_of_jewish;Memlekt;Memlekt;Memlekt;;Memlekt;;;;;;;;;x;;
kingdom_of_jewish_group;Mamlacha of;Mamlacha de;Mamlacha von;;Mamlacha of;;;;;;;;;
kingdom_of_russian;Grand Principality of;Grande Principauté de;Großfürstentum von;;Grand Principality of;;;;;;;;;x;;
kingdom_of_somali;Sultanate of;Sultanat de;Sultanat von;;Sultanato de;;;;;;;;;x;;
kingdom_of_south_slavic;Despotate of;Despotat de;Despotate von;;Despotado de;;;;;;;;;x
kingdom_of_turkish;Sultanate of;Sultanat de;Sultanat von;;Sultanato de;;;;;;;;;x;;
temple_kingdom_of_apostolic;Patriarchate of;Patriarchate of;Patriarchate of;;Patriarchate of;;;;;;;;x;;
temple_kingdom_of_druze;Ajawidh of;Ajawidh of;Ajawidh of;;Ajawidh of;;;;;;;;;x;;
temple_kingdom_of_egyptian_pagan;Pharaohate of;Phara de;Pharaohate of;;Pharaohate of;;;;;;;;;x;;
temple_kingdom_of_german_pagan;Reik of;Reik de;Reik von;;Reik de;;;;;;;;;x
temple_kingdom_of_hellenic_pagan;Sacred Kingdom of;Royaume Sacré de;Sacred Kingdom of;;Sacred Kingdom of;;;;;;;;;x
temple_kingdom_of_promethean_pagan;Sofos Vasilieo;Sofos Vasilieo;Sofos Vasilieo;;Sofos Vasilieo;;;;;;;;;x
temple_kingdom_of_jewish_group;Mamlacha of;Mamlacha de;Mamlacha of;;Mamlacha of;;;;;;;;;
temple_kingdom_of_yazidi;Caliphate of;Caliphate of;Caliphate of;;Caliphate of;;;;;;;;x;;
tribal_kingdom_of;Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
tribal_kingdom_of_celtic;Riocht of;Riocht de;Riocht von;;Riocht de;;;;;;;;;x
#EMPIRE
city_empire_of;Grand Republic of;Grande République de;Große Republik von;;Grand Republic of;;;;;;;;;x
city_empire_of_baltic;Confederation of;Confédération de;Konföderation von;;Confederación de;;;;;;;;;x
city_empire_of_bulgarian;Confederation of;Confédération de;Konföderation von;;Confederación de;;;;;;;;;x
city_empire_of_celtic;Confederation of;Confédération de;Konföderation von;;Confederación de;;;;;;;;;x
city_empire_of_east_slavic;Confederation of;Confédération de;Konföderation von;;Confederación de;;;;;;;;;x
city_empire_of_finno_ugric;Confederation of;Confédération de;Konföderation von;;Confederación de;;;;;;;;;x
city_empire_of_jewish_group;Medina of;Médina de;Medina von;;Medina de;;;;;;;;;x
city_empire_of_magyar;Confederation of;Confédération de;Konföderation von;;Confederación de;;;;;;;;;x
city_empire_of_norman;Confederation of;Confédération de;Konföderation von;;Confederación de;;;;;;;;;x
city_empire_of_north_germanic;Confederation of;Confédération de;Konföderation von;;Confederación de;;;;;;;;;x
city_empire_of_west_germanic;Confederation of;Confédération de;Konföderation von;;Confederación de;;;;;;;;;x
city_empire_of_west_slavic;Confederation of;Confédération de;Konföderation von;;Confederación de;;;;;;;;;x
empire_of_altaic;Khaganate of;Khaganat de;Großkhanat von;;Kaganato de;;;;;;;;;x;;
empire_of_turkish;Empire of;Empire de;Kaiserreich von;;Imperio de;;;;;;;;;x;;
temple_empire_of_druze;Sacred Ajawidh of;Sacré Ajawidh of;Heiliges Ajawidh of;;Sagrado Ajawidh of;;;;;;;;;x;;
temple_empire_of_celtic_pagan_reformed;Sacred Empire of;Sacré Empire de;Heiliges Kaiserreich von;;Imperio Sagrado de;;;;;;;;;x
temple_empire_of_egyptian_pagan;Empire of;Empire de;Kaiserreich von;;Imperio del;;;;;;;;;x
temple_empire_of_promethean_pagan;Enlightened Realm of;;;;;;;;;;;;;x
temple_empire_of_muslim;Grand Caliphate of;Grand Califat de;Grand Caliphate von;;Grand Caliphate de;;;;;;;;;x
temple_empire_of_yazidi;High Caliphate of;High Caliphate of;High Caliphate of;;High Caliphate of;;;;;;;;x;;
temple_empire_of_zoroastrian;Atash i-Shahanshahdom of;Atash i-Shahanshahdom de;Atash i-Shahanshahdom von;;Atash i-Shahanshahdom de;;;;;;;;;x
temple_empire_zoroastrian;Atash i-Shahanshahdom;Atash i-Shahanshahdom;Atash i-Shahanshahdom;;Atash i-Shahanshahdom;;;;;;;;;x
tribal_empire_of;Empire of;Empire de;Kaiserreich von;;Imperio de;;;;;;;;;x;;
