#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_oberhalbstein_fic;Oberhalbstein;;;;;;;;;;;;x
b_oberhalbstein_fic_adj;Oberhalbstein;;;;;;;;;;;;x
b_oberuzwil_fic;Oberuzwil;;;;;;;;;;;;x
b_oberuzwil_fic_adj;Oberuzwil;;;;;;;;;;;;x
b_oberwillingen_fic;Oberwillingen;;;;;;;;;;;;x
b_oberwillingen_fic_adj;Oberwillingen;;;;;;;;;;;;x
b_pagania_fic;Pagania;;;;;;;;;;;;x
b_pagania_fic_adj;Pagania;;;;;;;;;;;;x
b_penarth_fic;Penarth;;;;;;;;;;;;x
b_penarth_fic_adj;Penarth;;;;;;;;;;;;x
b_petra_fic;Pétra;;;;;;;;;;;;x
b_petra_fic_adj;Pétra;;;;;;;;;;;;x
b_planzolles_fic;Planzolles;;;;;;;;;;;;x
b_planzolles_fic_adj;Planzolles;;;;;;;;;;;;x
b_poetto_fic;Poetto;;;;;;;;;;;;x
b_poetto_fic_adj;Poetto;;;;;;;;;;;;x
b_pradone_fic;Pradone;;;;;;;;;;;;x
b_pradone_fic_adj;Pradone;;;;;;;;;;;;x
b_proussy_fic;Proussy;;;;;;;;;;;;x
b_proussy_fic_adj;Proussy;;;;;;;;;;;;x
b_provezza_fic;Provezza;;;;;;;;;;;;x
b_provezza_fic_adj;Provezza;;;;;;;;;;;;x
b_puls_fic;Puls;;;;;;;;;;;;x
b_puls_fic_adj;Puls;;;;;;;;;;;;x
b_quatzenheim_fic;Quatzenheim;;;;;;;;;;;;x
b_quessy_fic;Quessy;;;;;;;;;;;;x
b_quessy_fic_adj;Quessy;;;;;;;;;;;;x
b_rillans_fic;Rillans;;;;;;;;;;;;x
b_rillans_fic_adj;Rillans;;;;;;;;;;;;x
b_riomaggiore_fic;Riomaggiore;;;;;;;;;;;;x
b_riomaggiore_fic_adj;Riomaggiore;;;;;;;;;;;;x
b_rolde_fic;Rolde;;;;;;;;;;;;x
b_rolde_fic_adj;Rolde;;;;;;;;;;;;x
b_rufreddo_fic;Rufreddo;;;;;;;;;;;;x
b_rufreddo_fic_adj;Rufreddo;;;;;;;;;;;;x
b_saumeray_fic;Saumeray;;;;;;;;;;;;x
b_saumeray_fic_adj;Saumeray;;;;;;;;;;;;x
b_seewen_fic;Seewen;;;;;;;;;;;;x
b_seewen_fic_adj;Seewen;;;;;;;;;;;;x
b_siponto_fic;Siponto;;;;;;;;;;;;x
b_siponto_fic_adj;Siponto;;;;;;;;;;;;x
b_soumensac_fic;Soumensac;;;;;;;;;;;;x
b_soumensac_fic_adj;Soumensac;;;;;;;;;;;;x
b_stahlhausen_fic;Stahlhausen;;;;;;;;;;;;x
b_stahlhausen_fic_adj;Stahlhausen;;;;;;;;;;;;x
b_steegsbroek_fic;Steegsbroek;;;;;;;;;;;;x
b_steegsbroek_fic_adj;Steegsbroek;;;;;;;;;;;;x
b_stubbendorf_fic;Stubbendorf;;;;;;;;;;;;x
b_stubbendorf_fic_adj;Stubbendorf;;;;;;;;;;;;x
b_swansea_fic;Swansea;;;;;;;;;;;;x
b_swansea_fic_adj;Swansea;;;;;;;;;;;;x
b_tenby_fic;Tenby;;;;;;;;;;;;x
b_tenby_fic_adj;Tenby;;;;;;;;;;;;x
b_torbole_fic;Torbole;;;;;;;;;;;;x
b_torbole_fic_adj;Torbole;;;;;;;;;;;;x
b_untergrafenried_fic;Untergrafenried;;;;;;;;;;;;x
b_untergrafenried_fic_adj;Untergrafenried;;;;;;;;;;;;x
b_unterinn_fic;Unterinn;;;;;;;;;;;;x
b_unterinn_fic_adj;Unterinn;;;;;;;;;;;;x
b_usclas_fic;Usclas;;;;;;;;;;;;x
b_usclas_fic_adj;Usclas;;;;;;;;;;;;x
b_valignat_fic;Valignat;;;;;;;;;;;;x
b_valignat_fic_adj;Valignat;;;;;;;;;;;;x
b_vallonga_fic;Vallonga;;;;;;;;;;;;x
b_vallonga_fic_adj;Vallonga;;;;;;;;;;;;x
b_vandeins_fic;Vandeins;;;;;;;;;;;;x
b_vandeins_fic_adj;Vandeins;;;;;;;;;;;;x
b_vehlefanz_fic;Vehlefanz;;;;;;;;;;;;x
b_vehlefanz_fic_adj;Vehlefanz;;;;;;;;;;;;x
b_vinax_fic;Vinax;;;;;;;;;;;;x
b_vinax_fic_adj;Vinax;;;;;;;;;;;;x
b_wettis_fic;Wettis;;;;;;;;;;;;x
b_wettis_fic_adj;Wettis;;;;;;;;;;;;x
b_zuidland_fic;Zuidland;;;;;;;;;;;;x
b_zuidland_fic_adj;Zuidland;;;;;;;;;;;;x
b_zweeloo_fic;Zweeloo;;;;;;;;;;;;x
b_zweeloo_fic_adj;Zweeloo;;;;;;;;;;;;x
