#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
title_aedile;Aedile;Édile;Ädil;;Edil;;;;;;;;;;;
title_court_bard_desc;Bards were those who sang the songs recalling the tribal warriors' deeds of bravery as well as the genealogies and family histories of the ruling strata among Celtic societies. The Celtic peoples maintain an intricate oral history committed to memory and transmitted by bards. Bards facilitated the memorization of such materials by the use of metre, rhyme and other formulaic poetic devices.;Les Bardes estoient ceulx qui chantoient les chansons commémorant les actes de bravoure des guerriers tribaulx ainsi que la généalogie et l'histoire des familles dirigeantes de la société celte. Les Celtes conservent une histoire orale complexe dédiée à la souvenance et transmise par les bardes. Les Bardes facilitoient la mémorisation de cette matière par l'utilisation d'une mesure, de rimes et d'aultres techniques conventionnelles de poésie.;Bards were those who sang the songs recalling the tribal warriors' deeds of bravery as well as the genealogies and family histories of the ruling strata among Celtic societies. The Celtic peoples maintain an intricate oral history committed to memory and transmitted by bards. Bards facilitated the memorization of such materials by the use of metre, rhyme and other formulaic poetic devices.;;Los bardos eran aquellos que cantaban las canciones que recordaban a los guerreros tribales' Hablando de actos de valentia, genealogías e historias familiares de las capas dominantes en las sociedades celtas. Los pueblos celtas transmiten sus historias orálmente, a través de los bardos. Los bardos facilitaron la memorización de estas historias con el uso de la métrica, rima y otros recursos poéticos.;;;;;;;;;x
title_court_druid;court druid;court druid;court druid;;Druida de la Corte;;;;;;;;;x
title_court_druid_desc;Responsible for organising worship and sacrifices, divination, and judicial procedure in Celtic society, they are as essential to a ruler as his sword.;;;;;;;;;;;;;x
TITLE_CREATION_KING_COST_DESC;Creating this title would give you §G$PRESTIGE$§! Prestige and cost you §R$GOLD$§! Gold.;Créer ce titre va vous octroyer §G$PRESTIGE$§! Prestige et vous coustera §R$GOLD$§!.;Dieser Titel würde Euer §G$PRESTIGE$§! Prestige erhöhen. Er kostet Euch §R$GOLD$§! Gold.;;La creación de este título te otorgaría §G$PRESTIGE$§! de Prestigio y te costaría §R$GOLD$§!.;;;;;;;;;x
title_dregvant;Dregvant;Dregvant;Dregvant;;Dregvant;;;;;;;;;x
title_dregvant_desc;Publicly proclaim him as the Wicked one - the man who yielded to the temptation of Druj.;Le proclamer publiquement comme étant Le Mauvais - l'homme qui se rendit à la tentation de Druj.;Publicly proclaim him as the Wicked one - the man who yielded to the temptation of Druj.;;Publicly proclaim him as the Wicked one - the man who yielded to the temptation of Druj.;;;;;;;;;x
title_druid_circle_member;Member of the Circle of Druids;Member of the Circle of Druids;Member of the Circle of Druids;;Member of the Circle of Druids;;;;;;;;;x
title_favored_son;Favored Son;Héritier Désigné;Favored Son;;Hijo Favorecido;;;;;;;;;x
title_favored_son_desc;This child has the potential to be a truly worthy heir to your realm;Cet enfant a le potentiel pour estre un héritier réellement digne de votre royaume;This child has the potential to be a truly worthy heir to your realm;;This child has the potential to be a truly worthy heir to your realm;;;;;;;;;x
title_female_lord_jewish_group;Leidi;Leidi;Leidi;;Leidi;;;;;;;;;x
title_flamen_dialis;Flamen Dialis;Flamen Dialis;Flamen Dialis;;Flamen Dialis;;;;;;;;;;;
title_flamen_dialis_desc;The Flamen Dialis is the high priest of Jupiter.;Le Flamen Dialis est le grand prestre de Jupiter.;The Flamen Dialis is the high priest of Jupiter.;;The Flamen Dialis is the high priest of Jupiter.;;;;;;;;;
title_flamen_martialis;Flamen Martialis;Flamen Martialis;Flamen Martialis;;Flamen Martialis;;;;;;;;;;;
title_flamen_martialis_desc;The Flamen Martialis is the high priest of Mars.;Le Flamen Martialis est le grand prestre de Mars.;The Flamen Martialis is the high priest of Mars.;;The Flamen Martialis is the high priest of Mars.;;;;;;;;;
title_flamen_quirinalis;Flamen Quirinalis;Flamen Quirinalis;Flamen Quirinalis;;Flamen Quirinalis;;;;;;;;;;;
title_flamen_quirinalis_desc;The Flamen Quirinalis is the high priest of Quirinus.;Le Flamen Quirinalis est le grand prestre de Quirinus.;The Flamen Quirinalis is the high priest of Quirinus.;;The Flamen Quirinalis is the high priest of Quirinus.;;;;;;;;;
title_flaminica_dialis;Flaminica Dialis;Flaminica Dialis;Flaminica Dialis;;Flaminica Dialis;;;;;;;;;;;
title_flaminica_dialis_desc;As wife of the Flamen Dialis, the Flaminica Dialis is entrusted to perform certain religious rituals.;En tant que femme du Flamen Dialis, la Flaminica Dialis a la responsabilité d'effectuer certains rites religieulx.;As wife of the Flamen Dialis, the Flaminica Dialis are entrusted to performs certain religious rituals.;;As wife of the Flamen Dialis, the Flaminica Dialis are entrusted to performs certain religious rituals.;;;;;;;;;
title_flaminica_martialis;Flaminica Martialis;Flaminica Martialis;Flaminica Martialis;;Flaminica Martialis;;;;;;;;;;;
title_flaminica_martialis_desc;As wife of the Flamen Martialis, the Flaminica Martialis is entrusted to perform certain religious rituals.;En tant que femme du Flamen Martialis, la Flaminica Martialis a la responsabilité d'effectuer certains rites religieulx.;As wife of the Flamen Martialis, the Flaminica Martialis are entrusted to performs certain religious rituals.;;As wife of the Flamen Martialis, the Flaminica Martialis are entrusted to performs certain religious rituals.;;;;;;;;;
title_flaminica_quirinalis;Flaminica Quirinalis;Flaminica Quirinalis;Flaminica Quirinalis;;Flaminica Quirinalis;;;;;;;;;;;
title_flaminica_quirinalis_desc;As wife of the Flamen Quirinalis, the Flaminica Quirinalis is entrusted to perform certain religious rituals.;En tant que femme du Flamen Quirinalis, la Flaminica Quirinalis a la responsabilité d'effectuer certains rites religieulx.;As wife of the Flamen Quirinalis, the Flaminica Quirinalis are entrusted to performs certain religious rituals.;;As wife of the Flamen Quirinalis, the Flaminica Quirinalis are entrusted to performs certain religious rituals.;;;;;;;;;
title_hellenic_pontiff;Pontifex;Pontifex;Pontifex;;Pontífice;;;;;;;;;x
title_hellenic_pontiff_desc;Historically, each pontifex represented the head of one of the major Hellenic temples. With this modern incarnation, each is invested with the religious authority to elect their new Pontifex Maximus.;Historically, each pontifex represented the head of one of the major Hellenic temples. With this modern incarnation, each is invested with the religious authority to elect their new Pontifex Maximus.;Historically, each pontifex represented the head of one of the major Hellenic temples. With this modern incarnation, each is invested with the religious authority to elect their new Pontifex Maximus.;;Historically, each pontifex represented the head of one of the major Hellenic temples. With this modern incarnation, each is invested with the religious authority to elect their new Pontifex Maximus.;;;;;;;;;x
title_huntsman;Chief Huntsman;Chasseur en chef;Chief Huntsman;;Jefe Cazador;;;;;;;;;x
title_huntsman_desc;The one that leads the royal hunts;Celui qui mène les chasses royales;The one that leads the royal hunts;;The one that leads the royal hunts;;;;;;;;;x
title_ladys_champion;Champion;Champion;Champion;;Campeón;;;;;;;;;x
title_ladys_champion_desc;The prestigious title of champion is bestowed on one sworn to defend his lady liege to the death.;Le prestigieux titre de champion est conféré à quelqu'un ayant fait le serment de défendre sa suzeraine jusqu'au trépas.;The prestigious title of champion is bestowed on one sworn to defend his lady liege to the death.;;The prestigious title of champion is bestowed on one sworn to defend his lady liege to the death.;;;;;;;;;x
title_laoch;Laoch;Laoch;laoch;;laoch;;;;;;;;;x
title_laoch_desc;The Teaghlach (literally meaning family) are strongly armed retainers. Known individually as laoch, these upper class warriors favor red tunics, and dress for battle in a similar style to the Frankish knights, although equipped with horses, the laoch's fight on foot.;Les Teaghlach (signifiant de manière littérale famille) sont des serviteurs lourdement armés. Appelés individuellement laoch, ces guerriers de classe supérieure arborent des tuniques vermeilles, et s'habillent pour le combat d'une manière similaire aulx chevaliers francs, bien qu'équipés de chevaulx, le laoch combat à pied.;The Teaghlach (literally meaning family) are strongly armed retainers. Known individually as laoch, these upper class warriors favour red tunics, and dress for battle in a similar style to the frankish knights, although equipped with horses, the laoch's fight on foot.;;The Teaghlach (literally meaning family) are strongly armed retainers. Known individually as laoch, these upper class warriors favour red tunics, and dress for battle in a similar style to the frankish knights, although equipped with horses, the laoch's fight on foot.;;;;;;;;;x
title_magister_equitum;Magister Equitum;Magister Equitum;Magister Equitum;;Magister Equitum;;;;;;;;;;;
title_magister_equitum_desc;Originally a very powerful office second only to the Dictator, the Magister Equitum, or Master of the Horse, is now a mostly ceremonial, but still prestigious, military function.;À l'origine une fonction très importante, inférieure seulement au Dictateur, le Magister Equitum, ou Maistre du Cheval, est à présent surtout une fonction militaire honorifique, mais elle conserve son prestige.;Originally a very powerful office second only to the Dictator, the Magister Equitum, or Master of the Horse, is now a mostly ceremonial, but still prestigeous, military function.;;Originally a very powerful office second only to the Dictator, the Magister Equitum, or Master of the Horse, is now a mostly ceremonial, but still prestigeous, military function.;;;;;;;;;
title_manichean_apostle;Apostle;Apostle;Apostle;;Apóstol;;;;;;;;;x
title_monk;Brother;Brother;Brother;;Hermano;;;;;;;;;x
title_nun;Sister;Sister;Sister;;Hermana;;;;;;;;;x
title_pagan_wizard;Court Wizard;Sorcier de la cour;Court Wizard;;Hechicero de la Corte;;;;;;;;;x
title_pagan_wizard_desc;An unwashed, mysterious pagan from the countryside, his powers are unclear, but they serve to appease the more occult worries of a ruler.;Un mystérieux païen de la populace campagnarde. Ses pouvoirs ne sont point très clairs, mais ils servent à appaiser les soucis de nature occulte du dirigeant.;An unwashed, mysterious pagan from the countryside, his powers are unclear, but they serve to appease the more occult worries of a ruler.;;An unwashed, mysterious pagan from the countryside, his powers are unclear, but they serve to appease the more occult worries of a ruler.;;;;;;;;;x
title_queen_mother_egyptian_pagan;Mewet Pharaoh;Mewet Pharaon;Mewet Pharaoh;;Faraón Mewet;;;;;;;;;x
title_queen_mother_jewish;Malcah Ama;Malcah Ama;Malcah Ama;;Malcah Ama;;;;;;;;;x
title_revoke_title;Revoke Minor Title;Révoquer Titre Honorifique;Revoke Minor Title;;Revocar Título Menor;;;;;;;;;x
title_revoke_title_desc;Revoke any minor titles this character holds;Révoque tous les titres honorifiques détenus par ce personnage;Revoke any minor titles this character holds;;Revoke any minor titles this character holds;;;;;;;;;x
title_royal_champion;Champion;Champion;Champion;;Champion;;;;;;;;;x
title_royal_champion_desc;The best warrior of the land, the title of champion is a great honor among celtic peoples, their task is to protect their king.;Le meilleur guerrier du pays. Le titre de champion est un grand honneur dans le peuple celte, leur rosle est de protéger leur roi.;The best warrior of the land, the title of champion is a great honor among celtic peoples, their task is to protect their king.;;The best warrior of the land, the title of champion is a great honor among celtic peoples, their task is to protect their king.;;;;;;;;;x
title_royal_consort;Royal Consort;Consort Royale;Royal Consort;Consorte Real;;;;;;;;;x
title_royal_consort_desc;Prueba de Consorte Real.;;;;;;;;;;;;;;;
title_ruler_consort;Consort;Consort;Consort;;Consorte;;;;;;;;;x
title_shapsheraz;Shapsheraz;Shapsheraz;Shapsheraz;;Shapsheraz;;;;;;;;;x
title_shapsheraz_desc;Carrier of a ceremonial sword in the court;Porteur d'une épée de cérémonie dans la cour;Carrier of a ceremonial sword in the court;;Carrier of a ceremonial sword in the court;;;;;;;;;x
title_sir;Knight;Adouber;Knight;;Caballero;;;;;;;;;
title_sir_desc;Knight this character, bestowing him a proper dynasty.;Adoube ce personnage, lui conférant une vraie dynastie.;;;;;;;;;;;;
title_sraoshavarez;Sraoshavarez;Sraoshavarez;Sraoshavarez;;Sraoshavarez;;;;;;;;;x
title_sraoshavarez_desc;Master of the rituals;Maistre des Rites;Master of the rituals;;Master of the rituals;;;;;;;;;x
title_uchelwr;Uchelwr;Uchelwr;Uchelwr;;Uchelwr;;;;;;;;;x
title_uchelwr_desc;The Teulu (literally meaning family) are strongly armed and mounted retainers. Known individually as Uchelwr, these upper class warriors favor red tunics, and dress for battle in a similar style to the Frankish knights, although armed with lances, the Uchelwr's throw javelins.;Les Teulu (signifiant de manière littérale famille) sont des serviteurs lourdement armés à cheval. Appelés individuellement Uchelwr, ces guerriers de classe supérieure arborent des tuniques vermeilles, et s'habillent pour le combat d'une manière similaire aulx chevaliers francs, bien qu'armés de lances, ils combattent au javelot.;The Teulu (literally meaning family) are strongly armed and mounted retainers. Known individually as Uchelwr, these upper class warriors favour red tunics, and dress for battle in a similar style to the frankish knights, although armed with lances, the Uchelwr's throw javelins.;;The Teulu (literally meaning family) are strongly armed and mounted retainers. Known individually as Uchelwr, these upper class warriors favour red tunics, and dress for battle in a similar style to the frankish knights, although armed with lances, the Uchelwr's throw javelins.;;;;;;;;;x
title_vates;Vates;Vates;Vates;;Vates;;;;;;;;;x
title_vates_desc;The vates were one of three classes of Celtic priesthood, the other two being the druids and the bards. The Vates had the role of seers and performed sacrifices (in particular administering human sacrifice) under the presidence of a druid.;Les Vates estoient l'une des trois classes de prestrise celte, les deux aultres étant les druides et les bardes. Les Vates estoient des prophètes et effectuoient des sacrifices (en particulier les sacrifices humains) sous la direction d'un druide.;The vates were one of three classes of Celtic priesthood, the other two being the druids and the bards. The Vates had the role of seers and performed sacrifices (in particular administering human sacrifice) under the presidence of a druid.;;The vates were one of three classes of Celtic priesthood, the other two being the druids and the bards. The Vates had the role of seers and performed sacrifices (in particular administering human sacrifice) under the presidence of a druid.;;;;;;;;;x
title_vestalis;Vestalis;Vestalis;Vestalis;;Vestalis;;;;;;;;;;;
title_vestalis_desc;The College of the Vestales is the foremost order of priestesses of the Hellenic religion, each member taking a vow of chastity in order to devote themselves to the study and correct observance of religious rituals.;Le Collège des Vestales est le principal ordre des prestresses de la religion hellénique, chaque membre faisant voeu de chasteté afin de se dévouer à l'étude et la juste pratique des rites religieux.;The College of the Vestales is the foremost order of priestesses of the Hellenic religion, each member taking a vow of chastity in order to devote themselves to the study and correct observance of religious rituals.;;The College of the Vestales is the foremost order of priestesses of the Hellenic religion, each member taking a vow of chastity in order to devote themselves to the study and correct observance of religious rituals.;;;;;;;;;
title_vestalis_maxima;Vestalis Maxima;Vestalis Maxima;Vestalis Maxima;;Vestalis Maxima;;;;;;;;;;;
title_vestalis_maxima_desc;As the head of the College of the Vestales and the only female member of the College of Pontiffs, the Vestalis Maxima is the most important of the high priestesses of the Hellenic religion.;Présidente du Collège des Vestales et seule membre féminin du Collège des Pontiffes, la Vestalis Maxima est la plus importante des grandes prestresses de la religion hellénique.;As the head of the College of the Vestales and the only female member of the College of Pontiffs, the Vestalis Maxima is the most important of the high priestesses of the Hellenic religion.;;As the head of the College of the Vestales and the only female member of the College of Pontiffs, the Vestalis Maxima is the most important of the high priestesses of the Hellenic religion.;;;;;;;;;
