#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
EVTDESC_CombatTraits_22;The sword in my hand seems heavier and heavier every year...;;Das Schwert in meiner Hand scheint jedes Jahr schwerer und schwerer zu werden...;;;x
EVTDESC_CombatTraits_3;I will remember this battle in its finest detail until the end of my days. [Root.Religion.GetRandomGodNameCap] guided my sword into the hearts of a countless number of my foes, raising cheers and battle-cries from my surrounding men as I cut a path through the enemy. My mastery of personal combat has come a long way. Apparently, I am not the only one to think so.;;Ich werde mich bis ans Ende meiner Tage an diese Schlacht in allen Einzelheiten erinnern. [Root.Religion.GetRandomGodNameCap] führte mein Schwert in die Herzen zahlloser Feinde und entlockte den Männern in meiner Umgebung Jubel und Schlachtrufe, während ich mir einen Weg durch den Feind bahnte. Meine Beherrschung des persönlichen Kampfes hat einen weiten Weg zurückgelegt. Offenbar bin ich nicht der Einzige, der so denkt.;;;x
EVTOPTA_CombatTraits_1.CTT;§Y[Root.GetTitledFirstName]§! begins advancement of [Root.GetHerHis] personal combat skills...\n;;§Y[Root.GetTitledFirstName]§! beginnt mit der Verbesserung von [Root.GetHerHis] persönlichen Kampffähigkeiten...\n;;;x
EVTOPTA_CombatTraits_1;May [Root.Religion.GetRandomGodNameCap] guide my heart, hand, and steel.;;Möge [Root.Religion.GetRandomGodNameCap] mein Herz, meine Hand und meinen Stahl leiten.;;;x
EVTOPTA_CombatTraits_114;Hmm... now [From.GetSheHe]'s a poor fighter.;;Hmm ... jetzt ist [From.GetSheHe] ein schlechter Kämpfer.;;;x
EVTOPTA_CombatTraits_13;I'm recognized as a warrior in my own right now.;;Ich bin jetzt als Krieger in meinem eigenen Recht anerkannt.;;;x
EVTOPTA_CombatTraits_2.CTT;§Y[Root.GetTitledFirstName]§! continues advancement of [Root.GetHerHis] personal combat skills...\n;;§Y[Root.GetTitledFirstName]§! setzt die Entwicklung von [Root.GetHerHis] persönlichen Kampffähigkeiten fort...\n;;;x
EVTOPTA_CombatTraits_2;Still, I've more lessons to learn.;;Trotzdem muss ich noch mehr Lektionen lernen.;;;x
EVTOPTA_CombatTraits_20;Stick 'em with the pointy end!;;Stecht sie mit dem spitzen Ende!;;;x
EVTOPTA_CombatTraits_3;I'm finally a warrior.;;Ich bin endlich eine Kriegerin.;;;x
EVTOPTB_CombatTraits_114;Now [From.GetSheHe]'s a trained fighter.;;Jetzt ist [From.GetSheHe] ein ausgebildeter Kämpfer.;;;x
EVTOPTB_CombatTraits_13;I'm now recognized as a trained fighter.;;Ich bin jetzt als ausgebildeter Kämpfer anerkannt.;;;x
EVTOPTB_CombatTraits_3;I'm now recognized as a trained fighter.;;Ich bin jetzt als ausgebildete Kämpferin anerkannt.;;;x
EVTOPTC_CombatTraits_114;Now [From.GetSheHe]'s a skilled fighter.;;Jetzt ist [From.GetSheHe] ein erfahrener Kämpfer.;;;x
EVTOPTC_CombatTraits_13;I'm now renowned as a skilled fighter.;;Ich bin jetzt als erfahrener Kämpfer anerkannt.;;;x
EVTOPTC_CombatTraits_3;I'm now renowned as a skilled fighter.;;Ich bin jetzt als geübter Kämpfer bekannt.;;;x
EVTOPTD_CombatTraits_114;Now [From.GetSheHe]'s a formidable fighter!;;Jetzt ist [From.GetSheHe] ein furchtbarer Kämpfer!;;;x
EVTOPTD_CombatTraits_13;I now command the respect of an elite warrior.;;Ich genieße jetzt den Respekt eines Elitekämpfers.;;;x
EVTOPTD_CombatTraits_3;I now command the respect of an elite warrior.;;Ich genieße jetzt den Respekt eines Elitekämpfers.;;;x
