#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
###############################################################################;;;;;;;;;;;;;;x;
#DEFAULT NON-LANDED;;;;;;;;;;;;;;x;
imperial_count;Viscount;Vicomte;Vizegraf;;Visconde;
imperial_count_female;Viscountess;Vicomtesse;Vizegräfin;;Viscondesa;
almulk_count;Sheikh;Cheikh;Scheich;;Jeque;
almulk_count_female;Shaykhah;Cheika;;;Jequesa;
city_count;Lord Mayor;Bourgmestre;Oberbürgermeister;;Gran Alcalde;
city_count_female;Lady Mayor;Bourgmestre;Oberbürgermeister;;Gran Alcaldesa;
temple_count;High Priest;Grand-prêtre;Hohepriester;;Sumo sacerdote;
temple_count_female;High Priestess;Grand-Prêtresse;Hohepriesterin;;Sumo sacerdotisa;
tribal_count;Chief;Chef;Häuptling;;Mandatario;
tribal_count_female;Chieftess;Cheftaine;Stammesführerin;;Jefa;
#DEFAULT DUKES;;;;;;;;;;;;;;x;
duke;Duke;Duc;Herzog;;Duque;
duke_female;Duchess;Duchesse;Herzogin;;Duquesa;
imperial_duke;Margrave;;Markgraf;;;
imperial_duke_female;Margravine;;Markgräfin;;Margravina;
almulk_duke;Wâli;;;;Valí;
almulk_duke_female;Wâlia;Walia;;;Valía;
city_duke;Grand Mayor;Doge;Großregent;;Gran Alcalde;
city_duke_female;Lady;Dame;Frau;;Señora;
temple_duke;Archpriest;Archiprêtre;Erzpriester;;Arcipreste;
temple_duke_female;Archpriestess;Archiprêtresse;Erzpriesterin;;Arcisacerdotisa;
tribal_duke;High Chief;Grand chef;Großhäuptling;;Alto mandatario;
tribal_duke_female;High Chieftess;Grande Cheftaine;Großhäuptling;;Alto mandatario;
#DEFAULT KINGS;;;;;;;;;;;;;;x;
king;King;Roi;König;;Rey;
king_female;Queen;Reine;Königin;;Reina;
imperial_king;Viceroy;Vice-roi;Vizekönig;;Virrey;
imperial_king_female;Vicereine;Vice-reine;Vizekönigin;;Virreina;
almulk_king;Wâli-Emir;;;;Emir-Valí;
almulk_king_female;Wâlia-Emira;Wâlia Émirat;;;Emira-Valía;
city_king;Prince Mayor;Doge Sérénissime;Prinzregent;;Príncipe Alcalde;
city_king_female;Lady;Dame;Frau;;Señora;
tribal_king;King;Roi;König;;Rey;
tribal_king_female;Queen;Reine;Königin;;Reina;
#DEFAULT EMPERORS;;;;;;;;;;;;;;x;
emperor;Emperor;Empereur;Kaiser;;Emperador;
emperor_female;Empress;Impératrice;Kaiserin;;Emperatriz;
imperial_emperor;Emperor;Empereur;Kaiser;;Emperador;
imperial_emperor_female;Empress;Impératrice;Kaiserin;;Emperatriz;
almulk_emperor;Sultan;;;;Sultán;
almulk_emperor_female;Sultana;Sultane;Sultanin;;;
city_emperor;Consul;;Konsul;;Cónsul;
city_emperor_female;Lady;Dame;Frau;;Señora;
temple_emperor;Emperor;Empereur;Kaiser;;Emperador;
temple_emperor_female;Empress;Impératrice;Kaiserin;;Emperatriz;
tribal_emperor;Highest King;Plus Haut Roi;Höchster König;;Más Alto Rey;
tribal_emperor_female;Highest Queen;Plus Haute Reine;Höchster Königin;;Más Alto Reina;
# CHRISTIAN GROUP OVERRIDES;;;;;;;;;;;;;;x;
temple_emperor_christian;Emperor-Bishop;Empereur-Évêque;Kaiser-Bischof;;Emperador-obispo;
temple_king_christian;King-Bishop;Roi-Évêque;König-Bischof;;Rey-obispo;
temple_duke_christian;Prince-Archbishop;Prince-Archevêque;Prinz-Erzbischof;;Príncipe arzobispo;
temple_count_christian;Prince-Bishop;Prince-Évêque;Prinz-Bischof;;Príncipe obispo;
temple_baron_christian;Bishop;Évêque;Bischof;;Obispo;
temple_emperor_female_christian;Empress-Bishop;Impératrice-Évêque;Kaiserin-Bischof;;Emperatriz-obispo;
temple_king_female_christian;Queen-Bishop;Reine-Évêque;Königin-Bischof;;Reina-obispo;
temple_duke_female_christian;Princess-Archbishop;Princesse-Archevêque;Prinzessin-Erzbischof;;Princesa arzobispo;
temple_count_female_christian;Princess-Bishop;Princesse-Évêque;Prinzessin-Bischof;;Princesa obispo;
temple_baron_female_christian;Bishop;Évêque;Bischof;;Obispo;
# SPECIFIC CHRISTIAN OVERRIDES;;;;;;;;;;;;;;x;
temple_king_chalcedonian;Patriarch;Patriarcat;Patriarchat;;Patriarcado;
temple_baron_orthodox;Eparch;Éparque;Eparchen;;Eparca;
temple_count_orthodox;Metropolitan;Métropolitain;Metropolit;;Metropolitano;
temple_duke_orthodox;Exarch;Exarque;Exarchen;;Exarca;
temple_king_orthodox;Patriarch;Patriarcat;Patriarchat;;Patriarcado;
temple_count_bogomilist;Disciple;;;;;
temple_duke_bogomilist;Apostle;;;;;
temple_king_bogomilist;King-Apostle;;;;;
temple_count_apostolic;Archbishop;;;;;
temple_duke_apostolic;Primate;;;;;
temple_king_apostolic;Patriarch;;;;;
# MUSLIM GROUP OVERRIDES;;;;;;;;;;;;;;x;
city_count_muslim;Sheikh;Cheikh;Scheich;;Jeque;
city_count_female_muslim;Shaykhah;Cheika;;;Jequesa;
city_duke_muslim;Wâli;;;;Valí;
city_duke_female_muslim;Wâlia;Walia;;;Valía;
city_king_muslim;Malik;;;;;
city_king_female_muslim;Malikah;;;;;
#these aren't actually used, since all muslim can hold temples;;;;;;;;;;;;;;x;
temple_king_muslim;Caliph;Calife;Kalif;;Califa;
temple_emperor_muslim;Grand Caliph;Grand Calife;Propheten;;Profeta;
# PAGAN GROUP OVERRIDES;;;;;;;;;;;;;;x;
family_palace_baron_pagan_group;Elder;Ainé;Altere;;Saúco;
family_palace_baron_female_pagan_group;Elder;Ainé;Altere;;Saúco;
# SPECIFIC PAGAN OVERRIDES;;;;;;;;;;;;;;x;
# Celtic Pagan;;;;;;;;;;;;;;x;
temple_baron_celtic_pagan;Druid;Druide;Druide;;;
temple_baron_female_celtic_pagan;Druid;Druide;Druide;;;
temple_baron_celtic_pagan_reformed;Druid;Druide;Druide;;;
temple_baron_female_celtic_pagan_reformed;Druid;Druide;Druide;;;
temple_count_celtic_pagan;Druid;Druide;Druide;;;
temple_count_female_celtic_pagan;Druid;Druide;Druide;;;
temple_count_celtic_pagan_reformed;Druid;Druide;Druide;;;
temple_count_female_celtic_pagan_reformed;Druid;Druide;Druide;;;
temple_duke_celtic_pagan;Archdruid;Archidruide;Erzdruide;;;
temple_duke_female_celtic_pagan;Archdruid;Archidruide;Erzdruide;;;
temple_duke_celtic_pagan_reformed;Archdruid;Archidruide;Erzdruide;;;
temple_duke_female_celtic_pagan_reformed;Archdruid;Archidruide;Erzdruide;;;
temple_king_celtic_pagan;Grand Druid;;Großdruide;;;
temple_king_female_celtic_pagan;Grand Druid;;Großdruidin;;;
temple_king_celtic_pagan_reformed;Grand Druid;;Großdruide;;;
temple_king_female_celtic_pagan_reformed;Grand Druid;;Großdruidin;;;
temple_emperor_celtic_pagan;Myrdynn;;;;;
temple_emperor_female_celtic_pagan;Myrdynn;;;;;
temple_emperor_celtic_pagan_reformed;Myrdynn;;;;;
temple_emperor_female_celtic_pagan_reformed;Myrdynn;;;;;
# German Pagan;;;;;;;;;;;;;;x;
temple_baron_german_pagan;Easman;;;;;
temple_baron_female_german_pagan;Easwiman;;;;;
temple_baron_german_pagan_reformed;Easman;;;;;
temple_baron_female_german_pagan_reformed;Easwiman;;;;;
# Norse Pagan;;;;;;;;;;;;;;x;
temple_baron_norse_pagan;Godi;;;;;
temple_baron_female_norse_pagan;Gydja;;;;;
temple_baron_norse_pagan_reformed;Godi;;;;;
temple_baron_female_norse_pagan_reformed;Gydja;;;;;
temple_duke_norse_pagan;Hofgoði;;;;;
temple_duke_norse_pagan_reformed;Hofgoði;;;;;
temple_duke_female_norse_pagan;Hofgyðja;;;;;
temple_duke_female_norse_pagan_reformed;Hofgyðja;;;;;
temple_king_norse_pagan;Allsherjargoði;;;;;
temple_king_norse_pagan_reformed;Allsherjargoði;;;;;
temple_king_female_norse_pagan;Allsherjargyðja;;;;;
temple_king_female_norse_pagan_reformed;Allsherjargyðja;;;;;
# West African;;;;;;;;;;;;;;x;
temple_king_west_african_pagan;Hierophant;Hiérophante;;;Hierofante;
# Egyptian Pagan;;;;;;;;;;;;;;x;
temple_baron_egyptian_pagan;Wab;;;;;
temple_baron_female_egyptian_pagan;Wab;;;;;
temple_count_egyptian_pagan;Hem-netjer;;;;;
temple_count_female_egyptian_pagan;Hemet-netjer;;;;;
temple_king_egyptian_pagan;Sehedj;;;;;
temple_king_female_egyptian_pagan;Sehedj;;;;;
temple_emperor_egyptian_pagan;Aai-Pharaoh;Aai-Pharaon;;;;
temple_emperor_female_egyptian_pagan;Aai-Pharaoh;Aai-Pharaon;;;;
# Aten Pagan;;;;;;;;;;;;;;x;
temple_baron_aten_pagan;Wab;;;;;
temple_baron_female_aten_pagan;Wab;;;;;
count_aten_pagan;Irypat;;;;;
imperial_count_aten_pagan;Irypat;;;;;
count_female_aten_pagan;Irypat;;;;;
imperial_count_female_aten_pagan;Irypat;;;;;
temple_count_aten_pagan;Hem-netjer;;;;;
temple_count_female_aten_pagan;Hemet-netjer;;;;;
duke_aten_pagan;Nomarch;Nomarque;;;;
duke_female_aten_pagan;Nomarch;Nomarque;;;;
imperial_duke_aten_pagan;Nomarch;Nomarque;;;;
imperial_duke_female_aten_pagan;Nomarch;Nomarque;;;;
temple_king_aten_pagan;Sehedj;;;;;
temple_king_female_aten_pagan;Sehedj;;;;;
temple_emperor_aten_pagan;Aai-Pharaoh;Aai-Pharaon;;;;
temple_emperor_female_aten_pagan;Aai-Pharaoh;Aai-Pharaon;;;;
# Roman Pagan (Should probably be just roman);;;;;;;;;;;;;;;
temple_baron_roman_pagan;Minor Pontiff;;;;;
temple_baron_female_roman_pagan;Minor Pontiff;;;;;
temple_count_roman_pagan;Pontiff;Pontife;;;Pontífice;
temple_count_female_roman_pagan;Pontiff;Pontife;;;Pontífice;
temple_duke_roman_pagan;Pontiff;Pontife;;;Pontífice;
temple_duke_female_roman_pagan;Pontiff;Pontife;;;Pontífice;
temple_king_roman_pagan;Rex Sacrorum;;;;;
temple_king_female_roman_pagan;Regina Sacrorum;;;;;
# Actually hellenic;;;;;;;;;;;;;;;
temple_baron_hellenic_pagan;Iereús;;;;;
temple_baron_female_hellenic_pagan;Hiereús;;;;;
#Promethean Pagan;;;;;;;;;;;;;;;
temple_baron_promethean_pagan;Philosophos;;;;;
temple_baron_female_promethean_pagan;Philosophoia;;;;;
temple_count_promethean_pagan;Ypsilós Philosophos;;;;;
temple_count_female_promethean_pagan;Ypsilós Philosophoia;;;;;
temple_duke_promethean_pagan;Megálos Philosophos;;;;;
temple_duke_female_promethean_pagan;Megálos Philosophoia;;;;;
temple_king_promethean_pagan;Daskalosophos;;;;;
temple_king_female_promethean_pagan;Daskalosophoia;;;;;
temple_emperor_promethean_pagan;Sofos Patriarchis;;;;;
temple_emperor_female_promethean_pagan;Sofos Matriarchia;;;;;
# Arab Pagan;;;;;;;;;;;;;;x;
temple_baron_arabic_pagan;Kahin;;;;;
# ZOROASTRIAN GROUP OVERRIDES;;;;;;;;;;;;;;x;
city_baron_zoroastrian_group;Dihqan;;;;;
temple_baron_zoroastrian_group;Herbad;Ervad;;;;
temple_count_zoroastrian_group;Mobad;;;;;
temple_duke_zoroastrian_group;Dastur;;;;;
temple_king_zoroastrian_group;Dastur i-Shah;Chah i-Dastur;Dastur i-Schah;;Shah i-Dastur;
temple_emperor_zoroastrian_group;Shahanshah;;;;;
# SPECIFIC ZOROASTRIAN OVERRIDES;;;;;;;;;;;;;;x;
temple_baron_mandaean;Tarmid;;;;;
temple_baron_manichaean;Bishop;;;;;
temple_baron_yazidi;Mir;;;;;
temple_count_mandaean;Tarmidana;;;;;
temple_count_manichaean;High Bishop;;;;;
temple_count_yazidi;Sheikh;;;;;
temple_duke_mandaean;Ganzib;;;;;
temple_duke_manichaean;Disciple;;;;;
temple_duke_yazidi;Sheikh;;;;;
temple_king_mandaean;Rišamm;;;;;
temple_king_manichaean;High Disciple;;;;;
temple_king_yazidi;Grand Sheikh;;;;;
temple_emperor_yazidi;Baba Shaikh;;;;;
# JEWISH GROUP OVERRIDES;;;;;;;;;;;;;;x;
title_lord_jewish_group;Adon;;;;;
imperial_title_lord_jewish_group;Adon;;;;;
baron_jewish_group;Nagid;;;;;
baron_female_jewish_group;Nagidah;;;;;
imperial_baron_jewish_group;Nagid;;;;;
imperial_baron_female_jewish_group;Nagidah;;;;;
city_baron_jewish_group;Sar;;;;;
city_baron_female_jewish_group;Sar;;;;;
temple_baron_jewish_group;Rabbi;;;;;
temple_baron_female_jewish_group;Rabbi;;;;;
city_count_jewish_group;Parnas;;;;;
city_count_female_jewish_group;Parnas;;;;;
count_jewish_group;Shilton;;;;;
count_female_jewish_group;Shiltanah;;;;;
imperial_count_jewish_group;Shilton;;;;;
imperial_count_female_jewish_group;Shiltanah;;;;;
temple_count_jewish_group;Maran;;;;;
temple_count_female_jewish_group;Maran;;;;;
city_duke_jewish_group;Shofet;;;;;
city_duke_female_jewish_group;Shofet;;;;;
duke_jewish_group;Aluf;;;;;
duke_female_jewish_group;Alufa;;;;;
temple_duke_jewish_group;Rabban;Rabbi;;;;
temple_duke_female_jewish_group;Rabban;Rabbi;;;;
imperial_duke_jewish_group;Aluf;;;;;
imperial_duke_female_jewish_group;Alufa;;;;;
city_king_jewish_group;Nesi;;;;;
city_king_female_jewish_group;Nesi;;;;;
king_jewish_group;Melech;;;;;
king_female_jewish_group;Malcah;;;;;
temple_king_jewish_group;Ba'al Shem;;;;;
temple_king_female_jewish_group;Ba'alah Shem;;;;;
imperial_king_jewish_group;Melech;;;;;
imperial_king_female_jewish_group;Malcah;;;;;
city_emperor_jewish_group;Rosh HaMemshala;;;;;
city_emperor_female_jewish_group;Rosh HaMemshala;;;;;
emperor_jewish_group;Melech ha-M'lachim;;;;;
emperor_female_jewish_group;Malcah ha-M'lachim;;;;;
imperial_emperor_jewish_group;Melech ha-M'lachim;;;;;
imperial_emperor_female_jewish_group;Malcah ha-M'lachim;;;;;
temple_emperor_jewish_group;Kohen Gadol;;;;;
temple_emperor_female_jewish_group;Kohen Gadol;;;;;
# INDIAN GROUP OVERRIDES;;;;;;;;;;;;;;x;
#empty;;;;;;;;;;;;;;x;
# MESOAMERICAN GROUP OVERRIDES;;;;;;;;;;;;;;x;
#empty;;;;;;;;;;;;;;x;
#NORTH GERMANIC OVERRIDES;;;;;;;;;;;;;;x;
family_palace_baron_north_germanic;Magnate;Magnat;Magnat;;;
city_baron_north_germanic;Alderman;;;;;
city_count_north_germanic;Lagman;;;;;
city_duke_north_germanic;First Mayor;Premier Maire;Erster Bürgermeister;;Primer Alcalde;
city_king_north_germanic;Chancellor;Chancellier;Kanzler;;Canciller;
city_emperor_north_germanic;High Chancellor;Grand Chancelier;Großkanzler;;Gran Canciller;
count_north_germanic;Thane;;;;;
count_female_north_germanic;Thane;;;;;
imperial_count_north_germanic;Thane;;;;;
imperial_count_female_north_germanic;Thane;;;;;
emperor_north_germanic;High King;Haut Roi;Hoher König;;Alto Rey;
emperor_female_north_germanic;High Queen;Haute Reine;Hohe Königin;;Alta Reina;
imperial_emperor_north_germanic;High King;Haut Roi;Hoher König;;Alto Rey;
imperial_emperor_female_emperor_female_north_germanic;High Queen;Haute Reine;Hohe Königin;;Alta Reina;
tribal_count_north_germanic;Thane;;;;;
tribal_count_female_north_germanic;Thane;;;;;
tribal_duke_north_germanic;Jarl;;;;;
tribal_duke_female_north_germanic;Jarlinna;;Jarlina;;Jarlina;
# Icelandic;;;;;;;;;;;;;;x;
tribal_duke_icelandic;Lawspeaker;;Gesetzessprecher;;;
tribal_duke_female_icelandic;Lawspeaker;;Gesetzessprecher;;;
city_duke_icelandic;Lawspeaker;;Gesetzessprecher;;;
city_duke_female_icelandic;Lawspeaker;;Gesetzessprecher;;;
# Norse;;;;;;;;;;;;;;x;
duke_norse;Jarl;;;;;
duke_female_norse;Jarlinna;;Jarlina;;Jarlina;
city_duke_norse;Prince;;Prinz;;Príncipe;
city_king_norse;Grand Prince;;Großtyrann;;Gran Príncipe;
city_king_female_norse;Grand Princess;Grande Princesse;Großfürstin;;Gran Princesa;
#CENTRAL GERMANIC OVERRIDES;;;;;;;;;;;;;;x;
family_palace_baron_central_germanic;Grand Burgher;Grand Bourgeois;Großbürger;;Gran Burgués;
family_palace_baron_female_central_germanic;Grand Burgheress;Grande Bourgeoise;Großbürgerin;;Gran Burguesa;
baron_central_germanic;Burgrave;;Burggraf;;;
imperial_baron_central_germanic;Burgrave;;Burggraf;;;
city_duke_central_germanic;First Mayor;Premier Maire;Erster Bürgermeister;;Primer Alcalde;
city_king_central_germanic;Chancellor;Chancellier;Kanzler;;Canciller;
imperial_king_central_germanic;Grand Duke;;Großherzog;;;
imperial_king_female_central_germanic;Grand Duchess;;Großherzogin;;;
city_emperor_central_germanic;High Chancellor;Grand Chancelier;Großkanzler;;Gran Canciller;
emperor_title_queen_mother_female_central_germanic;Kaiserin Witwe;;;;;
imperial_emperor_title_queen_mother_female_central_germanic;Kaiserin Witwe;;;;;
emperor_central_germanic;Kaiser;;;;;
emperor_female_central_germanic;Kaiserin;;;;;
imperial_emperor_central_germanic;Kaiser;;;;;
imperial_emperor_female_central_germanic;Kaiserin;;;;;
# Austrian;;;;;;;;;;;;;;x;
imperial_king_austrian;Archduke;;Erzherzog;;;
imperial_king_female_austrian;Archduchess;;Erzherzogin;;;
# German;;;;;;;;;;;;;;x;
city_emperor_german;High Chancellor;Grand Chancelier;Großkanzler;;Gran Canciller;
#WEST GERMANIC OVERRIDES;;;;;;;;;;;;;;x;
family_palace_baron_west_germanic;Grand Burgher;Grand Bourgeois;Großbürger;;Gran Burgués;
family_palace_baron_female_west_germanic;Grand Burgheress;Grande Bourgeoise;Großbürgerin;;Gran Burguesa;
city_count_west_germanic;High-Reeve;Haut-Reeve;Hoher-Reeve;;Alta Reeve;
city_duke_west_germanic;First Mayor;Premier Maire;Erster Bürgermeister;;Primer Alcalde;
city_king_west_germanic;Chancellor;Chancellier;Kanzler;;Canciller;
city_emperor_west_germanic;High Chancellor;Grand Chancelier;Großkanzler;;Gran Canciller;
# English;;;;;;;;;;;;;;x;
count_english;Earl;;;;;
imperial_count_english;Earl;;;;;
city_emperor_english;Lord Protector;;;;;
# Anglo-Saxon;;;;;;;;;;;;;;x;
title_prince_anglo_saxon;Ætheling;;;;;
title_prince_female_anglo_saxon;Ætheling;;;;;
imperial_title_prince_anglo_saxon;Ætheling;;;;;
imperial_title_prince_female_anglo_saxon;Ætheling;;;;;
tribal_title_prince_anglo_saxon;Ætheling;;;;;
tribal_title_prince_female_anglo_saxon;Ætheling;;;;;
family_palace_baron_anglo_saxon;Magnate;Magnat;Magnat;;;
baron_anglo_saxon;Thegn;;;;;
imperial_baron_anglo_saxon;Thegn;;;;;
tribal_baron_anglo_saxon;Thegn;;;;;
count_anglo_saxon;Thane;;;;;
count_female_anglo_saxon;Thane;;;;;
duke_anglo_saxon;Eorl;;;;;
imperial_count_anglo_saxon;Thane;;;;;
imperial_count_female_anglo_saxon;Thane;;;;;
emperor_anglo_saxon;Bretwalda;;;;;
emperor_female_anglo_saxon;Bretwalda;;;;;
imperial_emperor_anglo_saxon;Bretwalda;;;;;
imperial_emperor_female_anglo_saxon;Bretwalda;;;;;
tribal_emperor_anglo_saxon;Bretwalda;;;;;
tribal_emperor_female_anglo_saxon;Bretwalda;;;;;
city_baron_anglo_saxon;Reeve;;;;;
city_count_anglo_saxon;Shire-Reeve;;Auenland-Reeve;;Comarca-Reeve;
tribal_count_anglo_saxon;Thane;;;;;
tribal_count_female_anglo_saxon;Thane;;;;;
# LATIN OVERRIDES;;;;;;;;;;;;;;x;
city_king_latin;Tribune;Tribun;Volkstribun;;Tribuno;
# French;;;;;;;;;;;;;;x;
baron_french;Lord;Seigneur;Herr;;Señor;
baron_female_french;Lady;Dame;Frau;;Señora;
imperial_baron_french;Lord;Seigneur;Herr;;Señor;
imperial_baron_female_french;Lady;Dame;Frau;;Señora;
# Norman;;;;;;;;;;;;;;x;
city_duke_norman;First Mayor;Premier Maire;Erster Bürgermeister;;Primer Alcalde;
city_king_norman;Chancellor;Chancellier;Kanzler;;Canciller;
city_emperor_norman;Grand Chancellier;Grand Chancelier;Grand Chancelier;;Grand Chancelier;
# Occitan;;;;;;;;;;;;;;x;
baron_occitan;Lord;Seigneur;Herr;;Señor;
baron_female_occitan;Lady;Dame;Frau;;Señora;
imperial_baron_occitan;Lord;Seigneur;Herr;;Señor;
imperial_baron_female_occitan;Lady;Dame;Frau;;Señora;
# Roman;;;;;;;;;;;;;;x;
family_palace_baron_roman;Pater Familias;;;;;
family_palace_baron_female_roman;Mater Familias;;;;;
baron_roman;Eques;;;;;
baron_female_roman;Domina;;;;;
imperial_baron_roman;Eques;;;;;
imperial_baron_female_roman;Domina;;;;;
count_roman;Legatus;;;;;
count_female_roman;Legata;;;;;
imperial_count_roman;Legatus;;;;;
imperial_count_female_roman;Legata;;;;;
duke_roman;Legatus Augusti;;;;;
duke_female_roman;Legata Augusti;;;;;
imperial_duke_roman;Legatus Augusti;;;;;
imperial_duke_female_roman;Legata Augusti;;;;;
king_roman;Rex;;;;;
king_female_roman;Regina;;;;;
imperial_king_roman;Rector provinciae;;;;;
imperial_king_female_roman;Rectrix provinciae;;;;;
emperor_roman;Imperator;;;;;
emperor_female_roman;Imperatrix;;;;;
imperial_emperor_roman;Imperator;;;;;
imperial_emperor_female_roman;Imperatrix;;;;;
city_baron_roman;Praefectus;;;;;
city_count_roman;Praefectus Urbanus;;;;;
city_duke_roman;Proconsul;;;;;
city_king_roman;Consul;;;;;
city_emperor_roman;Dictator;;;;;
# ITALIAN GROUP OVERRIDES;;;;;;;;;;;;;;x;
city_count_italian_group;Podesta;;;;;
city_duke_italian_group;Doge;;;;;
city_duke_female_italian_group;Dogaressa;;;;;
city_king_italian_group;Serene Doge;Doge Sérénissime;Gelassene Doge;;Doge Serenísima;
city_king_female_italian_group;Serene Dogaressa;Dogaressa Sérénissime;Gelassene Dogaressa;;Dogaressa Serenísima;
# ISLAND_ROMANCE GROUP OVERRIDES;;;;;;;;;;;;;;x;
city_count_island_romance;Podesta;;;;;
city_duke_island_romance;Doge;;;;;
city_duke_female_island_romance;Dogaressa;;;;;
city_king_island_romance;Serene Doge;Doge Sérénissime;Gelassene Doge;;Doge Serenísima;
city_king_female_island_romance;Serene Dogaressa;Dogaressa Sérénissime;Gelassene Dogaressa;;Dogaressa Serenísima;
# EAST ROMANCE GROUP OVERRIDES;;;;;;;;;;;;;;x;
city_duke_east_romance;Voivode;;Woiwode;;;
# IBERIAN GROUP OVERRIDES;;;;;;;;;;;;;;x;
family_palace_baron_iberian;Grandee;;;;;
city_king_iberian;Tribune;Tribun;Volkstribun;;Tribuno;
# BYZANTINE GROUP OVERRIDES;;;;;;;;;;;;;;x;
temple_count_chalcedonian_byzantine;Metropolitan;Métropolitain;Metropolit;;Metropolitano;
temple_duke_chalcedonian_byzantine;Exarch;Exarque;;;Exarca;
city_duke_byzantine;Archon;Archonte;Archon;;Arhonte;
imperial_duke_byzantine;Strategos;;;;;
imperial_duke_female_byzantine;Strategitissa;Strategitissa;Strategitissa;;Estratega;
imperial_king_byzantine;Exarch;Exarque;;;Exarca;
imperial_king_female_byzantine;Exarchessa;Exarque;Exarchessa;;Exarca;
city_king_byzantine;Tribune;Tribun;Volkstribun;;Tribuno;
city_emperor_byzantine;Hypatos;;;;;
emperor_byzantine;Basileus;;;;;
emperor_female_byzantine;Basilissa;;;;;
imperial_emperor_byzantine;Basileus;;;;;
imperial_emperor_female_byzantine;Basilissa;;;;;
# Armenian;;;;;;;;;;;;;;x;
duke_armenian;Melik;;;;;
duke_female_armenian;Melika;;;;;
# Greek;;;;;;;;;;;;;;x;
count_greek;Komes;;;;;
count_female_greek;Komissa;;;;;
imperial_count_greek;Komes;;;;;
imperial_count_female_greek;Komissa;;;;;
duke_greek;Doux;;;;Duque;
city_king_greek;Grand Archon;Grand Archonte;;;Gran Arconte;
king_greek;Despot;Despote;Despot;;Déspota;
king_female_greek;Despotess;;Despotin;;Desprecio;
# Pontic;;;;;;;;;;;;;;x;
count_pontic_greek;Komes;;;;;
count_female_pontic_greek;Komissa;;;;;
imperial_count_pontic_greek;Komes;;;;;
imperial_count_female_pontic_greek;Komissa;;;;;
duke_pontic_greek;Doux;;;;Duque;
city_king_pontic_greek;Grand Archon;Grand Archonte;;;Gran Arconte;
king_pontic_greek;Despot;Despote;Despot;;Déspota;
king_female_pontic_greek;Despotess;;Despotin;;Desprecio;
# Grecopersian;;;;;;;;;;;;;;x;
title_prince_grecopersian;Shahzades;;;;;
title_prince_female_grecopersian;Shahdoctes;;;;;
baron_grecopersian;Argbed;;;;;
imperial_baron_grecopersian;Argbed;;;;;
city_count_grecopersian;Tezmotetes;;;;;
city_count_female_grecopersian;Tezmoteteia;;;;;
count_grecopersian;Komes;;;;;
count_female_grecopersian;Komissa;;;;;
imperial_count_grecopersian;Komes;;;;;
imperial_count_female_grecopersian;Komissa;;;;;
duke_grecopersian;Satrap;Satrape;;;Sátrapa;
duke_female_grecopersian;Satrapea;;;;Sátrapea;
imperial_duke_grecopersian;Satrap;Satrape;;;Sátrapa;
imperial_duke_female_grecopersian;Satrapisa;;;;;
city_king_grecopersian;Archonshah;;;;;
city_king_female_grecopersian;Archonshabanou;;;;;
