#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
emf_nwo.101.opt.a.hover_ctt;Don't mess with my game's religions, please!\n;;Bringen Sie bitte nicht die Religionen meines Spiels durcheinander!;;;x
emf_nwo.101.opt.b;Schismatic Christians;;Schismatische Christen;;;x
emf_nwo.101.opt.b.hover_ctt;Start with the Christians as if the Schism had already happened. (e.g., Catholic and Orthodox)!\n;;Beginne mit den Christen, als ob das Schisma bereits stattgefunden hätte. (z.B. katholisch und orthodox)!\n;;;x
emf_nwo.101.opt.c;Ancient Religions;;Antike Religionen;;;x
emf_nwo.101.opt.c.hover_ctt;Start with ancient religions dominating the map (e.g., Celtic or Kemetic)!\n;;Beginnen Sie mit antiken Religionen, die auf der Karte vorherrschen (z. B. keltische oder kemetische)!\n;;;x
emf_nwo.103.desc;Would you like to generate up to 2 additional children\nfor appropriate rulers?;;Möchten Sie bis zu 2 zusätzliche Kinder\n für entsprechende Herrscher generieren?;;;x
emf_nwo.103.opt.a;Yes;;Ja;;;x
emf_nwo.103.opt.b;No;;Nein;;;x
emf_nwo.103.opt.a.hover_ctt;Generate children for independent rulers older than 16\n;;Erzeuge Kinder für unabhängige Herrscher, die älter als 16 Jahre sind\n;;;x
emf_nwo.103.opt.b.hover_ctt;Generate no additional children\n;;Keine zusätzlichen Kinder generieren\n;;;x
#### TITLES;;;;;;;;;;;;;;x
k_emf_lower_lorraine;Lothringen;;Lothringen;;;x
k_emf_lower_lorraine_adj;Lothringische;;Lothringisch;;;x
k_emf_saxony;Sachsen;;Sachsen;;;x
k_emf_saxony_adj;Sächsische;;Sächsisch;;;x
k_emf_franconia;Franken;;Franken;;;x
k_emf_franconia_adj;Fränkische;;Fränkisch;;;x
k_emf_bavaria;Baiern;;Bayern;;;x
k_emf_bavaria_adj;Bairische;;Bayrisch;;;x
k_emf_schwaben;Schwaben;;Schwaben;;;x
k_emf_schwaben_adj;Schwäbische;;Schwäbisch;;;x
