#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
EVTOPTB_Plus_906;Perhaps another time...;;Vielleicht ein anderes Mal...;;;x
EVTDESC_Plus_907;[From.GetTitledFirstName] was interesting to talk to, and [From.GetSheHe] responded positively to the suggestion that we should drink together. I think I've made a friend.;;[From.GetTitledFirstName] war ein interessanter Gesprächspartner, und [From.GetSheHe] reagierte positiv auf den Vorschlag, dass wir zusammen etwas trinken sollten. Ich glaube, ich habe einen Freund gefunden.;;;x
EVTDESC_Plus_908;[From.GetTitledFirstName] didn't seem too interested in being friends. Oh well...;;[From.GetTitledFirstName] schien nicht besonders an einer Freundschaft interessiert zu sein. Nun ja...;;;x
EVTDESC_Plus_910;My liege seems bored these days. Perhaps I should invite [Root.Liege.GetHerHim] to practice fencing with me.;;Mein Lehnsherr scheint sich in diesen Tagen zu langweilen. Vielleicht sollte ich [Root.Liege.GetHerHim] einladen, mit mir Fechten zu üben.;;;x
EVTDESC_Plus_911;I was sitting alone when [From.GetTitledFirstName] asked me if I wanted to spar with [From.GetHerHim]. I had a lot of fun... perhaps I should consider training with [From.GetHerHim] more often?;;Ich saß allein, als [From.GetTitledFirstName] mich fragte, ob ich mit [From.GetHerHim] fechten wolle. Ich hatte eine Menge Spaß ... vielleicht sollte ich erwägen, öfter mit [From.GetHerHim] zu trainieren?;;;x
EVTDESC_Plus_912;[From.GetTitledFirstName] and I became friends, and I have taught [From.GetHerHim] how to fight better.;;[From.GetTitledFirstName] und ich wurden Freunde, und ich habe [From.GetHerHim] beigebracht, wie man besser kämpft.;;;x
EVTDESC_Plus_913;[From.GetTitledFirstName] didn't want to become a duelist.;;[From.GetTitledFirstName] wollte kein Duellant werden.;;;x
EVTDESC_Plus_915;I feel the need to talk to someone. Perhaps one of my liege's courtiers will entertain me.;;Ich habe das Bedürfnis, mit jemandem zu sprechen. Vielleicht wird mich einer der Höflinge meines Lehnsherrn unterhalten.;;;x
EVTDESC_Plus_916;[From.GetTitledFirstName] came by to talk with me today.  We discussed many interesting subjects and [From.GetFirstName] seemed to be quite pleased.  [From.GetSheHe] suggested perhaps we should meet for a bottle of wine sometime.;;[From.GetTitledFirstName] kam heute vorbei, um mit mir zu sprechen.  Wir haben viele interessante Themen besprochen, und [From.GetFirstName] schien recht zufrieden zu sein.  [From.GetSheHe] schlug vor, dass wir uns vielleicht einmal auf eine Flasche Wein treffen sollten.;;;x
EVTDESC_Plus_917;[From.GetTitledFirstName] was interesting to talk to, and [From.GetSheHe] responded positively to the suggestion that we should drink together. I think I've made a friend.;;[From.GetTitledFirstName] war ein interessanter Gesprächspartner, und [From.GetSheHe] reagierte positiv auf den Vorschlag, dass wir zusammen trinken sollten. Ich glaube, ich habe einen Freund gefunden.;;;x
EVTDESC_Plus_918;[From.GetTitledFirstName] didn't seem to interested in being friends. Oh well...;;[From.GetTitledFirstName] schien nicht an einer Freundschaft interessiert zu sein. Na ja...;;;x
EVTDESC_Plus_920;[Root.Liege.GetTitledFirstName]'s current regent is not suitable. I should be regent!;;Der derzeitige Regent von [Root.Liege.GetTitledFirstName] ist nicht geeignet. Ich sollte Regent sein!;;;x
EVTDESC_Plus_925;You have grown tired of being called '[Root.GetFirstNameWithNick]', and have insisted nobody call you that in your presence. Your councillors tell you it might be possible to get the commoners to stop using the nickname, but there's no guarantee they won't simply take up calling you by it again later. One's reputation cannot be controlled.;;Ihr seid es leid, '[Root.GetFirstNameWithNick]' genannt zu werden, und habt darauf bestanden, dass Euch niemand in Eurer Gegenwart so nennt. Eure Ratsherren sagen Euch, dass es vielleicht möglich ist, die Bürgerlichen dazu zu bringen, den Spitznamen nicht mehr zu verwenden, aber es gibt keine Garantie, dass sie Euch später nicht einfach wieder so nennen werden. Der Ruf eines Menschen kann nicht kontrolliert werden.;;;x
EVTOPTA_Plus_925;Just make them stop;;Bringt sie einfach dazu, damit aufzuhören.;;;x
EVTOPTB_Plus_925;Punish anyone who utters it-that will do the trick;;Bestraft jeden, der ihn ausspricht - das wird genügen.;;;x
EVTOPTC_Plus_925;Do whatever you have to, I don't care;;Tu, was du tun musst, es ist mir egal.;;;x
EVTOPTD_Plus_925;Perhaps I should let it go...;;Vielleicht sollte ich es gut sein lassen...;;;x
EVTDESC_Plus_926;It took some time, but it seems the discouragement has paid off. Nobody calls you '[Root.GetFirstNameWithNick]' anymore... though how long that'll last is hard to say.;;Es hat eine Weile gedauert, aber es scheint, dass sich die Entmutigung ausgezahlt hat. Niemand nennt dich mehr '[Root.GetFirstNameWithNick]'... aber wie lange das anhält, ist schwer zu sagen.;;;x
EVTDESC_Plus_927;There was a certain amount of 'persuasion' required, but eventually the commoners started calling you by your proper name again. Should they forget later, perhaps another reminder will be necessary?;;Es war ein gewisses Maß an "Überzeugungsarbeit" erforderlich, aber schließlich haben die Bürgerlichen begonnen, euch wieder bei eurem richtigen Namen zu nennen. Sollten sie es später vergessen, wird vielleicht eine weitere Erinnerung nötig sein?;;;x
EVTDESC_Plus_928;For a time, it seemed like your efforts were successful... until you hear one of your courtiers slips up and calls you '[Root.GetFirstNameWithNick]' by accident. This will clearly take more time.;;Eine Zeit lang sah es so aus, als wären Eure Bemühungen erfolgreich gewesen... bis Ihr hört, dass einer Eurer Höflinge einen Fehler macht und Euch versehentlich '[Root.GetFirstNameWithNick]' nennt. Das wird eindeutig mehr Zeit in Anspruch nehmen.;;;x
EVTOPTA_Plus_928;Then we will take the time;;Dann werden wir uns die Zeit nehmen;;;x
failed_change_nick;Fails to change the nickname\n;;Der Spitzname kann nicht geändert werden.;;;x
make_friend_attempt_tooltip;[Root.GetFirstName] tries to make a friend.;;[Root.GetFirstName] versucht, einen Freund zu finden.;;;x
make_friend_sad_tooltip;[From.GetTitledFirstName] is refused.;;[From.GetTitledFirstName] wird abgelehnt.;;;x
make_friend_success_tooltip;A friendship is formed.;;Eine Freundschaft wird geschlossen.;;;x
successful_change_nick;Successfully removes the nickname\n;;Entfernt erfolgreich den Spitznamen\n;;;x
