#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
abandon_adventure;Abandon Adventure;Abandon Adventure;Abandon Adventure;;Abandon Adventure;;;;;;;;x
ask_claimant_support_desc;Meet with §Y[This.GetTitledFirstNameNoRegnal]§W and attempt to gain their support for §Y[From.SupportedClaimant.GetTitledName]§W, you supported claimant for the [From.SupportedClaimantTitle.GetFullName].;Meet with §Y[This.GetTitledFirstNameNoRegnal]§W and attempt to gain their support for §Y[From.SupportedClaimant.GetTitledName]§W, you supported claimant for the [From.SupportedClaimantTitle.GetFullName].;Meet with §Y[This.GetTitledFirstNameNoRegnal]§W and attempt to gain their support for §Y[From.SupportedClaimant.GetTitledName]§W, you supported claimant for the [From.SupportedClaimantTitle.GetFullName].;;Meet with §Y[This.GetTitledFirstNameNoRegnal]§W and attempt to gain their support for §Y[From.SupportedClaimant.GetTitledName]§W, you supported claimant for the [From.SupportedClaimantTitle.GetFullName].;;;;;;;;x
assign_bard_desc;Assign Bard;Assign Bard;Assign Bard;;Assign Bard;;;;;;;;x
assign_druid_desc;Assign Druid;Assign Druid;Assign Druid;;Assign Druid;;;;;;;;x
attempt_conversion;Attempt Conversion;Attempt Conversion;Attempt Conversion;;Attempt Conversion;;;;;;;;x
attempt_conversion_desc;Attempt Conversion;Attempt Conversion;Attempt Conversion;;Attempt Conversion;;;;;;;;x
austro_hungarian_empire;Austrian Empire;Empire Austro-Hongrois;Österreichisch-Ungarisches Kaiserreich;;Imperio Austro-Húngaro;;;;;;;;x
austro_hungarian_empire_desc;This decision will give you the Austrian title.;Cette décision vous donnera le titre austro-hongrois.;Diese Entscheidung gibt Ihnen der Österreichisch-Ungarisches Kaiserreichstitel.;;Esta decisión le dará el título Austro-Húngaro.;;;;;;;;x
become_king_of_poland_boleslaw;Create the Kingdom of Poland;Créer le Royaume de Pologne;Create the Kingdom of Poland;;Create the Kingdom of Poland;;;;;;;;x,,,, 
become_king_of_poland_boleslaw_desc;From Carpathia to Pommerania, from Bohemia to Prussia…the Polish realm is one of the greatest states of this century and it would be more than appropriate for others to treat us with respect you deserve.;Des Carpathes à la Pomméranie, de la Bohème à la Prusse... le royaume polonais est un des plus grands royaumes de ce siècle et il seroit plus qu'approprié que les aultres vous traitent avec le respect que vous méritez.;From Carpathia to Pommerania, from Bohemia to Prussia…the Polish realm is one of the greatest states of this century and it would be more than appropriate for others to treat us with respect you deserve.;;From Carpathia to Pommerania, from Bohemia to Prussia…the Polish realm is one of the greatest states of this century and it would be more than appropriate for others to treat us with respect you deserve.;;;;;;;;x 
become_merchant_republic;Become Merchant Republic;Become Merchant Republic;Become Merchant Republic;;Become Merchant Republic;;;;;;;;x 
become_merchant_republic_desc;Become Merchant Republic;Become Merchant Republic;Become Merchant Republic;;Become Merchant Republic;;;;;;;;x 
become_messalian_patriarch;Become Messalian Patriarch;Become Messalian Patriarch;Become Messalian Patriarch;;Become Messalian Patriarch;;;;;;;;x 
become_messalian_patriarch_desc;Become Messalian Patriarch;Become Messalian Patriarch;Become Messalian Patriarch;;Become Messalian Patriarch;;;;;;;;x 
begin_formalize_bogomilist_church;Begin Formalization of the Bogomilist Faith;Begin Formalization of the Bogomilist Faith;Begin Formalization of the Bogomilist Faith;;Begin Formalization of the Bogomilist Faith;;;;;;;;x 
begin_formalize_bogomilist_church_desc;The formalization of the Bogomilist faith into a structured organization supported by the state will take a great deal of work. It can be done slowly over time, or more quickly provided you have both the respect and piety. Either way, there are likely to be repercussions from those of the faithful who resist such changes.;The formalization of the Bogomilist faith into a structured organization supported by the state will take a great deal of work. It can be done slowly over time, or more quickly provided you have both the respect and piety. Either way, there are likely to be repercussions from those of the faithful who resist such changes.;The formalization of the Bogomilist faith into a structured organization supported by the state will take a great deal of work. It can be done slowly over time, or more quickly provided you have both the respect and piety. Either way, there are likely to be repercussions from those of the faithful who resist such changes.;;The formalization of the Bogomilist faith into a structured organization supported by the state will take a great deal of work. It can be done slowly over time, or more quickly provided you have both the respect and piety. Either way, there are likely to be repercussions from those of the faithful who resist such changes.;;;;;;;;x 
blackmail_plotter;Blackmail Plotter;Blackmail Plotter;Blackmail Plotter;;Blackmail Plotter;;;;;;;;x 
blackmail_plotter_desc;Attempt to blackmail §Y[This.GetTitledName]§!, lest you reveal [This.GetHerHis] fiendish plot to the world.;Attempt to blackmail §Y[This.GetTitledName]§!, lest you reveal [This.GetHerHis] fiendish plot to the world.;Attempt to blackmail §Y[This.GetTitledName]§!, lest you reveal [This.GetHerHis] fiendish plot to the world.;;Attempt to blackmail §Y[This.GetTitledName]§!, lest you reveal [This.GetHerHis] fiendish plot to the world.;;;;;;;;x 
extend_claims_boleslaw;Continue the Expansion;Continuer l'Expansion;Continue the Expansion;;Continue the Expansion;;;;;;;;x,,,, 
extend_claims_boleslaw_desc;We have conquered the March of Moravia and now we should concentrate on extending our control of the region.;Nous avons conquis la Marche de Moravie et nous devrions à présent nous concentrer sur l'amélioration de notre controsle sur la contrée.;We have conquered the March of Moravia and now we should concentrate on extending our control of the region.;;We have conquered the March of Moravia and now we should concentrate on extending our control of the region.;;;;;;;;x,,,, 
become_braedralag;Found the Bræðralag;Fonder le Bræðralag;Found the Bræðralag;;Found the Bræðralag;;;;;;;;x
become_braedralag_desc;Found the Bræðralag;Fonder le Bræðralag;Found the Bræðralag;;Found the Bræðralag;;;;;;;;x
bogomilist_quit_theocracy;Quit Theocracy;Quit Theocracy;Quit Theocracy;;Quit Theocracy;;;;;;;;x
bogomilist_quit_theocracy_desc;Quit Theocracy;Quit Theocracy;Quit Theocracy;;Quit Theocracy;;;;;;;;x
bogomilist_join_theocracy;Join Theocracy;Join Theocracy;Join Theocracy;;Join Theocracy;;;;;;;;x
bogomilist_join_theocracy_desc;Join Theocracy;Join Theocracy;Join Theocracy;;Join Theocracy;;;;;;;;x
boost_moral_authority;Boost Moral Authority;Boost Moral Authority;Boost Moral Authority;;Boost Moral Authority;;;;;;;;x
borrowed_from_ansar;Owes 300¤ to the Ansar Order;Doit 300¤ à la Confrérie des Bektachis;Schuldet dem Orden der Bektaschi 300¤;;Debe 300¤ a los Ansar;;;;;;;;x
borrow_money_ansar;Borrow 300¤ from the Ansar;Emprunter 300¤ aulx Bektachis;Leihen Sie sich 300¤ von den Bektaschi;;Pedir 300¤ prestados a los Ansar;;;;;;;;x
borrow_money_ansar_desc;I can borrow money from the Ansar and pay back the same sum at any time. However, while I'm in their debt, the Grand Master can make various requests, like one of my sons joining their ranks.;Je puis emprunter de l'argent aulx Bektachis et rembourser la mesme somme quand bon me semble. Cependant, tant que cette dette existe, le Grand Maistre peut formuler diverses requestes, par exemple demander qu'un de mes fils rejoigne leurs rangs.;Ich kann mir von den Bektaschi Geld leihen und den Betrag zu beliebiger Zeit zurückzahlen. Jedoch kann der Großmeister, während ich in ihrer Schuld stehe, an mich verschiedene Forderungen stellen, z.B. dass einer meiner Söhne dem Orden beitritt.;;Puedo pedir un préstamo a los Ansar y devolverles la misma suma en cualquier momento. Sin embargo, mientras esté en deuda con ellos, el Gran Maestre podrá hacer distintas peticiones, como que uno de mis hijos se una a sus filas.;;;;;;;;;x
bring_children_to_court;Summon Children to Court;Convoquer les enfants à la cour;Kinder vor Gericht beordern.;;Summon Children to Court;;;;;;;;x
bring_children_to_court_desc;Some of your children are subjects of a foreign court. Bring them home to [Root.PrimaryTitle.GetName].;Certains de vos enfants sont sujets d'une cour étrangère. Ramenez-les chez eulx à [Root.PrimaryTitle.GetName].;Einige eurer Kinder sind Verdächtige an einem ausländischen Gericht. Bringt sie nach hause an eueren Hof [Root.PrimaryTitle.GetName].;;Some of your children are subjects of a foreign court. Bring them home to [Root.PrimaryTitle.GetName].;;;;;;;;x
bring_out_of_hiding;Call Family out of Hiding;Appeler votre Famille à sortir de leur Cachette;Call Family out of Hiding;;Call Family out of Hiding;;;;;;;;x
bring_out_of_hiding_desc;Removes Hidden, Stalwart, or Left At Siege from any of your dynasty or spouses at your location.;Enlève Caché, Féal Partisan, ou Laissé au Siège de n'importe quel membre de votre dynastie ou votre conjointe à votre emplacement.;Removes Hidden, Stalwart, or Left At Siege from any of your dynasty or spouses at your location.;;Removes Hidden, Stalwart, or Left At Siege from any of your dynasty or spouses at your location.;;;;;;;;x
build_third_temple_desc;The office of the Kohen Gadol - the High Priest of Judaism - has been vacant since the destruction of the Second Temple at the hands of the Romans. Now that holy Jerusalem is under Jewish control, perhaps the time has come to begin the construction of a Third Temple and restore the high priesthood to its former glory.;The office of the Kohen Gadol - the High Priest of Judaism - has been vacant since the destruction of the Second Temple at the hands of the Romans. Now that holy Jerusalem is under Jewish control, perhaps the time has come to begin the construction of a Third Temple and restore the high priesthood to its former glory.;The office of the Kohen Gadol - the High Priest of Judaism - has been vacant since the destruction of the Second Temple at the hands of the Romans. Now that holy Jerusalem is under Jewish control, perhaps the time has come to begin the construction of a Third Temple and restore the high priesthood to its former glory.;;The office of the Kohen Gadol - the High Priest of Judaism - has been vacant since the destruction of the Second Temple at the hands of the Romans. Now that holy Jerusalem is under Jewish control, perhaps the time has come to begin the construction of a Third Temple and restore the high priesthood to its former glory.;;;;;;;;x
byz_suppress_paulicians;Suppress the Paulicians;Suppress the Paulicians;Suppress the Paulicians;;Suppress the Paulicians;;;;;;;;x
byz_suppress_paulicians_desc;The Paulicians are becoming too much of a problem in the Empire. It is time to deal with them once and for all.;The Paulicians are becoming too much of a problem in the Empire. It is time to deal with them once and for all.;The Paulicians are becoming too much of a problem in the Empire. It is time to deal with them once and for all.;;The Paulicians are becoming too much of a problem in the Empire. It is time to deal with them once and for all.;;;;;;;;x
cadet_status;Add Cadet Status;Add Cadet Status;Add Cadet Status;;Add Cadet Status;;;;;;;;x
cadet_status_desc;Add Cadet Status;Add Cadet Status;Add Cadet Status;;Add Cadet Status;;;;;;;;x
call_up_republic;Defend the Republic;Defend the Republic;Defend the Republic;;Defend the Republic;;;;;;;;x
call_up_republic_desc;A small merchant republic has one advantage against outside attackers: the patrician families can be summoned to the republic's defense, providing more than their minimum levies to their liege.;A small merchant republic has one advantage against outside attackers: the patrician families can be summoned to the republic's defense, providing more than their minimum levies to their liege.;A small merchant republic has one advantage against outside attackers: the patrician families can be summoned to the republic's defense, providing more than their minimum levies to their liege.;;A small merchant republic has one advantage against outside attackers: the patrician families can be summoned to the republic's defense, providing more than their minimum levies to their liege.;;;;;;;;x
capture_desc;§Y$CLAIMANT$§! can attempt to capture all malicious plotters in the realm of §Y$TARGET$§!.;§Y$CLAIMANT$§! Peut tenter de capturer tous les comploteurs malveillants dans le Royaume de §Y$TARGET$§!.;§Y$CLAIMANT$§! kann versuchen, alle böswilligen Verschwörer im Reich von §Y$TARGET$§! Festzunehmen.;;§Y$CLAIMANT$§! can attempt to capture all malicious plotters in the realm of §Y$TARGET$§!.;;;;;;;;x
cathar_adoption;Adopt an Heir;Adopt an Heir;Adopt an Heir;;Adopt an Heir;;;;;;;;x
cathar_adoption_desc;For many of the [Root.Religion.GetName] faith, heirs cannot be acquired in the normal fashion. Thus it is quite acceptable for a ruler to adopt an orphaned [Root.Religion.GetName] child and raise it as their own—an act of generosity, if you will, towards someone who in any other circumstance would have few chances at a meaningful life.;For many of the [Root.Religion.GetName] faith, heirs cannot be acquired in the normal fashion. Thus it is quite acceptable for a ruler to adopt an orphaned [Root.Religion.GetName] child and raise it as their own—an act of generosity, if you will, towards someone who in any other circumstance would have few chances at a meaningful life.;For many of the [Root.Religion.GetName] faith, heirs cannot be acquired in the normal fashion. Thus it is quite acceptable for a ruler to adopt an orphaned [Root.Religion.GetName] child and raise it as their own—an act of generosity, if you will, towards someone who in any other circumstance would have few chances at a meaningful life.;;For many of the [Root.Religion.GetName] faith, heirs cannot be acquired in the normal fashion. Thus it is quite acceptable for a ruler to adopt an orphaned [Root.Religion.GetName] child and raise it as their own—an act of generosity, if you will, towards someone who in any other circumstance would have few chances at a meaningful life.;;;;;;;;x
cathar_consolamentum;Consolamentum;Consolamentum;Consolamentum;;Consolamentum;;;;;;;;x
cathar_consolamentum_desc;The only sacrament of the [Root.Religion.GetName] faith, the Consolamentum represented a purification of the faithful from sins gained throughout their life. Once the ritual baptism had occurred, the faithful [Root.Religion.GetName] would be considered 'Perfect' and be expected to live a life of celibacy -- as well as to spread the [Root.Religion.GetName] faith further. Most did not receive Consolamentum until their deathbeds, but the zealous would take the sacrament much earlier.;The only sacrament of the [Root.Religion.GetName] faith, the Consolamentum represented a purification of the faithful from sins gained throughout their life. Once the ritual baptism had occurred, the faithful [Root.Religion.GetName] would be considered 'Perfect' and be expected to live a life of celibacy -- as well as to spread the [Root.Religion.GetName] faith further. Most did not receive Consolamentum until their deathbeds, but the zealous would take the sacrament much earlier.;The only sacrament of the [Root.Religion.GetName] faith, the Consolamentum represented a purification of the faithful from sins gained throughout their life. Once the ritual baptism had occurred, the faithful [Root.Religion.GetName] would be considered 'Perfect' and be expected to live a life of celibacy -- as well as to spread the [Root.Religion.GetName] faith further. Most did not receive Consolamentum until their deathbeds, but the zealous would take the sacrament much earlier.;;The only sacrament of the [Root.Religion.GetName] faith, the Consolamentum represented a purification of the faithful from sins gained throughout their life. Once the ritual baptism had occurred, the faithful [Root.Religion.GetName] would be considered 'Perfect' and be expected to live a life of celibacy -- as well as to spread the [Root.Religion.GetName] faith further. Most did not receive Consolamentum until their deathbeds, but the zealous would take the sacrament much earlier.;;;;;;;;x
check_notable_persons;Check Friends and Rivals;Voir Amis et Rivaulx;Check Friends and Rivals;;Check Friends and Rivals;;;;;;;;x
check_notable_persons_desc;Show your friends and rivals, if you have them.;Montre vos amis et vos rivaulx, si vous en avez.;Show your friends and rivals, if you have them.;;Show your friends and rivals, if you have them.;;;;;;;;x
check_people_tooltip;Friends, Rivals, and Lover.;Amis, Rivaulx et Amant(e).;Friends, Rivals, and Lover.;;Friends, Rivals, and Lover.;;;;;;;;x
church_of_st_bogomil;Build the Church of St. Bogomil;Build the Church of St. Bogomil;Build the Church of St. Bogomil;;Build the Church of St. Bogomil;;;;;;;;x
church_of_st_bogomil_desc;Surely a faith which has come as far as Bogomilism deserves a church to rival those of St. Peter's Basilica and the Hagia Sophia?;Surely a faith which has come as far as Bogomilism deserves a church to rival those of St. Peter's Basilica and the Hagia Sophia?;Surely a faith which has come as far as Bogomilism deserves a church to rival those of St. Peter's Basilica and the Hagia Sophia?;;Surely a faith which has come as far as Bogomilism deserves a church to rival those of St. Peter's Basilica and the Hagia Sophia?;;;;;;;;x
claim_caliphate;Claim the [Root.Religion.GetName] Caliphate;Claim the [Root.Religion.GetName] Caliphate;Claim the [Root.Religion.GetName] Caliphate;;Claim the [Root.Religion.GetName] Caliphate;;;;;;;;x
claim_caliphate_desc;It is clear that [Root.RelHead.GetTitledName] has fallen into the ways of decadence and corruption, and the rest of the [Root.RelHead.GetOnlyDynastyName] dynasty is no better. What the [Root.Religion.GetName] Caliphate requires is a new leader, one who knows the true path to [Root.Religion.GetHighGodName].;It is clear that [Root.RelHead.GetTitledName] has fallen into the ways of decadence and corruption, and the rest of the [Root.RelHead.GetOnlyDynastyName] dynasty is no better. What the [Root.Religion.GetName] Caliphate requires is a new leader, one who knows the true path to [Root.Religion.GetHighGodName].;It is clear that [Root.RelHead.GetTitledName] has fallen into the ways of decadence and corruption, and the rest of the [Root.RelHead.GetOnlyDynastyName] dynasty is no better. What the [Root.Religion.GetName] Caliphate requires is a new leader, one who knows the true path to [Root.Religion.GetHighGodName].;;It is clear that [Root.RelHead.GetTitledName] has fallen into the ways of decadence and corruption, and the rest of the [Root.RelHead.GetOnlyDynastyName] dynasty is no better. What the [Root.Religion.GetName] Caliphate requires is a new leader, one who knows the true path to [Root.Religion.GetHighGodName].;;;;;;;;x
claim_finnmark;Claim Finnmárku for Norway;Claim Finnmárku for Norway;Claim Finnmárku for Norway;;Claim Finnmárku for Norway;;;;;;;;x
claim_finnmark_desc;The tribal lands of Finnmárku should rightfully be under the de jure rule of the Norwegian crown.;The tribal lands of Finnmárku should rightfully be under the de jure rule of the Norwegian crown.;The tribal lands of Finnmárku should rightfully be under the de jure rule of the Norwegian crown.;;The tribal lands of Finnmárku should rightfully be under the de jure rule of the Norwegian crown.;;;;;;;;x
claim_high_king;Claim Irish Throne;Claim Irish Throne;Claim Irish Throne;;Claim Irish Throne;;;;;;;;x
claim_high_king_desc;The Irish throne is traditionally held by an Irish high king who can prove dominance over the other kings of Ireland. Perhaps the time has come to stake your claim and prove that you are that man.;The Irish throne is traditionally held by an Irish high king who can prove dominance over the other kings of Ireland. Perhaps the time has come to stake your claim and prove that you are that man.;The Irish throne is traditionally held by an Irish high king who can prove dominance over the other kings of Ireland. Perhaps the time has come to stake your claim and prove that you are that man.;;The Irish throne is traditionally held by an Irish high king who can prove dominance over the other kings of Ireland. Perhaps the time has come to stake your claim and prove that you are that man.;;;;;;;;x
claim_kola;Claim Pohjanmaa for Finland;Claim Kola for Finland;Claim Kola for Finland;;Claim Kola for Finland;;;;;;;;x
claim_kola_desc;The tribal lands of Pohjanmaa should rightfully be under the de jure rule of the Finnish crown.;The tribal lands of Kola should rightfully be under the de jure rule of the Finnish crown.;The tribal lands of Kola should rightfully be under the de jure rule of the Finnish crown.;;The tribal lands of Kola should rightfully be under the de jure rule of the Finnish crown.;;;;;;;;x
claim_sami;Claim Lappland for Sweden;Claim Sami for Sweden;Claim Sami for Sweden;;Claim Sami for Sweden;;;;;;;;x
claim_sami_desc;The tribal Sami lands in the north should rightfully be under the de jure rule of the Swedish crown.;The tribal Sami lands in the north should rightfully be under the de jure rule of the Swedish crown.;The tribal Sami lands in the north should rightfully be under the de jure rule of the Swedish crown.;;The tribal Sami lands in the north should rightfully be under the de jure rule of the Swedish crown.;;;;;;;;x
claim_the_throne_byz;Claim the Imperial Throne;Revendiquer le trône impérial;Claim the Imperial Throne;;Claim the Imperial Throne;;;;;;;;;x
claim_the_throne_byz_desc;For too long has been the Imperial seat occupied by wastrels and corrupted idiots! It is time to take the city and restore the gold era of Byzantium under yet another soldier emperor.;Pendant longtemps, le siège impérial a été occupé par des gaspilleurs et des idiots corrompus! Il est temps de reprendre la ville et restaurer l'age d'or de Byzance sous un autre empereur-soldat.;For too long has been the Imperial seat occupied by wastrels and corrupted idiots! It is time to take the city and restore the gold era of Byzantium under yet another soldier emperor.;;For too long has been the Imperial seat occupied by wastrels and corrupted idiots! It is time to take the city and restore the gold era of Byzantium under yet another soldier emperor.;;;;;;;;;x
come_out_of_hiding_siege;Come out of Hiding;Sortir de sa cachette;Aus dem Versteck kommen;;Salir de la Clandestinidad;;;;;;;;x
come_out_of_hiding_siege_desc;With the war finally done, anyone who you've sent into hiding can now be told to come out and return to public life.;With the war finally done, anyone who you've sent into hiding can now be told to come out and return to public life.;With the war finally done, anyone who you've sent into hiding can now be told to come out and return to public life.;;With the war finally done, anyone who you've sent into hiding can now be told to come out and return to public life.;;;;;;;;x
convert_finnmark;Create Duchy of Nordland;Create Duchy of Nordland;Create Duchy of Nordland;;Create Duchy of Nordland;;;;;;;;x
convert_finnmark_desc;Now that we control all of Finnmárku, it should be declared a duchy for the [Root.Culture.GetName] to rule.;Now that we control all of Finnmárku, it should be declared a duchy for the [Root.Culture.GetName] to rule.;Now that we control all of Finnmárku, it should be declared a duchy for the [Root.Culture.GetName] to rule.;;Now that we control all of Finnmárku,it should be declared a duchy for the [Root.Culture.GetName] to rule.;;;;;;;;x
convert_sami;Create Duchy of Norrland;Create Duchy of Norrland;Create Duchy of Norrland;;Create Duchy of Norrland;;;;;;;;x
