#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
;;;;;;;;;;
allowed_to_serve_holy_order;Allowed to Join Order;Allowed to Join Order;Allowed to Join Order;;Allowed to Join Order;;;;;;;;;;x
EVTDESC_ancrel_1190;A courier has come forth inviting all free men and women of the realm to attend a grand Aonach Tailteann, the like of which is only seen once per reign.;Un coursier est venu inviter tous les hommes et femmes libres du Royaume à participer à un grand Aonach Teltainn, de ceux qui ne sont organisés qu’une fois au cours d’un règne.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTA_ancrel_1190;A perfect opportunity to prove ourselves;L’occasion de prouver notre valeur.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTB_ancrel_1190;I prefer to worship my ancestors in private.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTDESC_ancrel_1205;The Ollamh, aided by other members of the bardic caste, has given out the new laws that will mark [From.GetTitledFirstName]'s reign. "By royal decree, I, [From.GetTitledFirstName], have decided to implement the following laws: The free men of the Fianna are the most valorous warriors of the realm, thus their..."\nThe new laws seem heavily biased towards the roaming Fianna.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTA_ancrel_1205;Very Well;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTDESC_ancrel_1206;The Ollamh, aided by other members of the bardic caste, has given out the new laws that will mark [From.GetTitledFirstName]'s reign. "By royal decree, I, [From.GetTitledFirstName], have decided to implement the following laws: The wondrous kings and queens of the heavens, those feathery angels from above, will have pecking rights on..."\nThe new laws seem to be strangely focused on the birds.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTA_ancrel_1206;How strange;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTA_ancrel_1207;My will be made;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTA_ancrel_1208;Good;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTA_ancrel_1209;Excellent;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTA_ancrel_1210;My word is your command;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTA_ancrel_1211;Good;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTA_ancrel_1212;Excellent;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTA_ancrel_1213;My will be made;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTDESC_ancrel_1214;Victory is mine, I triumphed in in every athletic contest there is, proving once and for all that I am the champion.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTA_ancrel_1214;Victorious;Victoire !;Siegreich;;¡Victoria!;;;;;;;;;x
EVTDESC_ancrel_1215;[From.GetTitledName] has been crowned the most skillfull athlete in the land.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTA_ancrel_1215;[From.GetSheHeCap] truly deserves it!;C'est amplement mérité !;[From.GetSheHeCap] hat es wahrlich verdient!;;¡[From.GetSheHeCap] de verdad se lo merece!;;;;;;;;;x
EVTDESC_ancrel_1216;Victory is mine, I triumphed over all my foes, proving once and for all that I am a champion.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTA_ancrel_1216;Victorious;Victoire !;Siegreich;;¡Victoria!;;;;;;;;;x
EVTDESC_ancrel_1217;[From.GetTitledName] has been crowned the most skillfull fighter in the land.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTA_ancrel_1217;[From.GetSheHeCap] truly deserves it!;C'est amplement mérité !;[From.GetSheHeCap] hat es wahrlich verdient!;;¡[From.GetSheHeCap] de verdad se lo merece!;;;;;;;;;x
EVTDESC_ancrel_1218;The judges have decided, my creation is the most intricate and beautiful piece of craftmanship the judges have ever seen, proving once and for all that I am a master craftsman.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTA_ancrel_1218;Victorious;Victoire !;Siegreich;;¡Victoria!;;;;;;;;;x
EVTDESC_ancrel_1219;[From.GetTitledName] has been crowned the most skillfull craftsman in the land.;;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTA_ancrel_1219;[From.GetSheHeCap] truly deserves it!;C'est amplement mérité !;[From.GetSheHeCap] hat es wahrlich verdient!;;¡[From.GetSheHeCap] de verdad se lo merece!;;;;;;;;;x
EVTDESC_ancrel_1220;The Aonach Tailteann is over and now it is time to bask in the glory.;L'Aonach Tailteann est terminé et l’heure est venue d’en récolter les fruits.;Das Turnier ist vorbei. Jetzt ist es an der Zeit, sich im Glanze des Erfolgs zu sonnen.;;El torneo ha acabado y ha llegado el momento de saborear la gloria.;;;;;;;;;x
EVTOPTA_ancrel_1220;A glorious event;Un événement glorieux;Ein ruhmreiches Ereignis;;Un evento glorioso.;;;;;;;;;x
EVTDESC_ancrel_1221;My liege! Your guest [From.GetTitledName] has tragically been killed during the games!;Mon Seigneur ! [From.GetTitledName] est mort tragiquement lors des jeux !;Mein Fürst! Euer Gast [From.GetTitledName] wurde tragischerweise während des Turniers getötet!;;¡Mi señor! ¡Su huésped [From.GetTitledName] ha sido trágicamente asesinado durante el torneo!;;;;;;;;;x
EVTOPTA_ancrel_1221;Most unfortunate;Quelle malchance;Höchst bedauerlich;;El más desafortunado;;;;;;;;;x
EVTOPTB_ancrel_1221;Don't bother me with such details!;Passez sur les détails futiles !;Langweile mich nicht mit solchen Details!;;¡No me moleste con tales detalles!;;;;;;;;;x
EVTDESC_ancrel_1222;My liege! Your guest [From.GetTitledName] has tragically been maimed during the games!;Mon Seigneur ! [From.GetTitledName] a été gravement blessé lors des jeux !;Mein Fürst! Euer Gast [From.GetTitledName] wurde tragischerweise während des Turniers verkrüppelt!;;¡Mi señor! ¡Su huésped [From.GetTitledName] ha sido trágicamente mutilado durante el torneo!;;;;;;;;;x
EVTDESC_ancrel_1223;My liege! Your guest [From.GetTitledName] has tragically been wounded during the games!;Mon Seigneur ! [From.GetTitledName] a été blessé lors des jeux !;Mein Fürst! Euer Gast [From.GetTitledName] wurde tragischerweise während des Turniers verwundet!;;¡Mi señor! ¡Su huésped [From.GetTitledName] ha sido trágicamente herido durante el torneo!;;;;;;;;;x
EVTDESC_ancrel_1224;The Tailteann Games end and although I may not have won any of the events my prowess did not go unnoticed.;Le tournoi se termine et même si je n’ai remporté aucune des mêlées, mes prouesses ont été remarquées.;Das Turnier geht zu Ende. Obwohl ich keinen der Nahkampfwettbewerbe gewinnen konnte, so sahen doch alle meine Fähigkeiten im Kampfe.;;El torneo ha acabado y, aunque no haya ganado ningún combate, mis proezas no han pasado desapercibidas.;;;;;;;;;x
EVTOPTA_ancrel_1224;But of course;Mais, bien sûr !;Aber natürlich;;Claro que sí.;;;;;;;;;x
EVTDESC_ancrel_1225;The Tailteann Games end and I have shown time and time again that my skill in arms, even if I did not win I still covered myself in glory.;Le tournoi se termine et j’ai prouvé que je savais manier les armes. Certes, je n’ai pas gagné, mais la gloire était malgré tout au rendez-vous.;Das Turnier geht zu Ende. Wieder und wieder habe ich gezeigt, wie gewandt ich im Kampfe bin. Zwar habe ich nicht gewonnen, doch großer Ruhm ist mir sicher.;;El torneo ha acabado y he demostrado una y otra vez mis gloriosas habilidades en la batalla. Aunque no haya ganado, me he cubierto de gloria.;;;;;;;;;x
EVTOPTA_ancrel_1225;Glory to me;Gloire à moi !;Ruhm und Ehre für mich;;Que la gloria me acompañe.;;;;;;;;;x
EVTDESC_ancrel_1226;The Tailteann Games end and it was a terrible moment, but it was one time only. I still hear their laughter.;Le tournoi se termine et il a été terrible. J’entends encore leurs rires.;Das Turnier geht zu Ende und es war einfach schrecklich. Zum Glück war es ein einmaliges Ereignis. Noch immer schallt ihr Gegacker in meinen Ohren ...;;El torneo ha acabado y ha sido horrible, menos mal que no se volverá a repetir. Aún me parece oír las risas.;;;;;;;;;x
EVTOPTA_ancrel_1226;It was shameful;Quelle honte !;Oh, welch Schande!;;Fue vergonzoso.;;;;;;;;;x
EVTDESC_ancrel_1227;The Tailteann Games end and I was a total disgrace. Personally I blame my team, but people did not see it that way.;Le tournoi se termine et j’ai perdu chacune des manches. Pour moi, c’est de la faute de mon écuyer, mais les autres ne semblent pas de cet avis.;Das Turnier geht zu Ende. Ich wurde bereits in den Anfangsrunden ausgeschaltet. Ich selbst mache dafür meinen Knappen verantwortlich, aber die Zuschauer sahen es anders.;;El torneo ha acabado y me eliminaron en los primeros combates. Yo creo que la culpa es de mi escudero, pero la gente no lo vio así.;;;;;;;;;x
EVTOPTA_ancrel_1227;I know they snigger behind my back.;Je sais qu’ils rient derrière mon dos.;Ich weiß, dass sie hinter meinem Rücken kichern;;Sé bien que se ríen a mis espaldas.;;;;;;;;;x
EVTDESC_ancrel_1228;The Tailteann Games end and although I did not win I felt many lessons were learnt.;Le tournoi se termine et même si je n’ai pas gagné, il m’a beaucoup appris.;Das Turnier geht zu Ende. Ich habe zwar nicht gewonnen, aber viel gelernt.;;El torneo ha acabado y, aunque no he ganado, creo que he aprendido mucho.;;;;;;;;;x
EVTOPTA_ancrel_1228;It was worthwhile.;Le jeu en valait la chandelle.;Für mich hat es sich gelohnt.;;Mereció la pena.;;;;;;;;;x
EVTDESC_ancrel_1229;The Tailteann Games end and my tactics were poor, people doubt my abilities now.;Le tournoi se termine. Mes tactiques se sont révélées médiocres et les gens doutent de mes capacités maintenant.;Das Turnier geht zu Ende. Die Leute zweifeln jetzt meine Fähigkeiten an, denn meine Taktik war schwach.;;El torneo ha acabado y mi estrategia fue deficiente. Ahora dudan de mis habilidades.;;;;;;;;;x
EVTOPTA_ancrel_1229;Oh Dear;Oh, là là !;Oh weh ...;;Madre mía.;;;;;;;;;x
EVTDESC_ancrel_1230;I felt my armor was strong and my training was first rate. Sadly it failed and I felt the icy chill as the steel carved into my flesh. My eyes grew heavy and sight grew dim.;Je pensais que mon armure était solide et mon entraînement de tour premier ordre. Malheureusement, ce n’était pas le cas et j’ai senti l’acier me déchirer la chair. J'avais les yeux lourds et ma vue s’est voilée.;Meine Rüstung war stark und meine Vorbereitung erstklassig. Als sich der eisige Stahl in mein Fleisch bohrte, erkannte ich aber, dass meine Rüstung wohl doch nicht so stark war wie vermutet. Meine Augen wurden schwer und ermatteten.;;Mi armadura era fuerte y mi entrenamiento había sido de primera. Pero, por desgracia, algo falló cuando sentí el frío helado del acero abriéndose en la piel. Los ojos se me cerraban y la vista se oscurecía.;;;;;;;;;x
EVTOPTA_ancrel_1230;Then I died;Puis, j’ai succombé.;Und dann starb ich;;En ese momento, morí.;;;;;;;;;x
EVTDESC_ancrel_1231;The fight was going well when the mace came crashing down upon me, I managed to block it but my shield shatter under the force of the blow. The next swing came crashing down and the darkness overtook me.;La mêlée se présentait bien avant que la masse ne s’abatte sur moi. J’ai réussi à la bloquer, mais mon bouclier n’y a pas résisté. Le coup suivant a eu raison de moi et j’ai plongé dans l’obscurité.;Der Nahkampf lief gut für mich. Als der Morgenstern auf mich niedersauste, konnte ich ihn abblocken, wobei allerdings mein Schild zu Bruch ging. Dann kann der nächste Schlag und um mich wurde es dunkel ...;;El combate iba bien hasta que aquella maza cayó sobre mí. Pude cubrirme, pero mi escudo quedó hecho añicos ante la fuerza del golpe. Entonces, recibí el siguiente mazazo y todo se volvió oscuro.;;;;;;;;;x
EVTOPTA_ancrel_1231;When I awoke I was maimed.;À mon réveil, j’étais estropié(e).;Als ich erwachte, war ich verstümmelt.;; Al despertar, vi mi cuerpo lisiado.;;;;;;;;;x
EVTDESC_ancrel_1232;I thought I was a better fighter than my opponent, but he came upon me and I parried the first thrust. The follow up was too quick for me and a jolt of pain shot through my body. ;J’ai cherché un adversaire digne de mon nom lors de la mêlée. J’ai réussi à esquiver sa première attaque, mais la seconde a été trop rapide et la souffrance a envahi mon corps. ;Im Nahkampf suchte ich nach einem würdigen Gegner, doch er griff mich zuerst an. Ich parierte den ersten Stoß. Der zweite allerdings war zu schnell für mich und Schmerzen durchzuckten meinen Körper.;;Yo que buscaba un rival digno para combatir... pero cuando este vino hacia mí, esquivé el primer ataque. Ya el siguiente fue demasiado rápido, y una oleada de dolor se me extendió por el cuerpo. ;;;;;;;;;x
EVTOPTA_ancrel_1232;The Wound, the  wound.;Blessé(e), blessé(e).;Oh, welch grausige Wunde!;;La herida, esa herida.;;;;;;;;;x
EVTDESC_ancrel_1233;I advanced forth to meet my opponent, but when I saw him my bowels suddenly loosened and guts turned to water. My foe looked on me in disgust.;Nous nous jetâmes dans la mêlée, mais je vis nos ennemis et mes tripes se retournèrent soudainement. Tous mes camarades me regardèrent avec dégoût.;Wir waren gerade in den Nahkampf eingetreten, aber dann habe ich unsere Gegner gesehen, und plötzlich drehte sich mir der Magen um und ich musste mich übergeben. Meine Kameraden schauten mich alle voller Abscheu an. ;;Avanzamos adelante en el cuerpo a cuerpo, pero entonces vi a nuestros enemigos y de repente me flojearon las piernas y se me hicieron las tripas agua. Todos mis camaradas me miraron disgustados.;;;;;;;;;x
EVTOPTA_ancrel_1233;My cheeks burned in shame.;Mes joues étaient rouges de honte.;Mein Gesicht brannte vor Scham;;Estaba rojo de la vergüenza.;;;;;;;;;x
EVTDESC_ancrel_1234;The fight was fought and I went boldly forth, while my opponent stood back I charged forth headless of my own safety.;La mêlée suivait son cours, je progressais et, alors que mon adversaire reculait, j’ai chargé sans penser à ma propre sécurité.;Der Nahkampf war im Gange und ich preschte ungeachtet meiner eigenen Sicherheit mutig voran, während sich die anderen zurückhielten.;;Luchamos y avancé con valentía. Mientras otros retrocedían, yo cargaba hacia adelante poniendo en riesgo mi vida.;;;;;;;;;x
EVTOPTA_ancrel_1234;They were all in awe with my manliness.;Ils étaient tous impressionnés par ma virilité.;Sie alle bewunderten meine Mannhaftigkeit.;;Todos estaban impresionados con mi hombría.;;;;;;;;;x
EVTDESC_ancrel_1235;People felt my leadership skills were poor, some even called me misguided.  Then the tide of the game turned  and in the sweat of the pursuit my voice rose above the others and my direction  turned the tide.;Les gens critiquaient mes qualités de chef, certains me croyaient même malavisé. Puis le cours de la mêlée s’est inversé et, en pleine bataille, ma voix s’est élevée au-dessus des autres pour donner des ordres décisifs.;Die Leute fanden meine Führungsqualitäten schwach, einige nannten mich gar irregeleitet. Dann aber wendete sich im Nahkampf das Blatt: Meine Stimme übertönte die der anderen, und meine Führung machte den Unterschied aus. ;;Todos vieron que mis dotes de líder eran deficientes, alguno incluso me dijo que andaba perdido.  Pero entonces, en el fragor de la batalla mi voz se alzó sobre la de los demás y mis órdenes cambiaron el rumbo del combate.;;;;;;;;;x
EVTOPTA_ancrel_1235;I showed my toughness;J’ai prouvé ma force.;Ich stellte meine Zähigkeit unter Beweis;;Ahí demostré mi carácter.;;;;;;;;;x
EVTDESC_ancrel_1236;I have been long renowned for my roughness, but in the recent game of hurling the enemy team took us by surprise and yet I still led from the front and steered us to victory.;J’ai longtemps eu la réputation d’être quelqu’un de fort, mais au cours de la récente mêlée, l’ennemi nous a pris par surprise. Je n’ai pas renoncé et nous avons remporté la victoire.;Schon seit langem bin ich für meine Rauheit bekannt. Im letzten Nahkampf aber überraschte uns der Feind ... trotzdem führte ich meine Mannen in vorderster Reihe zum Sieg.;;Hace tiempo que se me conoce por mi firmeza pero, en el último combate, el enemigo nos sorprendió y aun así conseguí liderar desde el frente hacia la victoria.;;;;;;;;;x
EVTOPTA_ancrel_1236;My skill shined through;Mes compétences sont indéniables.;Meine Fähigkeiten kamen zum Vorschein;;Demostré de lo que era capaz.;;;;;;;;;x
EVTDESC_ancrel_1237;The game was challenging and my skills were renowned. Our valiant foe men were had prepared well but if it wasn't a moment of brilliance by myself they would of triumphed;La mêlée était féroce et mes compétences indéniables. Nos courageux adversaires s’étaient bien préparés, mais ne pouvaient rien face à notre supériorité.;Der Nahkampf war eine Herausforderung, meine Fähigkeiten wohl bekannt. Unsere kühnen Gegner hatten sich gut vorbereitet, und wenn ich nicht einen brillanten Augenblick gehabt hätte, so hätten sie triumphiert;;La contienda estuvo reñida y mis habilidades fueron reconocidas. Se la teníamos bien preparada a nuestros valientes adversarios, pero si no llega a ser por mi momento de brillantez, habrían ganado.;;;;;;;;;x
EVTOPTA_ancrel_1237;I was brilliant;J’excelle !;Ich war brillant;;Estuve brillante.;;;;;;;;;x
EVTDESC_ancrel_1238;I am known for my brilliance but the enemy had developed a counter. Word has spread and my brilliance is diminished.;J’ai la réputation d’exceller, mais l’ennemi me résiste. La rumeur s’est répandue et mon excellence a diminué.;Ich bin für meine brillanten Fähigkeiten bekannt, aber der Feind hatte sich eine Gegenmaßnahme überlegt. Das hat sich herumgesprochen und meinem Ruf geschadet.;;Aunque todos conocen mi brillantez, el enemigo había preparado una estratagema. La voz se ha corrido y mi reputación ha bajado.;;;;;;;;;x
EVTOPTA_ancrel_1238;Not good;Ce n’est pas bon.;Nicht gut;;No me gusta nada.;;;;;;;;;x
EVTDESC_ancrel_1239;My skills are well known, but it seems there is a counter. More have heard about it. ;Mes compétences sont bien connues, mais l’ennemi résiste et beaucoup en ont eu vent. ;Meine Fähigkeiten sind wohlbekannt, aber es scheint eine Gegenmaßnahme zu geben. Mehr Leute haben davon erfahren.;;Todos conocen mis habilidades, pero parece que hay una estratagema de por medio. Casi todos lo saben. ;;;;;;;;;x
EVTOPTA_ancrel_1239;But I am still tough;Je reste quelqu’un de fort.;Aber ich bin immer noch zäh;;Pero aun así podré lograrlo.;;;;;;;;;x
EVTDESC_ancrel_1240;In a recent game of Hurling the toughness I habitually show has been proven to be misguided.;Au cours d’une récente mêlée, la force dont je fais habituellement preuve a été mise à mal.;In einem kürzlichen Nahkampf hat sich die Zähigkeit, die ich gewohnheitsmäßig an den Tag lege, als Fehler erwiesen.;;En un combate reciente, he demostrado no poseer tanta fortaleza como pensaban.;;;;;;;;;x
