#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
obj_five_children_title;Have Five Children;;Fünf Kinder haben;;;x
obj_gain_estates_1_desc;[This.GetTitledFirstName] wants a landed estate to provide for [This.GetHerHim]self and [This.GetHerHis] family.;;[This.GetTitledFirstName] wünscht sich ein Landgut, um für [This.GetHerHim]sich und [This.GetHerHis] Familie zu sorgen.;;;x
obj_gain_estates_1_title;Gain Estates;;Nachlass erwerben;;;x
obj_gain_honorary_title_desc;[This.GetTitledFirstName] wants recognition for [This.GetHerHis] loyal service by being appointed to an honorary office.;;[This.GetTitledFirstName] möchte als Anerkennung für [This.GetHerHis] loyale Dienste in ein Ehrenamt berufen werden.;;;x
obj_gain_honorary_title_title;Gain Honorary Title;;Ehrentitel erlangen;;;x
obj_get_nick_desc;[This.GetTitledFirstName] wants to be famous for something throughout the realm.;;[This.GetTitledFirstName] möchte für etwas im ganzen Reich berühmt werden.;;;x
obj_get_nick_title;Earn a Nickname;;Einen Spitznamen verdienen;;;x
obj_go_crusade_desc;[This.GetTitledFirstName] wants to join the Crusade against the infidels.;;[This.GetTitledFirstName] möchte sich dem Kreuzzug gegen die Ungläubigen anschließen.;;;x
obj_go_crusade_title;Take the Cross;;Nimm das Kreuz;;;x
obj_go_jihad_desc;[This.GetTitledFirstName] wants to join the Jihad against the infidels.;;[This.GetTitledFirstName] möchte sich dem Dschihad gegen die Ungläubigen anschließen.;;;x
obj_go_jihad_title;Join the Jihad;;Dem Dschihad beitreten;;;x
obj_great_council_desc;[This.GetTitledFirstName] wants to unite the greatest minds in the known world, and have them serve on [This.GetHerHis] council.;;[This.GetTitledFirstName] möchte die größten Geister der bekannten Welt vereinen und sie in den Rat von [This.GetHerHis] aufnehmen.;;;x
obj_great_council_title;Assemble a Great Council;;Stellt einen großen Rat zusammen;;;x
obj_groom_an_heir_title;Groom Your Heir;;Bereitet Euren Erben vor;;;x
obj_groom_an_heir_desc;Now that [This.GetTitledFirstNameNoRegnal] has a child who is [This.GetHerHis] heir, it's up to [This.GetHerHim] to raise the child into an adult and see them prepared for their duties to come.;;Jetzt, da [This.GetTitledFirstNameNoRegnal] ein Kind hat, das [This.GetHerHis] Erbe ist, liegt es an [This.GetHerHim], das Kind zu einem Erwachsenen zu erziehen und es auf seine zukünftigen Pflichten vorzubereiten.;;;x
obj_increase_demesne_1_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;[From.GetTitledFirstName] ist mit der Größe von [From.GetHerHis] Ländereien nicht zufrieden.;;;x
obj_increase_demesne_1_title;Increase Size of Demesne;;Größe der Domäne erhöhen;;;x
obj_increase_demesne_2_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;[From.GetTitledFirstName] ist mit der Größe von [From.GetHerHis] Ländereien nicht zufrieden.;;;x
obj_increase_demesne_2_title;Increase Size of Demesne;;Größe der Domäne erhöhen;;;x
obj_increase_demesne_3_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;[From.GetTitledFirstName] ist mit der Größe von [From.GetHerHis] Ländereien unzufrieden.;;;x
obj_increase_demesne_3_title;Increase Size of Demesne;;Größe der Domäne erhöhen;;;x
obj_increase_demesne_4_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;[From.GetTitledFirstName] ist mit der Größe von [From.GetHerHis] Ländereien unzufrieden.;;;x
obj_increase_demesne_4_title;Increase Size of Demesne;;Größe der Domäne erhöhen;;;x
obj_increase_demesne_5_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;[From.GetTitledFirstName] ist mit der Größe von [From.GetHerHis] Ländereien unzufrieden.;;;x
obj_increase_demesne_5_title;Increase Size of Demesne;;Größe der Domäne erhöhen;;;x
obj_increase_demesne_6_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;[From.GetTitledFirstName] ist mit der Größe von [From.GetHerHis] Ländereien unzufrieden.;;;x
obj_increase_demesne_6_title;Increase Size of Demesne;;Größe der Domäne erhöhen;;;x
obj_increase_demesne_7_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;[This.GetTitledFirstName] ist mit der Größe der Ländereien von [This.GetHerHis] nicht zufrieden.;;;x
obj_increase_demesne_7_title;Increase Size of Demesne;;Größe der Domäne erhöhen;;;x
obj_increase_demesne_8_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;[From.GetTitledFirstName] ist mit der Größe der Ländereien von [From.GetHerHis] unzufrieden.;;;x
obj_increase_demesne_8_title;Increase Size of Demesne;;Größe der Domäne erhöhen;;;x
obj_increase_demesne_9_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;[From.GetTitledFirstName] ist mit der Größe von [From.GetHerHis] Ländereien unzufrieden.;;;x
obj_increase_demesne_9_title;Increase Size of Demesne;;Größe der Domäne erhöhen;;;x
obj_increase_demesne_desc;[This.GetTitledFirstName] wants to increase the size of [This.GetHerHis] demesne;;[From.GetTitledFirstName] möchte die Größe von [From.GetHerHis] Landbesitz erhöhen.;;;x
obj_increase_demesne_title;Increase Demesne;;Domäne vergrößern;;;x
obj_known_for_virtue_desc;[This.GetTitledFirstName] seeks to become known for [This.GetHerHis] virtues.;;[This.GetTitledFirstName] möchte für [This.GetHerHis] Tugenden bekannt werden.;;;x
obj_known_for_virtue_title;Become Known for Virtue;;Für Tugenden bekannt werden;;;x
obj_lead_troops_desc;[This.GetTitledFirstName] wants to prove his worth on the battlefield.;;[This.GetTitledFirstName] will seinen Wert auf dem Schlachtfeld beweisen.;;;x
obj_lead_troops_infidel_desc;[This.GetTitledFirstName] wants to face heathens in battle.;;[This.GetTitledFirstName] möchte sich den Heiden im Kampf stellen.;;;x
obj_lead_troops_infidel_title;Show Bravery Against Infidels;;Tapferkeit gegen Ungläubige zeigen;;;x
obj_lead_troops_muslim_desc;[This.GetTitledFirstName] wants to face heathens in battle.;;[This.GetTitledFirstName] will sich den Heiden im Kampf stellen.;;;x
obj_lead_troops_muslim_title;Show Bravery Against Infidels;;Tapferkeit gegen Ungläubige zeigen;;;x
obj_lead_troops_title;Show Bravery in Battle;;Tapferkeit in der Schlacht zeigen;;;x
obj_lower_decadence50_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;[From.GetTitledFirstName] will die Dekadenz der [From.GetHerHis]-Dynastie verringern;;;x
obj_lower_decadence50_title;Lower Dynastic Decadence;;Dynastische Dekadenz senken;;;x
obj_lower_decadence55_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;[From.GetTitledFirstName] will die Dekadenz der [From.GetHerHis]-Dynastie verringern;;;x
obj_lower_decadence55_title;Lower Dynastic Decadence;;Dynastische Dekadenz senken;;;x
obj_lower_decadence60_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;[From.GetTitledFirstName] möchte die Dekadenz von [From.GetHerHis] Dynastie verringern;;;x
obj_lower_decadence60_title;Lower Dynastic Decadence;;Dynastische Dekadenz senken;;;x
obj_lower_decadence65_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;[From.GetTitledFirstName] möchte die Dekadenz von [From.GetHerHis] Dynastie verringern;;;x
obj_lower_decadence65_title;Lower Dynastic Decadence;;Dynastische Dekadenz senken;;;x
obj_lower_decadence70_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;[From.GetTitledFirstName] möchte die Dekadenz von [From.GetHerHis] Dynastie verringern;;;x
obj_lower_decadence70_title;Lower Dynastic Decadence;;Dynastische Dekadenz senken;;;x
obj_lower_decadence75_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;[From.GetTitledFirstName] möchte die Dekadenz von [From.GetHerHis] Dynastie verringern;;;x
obj_lower_decadence75_title;Lower Dynastic Decadence;;Dynastische Dekadenz senken;;;x
obj_lower_decadence80_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;[From.GetTitledFirstName] möchte die Dekadenz von [From.GetHerHis] Dynastie verringern;;;x
obj_lower_decadence80_title;Lower Dynastic Decadence;;Dynastische Dekadenz senken;;;x
obj_make_a_friend_desc;[This.GetTitledFirstName] wishes to share a close bond with someone.;;[This.GetTitledFirstName] wünscht sich eine enge Bindung zu jemandem.;;;x
obj_make_a_friend_title;Make a Friend;;Einen Freund finden;;;x
obj_mentor_liege_child_desc;[This.GetTitledFirstName] wants to educate one of [This.GetHerHis] liege's children to age 16.;;[This.GetTitledFirstName] möchte eines der Kinder von [This.GetHerHis] Lehnsherrn bis zum Alter von 16 Jahren ausbilden.;;;x
obj_mentor_liege_child_title;Mentor Liege's Child to 16;;Kind des Lehnsherrn bis 16 Jahre erziehen;;;x
obj_noble_concubine_desc;[This.GetTitledFirstName] wants to make a woman of noble blood his bedwarmer;;[This.GetTitledFirstName] möchte eine Frau von edlem Blut zu seiner Bettwärmerin machen;;;x
obj_noble_concubine_title;Obtain a Noble Concubine;;Eine adlige Konkubine erhalten;;;x
obj_peace_10_year_desc;[This.GetTitledFirstName] desires 10 years of peace.;;[This.GetTitledFirstName] wünscht sich 10 Jahre Frieden.;;;x
obj_peace_10_year_title;Reign in Peace for 10 Years;;10 Jahre lang in Frieden regieren;;;x
obj_publicly_pious_desc;[This.GetTitledFirstName] wants to be known to all as a pious [This.GetManWoman];;[This.GetTitledFirstName] möchte in der Öffentlichkeit als frommer [This.GetManWoman] bekannt sein;;;x
obj_publicly_pious_title;Be Seen Publicly As Pious;;In der Öffentlichkeit als fromm gesehen werden;;;x
obj_raise_worthy_son_desc;[This.GetTitledFirstName] seeks to raise a son worthy to rule [This.GetHerHis] realm;;[This.GetTitledFirstName] möchte einen Sohn aufziehen, der würdig ist, das [This.GetHerHis]-Reich zu regieren;;;x
obj_raise_worthy_son_title;Raise a Worthy Son;;Einen würdigen Sohn erziehen;;;x
obj_reign_20_years_desc;[This.GetTitledFirstName] yearns to rule for 20 Years.;;[This.GetTitledFirstName] sehnt sich danach, 20 Jahre lang zu regieren.;;;x
obj_reign_20_years_title;Reign for 20 Years;;20 Jahre lang regieren;;;x
obj_seek_fame_glory_desc;While already notable, [This.GetTitledFirstName] thinks [This.GetObjectPronoun] deserves true fame and glory for [This.GetHerHis] deeds.;;Obwohl er bereits berühmt ist, glaubt [This.GetTitledFirstName], dass [This.GetObjectPronoun] wahren Ruhm und Ehre für [This.GetHerHis] Taten verdient hat.;;;x
obj_seek_fame_glory_title;Seek Fame and Glory;;Suche nach Ruhm und Ehre;;;x
obj_spouse_councillor_desc;[This.GetTitledFirstName] wants [This.GetHerHis] spouse to hold a council position.;;[This.GetTitledFirstName] möchte, dass [This.GetHerHis] Ehegatte ein Ratsamt innehat.;;;x
obj_spouse_councillor_title;See Spouse become Councilor;;Siehe Ehegatte wird Ratsmitglied;;;x
obj_status_quo_desc;[This.GetTitledFirstName] doesn't want anything in particular at the moment.;;[This.GetTitledFirstName] will im Moment nichts Bestimmtes.;;;x
obj_status_quo_title;No Ambition;;Kein Ehrgeiz;;;x
obj_ten_children_desc;[This.GetTitledFirstName] wants a large family and many children to carry on [This.GetHerHis] legacy.;;[This.GetTitledFirstName] wünscht sich eine große Familie und viele Kinder, um [This.GetHerHis] Erbe weiterzuführen.;;;x
obj_ten_children_title;Have Ten Children;;Zehn Kinder haben;;;x
obj_twenty_children_desc;[This.GetTitledFirstName] wants a large family and many children to carry on [This.GetHerHis] legacy.;;[This.GetTitledFirstName] wünscht sich eine große Familie und viele Kinder, um [This.GetHerHis] Erbe fortzuführen.;;;x
obj_twenty_children_title;Have Twenty Children;;Zwanzig Kinder haben;;;x
obj_uncover_plot_desc;[This.GetTitledFirstName] wants to expose a plot, to prove [This.GetHerHis] skill in courtly intrigue.;;[From.GetTitledFirstName] will ein Komplott aufdecken, um [From.GetHerHis] Geschick in der höfischen Intrige zu beweisen.;;;x
obj_uncover_plot_title;Uncover a Plot;;Ein Komplott aufdecken;;;x
obj_ward_liege_child_desc;[This.GetTitledFirstName] wants to foster one of [This.GetHerHis] liege's children.;;[This.GetTitledFirstName] will eines der Kinder von [This.GetHerHis] Lehnsmann fördern.;;;x
obj_ward_liege_child_title;Ward Liege's Child;;Ward Lüttichs Kind;;;x
obj_win_a_war_desc;[This.GetTitledFirstName] desires the glory and fame of a successful war.;;[This.GetTitledFirstName] begehrt den Ruhm und die Ehre eines erfolgreichen Krieges.;;;x
obj_win_a_war_title;Win a War;;Einen Krieg gewinnen;;;x
