#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
d_derbent_adj_georgian;Alvanetian;;;;;x
d_galloway_adj_welsh;Strathclyde;;;;;x
d_gloucester_adj_saxon;Magonsætean;;;;;x
d_gloucester_adj_welsh;Caerloywan;;;;;x
d_krakow_adj_german;Krakauer;;;;;x
d_norfolk_adj_saxon;East Anglian;;;;;x
d_novgorod_adj_north_germanic;Holmgårder;;;;;x
d_oxford_adj_saxon;Hwiccan;;;;;x
d_powys_adj_english;Central Welsh;;;;;x
d_somerset_adj_saxon;Wessexian;;;;;x
d_vidin_adj_greek;Bononian;;;;;x
d_york_adj_north_germanic;Jorviker;;;;;x
d_york_adj_welsh;Ebrawcan;;;;;x
c_lanzarote_adj_castilian;Lanzarotian;;;;;x
c_canarias_adj_castilian;Fuerteventuran;;;;;x
c_canarias_adj_portuguese;Fuerteventuran;;;;;x
