#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
nick_the_candid;the Candid;le Franc;der Frechdachs;;el Franco;
nick_the_clubfoot;the Clubfoot;le Pied Bot;der Klumpfuß;;el Pie Bot;
nick_the_suspicious;the Suspicious;le Suspect;der Verdächtige;;el Sospechoso;
nick_the_eagle;the Eagle;l'Aigle;der Adler;;el Águila;
nick_the_seemly;the Seemly;le Convenable;der Scheinbare;;el Semejante;
nick_the_ashik;the Ashik;l'Achik;der Aschik;;el Ashik;
nick_the_minnesinger;the Minnesinger;le Chanteur d'Amour;der Minnesänger;;el Cantade d'Amor;
nick_the_wanton;the Wanton;le Capricieux;der Eigensinnige;;el Caprichoso;
nick_the_bloody;the Bloody;l'Ensanglanté;der Blutige;;el Sangriento;
nick_the_black;the Black;le Noir;der Schwarze;;el Negro;
nick_the_posthumous;the Posthumous;le Posthume;der Posthume;;el Póstumo;
nick_the_sickly;the Sickly;le Maladif;der Kranke;;el Enfermo;
nick_the_ox;the Ox;le Bœuf;der Ochse;;el Buey;
nick_the_stuttering_and_lame;the Stuttering and Lame;le Bégayant et Boiteux;der Stotternde und Lahme;;el Tartamudeo y Cojo;
nick_the_noisy;the Noisy;le Bruyant;der Lärmer;;el Ruidoso;
nick_the_duelist;the Duelist;le Duelliste;der Duellant;;el Duelista;
nick_the_eunuch;the Eunuch;l'Eunuque;der Eunuch;;der Euneco;
nick_the_purpleborn;the Purpleborn;le Née Pourpre;der Purpurgeborene;;el Nacido Púrpura;
nick_the_madman;the Madman;le Aliéné;der Wahnsinnige;;el Orate;
nick_the_slobberer;the Slobberer;le Baveux;der Schlabberer;;el Baboso;
nick_the_oak;the Oak;le Chêne;die Eiche;;el Roble;
nick_the_merchant;the Merchant;le Marchand;der Händler;;el Mercante;
nick_the_berserker;the Berserker;le Berserk;der Berserker;;el Berserker;
nick_the_raven;the Raven;le Corbeaux;der Rabe;;el Cuervo;
nick_the_bloodaxe;Bloodaxe;Hache-Sanglante;Blutaxt;;Hacha-Sangrienta;
nick_the_battler;the Battler;le Combattant;der Kämpfer;;el Batallador;
nick_the_terrible_eyes;the Terrible Eyes;les Yeux Horribles;die Schreckensaugen;;el Ojos Terribles;
nick_the_powerful;the Powerful;le Puissant;der Mächtige;;el Fuerte;
nick_the_wrymouth;Wrymouth;Bouche-Torse;Wrymouth;;el Bocatorcida;
nick_the_fanged;the Fanged;le Crocs;der Gezahnte;;el Colgado;
nick_the_wild;the Wild;le Sauvage;der Wilde;;el Salvaje;
nick_the_defenderofgodsfaith;the Defender of Gods Faith;le Défenseur de la Foix de Dieu;der Verteidiger des Götterglaubens;;el Defensor de Fe Dios;
nick_the_dane;the Dane;la Danois;der Däne;;el Danés;
nick_the_saxon;the Saxon;le Saxon;der Sachse;;el Sajón;
nick_the_scot;the Scot;l'Écossais;der Schotte;;el Escocés;
nick_the_german;the German;le Germanique;der Deutsche;;el Alemán;
nick_the_norman;the Norman;le Normand;der Normanne;;el Normando;
nick_the_nord;the Nord;le Nordique;der Nordländer;;el Nórdico;
nick_the_breton;the Breton;le Breton;der Bretone;;el Bretón;
nick_the_finn;the Finn;le Finnois;der Finne;;el Finéso;
nick_the_hungarian;the Hungarian;l'Hongrois;der Ungar;;el Húngaro;
nick_the_bohemian;the Bohemian;le Bohême;der Böhme;;el Bohemio;
nick_the_moor;the Moor;le Maure;der Mohr;;el Moro;
nick_the_russian;the Russian;le Russe;der Russe;;el Ruso;
nick_the_serb;the Serb;le Serbe;der Serbe;;el Serbio;
nick_the_turk;the Turk;le Turc;der Türke;;el Turco;
nick_the_pole;the Pole;le Pôle;der Pole;;el Polaco;
nick_the_mongol;the Mongol;le Mongol;die Mongolen;;el Mongol;
nick_the_persian;the Persian;le Perse;der Perser;;el Persa;
nick_the_italian;the Italian;l'Italien;der Italiener;;el Italiano;
nick_the_armenian;the Armenian;l'Arménien;der Armenier;;el Armenio;
nick_the_illustrious;the Illustrious;l'Illustre;der Erlauchte;;el Ilustre;
nick_the_rich;the Rich;le Riche;der Reiche;;el Rico;
nick_the_godless;the Godless;le sans Dieu;der Gottlose;;el sin Dios;
nick_the_pilgrim;the Pilgrim;le Pèlerin;der Pilger;;el Peregrino;
nick_the_extravagant;the Extravagant;l'Extravagant;der Extravagante;;el Extravagante;
nick_the_spider;the Spider;l'Araignée;die Spinne;;l'Araña;
nick_the_wolf;the Wolf;le Loup;der Wolf;;el Lobo;
nick_the_warrior;the Warrior;le Guerrier;der Krieger;;el Guerrero;
nick_the_shrewd;the Shrewd;le Perspicace;der Gerissene;;el Perspicaz;
nick_the_hotspur;Hotspur;Hotspur;der Heißsporn;;Hotspur;
nick_the_peculiar;the Peculiar;le Particulier;der Seltsame;;el Peculiar;
nick_the_apathetic;the Apathetic;l'Apathique;der Apathetiker;;el Apático;
nick_the_child;the Child;l'Enfant;das Kind;;el Crío;
nick_the_trickster;the Trickster;le Fripon;der Trickser;;el Pícaro;
nick_the_tempest;the Tempest;la Tempête;der Stürmer;;el Tempestad;
nick_the_fierce;the Fierce;le Féroce;der Grimmige;;el Feroz;
nick_the_iron;the Iron;le Fer;der Eiserne;;el Hierro;
nick_the_implacable;the Implacable;l'Implacable;der Unbeugsame;;el Implacable;
nick_the_anointed;the Anointed;l'Oint;der Gesalbte;;el Ungido;
nick_the_strict;the Strict;le Strict;der Strenge;;el Estricto;
nick_the_moneybag;the Moneybag;le Sac d'argent;der Geldsack;;el Talega;
nick_the_quiverfull;Quiverfull;Carquois Remplis;Köcher voll;;Carcaj Pleno;
nick_the_exile;the Exile;l'Exilé;der Exilant;;el Exilio;
nick_the_theologian;the Theologian;le Théologien;der Theologe;;el Teólogo;
nick_the_jailer;the Jailer;le Geolier;der Kerkermeister;;el Carcelero;
nick_the_defiler;the Defiler;le Souilleur;der Beschmutzer;;el Desfiladero;
nick_the_ballless;the Apokopos;l'Apokopos;der Apokopos;;el Apokopos;
nick_the_zealot;the Zealot;le Fanatique;der Eiferer;;el Fanático;
nick_the_illuminator;the Illuminator;l'Illuminateur;der Erleuchter;;el Iluminador;
nick_the_martyrophile;the Martyrophile;le Martyrophile;der Martyrophile;;el Mártirfilo;
nick_the_graceful;the Graceful;le Gracieux;der Anmutige;;el Agraciado;
nick_the_affluent;the Affluent;l'Affluent;der Wohlhabende;;el Afluente;
nick_the_woolmaker;the Woolmaker;le Lainier;der Wollfabrikant;;el Lanaro;
nick_the_preacher;the Preacher;le Prédicateur;der Prediger;;el Predicador;
nick_the_proselytizer;the Proselytizer;le Prosélyte;der Proselytist;;el Prosélito;
nick_the_diadochos;the Diadochos;le Diadochos;der Diadochos;;el Diadochos;
nick_the_suicide;the Suicide;le Suicide;der Selbstmörder;;el Suicidio;
nick_the_reformer;the Reformer;le Réformateur;der Reformer;;el Reformador;
nick_the_whitehanded;Whitehand;Blanches-Mains;Weißhand;;Mano Blanca;
nick_the_elder;the Elder;l'Aîné;der Älteste;;el Mayor;
nick_the_salic;the Salic;le Salique;der Salische;;el Salia;
nick_the_stubborn;the Stubborn;le Hutin;der Starrsinnige;;el Obstinado;
nick_the_prudhomme;the Chivalric;le Prudhomme;der Ritterliche;;el Caballeresco;
nick_the_fortunate;the Fortunate;le Fortuné;der Glückliche;;el Afortunado;
nick_the_handsome;the Handsome;le Bel;der Hübsche;;el Guapo;
nick_the_fair;the Fair;la Belle;der Schöne;;la Honrado;
nick_the_iron_king;the Iron King;le Roi de Fer;der eiserne König;;el Rey de Hierro;
nick_the_tall;the Tall;le Long;der Große;;el Largo;
nick_le_rechin;the Surly;le Réchin;der Mürrische;;el Hosco;
nick_greymantle;Greymantle;Grisegonelle;Greymantle;;Mantogrís;
nick_longsword;Longsword;Longue-Épée;das Langschwert;;Larga-Espada;
nick_the_walker;the Walker;le Marcheur;der Wanderer;;el Caminante;
nick_curtmantle;Curtmantle;Court-Manteau;Schildkrötenmantel;;Corto-Manto;
nick_greycloak;Greycloak;Pelisse-Grise;Graumantel;;Piel-Gris;
nick_the_mother_of_kings;the Mother of Kings;la Mère des Rois;die Mutter der Könige;;la Madre de los Reyes;
nick_the_coal_burner;the Coalburner;le Charbonnier;der Kohlenbrenner;;el Quemador de Carbón;
nick_the_eyeless;the Eyeless;le Sans-Yeux;der Augenlose;;el Sin-Ojos;
nick_the_long_armed;the Long-Armed;au Long Bras;der Langarmige;;el del Brazo Largo;
nick_el_cid;the Champion;le Champion;die Meisterin;;El Cid Campeador;
nick_the_unfortunate;the Unfortunate;l'Infortuné;der Unglückliche;;el Desafortunado;x
nick_canmore;Canmore;Grosse-Tête;Canmore;;Canmore;x
nick_longneck;Longneck;Longue-Cou;Langhals;;Cuello Largo;x
nick_the_maiden;the Maiden;la Jeune Fille;die Jungfrau;;la Doncella;x
nick_the_valiant;the Valiant;le Vaillant;die Tapfere;;el Valiente;x
nick_the_maid_of_norway;the Maid of Norway;la Jeune fille de Norvège;die Jungfrau von Norwegen;;la Doncella de Noruega;x
nick_empty_coat;Empty Coat;le Tabard Vide;Leerer Mantel;;el Escudo Vacío;x
nick_the_wine_bountiful;the Wine-Bountiful;le Vin Bienfaisant;der Weinfreudige;;el Vino-Abudante;x
nick_the_son_of_fortune;the Son of Fortune;le Fils de la Fortune;der Sohn des Glücks;;el Hijo de la Fortuna;x
nick_the_middle_aged;the Middle Aged;le Moyen ge;der Mittelalte;;el Mediana Edad;x
nick_the_dangerous;the Dangerous;le Dangereux;der Gefährliche;;el Peligroso;x
nick_the_aggressor;the Aggressor;l'Agresseur;der Aggressor;;el Agresor;x
nick_the_vehement;the Vehement;le Véhément;der Vehemente;;el Vehemente;x
nick_the_pale;the Pale;le Pâle;der Blasse;;el Pálido;x
