#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
LOADING_TIP_20;The more the Authority of a religion is eroded, the more susceptible it is to heresy.;Plus l’autorité d’une religion est fragile, plus elle est encline à l’hérésie.;Je mehr die Autorität einer Religion untergraben wird, desto anfälliger ist sie für Ketzerei.;;Cuanto más erosionada la autoridad de una religión, más propensos serán sus miembros a la herejía.;;;;;;;;;x
LOADING_TIP_21;Children might pick up the culture or religion of their province if their guardian shares it.;Les enfants peuvent adopter la culture ou la religion de leur province si leur tuteur la partage;Kinder können die Kultur oder Religion ihrer Provinz übernehmen, wenn ihr Vormund sie teilt.;;Children might pick up the culture or religion of their province if their guardian shares it.;;;;;;;;;x
LOADING_TIP_22;You can send your marshal to crush an ongoing revolt in a province using the 'Suppress Revolts' action.;Vous pouvez dépescher votre maréchal pour écraser une révolte en cours dans une province en utilisant l'action Supprimer les révoltes.;"Mit der Aktion ""Aufstände unterdrücken"" kannst du deinen Marschall aussenden, um eine laufende Revolte in einer Provinz niederzuschlagen.";;You can send your marshal to crush an ongoing revolt in a province using the 'Suppress Revolts' action.;;;;;;;;;x
LOADING_TIP_23;Agnatic Succession means only males can inherit.;Le mode de Succession Agnatique signifie que seuls les hommes peuvent hériter.;Agnatische Erbfolge bedeutet, dass nur männliche Personen erben können.;;La sucesión agnaticia significa que solo los varones pueden heredar.;;;;;;;;;x
LOADING_TIP_24;Agnatic-Cognatic (a.k.a. Male Preference) Succession means females can inherit only if there are no valid males.;Le mode de Succession Agnatique-Cognatique (i.e. Préférence masculine) signifie que les femmes peuvent hériter seulement s'il n'y a point d'hommes valides.;Agnatische-kognatische Erbfolge (auch bekannt als männliche Präferenz) bedeutet, dass Frauen nur erben können, wenn es keine gültigen Männer gibt.;;La sucesión agnaticia-cognaticia (preferencia masculina) significa que las mujeres pueden heredar solo en caso de ausencia de varón.;;;;;;;;;x
LOADING_TIP_25;Under Seniority Succession, the oldest member of the dynasty inherits.;Sous le mode de Succession de Séniorité, c'est le membre le plus asgé de la dynastie qui hérite.;Bei der Senioritätserbfolge erbt das älteste Mitglied der Dynastie.;;En la sucesión jerárquica, hereda el miembro de mayor edad de la dinastía.;;;;;;;;;x
LOADING_TIP_26;Under Primogeniture Succession, the oldest legitimate child inherits.;Sous le mode de Succession de Primogéniture, c'est l'enfant légitime le plus asgé qui hérite.;Bei der Primogeniturnachfolge erbt das älteste legitime Kind.;;En la sucesión por primogénitura hereda el hijo legítimo de mayor edad;;;;;;;;;x
LOADING_TIP_27;Under Gavelkind Succession, the inheritance is divided among the children.;Sous le mode de Succession de Partage Salique, l'héritage est réparti entre les enfants.;Bei der Gavelkind-Sukzession wird das Erbe unter den Kindern aufgeteilt.;;En la sucesión equitativa la herencia se divide entre los hijos.;;;;;;;;;x
LOADING_TIP_28;Children are born with a fraction of their parents' dynasties' total Prestige.;Les enfants naissent avec une fraction du Prestige total des dynasties de leurs parents.;Die Kinder werden mit einem Bruchteil des gesamten Prestiges der Dynastie ihrer Eltern geboren.;;Los niños nacen con una parte del prestigio de las dinastías de sus progenitores.;;;;;;;;;x
LOADING_TIP_29;You gain more Prestige in battle as an ally than as a primary participant.;Vous gagnez plus de prestige au cours d'une bastaille en tant qu'allié qu'en tant qu'instigateur.;Als Verbündeter erhält man im Kampf mehr Prestige als als Hauptbeteiligter.;;Ganas más Prestigio en batalla como aliado que como participante primario.;;;;;;;;;x
LOADING_TIP_30;Hold down shift while giving orders to a unit to create a custom path.;Maintenez la touche Maj. appuyée lorsque vous donnez des ordres à une unité pour créer un parcours personnalisé.;Halten Sie die Umschalttaste gedrückt, während Sie einer Einheit Befehle erteilen, um einen eigenen Pfad zu erstellen.;;Mantén pulsada la tecla Shift al dar órdenes a una unidad para crear una ruta personalizada.;;;;;;;;;x
LOADING_TIP_31;Under Gavelkind Succession Law, you suffer no Prestige penalty for having unlanded sons.;Sous le mode de Succession de Partage Salique, vous ne subissez nulle pénalité de prestige lorsque vous avez des fils sans terres.;Unter dem Gavelkind-Nachfolgegesetz erleidest du keinen Prestigeabzug, wenn du nicht landende Söhne hast.;;Merced a la Ley de Sucesión equitativa, no pierdes prestigio por tener hijos sin tierras.;;;;;;;;;x
LOADING_TIP_32;Gavelkind Succession Law allows you to have a larger demesne.;Le mode de Succession de Partage Salique vous permet d’avoir un domaine plus grand.;Das Gavelkind-Nachfolgegesetz erlaubt es dir, eine größere Demesne zu haben.;;La Ley de Sucesión equitativa iguales te permite poseer una heredad mayor.;;;;;;;;;x
LOADING_TIP_33;Employed Holy Orders cost no maintenance when you are defending against heretics or infidels.;Nul frais d’entretien ne s’applique aulx Ordres Sacrés employés lorsque vous vous défendez face à des hérétiques ou des infidèles.;Angeheuerte Heilige Orden kosten keinen Unterhalt, wenn du dich gegen Häretiker oder Ungläubige verteidigst.;;Las Órdenes Militares contratadas no te cuestan dinero cuando te defiendes contra herejes o infieles.;;;;;;;;;x
LOADING_TIP_34;Your councillors cannot both lead troops and perform missions in counties.;Vos conseillers ne peuvent point à la fois mener des troupes et effectuer leurs missions dans les comtés.;Deine Ratsmitglieder können nicht gleichzeitig Truppen anführen und Missionen in Grafschaften durchführen.;;Tus consejeros no pueden liderar tropas y realizar misiones en condados.;;;;;;;;;x
LOADING_TIP_36;If you have no Spymaster, you cannot discover plots.;Si vous n’avez point de Maistre Espion, il vous sera impossible de découvrir des complots.;Wenn du keinen Spionagemeister hast, kannst du keine Verschwörungen aufdecken.;;Si no tienes Jefe de espías no puedes descubrir complots.;;;;;;;;;x
LOADING_TIP_37;Councillors who dislike you will perform worse at their jobs.;Les conseillers qui ne vous aiment point travailleront mal;Ratsmitglieder, die dich nicht mögen, erledigen ihre Aufgaben schlechter.;;Councillors who dislike you will perform worse at their jobs.;;;;;;;;;x
LOADING_TIP_38;You'll have better results plotting against your liege if you are the Spymaster.;En cas de complot contre votre suzerain, vous obtiendrez de meilleurs résultats si vous estes son Maistre Espion.;Wenn du der Spionagemeister bist, kannst du besser gegen deinen Lehnsherren intrigieren.;;Lograrás mejores resultados conspirando contra tu señor si eres el Jefe de espías.;;;;;;;;;x
LOADING_TIP_39;Use your Court Chaplain to convert the religion of counties and vassals.;Utilisez le Chapelain de votre cour pour convertir les comtés et les vassaulx à une nouvelle religion.;Setze deinen Hofkaplan ein, um die Religion von Grafschaften und Vasallen zu bekehren.;;Usa a tu Capellán de la corte para mudar la religión de condados y vasallos.;;;;;;;;;x
LOADING_TIP_40;All your children will get claims on your titles.;Tous vos enfants auront des revendications légitimes sur vos titres.;Alle deine Kinder werden Ansprüche auf deine Titel erheben.;;Todos tus hijos tendrán reclamaciones sobre tus títulos.;;;;;;;;;x
LOADING_TIP_41;Delegate. A smaller group of direct vassals is easier to control.;Déléguez. Un petit groupe de vassaulx directs est plus facile à controsler.;Delegieren. Eine kleinere Gruppe von direkten Vasallen ist leichter zu kontrollieren.;;Delega. Un grupo más pequeño de vasallos directos es más fácil de controlar.;;;;;;;;;x
LOADING_TIP_42;Allies might refuse to participate in a war against someone they like more than you.;Vos alliés risquent de refuser de participer à une guerre contre quelqu’un qu’ils préfèrent à vous.;Verbündete könnten sich weigern, sich an einem Krieg gegen jemanden zu beteiligen, den sie mehr mögen als dich.;;Los aliados podrían negarse a participar en una guerra contra alguien que les guste más que tú.;;;;;;;;;x
LOADING_TIP_43;You can also build improvements in the Holdings of your barons.;Vous pouvez aussi construire des améliorations dans les domaines de vos Barons.;Sie können auch Verbesserungen in den Beständen Ihrer Barone vornehmen.;;You can also build improvements in the Holdings of your barons.;;;;;;;;;x
LOADING_TIP_44;Children tend to get the same traits and skills as their assigned guardian.;Les enfants ont tendance à hériter des caractéristiques et compétences de leur tuteur.;Kinder erhalten in der Regel die gleichen Eigenschaften und Fähigkeiten wie der ihnen zugewiesene Vormund.;;Los niños tienden a adquirir los rasgos y habilidades de su tutor asignado.;;;;;;;;;x
LOADING_TIP_45;Just as Christians have Crusades, Muslims have Jihad.;Les Chrétiens ont les Croisades et les Musulmans le Jihad.;So wie die Christen Kreuzzüge haben, haben die Muslime den Dschihad.;;Igual que los cristianos tienen cruzadas, los musulmanes tienen yihad.;;;;;;;;;x
LOADING_TIP_46;Nobles care about Prestige. Religious leaders care about Piety. Everyone cares for Gold.;Les nobles s’intéressent au prestige, les chefs religieux s’intéressent à la piété et tout le monde s’intéresse à l’or.;Adlige achten auf Prestige. Religiöse Führer kümmern sich um Frömmigkeit. Jeder kümmert sich um Gold.;;Los nobles se interesan por el prestigio. Los líderes religiosos se interesan por la piedad. Todos se interesan por el oro.;;;;;;;;;x
LOADING_TIP_47;If an Antipope dethrones the reigning pope, he becomes the new Pope.;Si un antipape détrosne le pape régnant, il devient le nouveau pape.;Wenn ein Gegenpapst den amtierenden Papst entthront, wird er der neue Papst.;;Si un antipapa derroca al papa reinante, aquel se convierte en el nuevo papa.;;;;;;;;;x
LOADING_TIP_48;Nominating someone a Bishop will disqualify him from succession;La nomination de quelqu'un comme évesque va le disqualifier de la succession;Die Ernennung eines Bischofs disqualifiziert ihn von der Nachfolge.;;Nombrar a alguien obispo le descalifica para la sucesión;;;;;;;;;x
LOADING_TIP_49;You must have at least Medium Crown Authority to press Kingdom or Empire De Jure claims;Vous devez avoir au moins une Autorité Moyenne de la Couronne pour fabriquer des revendications de Royaume ou d'Empire de jure;Sie müssen mindestens die mittlere Kronenautorität besitzen, um Ansprüche auf ein Königreich oder ein Reich de jure zu erheben.;;You must have at least Medium Crown Authority to press Kingdom or Empire De Jure claims;;;;;;;;;x
LOADING_TIP_50;Greedy and generally indulgent characters like gifts more;Les personnages avides et généralement indulgents aiment plus les cadeaulx;Gierige und allgemein nachsichtige Charaktere mögen Geschenke mehr;;Personajes codiciosos e indulgente generalmente les gustan más los regalos;;;;;;;;;x
LOADING_TIP_51;You may pardon someone of their crimes against you in the diplomacy menu.;You may pardon someone of their crimes against you in the diplomacy menu.;Du kannst im Diplomatie-Menü jemanden von seinen Verbrechen gegen dich entbinden.;;You may pardon someone of their crimes against you in the diplomacy menu.;;;;;;;;;x
LOADING_TIP_52;You may disinherit a child who is your heir, if they are unsuitable... but beware, as they may raise arms against you! You may only do this once.;Vous pouvez déshériter un enfant qui est votre héritier, si elles ne conviennent pas ... mais méfiez-vous, car ils peuvent lever les bras contre vous! Vous ne pouvez le faire qu'une fois.;Du kannst ein Kind, das dein Erbe ist, enterben, wenn es ungeeignet ist... aber pass auf, denn es könnte sich gegen dich auflehnen! Du kannst dies nur einmal tun.;;Usted puede desheredar a un hijo que es su heredero, si son inadecuados ... pero ten cuidado, ya que pueden elevar los brazos en contra de usted! Sólo puede hacer esto una vez.;;;;;;;;;x
LOADING_TIP_53;Your Intrigue affects how easily you can be captured after a siege, as can whether you have hidden in the countryside.;Your Intrigue affects how easily you can be captured after a siege, as can whether you have hidden in the countryside.;Deine Intrige wirkt sich darauf aus, wie leicht du nach einer Belagerung gefangen genommen werden kannst, und auch darauf, ob du dich auf dem Land versteckt hast.;;Your Intrigue affects how easily you can be captured after a siege, as can whether you have hidden in the countryside.;;;;;;;;;x
LOADING_TIP_55;If you plan an event outside of the time of year when it can occur, it will begin once that time arrives—provided you are not already busy or at war.;If you plan an event outside of the time of year when it can occur, it will begin once that time arrives—provided you are not already busy or at war.;Wenn du ein Ereignis außerhalb der Jahreszeit planst, in der es stattfinden kann, beginnt es, sobald diese Zeit gekommen ist - vorausgesetzt, du bist nicht bereits beschäftigt oder im Krieg.;;If you plan an event outside of the time of year when it can occur, it will begin once that time arrives—provided you are not already busy or at war.;;;;;;;;;x
LOADING_TIP_56;Non-tribal kings and emperors must hold a coronation in order to have their rule fully legitimized in the eyes of their vassals.;Non-tribal kings and emperors must hold a coronation in order to have their rule fully legitimized in the eyes of their vassals.;Nichtstämmige Könige und Kaiser müssen eine Krönung abhalten, um ihre Herrschaft in den Augen ihrer Vasallen vollständig zu legitimieren.;;Non-tribal kings and emperors must hold a coronation in order to have their rule fully legitimized in the eyes of their vassals.;;;;;;;;;x
LOADING_TIP_57;Weak claims can be pressed against kings or emperors who have not yet been coronated.;Weak claims can be pressed against kings or emperors who have not yet been coronated.;Gegen Könige oder Kaiser, die noch nicht gekrönt wurden, können schwache Ansprüche erhoben werden.;;Weak claims can be pressed against kings or emperors who have not yet been coronated.;;;;;;;;;x
LOADING_TIP_58;In order to change Crown Authority, you must first be coronated.;In order to change Crown Authority, you must first be coronated.;Um die Kronenautorität zu ändern, muss man zuerst gekrönt werden.;;In order to change Crown Authority, you must first be coronated.;;;;;;;;;x
LOADING_TIP_59;You may only build one Trade Guild of any type per province.;You may only build one Trade Guild of any type per province.;Pro Provinz darf man nur eine Handelsgilde beliebigen Typs errichten.;;You may only build one Trade Guild of any type per province.;;;;;;;;;x
LOADING_TIP_60;Guilds built in a province affect all connected trade routes, even those not directly affiliated with them normally.;Guilds built in a province affect all connected trade routes, even those not directly affiliated with them normally.;Gilden, die in einer Provinz errichtet werden, wirken sich auf alle angeschlossenen Handelsrouten aus, auch auf solche, die normalerweise nicht direkt mit ihnen verbunden sind.;Guilds built in a province affect all connected trade routes, even those not directly affiliated with them normally.;;;;;;;;;;x
