#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

# Also used in soa_heresy_events.txt
ATTEMPT_IMPRISON;Attempt to have [This.GetHerHim] imprisoned;;Versuchen, [This.GetHerHim] ins Gefängnis zu bringen;;;;;;;;;;;x
EVTDESC_GoPagan_125;As you delve into the realm of manuscripts and dusty tomes, it comes to your attention that there is a great deal of knowledge to be found in the past -- knowledge that [Root.Religion.GetName] scholars might consider forbidden even though it is the legacy of your ancestors.;;Während Ihr Euch in das Reich der Manuskripte und verstaubten Wälzer vertieft, wird Euch bewusst, dass in der Vergangenheit viel Wissen zu finden ist - Wissen, das die Gelehrten von [Root.Religion.GetName] als verboten betrachten könnten, obwohl es das Vermächtnis Eurer Vorfahren ist.;;;;;;;;;;;x
EVTOPTA_GoPagan_125;I will pursue such knowledge, no matter the cost;;Ich werde diesem Wissen nachgehen, koste es, was es wolle.;;;;;;;;;;;x
EVTOPTB_GoPagan_125;I am not interested in that kind of trouble;;An dieser Art von Ärger bin ich nicht interessiert.;;;;;;;;;;;x
EVTDESC_GoPagan_126;You are informed that a strange mystic has shown up at [Root.Location.GetName], asking to be admitted into your court. He claims to have heard of your studies of the arcane, and says that if he is allowed to stay he would aid your efforts. Several councillors tell you such a heretic should be sent away at once.;;Ihr wurdet darüber informiert, dass ein seltsamer Mystiker am [Root.Location.GetName] aufgetaucht ist und darum gebeten hat, in Euren Hof aufgenommen zu werden. Er behauptet, von Euren Studien über das Arkane gehört zu haben, und sagt, dass er Euch bei Euren Bemühungen helfen würde, wenn er bleiben dürfte. Mehrere Ratsmitglieder sagen Euch, dass ein solcher Ketzer sofort weggeschickt werden sollte.;;;;;;;;;;;x
EVTOPTA_GoPagan_126;Let him stay;;Lasst ihn bleiben;;;;;;;;;;;x
EVTOPTB_GoPagan_126;Send him away--I have no interest in his ramblings;;Schickt ihn weg - ich habe kein Interesse an seinem Geschwätz.;;;;;;;;;;;x
EVTDESC_GoPagan_127;You are approached by [target_pagan_advisor.GetBestName] while in your library: 'I know what it is you seek. There are teachings in the ancient [target_pagan_advisor.Religion.GetName] ways, things your [Root.Religion.GetName] faith has never dreamed of. I could tell you of them, if you are willing to listen.';;Ihr werdet von [target_pagan_advisor.GetBestName] in Eurer Bibliothek angesprochen: Ich weiß, wonach Ihr sucht. Es gibt Lehren in den alten [target_pagan_advisor.Religion.GetName] Wegen, Dinge, von denen Ihr [Root.Religion.GetName] Glaube nie geträumt hat. Ich könnte Euch von ihnen erzählen, wenn Ihr bereit seid, zuzuhören.';;;;;;;;;;;x
EVTOPTA_GoPagan_127;Tell me more...;;Erzählt mir mehr...;;;;;;;;;;;x
EVTOPTB_GoPagan_127;Enough! This has gone too far!;;Das reicht jetzt! Das geht jetzt zu weit!;;;;;;;;;;;x
EVTDESC_GoPagan_128;[target_concerned_priest.GetTitledName] approaches you out of concern: 'My [Root.GetLordLady], I have heard of your strange studies, and they are dangerous and heretical! Are you or are you not a devout follower of [Root.Religion.GetHighGodName] and a member of the [Root.Religion.GetName] faith? You must desist at once!';;[target_concerned_priest.GetTitledName] wendet sich aus Sorge an Euch: 'Meine [Root.GetLordLady], ich habe von Euren seltsamen Studien gehört, und sie sind gefährlich und ketzerisch! Seid Ihr oder seid Ihr nicht ein gläubiger Anhänger von [Root.Religion.GetHighGodName] und ein Mitglied des [Root.Religion.GetName] Glaubens? Sie müssen sofort aufhören!';;;;;;;;;;;x
EVTOPTA_GoPagan_128;I am not one of your faithful!;;Ich gehöre nicht zu Euren Gläubigen!;;;;;;;;;;;x
EVTOPTB_GoPagan_128;Perhaps you are right...;;Vielleicht habt Ihr Recht...;;;;;;;;;;;x
EVTDESC_GoPagan_130_a;If I am to turn [From.GetTitledFirstNameNoRegnal] from [From.GetHerHis] heathen ways into a true [Root.Religion.GetName], I must consider my approach carefully.;;Wenn ich [From.GetTitledFirstNameNoRegnal] von [From.GetHerHis] heidnischer Lebensweise zu einer wahren [Root.Religion.GetName] bekehren will, muss ich mir mein Vorgehen gut überlegen.;;;;;;;;;;;x
EVTDESC_GoPagan_130_b;If I am to turn [From.GetTitledFirstNameNoRegnal] from [From.GetHerHis] [From.GetRites] rites to the true [Root.GetRites] rites, I must consider my approach carefully.;;Wenn ich [From.GetTitledFirstNameNoRegnal] von [From.GetHerHis] [From.GetRites] Riten zu den wahren [Root.GetRites] Riten bekehren will, muss ich mein Vorgehen sorgfältig abwägen.;;;;;;;;;;;x
EVTOPTA_GoPagan_130_a;Convince [From.GetHerHim] to convert;;Überzeuge [From.GetHerHim] zur Konversion;;;;;;;;;;;x
EVTOPTA_GoPagan_130_b;Convince [From.GetHerHim] to change rites;;Überzeuge [From.GetHerHim], die Riten zu ändern;;;;;;;;;;;x
EVTOPTB_GoPagan_130;Engage [From.GetHerHim] in a religious debate;;[From.GetHerHim] in eine religiöse Debatte verwickeln;;;;;;;;;;;x
EVTOPTC_GoPagan_130;Threaten [From.GetHerHim] with imprisonment;;[From.GetHerHim] mit Gefängnis bedrohen;;;;;;;;;;;x
EVTOPTD_GoPagan_130_a;[From.GetSheHeCap] may go free if [From.GetSheHe] converts;;[From.GetSheHeCap] kann frei kommen, wenn [From.GetSheHe] konvertiert;;;;;;;;;;;x
EVTOPTD_GoPagan_130_b;[From.GetSheHeCap] may go free if [From.GetSheHe] changes rites;;[From.GetSheHeCap] kann frei kommen, wenn [From.GetSheHe] die Riten ändert;;;;;;;;;;;x
EVTOPTE_GoPagan_130;Perhaps this isn't the time;;Vielleicht ist das nicht der richtige Zeitpunkt;;;;;;;;;;;x
EVTDESC_GoPagan_131_a;[From.GetTitledFirstNameNoRegnal] summons you to [From.GetHerHis] court, and it is there you realize [From.GetSheHe] intends to convert you to [From.GetHerHis] [From.Religion.GetName] beliefs. 'I intend you no harm,' [From.GetSheHe] assures you, 'only the salvation of your immortal soul.';;"[From.GetTitledFirstNameNoRegnal] lädt Euch an den Hof von [From.GetHerHis], und dort stellt Ihr fest, dass [From.GetSheHe] beabsichtigt, Euch zu [From.GetHerHis] [From.Religion.GetName] Glauben zu bekehren. Ich will dir nichts Böses"", versichert dir [From.GetSheHe], ""nur das Heil deiner unsterblichen Seele.";;;;;;;;;;;x
EVTDESC_GoPagan_131_b;[From.GetTitledFirstNameNoRegnal] summons you to [From.GetHerHis] court, and it is there you realize [From.GetSheHe] intends to change you to [From.GetHerHis] [From.GetRites] rites. 'I intend you no harm,' [From.GetSheHe] assures you, 'only the salvation of your immortal soul.';;"[From.GetTitledFirstNameNoRegnal] ruft dich an den Hof von [From.GetHerHis], und dort erkennst du, dass [From.GetSheHe] vorhat, dich nach [From.GetHerHis] [From.GetRites]-Riten zu verändern. Ich will dir nichts Böses"", versichert dir [From.GetSheHe], ""nur das Heil deiner unsterblichen Seele.";;;;;;;;;;;x
EVTOPTA_GoPagan_131_a;Agree to convert;;Zustimmen zu konvertieren;;;;;;;;;;;x
EVTOPTA_GoPagan_131_b;Agree to change rites;;Zustimmen, die Riten zu ändern;;;;;;;;;;;x
EVTOPTB_GoPagan_131;Perhaps [From.GetHerHis] words have some merit...;;Vielleicht haben [From.GetHerHis] Worte etwas für sich...;;;;;;;;;;;x
EVTOPTC_GoPagan_131;[From.GetSheHeCap] will not dissuade me!;;[From.GetSheHeCap] wird mich nicht davon abbringen!;;;;;;;;;;;x
EVTDESC_GoPagan_132_a;You summon [From.GetTitledFirstNameNoRegnal] to your court, and there you use reason and diplomacy to urge [From.GetHerHim] to see the light. Thankfully, it is not long before your words take root, and [From.GetSheHe] agrees to convert to the [Root.Religion.GetName] faith as you've requested.;;Ihr ruft [From.GetTitledFirstNameNoRegnal] an Euren Hof, und dort setzt Ihr Vernunft und Diplomatie ein, um [From.GetHerHim] zur Einsicht zu bewegen. Glücklicherweise dauert es nicht lange, bis Eure Worte Wirkung zeigen und [From.GetSheHe] sich bereit erklärt, wie von Euch gewünscht zum Glauben der [Root.Religion.GetName] zu konvertieren.;;;;;;;;;;;x
EVTDESC_GoPagan_132_b;You summon [From.GetTitledFirstNameNoRegnal] to your court, and there you use reason and diplomacy to urge [From.GetHerHim] to see the light. Thankfully, it is not long before your words take root, and [From.GetSheHe] agrees to accept the [Root.GetRites] rites as you've requested.;;Ihr ruft [From.GetTitledFirstNameNoRegnal] an Euren Hof, und dort nutzt Ihr Vernunft und Diplomatie, um [From.GetHerHim] zur Einsicht zu bewegen. Glücklicherweise dauert es nicht lange, bis Eure Worte Wirkung zeigen und [From.GetSheHe] sich bereit erklärt, die von Euch geforderten [Root.GetRites]-Riten zu akzeptieren.;;;;;;;;;;;x
EVTDESC_GoPagan_133;You summon [From.GetTitledFirstNameNoRegnal] to your court, and there you use reason and diplomacy to urge [From.GetHerHim] to see the light. [From.GetSheHeCap] listens intently, and you can tell that [From.GetSheHe] has been moved to sympathy for the [Root.Religion.GetName] faith, but, in the end, [From.GetSheHe] still refuses to convert.;;Ihr ruft [From.GetTitledFirstNameNoRegnal] an Euren Hof, und dort nutzt Ihr Vernunft und Diplomatie, um [From.GetHerHim] zur Einsicht zu bewegen. [From.GetSheHeCap] hört aufmerksam zu, und Ihr könnt feststellen, dass [From.GetSheHe] zu Sympathie für den [Root.Religion.GetName]-Glauben bewegt wurde, aber letztendlich weigert sich [From.GetSheHe] immer noch, zu konvertieren.;;;;;;;;;;;x
EVTOPTA_GoPagan_133;This will have to do, for now;;Das muss vorerst genügen;;;;;;;;;;;x
EVTDESC_GoPagan_134A_1;You summon [From.GetTitledFirstNameNoRegnal] to your court, and there you use reason and diplomacy to urge [From.GetHerHim] to see the light. It is not long, however, before you realize [From.GetSheHe] has stopped listening. 'I am a [From.Religion.GetName] [From.GetManWoman], my liege,' [From.GetSheHe] states, 'and that I shall remain.';;"Ihr ruft [From.GetTitledFirstNameNoRegnal] an Euren Hof, und dort versucht Ihr mit Vernunft und Diplomatie, [From.GetHerHim] zur Einsicht zu bewegen. Es dauert jedoch nicht lange, bis du feststellst, dass [From.GetSheHe] nicht mehr zuhört. Ich bin ein [From.Religion.GetName] [From.GetManWoman], mein Lehnsherr"", erklärt [From.GetSheHe], ""und das werde ich auch bleiben.";;;;;;;;;;;x
EVTDESC_GoPagan_134B_1;You summon [From.GetTitledFirstNameNoRegnal] to your court, with the intent to engage [From.GetHerHim] in theological debate...but [From.GetSheHe] outright refuses. 'You are my liege,' [From.GetSheHe] states, 'but I will not presume to discuss [From.Religion.GetName] with a [Root.Religion.GetName]. This is not a matter for debate, and I remain faithful to [From.Religion.GetHighGodName].';;"Ihr ruft [From.GetTitledFirstNameNoRegnal] an Euren Hof, in der Absicht, [From.GetHerHim] in eine theologische Debatte zu verwickeln ... aber [From.GetSheHe] weigert sich rundheraus. Ihr seid mein Lehnsherr"", erklärt [From.GetSheHe], ""aber ich werde mir nicht anmaßen, [From.Religion.GetName] mit einem [Root.Religion.GetName] zu diskutieren. Das steht nicht zur Debatte, und ich bleibe [From.Religion.GetHighGodName] treu.'";;;;;;;;;;;x
EVTDESC_GoPagan_134C_1;You summon [From.GetTitledFirstNameNoRegnal] to your court, and there the two of you begin a long debate over the differences between your faiths. No matter what point you make, however, [From.GetSheHe] refuses to be moved. 'You speak well, my liege,' [From.GetSheHe] states, 'but I am a [From.Religion.GetName] [From.GetManWoman], and that I shall remain.';;"Ihr ruft [From.GetTitledFirstNameNoRegnal] an Euren Hof, und dort beginnt Ihr beide eine lange Debatte über die Unterschiede zwischen Euren Glaubensrichtungen. Doch egal, was Ihr vorbringt, [From.GetSheHe] weigert sich, sich zu bewegen. Ihr sprecht gut, mein Herr"", erklärt [From.GetSheHe], ""aber ich bin ein [From.Religion.GetName] [From.GetManWoman], und das werde ich auch bleiben.";;;;;;;;;;;x
EVTDESC_GoPagan_134A_2;You summon [From.GetTitledFirstNameNoRegnal] to your court, and there you use reason and diplomacy to urge [From.GetHerHim] to see the light. It is not long, however, before you realize [From.GetSheHe] has stopped listening. 'I follow the [From.GetRites] rites, my liege,' [From.GetSheHe] states, 'and that I shall continue to do.';;"Ihr ruft [From.GetTitledFirstNameNoRegnal] an Euren Hof, und dort versucht Ihr mit Vernunft und Diplomatie, [From.GetHerHim] zur Einsicht zu bewegen. Es dauert jedoch nicht lange, bis Ihr feststellt, dass [From.GetSheHe] nicht mehr zuhört. Ich befolge die [From.GetRites]-Riten, mein Herr"", erklärt [From.GetSheHe], ""und das werde ich auch weiterhin tun.";;;;;;;;;;;x
EVTDESC_GoPagan_134B_2;You summon [From.GetTitledFirstNameNoRegnal] to your court, with the intent to engage [From.GetHerHim] in theological debate...but [From.GetSheHe] outright refuses. 'You are my liege,' [From.GetSheHe] states, 'but I will not presume to discuss [From.GetRites] rites with someone who adheres to [Root.GetRites] rites. This is not a matter for debate, and I remain faithful to my [From.GetRites] rites.';;"Ihr ruft [From.GetTitledFirstNameNoRegnal] an Euren Hof, in der Absicht, [From.GetHerHim] in eine theologische Debatte zu verwickeln ... aber [From.GetSheHe] weigert sich rundheraus. Ihr seid mein Lehnsherr"", erklärt [From.GetSheHe], ""aber ich werde mir nicht anmaßen, mit jemandem über [From.GetRites]-Riten zu diskutieren, der sich an [Root.GetRites]-Riten hält. Das steht nicht zur Debatte, und ich bleibe meinen [From.GetRites]-Riten treu.'";;;;;;;;;;;x
EVTDESC_GoPagan_134C_2;You summon [From.GetTitledFirstNameNoRegnal] to your court, and there the two of you begin a long debate over the differences between your rites. No matter what point you make, however, [From.GetSheHe] refuses to be moved. 'You speak well, my liege,' [From.GetSheHe] states, 'but I follow the [From.GetRites] rites, and that I shall continue to do.';;"Ihr ruft [From.GetTitledFirstNameNoRegnal] an Euren Hof, und dort beginnt Ihr beide eine lange Debatte über die Unterschiede zwischen Euren Riten. Doch egal, was Ihr vorbringt, [From.GetSheHe] lässt sich nicht beirren. Ihr sprecht gut, mein Herr"", sagt [From.GetSheHe], ""aber ich folge den [From.GetRites]-Riten, und das werde ich auch weiterhin tun.";;;;;;;;;;;x
EVTOPTA_GoPagan_134;I must accept [From.GetHerHis] decision;;Ich muss [From.GetHerHis] Entscheidung akzeptieren;;;;;;;;;;;x
EVTOPTC_GoPagan_134;Imprison [From.GetHerHim] at once!;;Nehmt [From.GetHerHim] sofort in Haft!;;;;;;;;;;;x
EVTDESC_GoPagan_135_a;[From.GetTitledFirstNameNoRegnal] summons you to [From.GetHerHis] court, and it is there you realize [From.GetSheHe] intends to convert you to [From.GetHerHis] [From.Religion.GetName] beliefs. 'Debate me,' [From.GetSheHe] offers. 'Let us use facts and theology to determine which of our faiths is more worthy of your devotion.';;"[From.GetTitledFirstNameNoRegnal] lädt Euch vor [From.GetHerHis] Gericht, und dort stellt Ihr fest, dass [From.GetSheHe] beabsichtigt, Euch zu [From.GetHerHis] [From.Religion.GetName] Glauben zu bekehren. Diskutiert mit mir"", bietet [From.GetSheHe] an. Lasst uns anhand von Fakten und Theologie herausfinden, welche unserer Glaubensrichtungen Eurer Hingabe würdiger ist.";;;;;;;;;;;x
EVTDESC_GoPagan_135_b;[From.GetTitledFirstNameNoRegnal] summons you to [From.GetHerHis] court, and it is there you realize [From.GetSheHe] intends to convert you to [From.GetHerHis] [From.GetRites] rites. 'Debate me,' [From.GetSheHe] offers. 'Let us use facts and theology to determine which of our rites are true to our scriptures.';;"[From.GetTitledFirstNameNoRegnal] lädt Euch an den Hof von [From.GetHerHis], und dort stellt Ihr fest, dass [From.GetSheHe] beabsichtigt, Euch zu [From.GetHerHis] [From.GetRites] Riten zu bekehren. Diskutiert mit mir"", bietet [From.GetSheHe] an. Lasst uns anhand von Fakten und Theologie bestimmen, welche unserer Riten unseren Schriften entsprechen.";;;;;;;;;;;x
EVTOPTA_GoPagan_135;Agree to the debate;;Stimmt der Debatte zu;;;;;;;;;;;x
EVTOPTB_GoPagan_135_a;My faith is not a matter of debate!;;Mein Glaube steht nicht zur Debatte!;;;;;;;;;;;x
EVTOPTB_GoPagan_135_b;My rites are not a matter of debate!;;Meine Riten stehen nicht zur Debatte!;;;;;;;;;;;x
EVTDESC_GoPagan_136_a;After long hours of theological debate with [FromFrom.GetTitledFirstNameNoRegnal], you are forced to admit that [FromFrom.GetSheHe] is right. The [FromFrom.Religion.GetName] faith is the true faith, and you can no longer hold onto the [Root.Religion.GetName] ways you have always known.;;Nach stundenlangen theologischen Debatten mit [FromFrom.GetTitledFirstNameNoRegnal] musst du zugeben, dass [FromFrom.GetSheHe] Recht hat. Der [FromFrom.Religion.GetName]-Glaube ist der wahre Glaube, und du kannst nicht länger an den [Root.Religion.GetName]-Wegen festhalten, die du immer gekannt hast.;;;;;;;;;;;x
EVTDESC_GoPagan_136_b;After long hours of theological debate with [FromFrom.GetTitledFirstNameNoRegnal], you are forced to admit that [FromFrom.GetSheHe] is right. The [FromFrom.GetRites] rites are the true rites, and you can no longer hold onto the [Root.GetRites] rites ways you have always known.;;Nach stundenlangen theologischen Debatten mit [FromFrom.GetTitledFirstNameNoRegnal] bist du gezwungen zuzugeben, dass [FromFrom.GetSheHe] recht hat. Die [FromFrom.GetRites]-Riten sind die wahren Riten, und du kannst nicht länger an den [Root.GetRites]-Riten festhalten, die du immer gekannt hast.;;;;;;;;;;;x
EVTOPTA_GoPagan_136;Glory be to [FromFrom.Religion.GetHighGodName]!;;Gepriesen sei [FromFrom.Religion.GetHighGodName]!;;;;;;;;;;;x
EVTDESC_GoPagan_137_a;After long hours of theological debate with [From.GetTitledFirstNameNoRegnal], [From.GetSheHe] is forced to admit that you are right. The [FromFrom.Religion.GetName] faith is the true faith, and [From.GetSheHe] can no longer hold onto the [From.Religion.GetName] ways [From.GetSheHe] has always known.;;Nach stundenlangen theologischen Debatten mit [From.GetTitledFirstNameNoRegnal] ist [From.GetSheHe] gezwungen zuzugeben, dass du Recht hast. Der [FromFrom.Religion.GetName]-Glaube ist der wahre Glaube, und [From.GetSheHe] kann nicht länger an den [From.Religion.GetName]-Wegen festhalten, die [From.GetSheHe] immer gekannt hat.;;;;;;;;;;;x
EVTDESC_GoPagan_137_b;After long hours of theological debate with [From.GetTitledFirstNameNoRegnal], [From.GetSheHe] is forced to admit that you are right. Your [Root.GetRites] rites are the true rites, and [From.GetSheHe] can no longer hold onto the [From.GetRites] rites [From.GetSheHe] has always known.;;Nach stundenlangen theologischen Debatten mit [From.GetTitledFirstNameNoRegnal] ist [From.GetSheHe] gezwungen zuzugeben, dass du Recht hast. Eure [Root.GetRites]-Riten sind die wahren Riten, und [From.GetSheHe] kann nicht länger an den [From.GetRites]-Riten festhalten, die [From.GetSheHe] immer gekannt hat.;;;;;;;;;;;x
EVTOPTA_GoPagan_137;Glory be to [Root.Religion.GetHighGodName]!;;Gepriesen sei [Root.Religion.GetHighGodName]!;;;;;;;;;;;x
EVTDESC_GoPagan_138;After long hours of theological debate with [FromFrom.GetTitledFirstNameNoRegnal], you are forced to admit that [FromFrom.GetSheHe] has a point. You will not be swayed from your [Root.Religion.GetName] beliefs, but even you have begun to question whether they are the entire truth. The [FromFrom.Religion.GetName] faith has gained your sympathy, if not your devotion.;;Nach stundenlangen theologischen Debatten mit [FromFrom.GetTitledFirstNameNoRegnal] müsst Ihr zugeben, dass [From.GetSheHe] Recht hat. Sie lassen sich nicht von Ihren [Root.Religion.GetName] Überzeugungen abbringen, aber selbst Sie haben begonnen zu hinterfragen, ob sie die ganze Wahrheit sind. Der [FromFrom.Religion.GetName]-Glaube hat Eure Sympathie, wenn nicht sogar Eure Hingabe gewonnen.;;;;;;;;;;;x
EVTOPTA_GoPagan_138;[FromFrom.GetSheHeCap] was very convincing;;[FromFrom.GetSheHeCap] war sehr überzeugend;;;;;;;;;;;x
EVTDESC_GoPagan_139;After long hours of theological debate with [From.GetTitledFirstNameNoRegnal], [From.GetSheHe] is forced to admit that you have a point. [From.GetSheHeCap] will not be swayed from [From.GetHerHis] [From.Religion.GetName] beliefs, but even [From.GetSheHe] has begun to question whether they are the entire truth. The [Root.Religion.GetName] faith has gained [From.GetHerHis] sympathy, if not [From.GetHerHis] devotion.;;Nach stundenlangen theologischen Debatten mit [From.GetTitledFirstNameNoRegnal] ist [From.GetSheHe] gezwungen zuzugeben, dass Sie Recht haben. [From.GetSheHeCap] lässt sich nicht von [From.GetHerHis] [From.Religion.GetName] Überzeugungen abbringen, aber selbst [From.GetSheHe] beginnt zu zweifeln, ob sie die ganze Wahrheit sind. Der [Root.Religion.GetName] Glaube hat [From.GetHerHis] Sympathie, wenn nicht sogar [From.GetHerHis] Hingabe gewonnen.;;;;;;;;;;;x
EVTOPTA_GoPagan_139;It is a start!;;Das ist ein Anfang!;;;;;;;;;;;x
EVTDESC_GoPagan_140;After long hours of theological debate with [FromFrom.GetTitledFirstNameNoRegnal], [FromFrom.GetSheHe] is forced to admit that you have a point. Unsurprisingly, [FromFrom.GetSheHe] will not be swayed from [FromFrom.GetHerHis] [FromFrom.Religion.GetName] beliefs, but even [FromFrom.GetSheHe] has begun to question whether they are the entire truth. The [Root.Religion.GetName] faith has gained [FromFrom.GetHerHis] sympathy.;;Nach stundenlangen theologischen Debatten mit [FromFrom.GetTitledFirstNameNoRegnal] muss [From.GetSheHe] zugeben, dass Sie Recht haben. Es überrascht nicht, dass [FromFrom.GetSheHe] sich nicht von [FromFrom.GetHerHis] [FromFrom.Religion.GetName] Überzeugungen abbringen lässt, aber selbst [FromFrom.GetSheHe] beginnt zu zweifeln, ob sie die ganze Wahrheit sind. Der [Root.Religion.GetName]-Glaube hat [FromFrom.GetHerHis] Sympathien gewonnen.;;;;;;;;;;;x
EVTDESC_GoPagan_141;After many long hours of theological debate with [From.GetTitledFirstNameNoRegnal], you are forced to admit that [From.GetSheHe] has a point. You will not, of course, be swayed from your [Root.Religion.GetName] beliefs, but even you have begun to question whether they are the entire truth. The [FromFrom.Religion.GetName] faith has gained your sympathy.;;Nach vielen langen Stunden theologischer Debatten mit [From.GetTitledFirstNameNoRegnal] bist du gezwungen zuzugeben, dass [From.GetSheHe] nicht ganz unrecht hat. Sie werden natürlich nicht von Ihren [Root.Religion.GetName] Überzeugungen abrücken, aber selbst Sie haben begonnen zu hinterfragen, ob sie die ganze Wahrheit sind. Der [FromFrom.Religion.GetName]-Glaube hat Eure Sympathie gewonnen.;;;;;;;;;;;x
EVTOPTA_GoPagan_141;I was not expecting that...;;Das hatte ich nicht erwartet...;;;;;;;;;;;x
EVTDESC_GoPagan_142_a;After many long hours of theological debate with [FromFrom.GetTitledFirstNameNoRegnal], [FromFrom.GetSheHe] is forced to concede defeat. The back and forth arguments regarding [Root.Religion.GetName] and [FromFrom.Religion.GetName] views seems to go nowhere, and in the end you are unmoved...and you tell [FromFrom.GetHerHim] exactly that.;;Nach vielen langen Stunden theologischer Debatten mit [FromFrom.GetTitledFirstNameNoRegnal] sieht sich [FromFrom.GetSheHe] gezwungen, seine Niederlage einzugestehen. Das Hin und Her der Argumente bezüglich der Ansichten von [Root.Religion.GetName] und [FromFrom.Religion.GetName] scheint ins Leere zu laufen, und am Ende bist du ungerührt ... und du sagst [FromFrom.GetHerHim] genau das.;;;;;;;;;;;x
EVTDESC_GoPagan_142_b;After many long hours of theological debate with [FromFrom.GetTitledFirstNameNoRegnal], [FromFrom.GetSheHe] is forced to concede defeat. The back and forth arguments regarding [Root.GetRites] and [FromFrom.GetRites] rites seems to go nowhere, and in the end you are unmoved...and you tell [FromFrom.GetHerHim] exactly that.;;Nach vielen langen Stunden theologischer Debatten mit [FromFrom.GetTitledFirstNameNoRegnal] sieht sich [FromFrom.GetSheHe] gezwungen, seine Niederlage einzugestehen. Das Hin und Her der Argumente bezüglich der Riten von [Root.GetRites] und [FromFrom.GetRites] scheint ins Leere zu laufen, und am Ende bist du ungerührt ... und sagst [FromFrom.GetHerHim] genau das.;;;;;;;;;;;x
