#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x;;;;;
b_akhtubah;Akhtubah;Akhtubah;Akhtubah;;Akhtubah;;;;;;;;;;;;;
b_akhtubah_adj;Akhtubah;Akhtubah;Akhtubah;;Akhtubah;;;;;;;;;;;;;
b_akkele_guzay;Akkele Guzay;Akkele Guzay;Akkele Guzay;;Akkele Guzay;;;;;;;;;;;;;
b_akkele_guzay_adj;Akkele Guzay;Akkele Guzay;Akkele Guzay;;Akkele Guzay;;;;;;;;;;;;;
b_al_ghaba;Al-Ghaba;Al-Ghaba;Al-Ghaba;;Al-Ghaba;;;;;;;;x;;;;;
b_al_ghaba_adj;Al-Ghaban;Al-Ghabani;Al-Ghabanisch;;Al-Ghaban;;;;;;;;x;;;;;
b_alaka;Alaka;Alaka;Alaka;;Alaka;;;;;;;;;;;;;
b_alaka_adj;Alaka;Alaka;Alaka;;Alaka;;;;;;;;;;;;;
b_alassio;Alassio;Alassio;Alassio;;Alassio;;;;;;;;x;;;;;
b_alatyr;Alatyr;Alatyr;Alatyr;;Alatyr;;;;;;;;;;;;;
b_alatyr_adj;Alatyr;Alatyr;Alatyr;;Alatyr;;;;;;;;;;;;;
b_alghero;Alghero;Alghero;Alghero;;Alghero;;;;;;;;x;;;;;
b_alighieri;Alighieri;Alighieri;Alighieri;;Alighieri;;;;;;;;x;;;;;
b_alliata;Alliata;Alliata;Alliata;;Alliata;;;;;;;;x;;;;;
b_alliata_adj;Alliatan;Alliatan;Alliatan;;Alliatan;;;;;;;;x;;;;;
b_alpunte;Alpuente;Alpuente;Alpuente;;Alpuente;;;;;;;;x;;;;;
b_amalfi;Amalfi;Amalfi;Amalfi;;Amalfi;;;;;;;;x;;;;;
b_amalfito;di Amalfi;di Amalfi;di Amalfi;;di Amalfi;;;;;;;;x;;;;;
b_amalfito_adj;Amalfitan;Amalfitain;Amalfitanischer;;Amalfitano;;;;;;;;x;;;;;
b_amersham;Amersham;Amersham;Amersham;;Amersham;;;;;;;;x;;;;;
b_andenne;Andenne;Andenne;Andenne;;Andenne;;;;;;;;x;;;;;
b_andilla;Andilla;Andilla;Andilla;;Andilla;;;;;;;;x;;;;;
b_aoudagast;Aoudagast;Aoudagast;Aoudagast;;Aoudagast;;;;;;;;x;;;;;
b_aoudagast_adj;Aoudagasti;Aoudagastois;Aoudagastisch;;Aoudagasti;;;;;;;;x;;;;;
b_apricale;Apricale;Apricale;Apricale;;Apricale;;;;;;;;x;;;;;
b_araouane;Araouani;Araouani;Araouani;;Araouani;;;;;;;;x;;;;;
b_araouane_adj;Araouani;Araouani;Araouanisch;;Araouani;;;;;;;;x;;;;;
b_arbog;Árborg;Árborg;Árborg;;Árborg;;;;;;;;x;;;;;
b_arborea;Arborea;Arborea;Arborea;;Arborea;;;;;;;;x;;;;;
b_arcola;Arcola;Arcola;Arcola;;Arcola;;;;;;;;x;;;;;
b_arenzano;Arenzano;Arenzano;Arenzano;;Arenzano;;;;;;;;x;;;;;
b_argo;Argo;Argo;Argo;;Argo;;;;;;;;;;;;;
b_argo_adj;Argo;Argo;Argo;;Argo;;;;;;;;;;;;;
b_ascolipiceno;Ascoli Piceno;Ascoli Piceno;Ascoli Piceno;;Ascoli Piceno;;;;;;;;x;;;;;
b_aspet;Aspet;Aspet;Aspet;;Aspet;;;;;;;;x;;;;;
b_assesse;Assesse;Assesse;Assesse;;Assesse;;;;;;;;x;;;;;
b_atbarah;Atbara;Atbara;Atbara;;Atbara;;;;;;;;;;;;;
b_atbarah_adj;Atbara;Atbara;Atbara;;Atbara;;;;;;;;;;;;;
b_aulne;Aulne;Aulne;Aulne;;Aulne;;;;;;;;x;;;;;
b_aurigny;Aurigny;Aurigny;Aurigny;;Aurigny;;;;;;;;x;;;;;
b_authon;Authon;Authon;Authon;;Authon;;;;;;;;x;;;;;
b_babara;Babara;Babara;Babara;;Babara;;;;;;;;x;;;;;
b_babara_adj;Babaran;Babarois;Babaranisch;;Babaran;;;;;;;;x;;;;;
b_badr;Badr;Badr;Badr;;Badr;;;;;;;;;;;;;
b_badr_adj;Badr;Badr;Badr;;Badr;;;;;;;;;;;;;
b_bafoulable;Bafoulable;Bafoulable;Bafoulable;;Bafoulable;;;;;;;;x;;;;;
b_bafoulable_adj;Bafoulabli;Bafoulablois;Bafoulablisch;;Bafoulabli;;;;;;;;x;;;;;
b_bagnere;Bagnère de Bigorre;Bagnère de Bigorre;Bagnère de Bigorre;;Bagnère de Bigorre;;;;;;;;x;;;;;
b_bakel;Bakel;Bakel;Bakel;;Bakel;;;;;;;;x;;;;;
b_bakel_adj;Bakeli;Bakelois;Bakelisch;;Bakeli;;;;;;;;x;;;;;
b_balleroy;Balleroy;Balleroy;Balleroy;;Balleroy;;;;;;;;x;;;;;
b_bamako;Bamako;Bamako;Bamako;;Bamako;;;;;;;;x;;;;;
b_bamako_adj;Bamako;Bamakois;Bamakisch;;Bamako;;;;;;;;x;;;;;
b_bamakoa;Bamako;Bamako;Bamako;;Bamako;;;;;;;;x;;;;;
b_bamakoa_adj;Bamako;Bamakois;Bamakisch;;Bamako;;;;;;;;x;;;;;
b_bambey;Bambey;Bambey;Bambey;;Bambey;;;;;;;;x;;;;;
b_bambey_adj;Bambeyan;Bambeyan;Bambeyanisch;;Bambeyan;;;;;;;;x;;;;;
b_bangassi;Bangassi;Bangassi;Bangassi;;Bangassi;;;;;;;;x;;;;;
b_bangassi_adj;Bangassan;Bangassien;Bangassisch;;Bangassan;;;;;;;;x;;;;;
b_banjul;Banjul;Banjul;Banjul;;Banjul;;;;;;;;x;;;;;
b_banjul_adj;Banjuli;Banjuli;Banjulisch;;Banjuli;;;;;;;;x;;;;;
b_bardewik;Bardewik;Bardewik;Bardewik;;Bardewik;;;;;;;;x;;;;;
b_bardewik_adj;Bardewikian;Bardewikian;Bardewikian;;Bardewikian;;;;;;;;x;;;;;
b_bardouga;Bardouga;Bardouga;Bardouga;;Bardouga;;;;;;;;x;;;;;
b_bardouga_adj;Bardougan;Bardougois;Bardouganisch;;Bardougan;;;;;;;;x;;;;;
b_barisardo;Bari Sardo;Bari Sardo;Bari Sardo;;Bari Sardo;;;;;;;;x;;;;;
b_barka;Barka;Barka;Barka;;Barka;;;;;;;;;;;;;
b_barka_adj;Barka;Barka;Barka;;Barka;;;;;;;;;;;;;
b_barney;Barney;Barney;Barney;;Barney;;;;;;;;x;;;;;
b_barqas;Barqas;Barqas;Barqas;;Barqas;;;;;;;;;;;;;
b_barqas_adj;Barqas;Barqas;Barqas;;Barqas;;;;;;;;;;;;;
b_baykadam;Baykadam;Baykadam;Baykadam;;Baykadam;;;;;;;;;;;;;
b_baykadam;Baykadam;Baykadam;Baykadam;;Baykadam;;;;;;;;;;;;;
b_bayuda;Bayuda;Bayuda;Bayuda;;Bayuda;;;;;;;;;;;;;
b_bayuda_adj;Bayuda;Bayuda;Bayuda;;Bayuda;;;;;;;;;;;;;
b_bazen;Bazen;Bazen;Bazen;;Bazen;;;;;;;;;;;;;
b_bazen_adj;Bazen;Bazen;Bazen;;Bazen;;;;;;;;;;;;;
b_beaconsfield;Beaconsfield;Beaconsfield;Beaconsfield;;Beaconsfield;;;;;;;;x;;;;;
b_begard;Begard;Begard;Begard;;Begard;;;;;;;;x;;;;;
b_belleek;Belleek;Belleek;Belleek;;Belleek;;;;;;;;x;;;;;
b_benalua;Benalúa;Benalúa;Benalúa;;Benalúa;;;;;;;;;;;;;
b_benalua_adj;Benalúa;Benalúa;Benalúa;;Benalúa;;;;;;;;;;;;;
b_beni_gever;Beni-Gever;Beni-Gever;Beni-Gever;;Beni-Gever;;;;;;;;x;;;;;
b_benincasa;Benincasa;Benincasa;Benincasa;;Benincasa;;;;;;;;x;;;;;
b_benincasa_adj;Benincasan;Benincasan;Benincasan;;Benincasan;;;;;;;;x;;;;;
b_beroullia;Beroullia;Beroullia;Beroullia;;Beroullia;;;;;;;;x;;;;;
b_bindogoso;Bindogoso;Bindogoso;Bindogoso;;Bindogoso;;;;;;;;x;;;;;
b_bindogoso_adj;Bindogoso;Bindogosois;Bindogosisch;;Bindogoso;;;;;;;;x;;;;;
b_bir_anzarane;Bir Anzarane;Bir Anzarane;Bir Anzarane;;Bir Anzarane;;;;;;;;x;;;;;
b_bir_anzarane_adj;Bir Anzarane;Bir Anzarane;Bir Anzarane;;Bir Anzarane;;;;;;;;x;;;;;
b_birr;Birr;Birr;Birr;;Birr;;;;;;;;x;;;;;
b_bogos;Bogos;Bogos;Bogos;;Bogos;;;;;;;;;;;;;
b_bogos_adj;Bogos;Bogos;Bogos;;Bogos;;;;;;;;;;;;;
b_bolgatanga;Bolgatanga;Bolgatanga;Bolgatanga;;Bolgatanga;;;;;;;;x;;;;;
b_bolgatanga_adj;Bolgatangan;Bolgatangois;Bolgatanganisch;;Bolgatangan;;;;;;;;x;;;;;
b_bolungarvik;Bolungarvik;Bolungarvik;Bolungarvik;;Bolungarvik;;;;;;;;x;;;;;
b_borculo;Borculo;Borculo;Borculo;;Borculo;;;;;;;;x;;;;;
b_borth;Borth;Borth;Borth;;Borth;;;;;;;;x;;;;;
b_boujdour;Boujdour;Boujdour;Boujdour;;Boujdour;;;;;;;;x;;;;;
b_boujdour_adj;Boujdouri;Boujdourois;Boujdourisch;;Boujdouri;;;;;;;;x;;;;;
b_boukra;Boukra;Boukra;Boukra;;Boukra;;;;;;;;x;;;;;
b_boukra_adj;Boukran;Boukrois;Boukranisch;;Boukran;;;;;;;;x;;;;;
b_boumdeit;Boumdeit;Boumdeit;Boumdeit;;Boumdeit;;;;;;;;x;;;;;
b_brac;Brac;Brac;Brac;;Brac;;;;;;;;x;;;;;
b_bracknell;Bracknell;Bracknell;Bracknell;;Bracknell;;;;;;;;x;;;;;
b_bredevoort;Bredevoort;Bredevoort;Bredevoort;;Bredevoort;;;;;;;;x;;;;;
b_bretoncelle;Bretoncelle;Bretoncelle;Bretoncelle;;Bretoncelle;;;;;;;;x;;;;;
b_brignole;Brignole;Brignole;Brignole;;Brignole;;;;;;;;x;;;;;
b_brikama;Brikama;Brikama;Brikama;;Brikama;;;;;;;;x;;;;;
b_brikama_adj;Brikaman;Brikamois;Brikamanisch;;Brikaman;;;;;;;;x;;;;;
b_brora;Brora;Brora;Brora;;Brora;;;;;;;;x;;;;;
b_brora_adj;Broran;Broran;Broran;;Broran;;;;;;;;x;;;;;
b_buinsk;Buinsk;Buinsk;Buinsk;;Buinsk;;;;;;;;;;;;;
b_buinsk_adj;Buinsk;Buinsk;Buinsk;;Buinsk;;;;;;;;;;;;;
b_bure;Bure;Bure;Bure;;Bure;;;;;;;;x;;;;;
b_bure_adj;Burean;Burois;Bureanisch;;Burean;;;;;;;;x;;;;;
b_bussoleno;Bussoleno;Bussoleno;Bussoleno;;Bussoleno;;;;;;;;x;;;;;
b_butana;Butana;Butana;Butana;;Butana;;;;;;;;;;;;;
b_butana_adj;Butana;Butana;Butana;;Butana;;;;;;;;;;;;;
b_cabra;Cabra;Cabra;Cabra;;Cabra;;;;;;;;x;;;;;
b_caetani;Caetani;Caetani;Caetani;;Caetani;;;;;;;;x;;;;;
b_caetani_adj;Caetanian;Caetanian;Caetanian;;Caetanian;;;;;;;;x;;;;;
b_camera;Camera;Camera;Camera;;Camera;;;;;;;;x;;;;;
b_camrose;Camrose;Camrose;Camrose;;Camrose;;;;;;;;x;;;;;
b_candiano;Candiano;Candiano;Candiano;;Candiano;;;;;;;;x;;;;;
b_candiano_adj;Candianor;Candianor;Candianor;;Candianor;;;;;;;;x;;;;;
b_capoliveri;Capoliveri;Capoliveri;Capoliveri;;Capoliveri;;;;;;;;x;;;;;
b_caprie;Caprie;Caprie;Caprie;;Caprie;;;;;;;;x;;;;;
b_capuano;Capuano;Capuano;Capuano;;Capuano;;;;;;;;x;;;;;
b_casasco;Casasco;Casasco;Casasco;;Casasco;;;;;;;;x;;;;;
b_castelforte;Castel Forte;Castel Forte;Castel Forte;;Castel Forte;;;;;;;;x;;;;;
b_castelnuovo;Castelnuovo;Castelnuovo;Castelnuovo;;Castelnuovo;;;;;;;;x;;;;;
b_castleblayney;Castleblayney;Castleblayney;Castleblayney;;Castleblayney;;;;;;;;x;;;;;
b_castlegregory;Castelgregory;Castelgregory;Castelgregory;;Castelgregory;;;;;;;;x;;;;;
b_cauterets;Cauterets;Cauterets;Cauterets;;Cauterets;;;;;;;;x;;;;;
b_cerise;Cerise;Cerise;Cerise;;Cerise;;;;;;;;x;;;;;
b_ceton;Ceton;Ceton;Ceton;;Ceton;;;;;;;;x;;;;;
b_chateaudoleron;Château-d'Oléron;Château-d'Oléron;Château-d'Oléron;;Château-d'Oléron;;;;;;;;x;;;;;
b_chiny;Chiny;Chiny;Chiny;;Chiny;;;;;;;;x;;;;;
b_chirih;Chiri;Chiri;Chiri;;Chiri;;;;;;;;x;;;;;
b_chirih_adj;Chiri;Chiri;Chiri;;Chiri;;;;;;;;x;;;;;
b_civitanova;Civitanova;Civitanova;Civitanova;;Civitanova;;;;;;;;x;;;;;
b_clervaux;Clervaux;Clervaux;Clervaux;;Clervaux;;;;;;;;x;;;;;
b_coevorden;Coevorden;Coevorden;Coevorden;;Coevorden;;;;;;;;x;;;;;
b_colombo;Colombo;Colombo;Colombo;;Colombo;;;;;;;;x;;;;;
b_comminges;Comminges;Comminges;Comminges;;Comminges;;;;;;;;x;;;;;
b_conca;Conca;Conca;Conca;;Conca;;;;;;;;x;;;;;
b_coniulo;Coniulo;Coniulo;Coniulo;;Coniulo;;;;;;;;x;;;;;
b_contarini;Contarini;Contarini;Contarini;;Contarini;;;;;;;;x;;;;;
b_contarini_adj;Contarinian;Contarinian;Contarinian;;Contarinian;;;;;;;;x;;;;;
b_coolboy;Coolboy;Coolboy;Coolboy;;Coolboy;;;;;;;;x;;;;;
b_cootehill;Cootehill;Cootehill;Cootehill;;Cootehill;;;;;;;;x;;;;;
b_costigliole;Costigliole;Costigliole;Costigliole;;Costigliole;;;;;;;;x;;;;;
b_couserans;Couserans;Couserans;Couserans;;Couserans;;;;;;;;x;;;;;
b_craigavon;Craigavon;Craigavon;Craigavon;;Craigavon;;;;;;;;x;;;;;
b_crecy;Crécy;Crécy;Crécy;;Crécy;;;;;;;;x;;;;;
b_creully;Creully;Creully;Creully;;Creully;;;;;;;;x;;;;;
b_cromarty;Cromarty;Cromarty;Cromarty;;Cromarty;;;;;;;;x;;;;;
b_cromarty_adj;Cromartic;Cromartic;Cromartic;;Cromartic;;;;;;;;x;;;;;
b_croom;Croom;Croom;Croom;;Croom;;;;;;;;x;;;;;
b_crowthorne;Crowthorne;Crowthorne;Crowthorne;;Crowthorne;;;;;;;;x;;;;;
b_crug_eryr;Crug Eryr;Crug Eryr;Crug Eryr;;Crug Eryr;;;;;;;;x;;;;;
b_culloden;Culloden;Culloden;Culloden;;Culloden;;;;;;;;x;;;;;
b_culloden_;Culloden;Culloden;Culloden;;Culloden;;;;;;;;x;;;;;
b_cynwyd;Cynwyd;Cynwyd;Cynwyd;;Cynwyd;;;;;;;;x;;;;;
b_dabbah;Dabbah;Dabbah;Dabbah;;Dabbah;;;;;;;;;;;;;
b_dabbah_adj;Dabbah;Dabbah;Dabbah;;Dabbah;;;;;;;;;;;;;
b_dafra;Dafra;Dafra;Dafra;;Dafra;;;;;;;;x;;;;;
b_dafra_adj;Dafran;Dafrois;Dafranisch;;Dafran;;;;;;;;x;;;;;
b_dagarti;Dagarti;Dagarti;Dagarti;;Dagarti;;;;;;;;;;;;;
b_dagarti_adj;Dagarti;Dagarti;Dagarti;;Dagarti;;;;;;;;;;;;;
b_dahlak;Dahlak;Dahlak;Dahlak;;Dahlak;;;;;;;;;;;;;
b_dahlak_adj;Dahlak;Dahlak;Dahlak;;Dahlak;;;;;;;;;;;;;
b_daingean;Daingean;Daingean;Daingean;;Daingean;;;;;;;;x;;;;;
b_dalen;Dalen;Dalen;Dalen;;Dalen;;;;;;;;x;;;;;
b_dalneigh;Dalneigh;Dalneigh;Dalneigh;;Dalneigh;;;;;;;;x;;;;;
b_dalneigh_adj;Dalneigh;Dalneigh;Dalneigh;;Dalneigh;;;;;;;;x;;;;;
b_damigny;Damigny;Damigny;Damigny;;Damigny;;;;;;;;x;;;;;
b_dana;Dana;Dana;Dana;;Dana;;;;;;;;;;;;;
b_dana_adj;Dana;Dana;Dana;;Dana;;;;;;;;;;;;;
b_dandolo;Dandolo;Dandolo;Dandolo;;Dandolo;;;;;;;;x;;;;;
b_dandolo_adj;Dandolor;Dandolor;Dandolor;;Dandolor;;;;;;;;x;;;;;
b_dappiano;Dappiano;Dappiano;Dappiano;;Dappiano;;;;;;;;x;;;;;
b_dappiano_adj;Dappianon;Dappianon;Dappianon;;Dappianon;;;;;;;;x;;;;;
b_darqab;Darqab;Darqab;Darqab;;Darqab;;;;;;;;;;;;;
b_darqab_adj;Darqab;Darqab;Darqab;;Darqab;;;;;;;;;;;;;
b_della_gherardesca;Della-Gherardesca;Della-Gherardesca;Della-Gherardesca;;Della-Gherardesca;;;;;;;;x;;;;;
b_della_gherardesca_adj;Della-Gherardescan;Della-Gherardescan;Della-Gherardescan;;Della-Gherardescan;;;;;;;;x;;;;;
b_detonti;de Tonti;de Tonti;de Tonti;;de Tonti;;;;;;;;x;;;;;
b_devio;de Vio;de Vio;de Vio;;de Vio;;;;;;;;x;;;;;
b_diabougou;Diabougou;Diabougou;Diabougou;;Diabougou;;;;;;;;x;;;;;
b_diabougou_adj;Diabougou;Diabougoulois;Diabougisch;;Diabougou;;;;;;;;x;;;;;
b_dianke;Dianke;Dianke;Dianke;;Dianke;;;;;;;;x;;;;;
b_dianke_adj;Dianke;Diankois;Diankisch;;Dianke;;;;;;;;x;;;;;
b_dibbeen;Dibbeen;Dibbeen;Dibbeen;;Dibbeen;;;;;;;;;;;;;
b_dibbeen_adj;Dibbeen;Dibbeen;Dibbeen;;Dibbeen;;;;;;;;;;;;;
b_digaeta;di Gaeta;di Gaeta;di Gaeta;;di Gaeta;;;;;;;;x;;;;;
b_dinant;Dinant;Dinant;Dinant;;Dinant;;;;;;;;x;;;;;
b_dinarha;Dinarha;Dinarha;Dinarha;;Dinarha;;;;;;;;x;;;;;
b_dinarha_adj;Dinarhan;Dinarhois;Dinarhanisch;;Dinarhan;;;;;;;;x;;;;;
b_dinas_bran;Dinas Bran;Dinas Bran;Dinas Bran;;Dinas Bran;;;;;;;;x;;;;;
b_dingle;Dingle;Dingle;Dingle;;Dingle;;;;;;;;x;;;;;
b_dinguiraye;Dinguiraye;Dinguiraye;Dinguiraye;;Dinguiraye;;;;;;;;x;;;;;
b_dinguiraye_adj;Dinguirayian;Dinguirayen;Dinguirayianisch;;Dinguirayian;;;;;;;;x;;;;;
b_dinoli;di Noli;di Noli;di Noli;;di Noli;;;;;;;;x;;;;;
b_diourbel;Diourbel;Diourbel;Diourbel;;Diourbel;;;;;;;;x;;;;;
b_diourbel_adj;Diourbeli;Diourbelite;Diourbelisch;;Diourbeli;;;;;;;;x;;;;;
b_djenne;Djenne;Djenne;Djenne;;Djenne;;;;;;;;x;;;;;
b_djenne_adj;Djenne;Djennois;Djennisch;;Djenne;;;;;;;;x;;;;;
b_djinguereber;Djinguereber;Djinguereber;Djinguereber;;Djinguereber;;;;;;;;x;;;;;
b_djinguereber_adj;Djinguereberi;Djinguereberi;Djinguereberisch;;Djinguereberi;;;;;;;;;;;;;
b_djoboro;Djoboro;Djoboro;Djoboro;;Djoboro;;;;;;;;x;;;;;
b_djoboro_adj;Djoboro;Djoborois;Djoborisch;;Djoboro;;;;;;;;x;;;;;
b_dobricevic;Dobricevic;Dobricevic;Dobricevic;;Dobricevic;;;;;;;;x;;;;;
b_doesburg;Doesburg;Doesburg;Doesburg;;Doesburg;;;;;;;;x;;;;;
b_dogona;Dogonan;Dogonan;Dogonan;;Dogonan;;;;;;;;x;;;;;
b_dogona_adj;Dogona;Dogonanois;Dogonisch;;Dogona;;;;;;;;x;;;;;
b_dolceacqua;Dolce Acqua;Dolce Acqua;Dolce Acqua;;Dolce Acqua;;;;;;;;x;;;;;
b_dolusdoleron;Dolus-d'Oléron;Dolus-d'Oléron;Dolus-d'Oléron;;Dolus-d'Oléron;;;;;;;;x;;;;;
b_dongolah;Dongola;Dongola;Dongola;;Dongola;;;;;;;;;;;;;
b_dongolah_adj;Dongola;Dongola;Dongola;;Dongola;;;;;;;;;;;;;
b_dorgali;Dorgali;Dorgali;Dorgali;;Dorgali;;;;;;;;x;;;;;
b_doria;Doria;Doria;Doria;;Doria;;;;;;;;x;;;;;
b_doria_adj;Dorian;Dorian;Dorian;;Dorian;;;;;;;;x;;;;;
b_drzic;Drzic;Drzic;Drzic;;Drzic;;;;;;;;x;;;;;
b_dugiotok;Dugi Otok;Dugi Otok;Dugi Otok;;Dugi Otok;;;;;;;;x;;;;;
b_durness;Durness;Durness;Durness;;Durness;;;;;;;;x;;;;;
b_durness_adj;Durnessate;Durnessate;Durnessate;;Durnessate;;;;;;;;x;;;;;
b_duthus;Duthus;Duthus;Duthus;;Duthus;;;;;;;;x;;;;;
b_duthus_adj;Duthusar;Duthusar;Duthusar;;Duthusar;;;;;;;;x;;;;;
b_echternach;Echternach;Echternach;Echternach;;Echternach;;;;;;;;x;;;;;
b_edgeworthstown;Edgeworthstown;Edgeworthstown;Edgeworthstown;;Edgeworthstown;;;;;;;;x;;;;;
b_edom;Edom;Edom;Edom;;Edom;;;;;;;;;;;;;
b_edom_adj;Edom;Edom;Edom;;Edom;;;;;;;;;;;;;
b_eindhoven;Eindhoven;Eindhoven;Eindhoven;;Eindhoven;;;;;;;;x;;;;;
b_el_aaiun;El Aaiun;El Aaiun;El Aaiun;;El Aaiun;;;;;;;;x;;;;;
b_el_aaiun_adj;El Aaiunite;El Aaiunite;El Aaiunite;;El Aaiunite;;;;;;;;x;;;;;
b_elvas;Elvas;Elvas;Elvas;;Elvas;;;;;;;;x;;;;;
b_embriaco;Embriaco;Embriaco;Embriaco;;Embriaco;;;;;;;;x;;;;;
b_embriaco_adj;Embriacoan;Embriacon;Embriacon;;Embriacon;;;;;;;;x;;;;;
b_enniskillen;Enniskillen;Enniskillen;Enniskillen;;Enniskillen;;;;;;;;x;;;;;
b_esperion;Esperion;Esperion;Esperion;;Esperion;;;;;;;;x;;;;;
b_essouk;Essouk;Essouk;Essouk;;Essouk;;;;;;;;x;;;;;
b_essouk_adj;Essoukian;Essoukanois;Essoukisch;;Essoukian;;;;;;;;x;;;;;
b_eupen;Eupen;Eupen;Eupen;;Eupen;;;;;;;;x;;;;;
b_fabriano;Fabriano;Fabriano;Fabriano;;Fabriano;;;;;;;;x;;;;;
b_falconara;Falconara;Falconara;Falconara;;Falconara;;;;;;;;x;;;;;
b_faliero;Faliero;Faliero;Faliero;;Faliero;;;;;;;;x;;;;;
b_faliero_adj;Falieron;Falieron;Falieron;;Falieron;;;;;;;;x;;;;;
b_farash;Faras;Faras;Faras;;Faras;;;;;;;;;;;;;
b_farash_adj;Faras;Faras;Faras;;Faras;;;;;;;;;;;;;
b_farnworth;Farnworth;Farnworth;Farnworth;;Farnworth;;;;;;;;x;;;;;
b_fexhe;Fexhe;Fexhe;Fexhe;;Fexhe;;;;;;;;x;;;;;
b_fieschi;Fieschi;Fieschi;Fieschi;;Fieschi;;;;;;;;x;;;;;
b_fieschi_adj;Fieschian;Fieschian;Fieschian;;Fieschian;;;;;;;;x;;;;;
b_finale;Finale;Finale;Finale;;Finale;;;;;;;;x;;;;;
b_formia;Formia;Formia;Formia;;Formia;;;;;;;;x;;;;;
b_forth;Forth;Forth;Forth;;Forth;;;;;;;;x;;;;;
b_foschi;Foschi;Foschi;Foschi;;Foschi;;;;;;;;x;;;;;
b_foynes;Foynes;Foynes;Foynes;;Foynes;;;;;;;;x;;;;;
b_gadei;Gadei;Gadei;Gadei;;Gadei;;;;;;;;x;;;;;
b_gadei_adj;Gadei;Gadeien;Gadeisch;;Gadei;;;;;;;;x;;;;;
b_gaer_penrhos;Gaer Penrhos;Gaer Penrhos;Gaer Penrhos;;Gaer Penrhos;;;;;;;;x;;;;;
b_gallabat;Gallabat;Gallabat;Gallabat;;Gallabat;;;;;;;;;;;;;
b_gallabat_adj;Gallabat;Gallabat;Gallabat;;Gallabat;;;;;;;;;;;;;
b_gao-saney;Gao-Saney;Gao-Saney;Gao-Saney;;Gao-Saney;;;;;;;;x;;;;;
b_gao-saney_adj;Gao-Saney;Gao-Saneyen;Gao-Sanisch;;Gao-Saney;;;;;;;;x;;;;;
b_gao;Gao;Gao;Gao;;Gao;;;;;;;;x;;;;;
b_gao_adj;Gaoais;Gaoois;Gaoisch;;Gaoais;;;;;;;;x;;;;;
b_garessio;Garessio;Garessio;Garessio;;Garessio;;;;;;;;x;;;;;
b_gedaref;Gedaref;Gedaref;Gedaref;;Gedaref;;;;;;;;;;;;;
b_gedaref_adj;Gedaref;Gedaref;Gedaref;;Gedaref;;;;;;;;;;;;;
b_gesves;Gesves;Gesves;Gesves;;Gesves;;;;;;;;x;;;;;
b_ghabah;Ghabah;Ghabah;Ghabah;;Ghabah;;;;;;;;;;;;;
b_ghabah_adj;Ghabah;Ghabah;Ghabah;;Ghabah;;;;;;;;;;;;;
b_gildehusen;Gildehusen;Gildehusen;Gildehusen;;Gildehusen;;;;;;;;x;;;;;
b_gildehusen_adj;Gildehusenite;Gildehusenite;Gildehusenite;;Gildehusenite;;;;;;;;x;;;;;
b_gioia;Gioia;Gioia;Gioia;;Gioia;;;;;;;;x;;;;;
