#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
PLUS_4056b_hover_ctt;It turns out that your ward §Y[From.GetTitledFirstNameNoRegnal]§! is §YQuick§!.;;Es stellt sich heraus, dass dein Mündel §Y[From.GetTitledFirstNameNoRegnal]§! ein §YQuick§! ist.;;;x
PLUS_4056c_hover_ctt;It turns out that your ward §Y[From.GetTitledFirstNameNoRegnal]§! is an §YImbecile§!.;;Es stellt sich heraus, dass Ihr Mündel §Y[From.GetTitledFirstNameNoRegnal]§! ein §YImbecile§! ist.;;;x
PLUS_4056d_hover_ctt;It turns out that your ward §Y[From.GetTitledFirstNameNoRegnal]§! is §YSlow§!.;;Es stellt sich heraus, dass dein Mündel §Y[From.GetTitledFirstNameNoRegnal]§! ein §YSlow§! ist.;;;x
EVTDESCa_Plus_4057;As you play with the other children you notice that you are quite a bit taller than the rest. Perhaps you should ask a grown-up about this?;;Wenn du mit den anderen Kindern spielst, bemerkst du, dass du ein ganzes Stück größer bist als die anderen. Vielleicht solltest du einen Erwachsenen fragen, wie es dir geht?;;;x
EVTDESCb_Plus_4057;As you play with the other children you notice that you are quite a bit shorter than the rest. Perhaps you should ask a grown-up about this?;;Wenn du mit den anderen Kindern spielst, merkst du, dass du ein bisschen kleiner bist als die anderen. Vielleicht solltest du einen Erwachsenen fragen, wie es dir geht?;;;x
EVTOPTA_PLUS_4057;I'll just ask [Guardian.GetTitledFirstNameNoRegnal]!;;Ich werde einfach [Guardian.GetTitledFirstNameNoRegnal] fragen!;;;x
EVTOPTB_PLUS_4057;I'm a giant!;;Ich bin ein Riese!;;;x
PLUS_4057a_hover_ctt;It turns out that you are §GTall§!.;;Es hat sich herausgestellt, dass du ein §GTall§! bist.;;;x
PLUS_4057b_hover_ctt;It turns out that you are a §RDwarf§!.;;Es stellt sich heraus, dass du ein §RDwarf§! bist.;;;x
EVTDESCa_PLUS_4058;Your ward §Y[From.GetTitledFirstNameNoRegnal]§! approaches you with a rather simple question about [From.GetHerHis] height. It would seem [From.GetSheHe] has noticed that [From.GetSheHe] is much taller than the other children.;;Dein Mündel §Y[From.GetTitledFirstNameNoRegnal]§! wendet sich an dich mit einer recht einfachen Frage über [From.GetHerHis] Größe. Anscheinend hat [From.GetSheHe] bemerkt, dass [From.GetSheHe] viel größer ist als die anderen Kinder.;;;x
EVTDESCb_PLUS_4058;Your ward §Y[From.GetTitledFirstNameNoRegnal]§! approaches you with a rather simple question about [From.GetHerHis] height. It would seem [From.GetSheHe] has noticed that [From.GetSheHe] is much shorter than the other children.;;Dein Mündel §Y[From.GetTitledFirstNameNoRegnal]§! wendet sich an dich mit einer recht einfachen Frage über [From.GetHerHis] Größe. Es scheint, dass [From.GetSheHe] bemerkt hat, dass [From.GetSheHe] viel kleiner ist als die anderen Kinder.;;;x
EVTOPTa_PLUS_4058;Fantastic!;;Fantastisch!;;;x
EVTOPTb_PLUS_4058;Worrisome.;;Besorgniserregend.;;;x
PLUS_4058a_hover_ctt;It turns out that your ward §Y[From.GetTitledFirstNameNoRegnal]§! is §YTall§!.;;Es stellt sich heraus, dass Ihr Mündel §Y[From.GetTitledFirstNameNoRegnal]§! groß§! ist.;;;x
PLUS_4058b_hover_ctt;It turns out that your ward §Y[From.GetTitledFirstNameNoRegnal]§! is a §YDwarf§!.;;Es stellt sich heraus, dass dein Mündel §Y[From.GetTitledFirstNameNoRegnal]§! ein §YZwerg§! ist.;;;x
EVTDESCa_Plus_4059;As you play with the other children you notice that you are quite a bit stronger than the rest. Perhaps you should show off to a grown-up?;;Wenn du mit den anderen Kindern spielst, merkst du, dass du ein bisschen stärker bist als die anderen. Vielleicht solltest du dich bei einem Erwachsenen beweisen?;;;x
EVTDESCb_Plus_4059;As you play with the other children you notice that you are quite a bit weaker than the rest. Perhaps you should ask a grown-up about this?;;Wenn du mit den anderen Kindern spielst, merkst du, dass du ein bisschen schwächer bist als die anderen. Vielleicht solltest du einen Erwachsenen fragen, wie es dir geht?;;;x
EVTOPTA_PLUS_4059;I'll just ask [Guardian.GetTitledFirstNameNoRegnal]!;;Ich werde einfach [Guardian.GetTitledFirstNameNoRegnal] fragen!;;;x
EVTOPTB_PLUS_4059;I could lift anything!;;Ich kann alles heben!;;;x
PLUS_4059a_hover_ctt;It turns out that you are §GStrong§!.;;Es hat sich herausgestellt, dass du ein §GStrong§! bist.;;;x
PLUS_4059b_hover_ctt;It turns out that you are a §RWeak§!.;;Es stellt sich heraus, dass du ein §RWeak§! bist.;;;x
EVTDESCa_PLUS_4060;Your ward §Y[From.GetTitledFirstNameNoRegnal]§! approaches excitedly to show off [From.GetHerHis] strength. It would seem [From.GetSheHe] has noticed that [From.GetSheHe] is much stronger than the other children.;;Dein Mündel §Y[From.GetTitledFirstNameNoRegnal]§! nähert sich aufgeregt, um [From.GetHerHis] Stärke zu zeigen. Anscheinend hat [From.GetSheHe] bemerkt, dass [From.GetSheHe] viel stärker ist als die anderen Kinder.;;;x
EVTDESCb_PLUS_4060;Your ward §Y[From.GetTitledFirstNameNoRegnal]§! approaches you with a rather simple question about [From.GetHerHis] strength. It would seem [From.GetSheHe] has noticed that [From.GetSheHe] is much weaker than the other children.;;Euer Mündel §Y[From.GetTitledFirstNameNoRegnal]§! wendet sich an Euch mit einer recht einfachen Frage über [From.GetHerHis] Stärke. Es scheint, dass [From.GetSheHe] bemerkt hat, dass [From.GetSheHe] viel schwächer ist als die anderen Kinder.;;;x
EVTOPTa_PLUS_4060;Fantastic!;;Fantastisch!;;;x
EVTOPTb_PLUS_4060;Worrisome.;;Beunruhigend.;;;x
PLUS_4060a_hover_ctt;It turns out that your ward §Y[From.GetTitledFirstNameNoRegnal]§! is §YStrong§!.;;Es stellt sich heraus, dass Ihr Mündel §Y[From.GetTitledFirstNameNoRegnal]§! ein §YStrong§! ist.;;;x
PLUS_4060b_hover_ctt;It turns out that your ward §Y[From.GetTitledFirstNameNoRegnal]§! is a §YWeak§!.;;Es stellt sich heraus, dass Ihr Mündel §Y[From.GetTitledFirstNameNoRegnal]§! ein §YWeak§! ist.;;;x
EVTDESCa_Plus_4061;As you interact with those of the opposite sex you notice a lot of stealthy glances. In addition, those very same people seem to treat you better than others of the same sex.;;Wenn du mit Menschen des anderen Geschlechts interagierst, bemerkst du eine Menge verstohlener Blicke. Außerdem scheinen genau diese Leute Sie besser zu behandeln als andere des gleichen Geschlechts.;;;x
EVTDESCb_Plus_4061;As you interact with those of the opposite sex you notice a lot of stealthy glances. In addition, those very same people seem to treat you worse than others of the same sex. Perhaps you should someone about this?;;Wenn du mit Menschen des anderen Geschlechts zu tun hast, bemerkst du viele verstohlene Blicke. Außerdem scheinen dieselben Leute Sie schlechter zu behandeln als andere Menschen desselben Geschlechts. Vielleicht sollten Sie jemanden darauf ansprechen?;;;x
EVTOPTA_PLUS_4061;I'll just ask [Guardian.GetTitledFirstNameNoRegnal]!;;Ich werde einfach [Guardian.GetTitledFirstNameNoRegnal] fragen!;;;x
EVTOPTB_PLUS_4061;Perhaps I can figure this out.;;Vielleicht kann ich das herausfinden.;;;x
PLUS_4061a_hover_ctt;It turns out that you are §GAttractive§!.;;Es stellt sich heraus, dass du §GAttractive§! bist.;;;x
PLUS_4061b_hover_ctt;It turns out that you are a §RUgly§!.;;Es stellt sich heraus, dass du ein §RUgly§! bist.;;;x
EVTDESCa_PLUS_4062;Your ward §Y[From.GetTitledFirstNameNoRegnal]§! approaches with a burning question. [From.GetSheHe] wonders why those of the opposite sex treat [From.GetHerHim] better than those of the same. It would seem  to you that the cause of this is that [From.GetSheHe] is very attractive.;;Dein Mündel §Y[From.GetTitledFirstNameNoRegnal]§! nähert sich mit einer brennenden Frage. [From.GetSheHe] fragt sich, warum die Angehörigen des anderen Geschlechts [From.GetHerHim] besser behandeln als die des gleichen. Es scheint dir, dass die Ursache dafür darin liegt, dass [From.GetSheHe] sehr attraktiv ist.;;;x
EVTDESCb_PLUS_4062;Your ward §Y[From.GetTitledFirstNameNoRegnal]§! approaches with a burning question. [From.GetSheHe] wonders why those of the opposite sex treat [From.GetHerHim] worse than those of the same. It would seem  to you that the cause of this is that [From.GetSheHe] is very ugly.;;Ihr Mündel §Y[From.GetTitledFirstNameNoRegnal]§! nähert sich mit einer brennenden Frage. [From.GetSheHe] fragt sich, warum die Menschen des anderen Geschlechts [From.GetHerHim] schlechter behandeln als die Menschen des gleichen Geschlechts. Du hast den Eindruck, dass die Ursache dafür darin liegt, dass [From.GetSheHe] sehr hässlich ist.;;;x
EVTOPTa_PLUS_4062;Fantastic!;;Fantastisch!;;;x
EVTOPTb_PLUS_4062;What an eyesore;;Was für ein Schandfleck;;;x
PLUS_4062a_hover_ctt;It turns out that your ward §Y[From.GetTitledFirstNameNoRegnal]§! is §YAttractive§!.;;Es stellt sich heraus, dass Ihr Mündel §Y[From.GetTitledFirstNameNoRegnal]§! sehr §YAttraktiv§! ist.;;;x
PLUS_4062b_hover_ctt;It turns out that your ward §Y[From.GetTitledFirstNameNoRegnal]§! is §YUgly§!.;;Es stellt sich heraus, dass Ihr Mündel §Y[From.GetTitledFirstNameNoRegnal]§! §YUgly§! ist.;;;x
