#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
# Unused or unknown
israel_desc;Israel has a right to defend itself!;;Israel hat ein Recht auf Selbstverteidigung!;;;x
low_legalism;Low Legalism;;Niedriger Legalismus;;;x
max_legalism;Maximum Legalism;;Maximaler Legalismus;;;x
med_legalism;Medium Legalism;;Mittlerer Legalismus;;;x
modifier_hidden;Hidden in countryside;;Versteckt auf dem Lande;;;x
not_dejure_liege;Not De Jure Liege;;Nicht de jure Lehnsherr;;;x
not_dejure_liege_desc;This character resents being ruled by a liege who has no natural rights to their land.;;Der Charakter möchte nicht von einem Lehnsherrn regiert werden, der keine natürlichen Rechte auf sein Land hat.;;;x
plan_passover_mod;Holding Passover;;Pessach halten;;;x
planning_grand_banquet;Planning a Grand Banquet;;Planung eines großen Banketts;;;x
planning_grand_banquet_desc;This character is planning a Grand Banquet that will impress friends and foe alike.;;Dieser Charakter plant ein großes Festmahl, das Freunde und Feinde gleichermaßen beeindrucken wird.;;;x
pogrom;Pogrom;;Pogrom;;;x
pogrom_desc;Expel the Jews living in our lands and seize their wealth for the crown.;;Vertreibe die in unseren Ländern lebenden Juden und beschlagnahme ihren Reichtum für die Krone.;;;x
pompous;Insufferably Pompous;;Unerträglich pompös;;;x
rebellion_religion_province;The Rebellion Began Here;;Die Rebellion hat hier begonnen;;;x
rebellion_religion_province_desc;The current rebellion originated in this province. Perhaps once the war is over, matters there should be dealt with more directly...;;Die derzeitige Rebellion hat ihren Ursprung in dieser Provinz. Wenn der Krieg vorbei ist, sollten die Angelegenheiten dort vielleicht direkter angegangen werden...;;;x
recent_civil_war;Recent Civil War;;Jüngster Bürgerkrieg;;;x
recent_civil_war_desc;This character has recently been in a civil war, and their vassals are unlikely to start another for some time.;;Dieser Charakter war erst kürzlich in einem Bürgerkrieg, und es ist unwahrscheinlich, dass seine Vasallen in nächster Zeit einen weiteren beginnen werden.;;;x
refused_allegiance;Refused to Support Succession;;Verweigerte Unterstützung der Nachfolge;;;x
sanctioned_holy_war;Sanctioned Holy War;;Heiliger Krieg sanktioniert;;;x
show_appreciation;Appreciative Wife;;Anerkennende Ehefrau;;;x
show_appreciation_desc;There are benefits to a happy wife...;;Eine glückliche Ehefrau hat viele Vorteile...;;;x
sleep_on_the_couch;Scorned Wife;;Verschmähte Ehefrau;;;x
sleep_on_the_couch_desc;Hell hath no fury...;;Die Hölle hat keine Wut...;;;x
stolen_banner;Captured Banner;;Gefangenes Banner;;;x
supported_me_at_faction_meeting;Spoke well of me;;Hat gut von mir gesprochen;;;x
swore_allegiance;Swore to Support Succession;;Schwor, die Nachfolge zu unterstützen;;;x
TOP_LIEGE_ALLOWS_KINGDOMS;The laws of the realm allow this title\n;;Die Gesetze des Reiches erlauben diesen Titel\n;;;x
tp_town_1_zor;Temple Village;;Tempeldorf;;;x
tp_town_2_zor;Temple Town;;Tempelstadt;;;x
UNIFIED_TRIBES_OF;Unified Tribes of;;Vereinte Stämme von;;;x
vassal_ruler;Local Levies;;Lokale Levies;;;x
vassal_ruler_desc;Our relatively low rank gives us better control over our local vassals, who will supply us with more troops.;;Unser relativ niedriger Rang gibt uns eine bessere Kontrolle über unsere lokalen Vasallen, die uns mehr Truppen zur Verfügung stellen.;;;x
virgin_queen;Virgin Queen;;Jungfräuliche Königin;;;x
virgin_queen_desc;A ruler, to the exclusion of all else.;;Eine Herrscherin, die alles andere ausschließt.;;;x
war_of_independence;War of Independence;;Unabhängigkeitskrieg;;;x
war_of_independence_desc;Freedom shall be ours!;;Die Freiheit wird unser sein!;;;x
war_sanction_granted;Sanction will be granted;;Die Sanktion wird gewährt;;;x
war_sanction_not_granted;Sanction will be refused;;Sanktion wird verweigert;;;x
wrong_religion_capital;Heretic Capital;;Ketzerische Hauptstadt;;;x
wrong_religion_capital_desc;Reigning in a province that does not follow the true faith makes administration of your territories difficult.;;Die Herrschaft über eine Provinz, die nicht dem wahren Glauben folgt, erschwert die Verwaltung der eigenen Gebiete.;;;x
wrong_religion_group_capital;Heathen Capital;;Heidnische Hauptstadt;;;x
wrong_religion_group_capital_desc;Reigning in a province that does not follow the true faith makes administration of your territories difficult.;;Die Herrschaft über eine Provinz, die nicht dem wahren Glauben folgt, erschwert die Verwaltung eurer Gebiete.;;;x
zoroastrian_not_married;Marriage is a duty!;;Die Ehe ist eine Pflicht!;;;x
ctt_no_conclave;§RDoes NOT§! have the Conclave DLC\n;;§RHat NICHT§! das Konklave DLC\n;;;x
ctt_has_conclave;§GDoes§! have the Conclave DLC\n;;§GHat§! das Konklave DLC\n;;;x
ask_to_leave;Remove from Court;;Vom Hof entfernen;;;x
ask_to_leave_desc;Ask §Y[Root.GetTitledFirstName]§! to leave your court.;;Bitte §Y[Root.GetTitledFirstName]§! darum, deinen Hof zu verlassen.;;;x
ck2plus_ctt_ctd_ask_to_leave;This character will leave your court, along with their family (spouse and children), unless they're members of your dynasty, close relatives, spouse or consort.;;Der Charakter verlässt den Hof mitsamt seiner Familie (Ehepartner und Kinder), es sei denn, er ist Mitglied deiner Dynastie, ein naher Verwandter, Ehepartner oder Gemahl.;;;x
